gene	PC1	PC2	PC3	PC4
OGN	0.024510751	0.021552238	0.0004138066	0.0075475215
OLA1	-0.012601259	-0.011434793	-0.014469413	-0.024791228
OLFM1	0.043681689	-0.047393438	-0.044699586	-0.014955288
OLFM4	0.011752407	0.0069030154	-0.020088495	0.025688778
OLIG1	0.033457377	-0.0092199668	-0.0038048784	-0.0017728323
OLIG2	0.029471761	-0.0034147365	0.0021622212	0.0036278919
OLR1	0.019710706	0.029360785	0.0024489404	-0.0078098486
OMG	0.03374442	-0.011703769	0.0016409411	0.0037134877
OPALIN	0.032242587	-0.0096916309	0.0053160959	0.0047791608
OPCML	0.035584969	-0.012372274	0.0011711535	0.0028734786
OPN3	-0.0034659451	-0.012351012	-0.0024348192	0.012135552
OR11H1	0.011273489	0.014093765	0.017077115	0.019511199
OR1J1	0.018971448	0.0071368339	0.0026227122	0.0094270379
OR2Z1	0.019428305	0.0045208566	0.0089515401	0.014560709
OR51A7	0.02012116	0.0067273971	0.0020081229	0.01205256
OR5K4	0.021964647	0.043919761	0.0054527859	0.014118476
ORC3	0.018559601	0.026260922	-0.0026513884	0.013280247
ORM1	0.010937981	0.0086221994	0.01792854	0.019344626
OSBPL5	0.0070645595	0.0017509064	0.0096384457	0.022216672
OSGIN2	-0.013512142	-0.012551219	-0.022894424	-0.0034674166
OSM	0.01452259	0.011716599	-0.00013710049	0.01454209
OSTN	0.02076773	-0.001747464	3.9560054e-06	0.0040884996
OTULINL	0.0072216902	-0.0033949523	0.019745714	0.027410168
P2RY8	0.023791027	0.04922199	0.0083886756	0.022766783
P3H2	0.0087068515	-0.011581128	-0.00056950967	0.021384079
PACSIN1	0.038938283	-0.023461419	0.0035543792	-0.011143274
PADI1	0.015229059	0.008942462	-0.00055191507	0.012765065
PADI2	0.029953887	-0.0082713452	-0.017268121	0.0028576159
PAEP	-0.029011403	-0.033540798	0.089678475	-0.014341246
PAF1	-0.0063749265	-0.002029401	-0.0098986863	-0.022666836
PAGE2	0.015703935	0.0060750066	-0.013927849	0.0049943864
PAK3	0.024188886	-0.021630928	0.039608633	0.014518973
PALLD	-0.00022919665	0.029385338	-0.024261618	-0.023040331
PALM	0.029375474	-0.010285731	-0.00015381923	-0.018515773
PANX2	0.0053915773	-0.013095354	-0.013848792	0.017483988
PAPLN	0.011779116	0.017987627	-0.0069183836	0.0078703637
PAPPA	0.014256704	0.0014387356	0.0094385694	0.015395447
PAPSS1	0.0080564041	0.0096788134	-0.01693612	-0.0038140017
PAQR5	0.0069667757	0.0023709941	-0.0088160479	0.011132658
PAQR6	0.021969331	-0.02098044	0.0027031371	-0.0043542409
PARD3	-0.012169391	-0.014846243	-0.0016346265	-0.020822129
PARVG	0.025731196	0.045680442	0.00066084478	0.0053631385
PAX2	0.015446021	0.0045186645	0.0014342071	0.0024371006
PAX6	0.028082148	-0.00040742088	0.0081855389	0.006347215
PAX7	0.0086950646	0.0064327279	0.016391275	0.021045633
PAX9	-0.0012429189	-0.0055220291	0.027345251	0.0069265578
PCDH10	0.027705985	-0.0079200167	0.0010481564	0.00463947
PCDH8	0.022931353	-0.0025404011	0.002204104	0.0039245633
PCDH9	0.045859918	-0.02109022	-0.0031136191	-0.0027239833
PCLO	0.026938127	-0.017949462	-0.0037032503	-0.0022937884
PCMT1	0.0078673039	-0.019388849	-0.016295111	-0.039278045
PCP4	0.022497478	-0.012237958	0.035244965	0.013859969
PCSK1	0.022280656	-0.014472486	0.017101832	0.02600969
PCSK1N	0.035070319	-0.057461334	0.040519148	-0.043074721
PCSK2	0.029766933	-0.030556847	0.023518067	0.02432341
PDE10A	0.016822671	-0.00070188301	-0.0041099507	0.022499543
PDE1A	0.028649606	-0.0073442661	-0.0037010101	0.00074163992
PDE1C	0.020869759	-0.0022221812	0.0058969522	0.0060012686
PDE2A	0.033117132	-0.011922621	0.0020064932	-0.010104313
PDGFRB	0.026155804	0.047365992	0.0037846136	0.001801527
PDK4	0.01523895	-0.003919284	0.0011156789	0.023723866
PDLIM3	0.018745875	0.027837323	0.0087687615	0.0066043207
PDLIM4	0.0049106235	0.017284093	0.024849153	-0.053806982
PDXP	0.026181909	-0.016432025	-0.007734303	-0.0054624547
PDZD4	0.036312111	-0.015967153	0.0037845023	-0.01523456
PDZK1IP1	-0.026047085	-0.018293105	-0.01103097	0.021634206
PEBP4	0.019387661	-5.2930857e-05	0.022737345	0.010575142
PECAM1	0.026651594	0.073379549	0.0050558454	0.002748724
PECR	0.0069005109	-0.0081834884	-0.0042822689	0.018550757
PEG10	-0.00038598807	-0.017705826	0.0076220014	-0.078383476
PEG3	0.039393088	-0.013262704	-0.0049878348	-0.0036487767
PENK	0.014587424	0.00014885852	0.012228747	0.0031411445
PERCC1	0.0081348436	-0.0041921271	0.02757773	0.030386759
PEX5L	0.028662092	-0.010547222	-0.0066314923	-0.0014990389
PGAP4	0.026010544	-0.0072171445	-0.011452744	0.0072959291
PGBD5	0.026306268	-0.017259026	0.0034548958	-0.025719602
PGD	-0.027266723	-0.015848323	-0.049767017	0.054520392
PGGHG	-0.018574301	0.0023949553	0.038659456	0.014195113
PGM2L1	0.012396885	-0.023777057	0.00095338635	-0.019625429
PGM3	0.0019058732	0.0011745493	0.0019964661	-0.006425079
PHACTR1	0.035643299	-0.012995791	0.0063261746	-0.00024937387
PHF24	0.031124128	-0.010037647	-0.0021879063	0.00042004609
PHGR1	0.016402709	0.0030082249	0.010524936	0.020378607
PHLDA2	-0.038109868	-0.018521543	0.014655249	-0.046792058
PHLDB2	-0.00049012131	0.012868876	-0.045667195	-0.0019403497
PHOX2B	0.01427977	0.0050328737	0.0063115635	0.0060808002
PHYHD1	0.014317755	-0.005055377	0.035103374	-0.010539129
PHYHIP	0.044076588	-0.020847447	-0.0068078311	-0.0070329976
PHYHIPL	0.041850113	-0.015019465	-0.0077913387	0.0012799336
PI3	-0.0018178663	0.0075466551	-0.039171024	0.029700022
PIANP	0.031931532	-0.0061986057	-0.001842317	-0.0034304069
PIGR	-0.0073330037	-0.012090981	0.11120253	0.052548541
PIK3C2G	0.01607056	0.00033467638	0.012965361	0.020861124
PIK3CG	0.01852614	0.034511766	0.0015431276	0.011316218
PIK3R6	0.018049828	0.011096499	0.0075141061	0.011653966
PINK1	0.019640623	-0.014607505	-0.011459431	-0.012815809
PIR	0.0021681699	-0.021365239	-0.023215517	0.039243724
PITX1	-0.010201893	-0.0022067787	-0.033441683	-0.016040598
PITX2	0.010716287	0.0058833645	0.02028153	0.019093492
PKIA	0.028937015	-0.0061309525	3.6189809e-05	0.0052168434
PKN3	0.015915621	0.038298671	-0.00088998292	0.0062742685
PKP1	0.0061408411	-0.009277285	0.012695284	0.0115326
PKP2	0.0012343022	-0.0035407285	-0.026276168	0.016477026
PLA2G10	0.0046664673	-0.0043393213	0.032931044	0.0312555
PLA2G2A	0.02136788	0.019883614	0.012470981	0.016025272
PLA2G2D	0.020660217	0.029914599	0.00038444699	0.0049931682
PLA2G4A	0.0019213995	-0.015093468	0.027098968	0.037816465
PLA2G4E	0.015197718	0.012321659	0.0017314768	0.016674346
PLAC8	0.0070176785	0.020298446	0.0034891897	0.015586063
PLAU	-0.013102711	0.052056249	-0.015795123	-0.072139376
PLBD1	-0.0024577637	0.022726182	-0.036553311	0.0036657546
PLCG2	0.018507747	0.035495381	-0.00076798166	0.017150777
PLCH2	0.018276516	-0.0067375224	-0.010331894	-0.00040747036
PLEKHG2	-0.0043190036	0.010153775	0.015259088	-0.0023441392
PLEKHG4B	0.0053471171	0.00093275414	0.01388964	0.01088508
PLEKHH1	0.0239039	-0.015545196	-0.010615035	0.019786774
PLEKHO2	0.022186661	0.029788831	-0.0082379735	-0.0020729709
PLEKHS1	0.0063926433	-0.010682776	0.034947604	0.041656869
PLIN2	-0.0018447776	0.010354683	-0.0088756307	-0.016572131
PLK2	0.012919531	0.0025453768	-0.033596229	0.0058656603
PLP1	0.069025826	-0.034392784	-0.015017656	-0.019761905
PLPPR2	0.020515793	-0.011548361	-0.0083546141	-0.0039469427
PLPPR3	0.019921185	-0.0029489734	0.0038895117	-0.009457568
PLPPR4	0.03715085	-0.010294298	-0.0020174368	-0.0078903982
PLVAP	0.021093099	0.049527098	0.0097443001	0.01095028
PLXDC1	0.020809147	0.027762287	0.011482445	0.0054784708
PLXDC2	0.031098745	0.039139707	-0.0017494867	-0.003023243
PLXNA4	0.025202197	0.0037585536	0.0013068208	0.0041286465
PLXNB3	0.0020871354	-0.018313599	0.023064323	-0.04630518
PLXNC1	0.019829847	0.034002655	0.0024886896	-0.0010530479
PMAIP1	-0.012667395	0.00074190708	-0.020528956	-0.029697802
PMEPA1	0.002549287	0.0085547551	-0.016241911	0.00531421
PMM1	-0.003997158	-0.023642837	0.017671767	0.017708125
PMP2	0.050771249	-0.026602656	-0.0096732175	-0.0080369206
PNCK	0.027808319	-0.009732529	0.0025722291	-0.0060394234
PNLIPRP1	0.017678185	0.0069433263	-0.0069426244	0.013470177
PNMA2	0.029241917	-0.022188971	0.018398517	-0.0059960808
PNMA8B	0.031334017	-0.0098839619	-0.0040037267	-0.004536418
PNOC	0.021785866	0.023316537	0.0066527736	0.018174732
PODN	0.018263738	0.033011957	0.014241418	0.011415636
PODXL	0.018319871	0.017013639	-0.0058031726	-0.013329727
POLR3F	0.0056834067	-0.0033659937	-0.013464495	0.0082214206
POLR3H	-0.00072135414	-0.020896591	0.018314693	0.024262916
PON3	-0.021037642	-0.018468726	0.015468137	-0.01888686
POSTN	0.01771725	0.098266224	0.00099335214	0.014304019
POTEE	0.0077073093	0.0075096595	-0.0053439735	0.026960602
POTEG	0.005583812	0.0082544287	0.00035094261	0.023545329
POU2AF1	0.026914507	0.053360667	0.010686583	0.020291243
POU2F3	0.012038497	0.0011220302	0.0078548529	0.010457101
POU3F3	0.029426254	-0.0067783194	-0.001291223	0.005931177
POU4F3	0.016472101	0.010765469	0.0061432802	0.0072407377
PPARGC1A	0.013537107	-0.011264948	-0.0024524189	0.028239198
PPFIA1	-0.012257134	-0.0059989899	0.0021041025	-0.021619222
PPFIA2	0.033883304	-0.0097108026	0.0037136674	0.0041364583
PPIC	-0.013574738	0.0075752331	-0.010839691	0.0042568976
PPIG	0.0012375981	0.00065612521	-0.0045903138	-0.007975646
PPM1J	0.013932426	0.0029804022	-0.0093710389	0.0087383916
PPP1R13B	0.00093356608	-0.017413568	0.026556503	0.006546136
PPP1R1A	0.025351391	-0.002345695	0.0013650015	0.0012464086
PPP1R36	0.019765468	0.00013822068	-0.0018887248	0.0025105205
PPP2R1B	-0.0044207375	-0.0024947413	-0.014153371	0.026870467
PRAME	0.0025917449	-0.010938863	-0.015820558	0.033160074
PRDM1	0.019519229	0.04743193	-0.0058547642	0.011324923
PREPL	0.01494359	-0.032145518	-0.0032632397	-0.011972055
PRF1	0.014178699	0.02892494	0.0014870361	0.0075343263
PRKACB	0.032650057	-0.0070289178	-0.0099053408	-0.011201374
PRKAR1B	0.028965317	-0.02481243	-0.0075588345	-0.037782927
PRKCB	0.037706091	0.0017859464	-0.0030364785	-0.0089009889
PRKCE	0.015470086	-0.014243483	0.0024013706	0.0050792625
PRKCG	0.039227133	-0.015781666	-0.013359631	-0.0046419322
PRKD1	0.01660833	0.0047634964	0.004142428	0.012618098
PRODH	0.0011756706	-0.027260824	0.030627312	0.0020385779
PROM1	0.0085627019	-0.0074366436	0.0091607071	0.02197499
PROX1	0.021820144	-0.0055406465	0.013090348	0.020802448
PRR15L	-0.0068060312	-0.02012318	0.033587532	0.036246361
PRR18	0.023384306	0.00094752058	-0.0006702352	0.0063080349
PRRT1	0.033885419	-0.013332659	-0.0068425947	-0.0020229953
PRSS2	0.010614346	0.0088396696	0.0072650983	0.0036544884
PRSS22	-0.010856081	-0.0074762715	-0.015704042	0.0084654623
PRSS27	0.0069161616	0.0020258521	0.0038628517	0.0095869359
PRSS3	0.013725671	-0.00099350197	0.0040066532	-0.0016348814
PRTG	0.0051927932	0.0024017064	0.010354125	-0.0050817638
PRUNE2	0.032447021	-0.012068899	0.0017214995	-0.00045447414
PSCA	-0.0031685479	-0.0029356925	-0.036612993	0.037222849
PSD	0.030004207	-0.026329803	-0.0086017512	-0.013676424
PSD2	0.030412846	-0.0049509512	0.0038092509	0.0043082064
PSD3	0.025879484	-0.0074837701	0.0051538694	0.0020775014
PSG4	0.016955266	0.0094612914	-0.0050876146	0.0069682569
PSG5	0.0073706828	0.016232424	-0.0071614293	0.0034098896
PSTPIP1	0.020771604	0.051781003	-0.0016316167	0.0076886773
PTGDS	0.045073625	0.012537708	-0.0094737832	-0.0033164163
PTGES	-0.019679491	-0.01202151	-0.054739596	0.040566561
PTGIS	0.019675146	0.041479263	0.0043278306	0.016871628
PTGR1	-0.017667884	-0.024538819	-0.066819056	0.034179863
PTGS2	0.00022128244	0.0012601967	0.0094551078	0.0077291671
PTHLH	0.0076607484	-0.0031377659	-0.0043379095	-0.0075894039
PTN	0.04603669	-0.020551386	0.01519615	0.0068534767
PTPN13	0.0088255202	0.0014104131	0.015166842	0.013781146
PTPN5	0.030593506	-0.0077369283	0.0025321568	0.0026884914
PTPRC	0.018582661	0.073907378	-0.0014155871	0.0037977196
PTPRD	0.033511251	-0.0075747711	-0.0025489856	-0.0016836727
PTPRH	0.003856976	0.00010161605	-0.017439528	-0.0031140864
PTPRN	0.044663102	-0.024083298	-0.0054266859	-0.016990572
PTPRN2	0.022942284	-0.040614198	-0.01880976	0.031201269
PTPRS	0.010032784	-0.015979663	-0.035426034	-0.017372203
PTPRZ1	0.034291369	-0.017386401	-0.017951501	-0.00064161316
PTX3	0.022453069	0.0053848705	-0.0040943774	0.0029606468
PVR	-0.011745424	-0.014179244	-0.0053108125	-0.0037478684
PXDN	0.0039450322	0.021728723	-0.0075676614	-0.0054827735
PYGB	-0.014562349	-0.025583349	-0.01160436	-0.035332829
PYGL	-0.015244937	0.0019314954	-0.015781191	-0.024347627
PYROXD2	0.0050250604	-0.0068149125	0.018922008	0.015187631
QDPR	0.025940993	-0.022923628	-0.0086668186	0.0048622589
QPCT	0.0021431238	-0.004915268	0.018660169	0.01425859
RAB27B	-7.2827857e-05	-0.016414471	-0.016968431	0.019058465
RAB3A	0.043761223	-0.03085805	-0.0025288893	-0.020392595
RAB3C	0.029837274	-0.0095907967	0.0036895372	0.0011000404
RAB42	0.012720938	0.0083250358	-0.0044149241	0.015967706
RAB6B	0.037121413	-0.034823755	-0.0093496443	-0.0213821
RAB7B	0.0035655395	0.0099994431	0.021602031	-0.029994524
RAB9A	-0.0052491417	0.0018610858	-0.016599159	0.0024121428
RALYL	0.02498562	-0.0015204979	0.0021986399	-0.0010597996
RANBP17	-0.0039112736	-0.0079889035	0.014366573	0.0026715755
RAP1GAP	0.014920424	-0.049355236	0.018502225	0.03301939
RAPGEF4	0.040191881	-0.014619395	-0.0013021974	-0.0060041325
RARRES1	0.0098264388	0.041519761	-0.034394882	0.02602833
RARRES2	0.018592773	0.058950668	0.014501777	0.012229887
RASD1	-0.0014379293	-0.048008437	0.035954845	0.039966985
RASEF	-0.013076663	-0.021020791	0.02274227	0.022721633
RASGRF1	0.025417781	-0.009363551	0.0039123748	-0.027258357
RASSF2	0.029393343	0.020514526	0.0010093357	0.0034259583
RASSF6	0.0051136473	0.0031242558	-0.0077582439	0.030124043
RASSF9	0.0065443825	-0.0039739309	-0.0096357813	0.041208847
RBFOX1	0.025433286	-0.016172118	-0.00024780337	0.0022441693
RBMY1J	0.020748765	0.0069548972	0.0052823455	0.01411086
RBP1	0.01471748	0.020831615	-0.024276449	-0.0031150492
RCAN2	0.027467737	1.2002083e-06	0.0073119535	0.00076288188
REG4	0.019691329	0.0049458845	0.0030523435	0.0096269747
RELN	0.02006057	0.0047102699	0.001191614	0.0043924653
REM1	0.017372449	0.011832152	0.0031113209	0.0036906944
RERGL	0.01831312	0.0042493851	0.011292287	0.015529532
RET	0.015414599	0.0026902776	0.016105054	0.023777481
RGCC	0.027555197	0.024067787	0.0057432288	-0.0070377841
RGS16	0.013253221	0.03544846	0.018138878	0.018425299
RGS2	0.0019475586	0.025612574	-0.029206343	0.010677492
RGS4	0.034631987	-0.0080443867	-0.0021869927	0.0017276643
RGS5	0.031775298	0.019117697	0.0076354644	0.0074633192
RGS7BP	0.015101811	-0.0098623738	0.012802917	0.015867857
RHCG	0.01714885	-1.7775434e-05	-0.010518636	0.012774002
RHOD	-0.021841025	-0.011217603	-0.026369651	0.0049506803
RHOF	-0.0098650804	0.0009377719	-0.021768089	-0.0065971322
RHOV	-0.012623449	-0.0047550568	-0.038821026	0.032713778
RIMBP2	0.025113632	-0.015579654	0.0066985703	0.017927978
RIMKLB	-0.008096896	-0.012946074	-0.019828684	0.034426592
RIMS4	0.024409211	-0.0028542659	0.0027838769	0.00023888462
RIPOR2	0.012819277	0.0083625318	0.023461891	-0.0049446233
RND1	0.0092195833	-0.020551802	0.031096622	0.028253845
RNF122	0.013975639	0.024092281	-0.0056602861	0.01392398
RNF217	0.0082147601	0.0059382414	-0.031908899	0.014549343
RNPC3	0.007869246	-0.0017500729	0.0090519349	-0.011335584
ROBO4	0.023860827	0.01254124	0.0066846424	0.0059554268
ROCK1	-0.007330598	0.010502479	-0.015785603	0.0011374567
RORB	0.02735943	-0.0017317641	0.00092433813	0.0062131744
ROS1	-0.0047880772	-0.0056084591	0.049366882	-0.014759318
RPH3A	0.033523379	-0.01069578	-0.0025816321	-0.0054277317
RPH3AL	-0.022620767	-0.016767803	0.042075862	0.02583645
RPS4Y1	0.0092571297	0.0027709739	0.026554358	0.00075814411
RRAD	0.0020450335	0.010812812	0.018924338	-0.03428103
RRM2	-0.024218268	-5.7941441e-05	-0.031090815	-0.013923392
RSPO3	0.014732566	0.0021355708	-0.02779845	0.031739162
RTKN2	0.0071874401	0.0022964954	0.0037956372	0.00050590661
RTN1	0.061697433	-0.032380109	-0.012803965	-0.0247793
RTP5	0.02525501	0.0001636313	0.0043755737	0.0026937471
RUNDC3A	0.032861357	-0.026762487	-0.0031951251	-0.0079402086
RYR2	0.03102968	-0.0057360564	0.0035969666	0.0054567175
S100A1	0.041761013	-0.020672655	0.00066525764	-0.010882021
S100A12	0.010705137	0.009059017	-0.0064219199	0.016664176
S100A14	-0.035258376	-0.026648784	0.0090603896	-0.0011414128
S100A2	-0.024317188	-0.0051931828	-0.026865561	-0.067826588
S100A4	-0.022283046	0.053905824	0.045052618	-0.032498337
S100A7	0.0038551023	0.0072587116	-0.027202358	0.005932211
S100A8	-0.010102577	0.027512933	-0.10836382	0.033123326
S100B	0.053045425	-0.011758869	-0.015816517	-0.017526132
S100P	-0.056135831	-0.043849971	-0.072705854	0.13947011
SAA2	-0.0013766461	0.015622267	-0.0022424325	0.029411096
SAMD12	0.0037499986	-0.023183872	0.015644385	0.019563652
SAMSN1	0.018439942	0.043311654	-0.015902619	0.019455477
SBSN	0.011335173	0.001995146	0.0036399736	0.0022514061
SCAMP5	0.037915151	-0.015477713	-0.0030850115	-0.0041372104
SCEL	-0.0053926348	-0.0047196668	0.030782584	-0.0072204185
SCG2	0.032877469	-0.0130279	-0.0033715125	0.010826345
SCG3	0.03883787	-0.029470247	0.0006504943	0.0027541188
SCG5	0.035519534	-0.034392423	0.010756762	-0.013515931
SCGB3A1	0.00034828562	-0.00014610676	0.041722164	0.028308933
SCGB3A2	-0.0017993103	-0.019405774	0.081154092	0.069755204
SCHIP1	0.02875653	-0.010873558	-0.0032099692	-0.0012579008
SCIN	0.0010828666	-0.0092109027	0.048653375	0.015099466
SCN2A	0.036274552	-0.021216575	-0.0067644369	-0.0083484908
SCN2B	0.02993323	-0.0083599419	0.0046460483	0.0012327431
SCN3B	0.040415246	-0.017848089	-0.0068089425	-0.0061361603
SCNN1B	-0.00014082875	-0.0065680012	0.026986069	0.022224373
SCNN1G	0.014036035	-0.0070498356	0.0026771325	0.027239769
SCRG1	0.041495014	-0.0099297681	-0.0016028688	-0.0021511181
SCRT1	0.026308825	-0.0018069577	0.00078016749	0.0011413474
SCTR	0.011260187	0.0054085904	0.024302377	0.014311928
SCUBE2	0.012920711	0.0037549089	0.016165312	0.012803276
SDC2	0.026432078	0.02084736	0.0047401684	-0.0047003488
SDK1	0.0062035727	0.0024371802	0.020059457	0.019782215
SDR16C5	0.0060810555	-0.0057378586	0.026393653	-0.011768584
SDS	0.012170396	0.0050542591	-0.0026169821	0.025688425
SEC11C	0.0062969813	-0.0031144619	0.014972108	0.043269274
SEC14L5	0.025786678	-0.0087304001	0.0073439247	-0.00091911218
SEC16B	0.0078931124	-0.0015124107	0.0073984462	0.020624093
SELENBP1	-0.011504006	-0.021769429	0.051458374	0.027211689
SELENOV	0.013263655	0.007147389	0.004213556	0.0070353098
SELL	0.014035388	0.019264397	-0.0019407396	0.019163045
SELPLG	0.025813619	0.037662921	0.0013174823	0.0015096011
SEMA3A	0.00016300759	0.0029700964	0.009193998	-0.040375594
SEMA3B	0.0069141972	-0.0054765953	-0.00036257013	0.0037522292
SEMA3C	-0.007090285	0.014510377	-0.052960302	-0.0088130901
SEMA6A	0.022044632	-0.0038931036	-0.015928929	0.01786605
SEMA6D	0.02733531	-0.0025256014	-0.0031137587	0.0040653364
SEPTIN3	0.036290088	-0.02265014	-0.0012293192	-0.012087018
SEPTIN4	0.046302961	-0.0037871472	-0.0018740866	-0.001379969
SEPTIN5	0.035812204	-0.025422258	-0.011667873	-0.021282482
SERHL2	0.014607151	0.0022451886	0.015127227	0.021661034
SERPINA1	-0.035693772	0.021651761	0.061330193	0.036662436
SERPINA4	0.011835093	0.0053251274	0.002704705	0.024427784
SERPINB1	-0.040137176	0.0028324535	-0.013432784	-0.0047760442
SERPINB11	0.018425682	0.0033277969	-0.0057469255	0.024717965
SERPINB13	0.017038474	0.0042176312	-0.012449107	0.015095721
SERPINB2	0.018396869	0.0037484232	-0.0060824811	0.015752109
SERPINB3	0.002685778	0.0077198373	-0.015601426	0.023914677
SERPINB4	0.013550818	0.006138653	-0.014239145	0.016743234
SERPINB5	0.0095481593	-0.0012166202	-0.028495088	0.0073730431
SERPINB9	0.012314167	0.028982023	-0.025986489	0.011354907
SERPINE1	0.010220692	0.071581957	-0.039733827	-0.023073262
SERPINE2	0.034867071	1.0835925e-05	-0.04835932	0.017407633
SERPINI1	0.03503463	-0.015076934	-0.0084508128	-0.00090138044
SEZ6L	0.032071446	-0.010019505	-0.002256738	-0.0020840368
SEZ6L2	0.0094222874	-0.025663256	0.023336107	-0.025116487
SFRP1	0.018546866	0.0087889792	-0.0020390932	0.0014495913
SFRP2	0.022304663	0.091002773	0.0011987499	0.0077496708
SFRP4	0.021344173	0.05746873	0.012475667	0.021027548
SFTA3	-0.020884031	-0.024102664	0.11340996	-0.027655255
SFTPA1	-0.021059724	-0.017298009	0.15403775	-0.025253568
SFTPA2	-0.022084311	-0.023186515	0.17353046	0.0001819086
SFTPB	-0.05473265	-0.02287337	0.27300292	-0.013044901
SFTPC	0.014499214	0.023260735	0.03467063	0.029033633
SFTPD	0.0050742566	0.0060022599	0.044470056	0.02301442
SGIP1	0.036000225	0.0045132768	0.00038428399	-0.0068727491
SGMS1	-0.0021451273	-0.0047070426	0.021270955	0.0093268379
SH2D3A	-0.017032442	-0.010895033	-0.016733173	0.016382901
SH2D4A	-0.012100758	-0.010354555	0.0076768711	0.0059057479
SH3GL2	0.037140051	-0.015415919	-0.0020762019	-0.0066584434
SH3GL3	0.030475293	-0.013273828	-0.0033832821	0.0042259221
SH3RF2	-0.0002918755	0.00413492	-0.0066686461	-0.02763548
SHANK1	0.039303749	-0.017742543	-0.0080672909	-0.012987477
SHANK3	0.032885151	0.0084757831	-0.0052852158	-0.0098543565
SHC3	0.024742823	-0.013812749	0.0055573998	-0.012227838
SHISA2	0.012959054	0.00099515727	0.026130409	0.026582709
SHISA3	0.0013693395	0.0045993152	0.035363839	-0.037491933
SHOX	0.018114558	0.0018339855	0.012277996	0.014567572
SIGLEC10	0.022849899	0.031365765	-0.0051802804	-0.0039597422
SIM2	0.0093354741	0.001891048	-0.0061294852	0.010237206
SIRPA	0.036448858	0.0083922619	-0.021996764	-0.0014059033
SIRT6	-0.0020753559	0.014495617	0.017443746	0.041256595
SLAIN1	0.02932203	-0.012898486	0.015398009	0.0023522508
SLAMF7	0.012056367	0.050621206	0.0014903129	-0.0090863689
SLAMF8	0.014682495	0.043745288	0.0025652288	0.0054452492
SLC11A1	0.025317218	0.025536059	-0.0057970966	0.0089499431
SLC11A2	-0.002474387	0.00039906011	0.017362097	0.0069760483
SLC12A2	0.0021058562	-0.011253966	0.034848243	0.0029700557
SLC12A5	0.03701707	-0.014992793	-0.0031075498	-0.0034604629
SLC14A1	0.027333576	-0.0041069686	-0.003767264	0.0094961139
SLC16A1	0.0098890884	0.0083130175	-0.049368938	-0.0044087045
SLC16A14	0.0020014362	-0.013978714	0.0082150834	0.044493139
SLC16A4	0.004167966	-0.0011037588	0.0053977265	0.027588793
SLC16A7	0.010043809	0.0011910942	-0.010002773	0.018436139
SLC16A9	0.0067791575	-0.013088286	0.03975033	-0.015208164
SLC17A3	0.017226962	-0.000314654	0.011405246	0.021460144
SLC17A7	0.043991771	-0.026189374	-0.0073916583	-0.011166805
SLC1A2	0.063988228	-0.036992761	-0.0073057268	-0.014953168
SLC1A3	0.056774363	0.0042055096	-0.023069197	-0.017962753
SLC20A1	-0.010027832	0.015114435	-0.014915028	-0.039642772
SLC22A17	0.038801108	-0.029848997	0.0067326099	0.00032639154
SLC22A31	-0.010409058	-0.010038781	0.093892171	-0.0092207613
SLC24A2	0.037133834	-0.016702776	-0.0012310947	-0.0035169006
SLC24A3	0.022516917	-0.0021223477	0.012540321	0.021572048
SLC25A1	-0.019006982	-0.0027072686	0.0039661266	-0.014455738
SLC25A29	0.0017228576	-0.013375997	0.029102402	-0.0064494643
SLC26A9	0.00030985793	-0.011615853	0.040712996	0.0056524539
SLC2A1	-0.019709116	-0.020374682	-0.057476243	-0.029771161
SLC2A14	0.018850379	0.017229327	-0.0025184503	-0.010064052
SLC2A3	0.022089961	0.047554839	-0.012090116	-0.033722084
SLC2A9	0.017559559	0.007482432	-0.0096284553	0.0068130697
SLC35A2	-0.015196867	-0.011167564	-0.0038989022	0.00069913557
SLC35C1	0.004649705	0.0029554839	-0.00077334964	0.019836624
SLC35F1	0.030297884	-0.0030517889	0.0019373587	0.0032593972
SLC37A2	0.014783315	0.028252976	-0.011729833	0.0089606966
SLC38A2	-0.015168352	0.0077812772	-0.030863403	-0.0035896319
SLC39A14	0.011878643	0.012153844	-0.010096537	0.0077277297
SLC39A8	-0.0062137533	0.0093469829	0.0098354744	-0.024033833
SLC40A1	-0.006384428	0.010375214	0.014589012	0.0054579778
SLC44A1	0.0062713248	-0.0033628666	-0.025462256	0.017958245
SLC44A4	-0.0070658452	-0.011793585	0.040638117	0.023731119
SLC45A4	-0.0047139605	-0.010766572	-0.012526161	0.035224776
SLC4A10	0.031488376	-0.013375677	-0.0053097247	-0.0098131599
SLC4A8	0.024162535	-0.0095979696	0.018371557	-0.0017815702
SLC5A3	-0.0015972579	0.0012175176	0.011501149	-0.020313598
SLC5A8	0.019545186	0.0012559066	0.0093866066	0.0098827157
SLC6A1	0.042360359	-0.0070356526	-0.00038295234	-0.0044281617
SLC6A14	-0.012211228	-0.012766652	0.026640689	-0.018491046
SLC6A20	0.0059487996	0.0093395428	0.019489926	-0.012728902
SLC6A5	0.019871835	0.009513435	0.0068379451	0.0076583983
SLC7A11	-0.00098140778	-0.023974406	-0.057600565	0.052013376
SLC7A2	-0.0096475392	-0.016814104	-0.00223495	0.069953403
SLC7A5	-0.0091205521	-0.010663108	-0.060514564	0.022308605
SLC8A1	0.040077592	0.014815918	-0.010313396	-0.015440946
