gene	PC1	PC2	PC3	PC4
CST1	0.017983955	0.015304881	0.016529466	0.029895262
CST2	0.015058199	0.016406361	0.013466439	0.025702829
CST4	0.011625056	0.0097166358	0.013693958	0.022079265
CST6	-0.0073101204	0.0040881622	0.015132363	-0.028188112
CST7	0.015999493	0.0288638	0.0054322768	0.017740261
CSTA	-0.0027965523	0.014833188	-0.07210133	0.024266847
CSTB	-0.049604136	-0.0049720229	-0.037405143	-0.0094964018
CT45A1	0.0072588615	0.016595786	0.00083240666	0.018105218
CT83	0.0037828951	-0.0067296782	-0.013550486	0.025734809
CTAG2	0.010827077	0.0035336185	0.0045418117	0.010830059
CTLA4	0.019642484	0.034364366	0.0028663288	0.012616314
CTNNA2	0.031361217	-0.013143529	-0.0038048534	-0.0016889108
CTNNAL1	0.0026138115	0.0080917534	0.0034916841	-0.037643953
CTPS1	-3.7606498e-05	-0.0024376491	-0.022805565	-0.0073102409
CTSE	0.0038234185	-0.0056942055	0.040942757	-0.01456131
CTSG	0.019095844	0.0078270544	0.011857283	0.013462604
CTSH	-0.018499264	0.030907254	0.04329095	-0.015607256
CTSK	0.012051244	0.042645759	0.010271353	0.0080393743
CTSL	-0.012239801	0.042122913	-0.051164401	-0.0067144835
CTSV	-0.0002705398	-0.0058655501	-0.024267141	0.0028598683
CTXN1	0.019986093	-0.016970819	0.0086476169	-0.020299123
CTXND1	0.024329508	0.0015514509	0.0059903744	0.012603531
CX3CR1	0.024174514	0.0087555245	-0.002870133	0.0077906273
CXCL1	-0.024467475	0.0063729325	-0.048765005	0.043831737
CXCL13	0.013501897	0.046165133	0.02025026	0.034132816
CXCL14	0.017398027	-0.00057579884	0.010554622	0.015762159
CXCL17	-0.02612814	-0.02724049	0.10180159	0.015401837
CXCL2	-0.010916458	0.0030895337	0.026963801	0.01152203
CXCL3	-0.0088135478	0.0199261	-0.017619037	0.025791985
CXCL5	0.012379195	0.011962813	-0.0041719424	0.026327022
CXCL6	0.017441503	0.011873912	-0.0048939254	0.010498819
CXCL8	-0.018363014	-0.0010734615	-0.029615712	-0.00035296577
CXCL9	0.0071307199	0.058678695	-0.012185646	-0.0095501426
CXCR3	0.0056628154	0.033879614	0.017781296	0.01613912
CYB5A	-0.036361908	-0.026817796	0.047437009	0.039304815
CYBB	0.019673332	0.052289894	-0.010999322	-0.011198469
CYFIP2	0.03378424	-0.012101898	0.0012196355	0.0023062249
CYP24A1	-0.018137607	-0.021379692	-0.025832388	0.033683886
CYP27A1	0.016271528	0.019515081	0.019041741	0.015862402
CYP2B6	0.0088632267	-0.00977169	0.026737279	0.024051872
CYP3A5	0.008512041	-0.0046706272	4.7595386e-05	0.027855959
CYP46A1	0.029882192	-0.009154513	0.00047392657	-0.0030944524
CYP4B1	0.0046845489	-0.011000634	0.036593138	0.037714323
CYP4F11	0.0026027105	-0.014169036	-0.053667325	0.04860618
CYP4F12	0.0036657142	-5.2647099e-05	-0.046248527	0.039184617
CYP4F3	-0.00083957957	-0.011440187	-0.059349561	0.052308568
CYTIP	0.021263914	0.059719205	0.0041357409	0.014058735
DAAM2	0.027744812	-0.008526139	0.0080036356	-0.0053889365
DAB2	0.017073903	0.05553142	-0.00040734506	0.0059629889
DACH1	0.026576853	-0.0018810051	0.0050293549	0.013603213
DACT2	0.0080592105	-0.0042368198	-0.0041708441	0.043585913
DAPK1	0.0015893424	0.0018201859	-0.006732058	0.05093556
DAPL1	0.01818273	0.0029568993	-0.0055426498	0.0085640936
DBNDD2	0.019535354	-0.021339966	-0.0073235128	-0.010173116
DCBLD2	-0.016135952	-0.00042169731	0.0070877334	-0.082511812
DCLK1	0.034689571	-0.01959486	5.4743481e-05	-0.0098175624
DCLK2	0.034995	-0.0038280317	0.00055374309	-0.0015088954
DDC	0.0069789554	-0.0055087499	0.016662395	0.035938427
DDN	0.029761695	-0.014263316	0.0017270674	-0.0021276315
DDX3Y	0.021609167	0.0050871811	0.018512641	0.019393669
DDX58	0.00023309631	0.011186694	0.004823386	-0.0089622185
DEFB1	-0.0044084085	-0.014034511	-0.048513287	0.060009378
DEFB4B	0.01657582	0.01159301	0.0023607821	0.023684981
DEGS1	-0.0040382588	0.0056859934	-0.0031838503	-0.028573218
DERL3	0.021238765	0.079423681	0.017220397	0.021454061
DGKZ	0.016458873	-0.0057629076	-0.0096449338	-0.022551749
DHRS7	-0.013143334	-0.0030803996	-0.01759453	-0.0085797768
DHRS9	0.010014306	0.0034996579	-0.016249634	0.012939659
DIAPH2	0.0078633529	0.010168306	0.0025796473	0.00031839787
DIO2	0.022163309	0.012793011	0.00048912214	0.014894211
DIRAS2	0.034598113	-0.01860068	-0.0052680152	-0.0083652314
DKK2	0.018690157	0.011686871	0.0039474457	0.012425019
DKK3	0.064656294	0.0035964336	-0.0010090022	-0.023986329
DLC1	0.017357756	0.013530618	0.040805708	-0.0054149919
DLG2	0.033934517	-0.011714265	-0.0047719973	0.0013396499
DLG4	0.045280099	-0.0089223405	0.0057571952	-0.015409791
DLGAP1	0.035690135	-0.014611353	0.0015659614	-0.0085079985
DLK1	0.014328219	0.0056006326	0.0095524619	0.0079481954
DLL1	0.014989515	0.0040331474	-0.008014303	0.018097451
DLL4	0.018531894	0.0060742504	0.015707604	0.011274404
DMBT1	0.01786201	0.009141676	0.028839352	0.026808171
DMD	0.022767222	0.003237099	0.011606842	0.0059745765
DMTN	0.022498947	-0.031305555	0.0092021373	-0.0066608614
DNAH17	0.011965904	0.0033677275	-0.0058229219	0.014813173
DNAH5	-0.0047221531	-0.015286253	0.040792805	0.0082199817
DNAJB1	-0.010353891	-0.001978045	-0.02358697	-0.023445743
DNAJC12	0.0095060898	-0.023881986	0.038663172	0.027137571
DNAJC6	0.038379132	-0.031880237	-0.002239792	-0.028607948
DNER	0.03572079	-0.019622021	-0.019931125	-0.0044712775
DNLZ	0.0007419442	-0.0071900762	-0.0045407175	-0.007564384
DNM1	0.047686505	-0.028370482	-0.019196475	-0.0094578204
DNTTIP1	-0.021568765	-0.005491577	0.015888572	-0.066896487
DOC2A	0.024803865	-0.010204704	0.0044896318	-0.014621326
DOCK1	-0.0087543009	-0.013772808	0.032494232	0.044026517
DOCK5	-0.0071701993	-0.01250372	0.0032019903	0.030689221
DOK6	0.028637639	-0.0076275426	0.0038349715	0.0074009204
DPP4	-0.016955521	-0.010195807	0.060347837	-0.045911149
DPP6	0.034506925	-0.012527744	-0.0021713781	-0.0020841684
DRAM1	-0.011636059	0.017524546	0.042603048	0.021388577
DSG3	0.012915295	-3.8765987e-05	-0.032491484	0.018983715
DTNA	0.042570088	-0.021949709	0.0018232726	-0.012745158
DUOXA1	0.0065715559	0.0017435879	0.02257438	0.022984777
DUSP4	-0.0039766775	-0.011626457	0.0076635053	0.052731474
DUSP5	-0.0081758391	0.018180089	-0.019533008	-0.014942174
DUSP7	0.0050716313	0.011187345	-0.0042696036	-0.031690539
DYNC1I1	0.026439133	-0.0097972303	-0.0099995573	-0.0040287465
E2F1	-0.011357973	-0.0084484887	-0.011900189	-0.0080715033
EBF2	0.022786446	0.0054095072	0.0071720662	0.0086495348
ECEL1	0.013273739	0.0061287673	0.014443515	0.021219157
EDIL3	0.040783326	0.0021479734	0.00042155885	-0.0099371071
EDN2	0.010983744	-0.00094344946	0.0031121322	-0.0070586676
EDNRB	0.031588122	0.0094499116	0.003466808	0.0033968565
EEF1A2	0.011083792	-0.037174865	0.011722625	-0.046555706
EFCAB10	0.016837899	0.0019897407	0.0051508331	0.014564409
EFEMP1	0.0095305424	0.036731562	0.020028008	-0.036893168
EFHD1	0.032753015	-0.0055336871	-0.0022084102	1.1445123e-05
EFNB3	0.025863246	-0.00087716492	0.0051651217	0.0079821348
EGFR	-0.025452778	-0.011345076	0.012874007	-0.032706595
EGLN1	-0.0022899685	-0.0050766495	-0.0009251833	0.0057977465
EGLN3	-0.0026534077	-0.0052293108	-0.011733015	0.018144034
EGR2	0.021989244	0.021827984	0.003221895	0.0032820582
EGR3	0.03126114	0.015168264	-0.005169321	-0.006532712
EHD2	-0.009722346	0.015048024	-0.0023091226	-0.03374538
EHF	-0.026415653	-0.023752693	-0.0027064202	0.046061881
EID2	0.0091723464	-0.00057642698	-0.0058641817	-0.0127133
EID3	-0.0049421623	-0.01137641	-0.031251231	0.036309111
EIF1AY	0.019487524	0.00073463384	0.010924991	0.022172864
ELAVL4	0.027363022	-0.0096091666	0.0025136413	0.0040566337
ELMO1	0.032639961	0.0077808268	0.0064534317	-0.00029101147
ELMOD1	0.035803629	-0.014316084	-0.0064731627	-0.006819173
ELN	0.017015858	0.031066159	0.0068947924	0.016356995
EMB	-0.00058103107	0.021079914	0.038680101	-0.025252576
EMCN	0.021496047	0.01730719	0.0072472337	0.0071368778
EMILIN1	0.018848986	0.048368369	0.0082610112	0.014453982
EMP1	0.00053304359	0.027631575	-0.007114089	-0.01849854
EMP2	-0.024853211	-0.018619559	0.036257668	0.0019248282
ENC1	0.028797644	-0.016093044	0.013644051	-0.020557967
ENO3	0.010195712	-0.0092521179	0.030671451	0.024503736
ENPP2	0.032465003	0.022520905	-0.0038021216	0.0011404454
EPB41L3	0.02847254	0.0041956329	-0.00090893899	-0.0089167366
EPGN	0.013144215	0.0097079728	-0.012521857	0.013971726
EPHA5	0.026323698	-0.0055516616	-0.0051629402	-0.00097373329
EPHB3	0.0055577591	-0.0033219649	-0.0094942677	0.018660453
EPHB6	0.026087982	-0.0057330305	0.00073468302	0.0014839486
EPPK1	-0.015520831	-0.028673416	-0.0029461365	0.017600263
EPS8L1	-0.017558479	-0.013069439	-0.0044953976	0.018846526
EPS8L3	0.012159222	-0.00019084274	-0.0070490073	0.020043122
EREG	-0.00053272562	0.0065540776	0.014045303	-0.059636946
ERMN	0.033820354	-0.0032244566	0.0029010246	0.0027537693
ERN2	0.013202106	0.002514553	0.012051233	0.027636944
ERO1B	0.010389282	-0.0011755957	0.021018507	0.030317084
ERRFI1	-0.046744383	-0.027163863	-0.0026063356	-0.0039579813
ERV3-1	-0.009700046	-0.0095061826	0.040586167	0.011917746
ESAM	0.022607232	0.025014155	0.018703234	-0.0089719577
ESM1	0.019052004	0.013258067	0.0062663497	0.0092956437
ETNPPL	0.027878567	-0.017078194	0.0080446157	0.0044776511
EVI2A	0.028078164	0.025124507	-0.0049130062	-0.0023470781
EVI2B	0.022331399	0.062425108	-0.00010061385	0.0043401236
EVPL	-0.018620012	-0.014557055	0.00046483226	-0.00022134978
EXOC1L	0.019092775	0.0032688923	0.0020582456	0.0081257349
EYA2	0.0072482417	0.0003413653	-0.0095937328	0.032296852
F13A1	0.026563178	0.046222608	-0.01061898	-0.010550118
F2R	0.017715492	0.045594178	0.0064076433	-0.0032731041
F2RL1	-0.00043389097	0.0017968387	0.0011732961	-0.0094822055
F5	0.01057921	0.0013125053	-0.010627295	0.027757996
FA2H	0.0033332821	-0.018151714	-0.011643466	0.017981159
FAAH2	-0.0058390559	-0.0046297761	0.0040382146	0.035582322
FABP3	0.017773126	-0.0070739973	0.026495518	-0.057472661
FABP5	0.0081572635	0.014887285	-0.023391529	0.0047347962
FABP6	0.0092556521	-0.0026861731	-0.0015253739	-0.015723627
FABP7	0.036264394	-0.0054592724	-0.0074679295	-0.0050815004
FAIM2	0.050856195	-0.032260605	-0.00035947003	-0.010288959
FAM107A	0.065995129	-0.030416288	-0.012299705	-0.013228399
FAM110C	0.0034145147	-0.0088837175	-0.024406779	0.037345674
FAM126A	0.0026701193	0.0038817555	0.0098266444	-0.029936306
FAM162A	-0.014209036	-0.018564796	-0.035870711	-0.010009938
FAM167A	0.020903727	-0.0047371355	0.014674608	0.014600673
FAM171B	0.040655864	-0.025174056	-0.015422312	-0.01316911
FAM177A1	-0.01949507	-0.02156092	0.022360113	-0.02180832
FAM3B	0.0051770241	-0.0065722499	0.026011177	0.023240965
FAM71E1	0.014808023	-0.0047243932	-0.0045156261	0.018536807
FAM83A	-0.034176037	-0.020005565	-0.044557792	0.009331009
FASN	-0.023132095	-0.041686089	0.025893875	0.027619041
FAT1	-0.012088679	-0.012236326	-0.017484219	0.031051643
FAT2	0.016148476	0.0074841376	-0.016661579	0.0099519772
FAXDC2	0.0051423015	-0.0040703845	0.028716507	-0.053531563
FBLN1	0.015315616	0.066220241	-0.030012628	-0.010502601
FBLN2	0.021627405	0.041297887	-0.012117775	0.0047502416
FBN1	0.021820781	0.056661876	-0.003370098	0.0080784913
FBP1	-0.011764459	0.010522701	0.050241797	-0.033874052
FBXL16	0.045692557	-0.037719435	-0.0061497191	-0.016522771
FBXO41	0.020908641	-0.012277075	-0.0019067676	-0.018897271
FCGBP	0.013763506	0.0081891648	-0.0029830964	0.0039006407
FCGR2B	0.014701422	0.040905812	-0.0040165599	0.0055178723
FCN3	0.020846038	0.016261096	0.0038159798	0.0075094749
FCRL5	0.02212603	0.047559446	0.008545293	0.017028379
FDCSP	0.015619057	0.019218533	0.0045903339	0.0060368336
FDX1	-0.014028431	0.0035579444	-0.018506029	0.0080310493
FEZ1	0.048816463	-0.012406102	-0.013507775	-0.012963272
FGA	-0.014548523	-0.037264641	0.0045470386	0.11205718
FGB	-0.018716044	-0.031980701	0.026310476	0.10348514
FGF1	0.040823541	-0.0080311111	0.0014838252	0.0030944196
FGF12	0.027094468	-0.01625572	-0.023555969	0.010784082
FGF13	0.021790443	-0.014151178	0.0027695214	-0.010980719
FGFBP1	0.00011019596	-0.0016836244	0.011875434	-0.051196736
FGFR3	0.01584521	-0.013321846	-0.028163612	0.0073495214
FGG	-0.004150347	-0.032759827	0.040133222	0.08443221
FGL1	0.0078367234	-0.014072017	0.03047581	0.059277873
FGR	0.020782079	0.030860572	0.00032600512	0.0050030003
FILIP1L	0.0083543626	0.026492452	0.017623159	-0.035713174
FKBP11	0.0037009466	0.034981156	0.0061228992	0.028234361
FLNC	0.010232449	0.00048734146	-5.7948678e-05	-0.023426354
FLRT2	0.023213086	0.0061714112	0.0090734942	0.018714794
FLRT3	0.0050373717	-0.012293129	0.013556355	0.025403528
FLT1	0.027006733	0.029638775	0.0070938841	0.0075896466
FMN2	0.031397739	-0.013343376	-0.00053477789	-0.0018837417
FMO2	0.019089613	0.019719129	0.0095903278	0.0095817
FMOD	0.019303213	0.04411115	0.01593029	0.01705049
FN1	-0.01435794	0.10122159	0.005640958	-0.082578692
FNDC1	0.018299081	0.031092249	0.0065526731	0.014743237
FOLR1	0.00016437951	-0.0058807317	0.054980656	0.034070949
FOLR2	0.025822049	0.040985171	0.0010082291	-0.0036889136
FOXA1	-0.022952098	-0.025961683	0.031724896	0.018588954
FOXC1	0.0044851741	0.011444111	-0.016868931	0.0085620326
FOXF2	0.007794382	0.018511897	0.012420033	-0.032823392
FOXI1	0.015646443	0.0047442349	-0.004020863	0.015508107
FOXJ1	-0.013608246	-0.012104987	0.019997173	0.0045862482
FOXO1	0.012871825	0.020375409	-0.0052036245	0.026296047
FOXQ1	-0.023935536	-0.010697688	-0.023779379	-0.047800306
FOXR1	0.018794392	0.0051545191	0.0051179768	0.0095314897
FPR1	0.022811898	0.029909365	-0.010740456	0.0033028034
FREM2	0.01813433	0.00046397495	0.014357969	0.02290657
FRMPD4	0.026804779	-0.0042517131	0.00090980091	0.0076803414
FRRS1L	0.035116289	-0.010363086	0.00059052433	-0.0022399333
FRZB	0.025990494	0.026305216	0.0049926307	0.003725727
FSCN1	0.0040395947	0.0081513341	-0.058771662	-0.047429121
FSTL1	0.020856898	0.071982337	-0.028787452	0.00027584456
FSTL3	-0.0082322437	0.017196602	-0.021973174	-0.014340268
FSTL4	0.012299065	-0.0046307395	0.020221076	0.017519964
FURIN	-0.027037112	-0.010432071	0.012008702	0.014872296
FUT9	0.035704208	-0.0098983773	0.0054997845	-0.0031078525
FXYD1	0.036954195	-0.0048128848	-0.002799267	-0.0047012961
FXYD2	0.0059394617	0.00083739191	0.0037154504	0.030365533
FXYD3	-0.038224858	-0.035871022	-0.031571913	0.080108505
FXYD4	0.013229632	-5.907014e-05	0.0028581458	0.018443249
FXYD6	0.05077492	-0.0069644691	-0.005395796	-0.013754022
FXYD7	0.034711295	-0.01712415	-0.012109736	-0.009713473
FZD1	0.0046272821	0.010056989	0.0058742065	0.0064671602
FZD4	0.015325905	0.011322075	-0.010506423	0.024451787
FZD6	-0.011825403	-0.0078039696	0.00066443288	0.00012355258
G0S2	-0.001125053	0.012999589	0.010542794	0.0030996102
G6PD	-0.023845522	-0.026087236	-0.047582966	0.049664445
GAB2	0.012651538	0.0007681823	0.020938237	-0.001434784
GABBR1	0.03587756	-0.014018841	0.0060889636	-0.012375975
GABBR2	0.031012255	-0.013924385	0.0013486137	-0.0060623608
GABRA1	0.030180419	-0.0090388848	0.00082990995	0.0014931319
GABRA2	0.03714255	-0.016542136	-0.0096561573	-0.0069342428
GABRA3	0.026796201	-0.0094974655	-0.0041104839	0.0046563542
GABRA5	0.029282616	-0.015107817	-0.0053238246	-0.0016274412
GABRB1	0.031153383	-0.015448253	-0.0069865333	-0.0027662555
GABRB2	0.036150137	-0.014414315	0.0030485547	-0.0043556756
GABRE	-0.00068061577	-0.0011810421	-0.027919433	-0.0027384431
GABRG2	0.031338217	-0.0092376155	0.0032013293	-0.0031442806
GABRP	0.011603275	0.0053502679	-0.0041455392	0.010916192
GADD45G	0.0059300654	-0.012235062	0.040211835	0.020133778
GAGE1	0.0025132464	0.025234312	-0.0059087073	0.016641109
GAGE10	0.0048515759	0.030424136	-0.0079353321	0.018439909
GAL3ST2	0.018068494	0.0004168863	0.0048235098	0.011349715
GALNT15	0.034594644	0.0079866373	0.0033119447	0.0068755985
GALNT18	0.012450917	-0.0016334619	-0.00012034634	-0.018687503
GALNT3	-0.024052493	-0.0094056848	-0.0061083242	-0.0018189889
GALNT4	-0.012782648	-0.0090396587	-0.0057773963	-0.0011120165
GALNT6	-0.0034779116	-0.0040914343	0.01910812	-0.013706003
GALNT9	0.026445713	-0.0057223742	-0.00098206109	0.003576119
GAP43	0.047006526	-0.020915031	-0.010183391	-0.015469479
GAS1	0.021754107	0.0359646	0.0074109744	0.012416187
GAS6	0.024877832	0.049977219	-0.011360507	-0.00064111742
GAS7	0.045855913	0.010900384	-0.0050827792	-0.0059258045
GASK1B	0.022909744	0.031158761	0.0092562914	0.0098983512
GATA3	0.0102131	0.019809728	-0.015886389	0.0089367452
GATM	0.030408155	-0.0021952214	-0.0086348527	-0.0062809439
GBP5	0.015244943	0.06634234	-0.014219955	0.0070718106
GCLC	-0.024288815	-0.024573944	-0.055249909	0.033673232
GCLM	-0.020333688	-0.021396194	-0.063793446	0.029109507
GCNT3	-0.0043142769	-0.017572536	-0.0057527229	0.030744282
GDA	0.028866007	-0.024619363	-0.026889888	0.012619123
GDAP1	0.023051726	-0.019477758	-0.0080614913	0.0043028815
GDF10	0.016023973	0.005153235	0.012380915	0.017160393
GDF15	-0.014912801	-0.016793828	0.035754852	0.025750395
GEM	0.0032191341	0.013742149	0.022577399	0.0084229366
GFAP	0.10068064	-0.038471688	-0.028438298	-0.031198501
GFRA2	0.026944829	0.0021932972	0.0070706989	0.0041214141
GFRA3	0.01191588	0.0028072406	0.033197035	0.028067316
GGT5	0.024523	0.038946794	0.010844059	0.00057830722
GGTA1	0.026326318	0.01849636	0.001667002	0.00050631041
GGTLC1	-0.0055204739	0.0065550299	0.031280445	0.012039591
GIP	0.017071704	0.0060726426	0.0021646126	0.01055945
GJA1	0.025133429	-0.0035272262	-0.005236984	-0.009879625
GJA5	0.015343187	0.020984349	0.011831318	0.014716959
GJB1	0.014105919	-0.010988421	0.016648272	0.034823652
GJB2	-0.002552299	0.00870562	-0.051924661	0.013499931
GJB3	0.0048629239	0.0058057287	-0.017747417	0.0052901473
GJB5	0.013978692	0.0072683837	-0.0041729853	0.01472065
GJB6	0.01680309	-0.0083883284	-0.044000875	0.012836502
GKN2	0.017838018	-0.0047070426	0.011578884	0.020239212
GLB1L3	0.016174112	0.0031162543	0.025911119	-0.0054538555
GLDC	0.013589755	0.0020011765	-0.015392592	0.018113731
GLRA3	0.017939748	-0.0024906392	0.015501127	0.0082250328
GLRB	0.026125011	-0.023973022	-0.0046422729	0.0012881167
GLRX	-0.0014269964	0.0087431756	-0.021251425	0.011994295
GLTPD2	0.0093705732	0.0035871962	0.017156621	0.030632025
GNAO1	0.043048329	-0.025196707	-0.0041651448	-0.0099430637
GNAT2	0.017155471	0.004199892	-0.008390359	0.010676205
GNAZ	0.028009751	-0.012791745	0.0022440419	0.0007541555
GNG11	0.0089421127	0.021350348	0.020437255	-0.035631006
GNG2	0.033924478	0.0051985858	-0.0028499331	-0.0026569681
GNG3	0.031377885	-0.015829218	0.0018314678	-0.0028224653
GNG4	0.0035153564	-0.01230346	-0.013004714	0.026200728
GNLY	0.0036724783	0.032505031	-0.0016154036	-0.044625283
GP1BB	0.029456199	-0.0060079254	-0.001458782	-0.0080467516
GP2	0.014639509	0.0041406041	-0.0011872677	0.016710938
GPC1	-0.0014571889	-0.022487885	-0.055254899	-0.017880925
GPC3	0.010921978	0.0040501664	0.017968318	0.013416049
GPC4	-0.0035426837	-0.0037306254	0.047859717	0.0063431933
GPM6A	0.045854401	-0.033290401	-0.0044882404	-0.0095012719
GPM6B	0.061523524	-0.034423593	-0.011106473	-0.016557342
GPNMB	0.0074808704	0.074554985	-0.02259737	-0.0080539575
GPR15	0.019068682	0.014310175	0.0014150295	0.010475758
GPR162	0.02832564	-0.0055791538	0.0051075013	0.0044892119
GPR26	0.022735457	0.0039159442	0.0058299285	0.011776549
GPR31	0.011275906	-0.0012139976	0.008368676	0.015389051
GPR34	0.029651798	0.018416155	-0.0070316147	0.00073037651
GPR37	0.022868785	-0.010318299	-0.0023903725	-0.0026846073
GPR37L1	0.030160092	-0.015336326	0.0030105005	0.0023857941
GPR39	-0.012597225	-0.014945714	0.040089173	0.016522494
GPR4	0.01593166	0.023332852	-0.0011263496	0.0061462984
GPR52	0.0067057058	0.0083190929	-0.011808704	0.012322286
GPRASP1	0.027221954	-0.0088592388	0.0034340386	5.7885419e-05
GPRC5B	0.049164026	-0.014212214	-0.016713399	-0.0040939468
GPX2	-0.016504574	-0.035570979	-0.047099282	0.082719467
GPX3	-0.0041610532	0.023314803	-0.0020834061	-0.017013499
GRAMD1B	0.024849212	0.00032460186	-0.0076420225	0.013000188
GRAMD4	-0.0027945808	-0.015935249	0.010500919	0.021023468
GRB14	0.0012094667	-0.019796723	0.017918627	0.024857613
GREM1	0.016882256	0.04456284	0.005052966	0.0017862084
GRIA1	0.036914703	-0.014996035	-0.0021356096	0.0027981227
GRIA2	0.043298253	-0.026067006	-0.0094562179	-0.011403258
GRIA3	0.032167195	-0.011953724	0.0025149221	-0.0010179574
GRIA4	0.032946132	-0.0054618405	-0.0036827167	0.0019285817
GRIK5	0.02370518	-0.0089102054	0.0054495224	0.003651335
GRIN1	0.046652271	-0.034959989	-0.002939539	-0.0095945699
GRIN2B	0.023485323	-0.01191939	-0.0013514922	-0.0055498902
GRM5	0.028292217	-0.01134113	0.00410932	0.0032938105
GRP	0.01908293	0.00047837	0.0078945599	0.013860526
GSDMC	0.0027410326	0.0070038242	-0.027773302	0.025611798
GSTA1	-0.0029992523	-0.0095794666	-0.0053903686	0.05112381
GSTA2	0.011625553	-0.002177612	0.00079274902	0.020728097
GSTA3	0.010752508	-0.0096247073	0.00056138506	0.022989607
GSTT1	0.010238616	-0.0053136426	0.025936253	0.014901011
GULP1	-0.0017580794	-0.014350258	-0.0028149545	0.021168571
GXYLT2	0.016705356	0.029731458	0.011232257	0.010614415
GZMA	0.016219611	0.030798465	-0.0042713482	0.0096120358
GZMK	0.022053915	0.031175789	0.0046240974	0.0031407239
GZMM	0.01327932	0.018880753	0.0093473253	0.0068591963
H2AW	0.0029585761	0.0014547522	0.011699186	0.011949121
H2BC3	0.0014295592	0.016926208	0.01333231	-0.024577661
H2BC6	-0.0032919434	0.0146809	0.0095992221	-0.006998244
H2BC9	-0.015542497	0.02819677	-0.0033305693	-0.039133834
H2BU1	0.00067938273	0.016747797	0.0041379528	0.012954697
H3-2	0.0020692602	-0.0044983724	0.0025541179	0.0099500758
H3-4	-0.0090615671	0.018128912	0.0082680846	0.035283937
H3C3	-0.01888382	0.025566317	0.024265018	-0.028107677
H3C8	-0.0030888499	0.035687594	-0.0059569992	0.0070677981
H4C7	0.01574574	0.0094603143	0.01043172	0.010447024
H4C9	0.0068894448	0.031286904	-0.010790183	0.0044818789
HAL	0.0054163514	-0.009795267	0.0035763482	0.032812608
HAPLN2	0.024461582	-0.013876397	0.0047728086	0.0055729262
HAS3	0.0027005231	-0.0038622393	-0.0011037003	0.0095513782
HAT1	-0.011628377	-0.0017858998	-0.015898338	-0.015306139
HAVCR1	0.0073078794	-0.01163366	-0.0078202866	0.047137612
HBA2	0.032128044	0.014201921	-0.0019695788	0.0078648892
HBB	0.031930021	0.011897112	0.0052630526	0.0048178533
HBEGF	0.015434262	0.022770754	-0.015242395	-0.01324133
HCAR1	0.010824632	-0.0066690768	0.022253404	0.024520193
HCAR2	0.0046097696	0.0079167334	0.0061925297	0.033376081
HCN1	0.026292669	-0.0067016194	0.0052946627	0.0034124873
HDAC9	0.011805711	0.01104699	-0.0096614631	-0.010802339
HEG1	0.014878964	0.038318366	-0.015893241	-0.0029963817
HEPACAM	0.039475785	-0.013024915	-0.0038707996	-0.001214025
HEPACAM2	0.012016236	-0.0032282659	0.0072297589	0.016201236
HEPHL1	0.0174723	0.00444519	-0.0036565919	0.012326728
HES2	0.014560419	0.0031022949	-0.0033923011	0.015411888
HES4	-0.0071506329	0.0025066316	0.004201685	0.00086142788
HGD	-0.0056888419	-0.025255821	-0.012927932	0.059864174
HHATL	0.021949115	-0.0052482394	0.015151998	-0.010610347
HHIP	0.021738423	0.0045311293	0.012698503	0.0044605027
HHIPL2	0.0054833707	-0.0041481816	0.010623603	0.028313446
HHLA2	0.012684212	-0.0012757213	0.020188811	0.0026042996
HIC1	0.020378763	0.034270744	0.012031542	0.011241011
HIF3A	0.012365455	-0.010007586	0.024920233	0.016710991
HK2	-0.0099542315	0.005597072	-0.010077471	-0.024861599
HLA-DOA	0.011329208	0.032554306	0.013180942	0.0015183545
HLA-DQA1	0.012811389	0.068257813	0.0080697217	-0.020063596
HLA-DQA2	0.008879559	0.050672986	-0.0037456661	0.010595984
HLA-G	-0.0011962792	0.029389391	0.021242762	-0.025165581
HMGA2	0.0061274777	0.012426909	-0.0070116029	-0.021815873
HMGN3	-0.00083737972	-0.0041628383	0.02142169	0.0061851785
HMOX1	0.013219902	0.027014687	-0.0086727596	0.010147575
HOXA3	0.0013872874	0.00031086658	-0.020426657	0.018856039
HOXB2	0.0082600645	0.013755035	0.030690445	0.026416399
HOXB4	0.0092468081	0.014471545	0.01117126	0.015576514
HOXB6	0.010927743	-0.0026456876	0.0018328619	0.015757072
HOXB9	0.01208549	-0.0014245642	0.011194512	0.017398893
HOXC12	0.015772954	0.0017608852	0.008336469	0.013753339
HP	0.015072931	0.0039632865	0.024719174	0.010309306
HPCA	0.036827144	-0.020567401	-0.0012359814	-0.0042854024
HPCAL4	0.037291686	-0.019370211	0.0030475918	-0.0072951668
HPD	0.017671607	-0.001722834	-0.0037337268	0.014636555
HPGD	-0.014297001	-0.0085671533	0.027261922	0.0055052519
HPGDS	0.013850721	0.0079732185	0.0012119107	0.020261646
HPN	-0.0053148691	-0.020907338	0.045714929	0.019080135
HRK	0.0014349393	0.00060205401	0.014079354	0.016228149
HS3ST1	0.0064532043	-0.0063732751	-0.00022384575	0.012431641
HS3ST4	0.027144195	-0.010494821	0.00048786951	0.0042932879
HSD11B2	0.01034991	-0.0062848565	0.0055934929	0.022895293
HSD17B1	0.014358795	0.010945648	-0.0055651671	0.0082475281
