arm	reference	aoi_label	aoi_code	site	patient_id	cell_type	abundance	proportion
tissue	Brain_Darmanis	TIME-B20	TIME-B	brain	P20	Myeloid.Type.1	0	0
tissue	Brain_Darmanis	TIME-B20	TIME-B	brain	P20	Astrocyte	0	0
tissue	Brain_Darmanis	TIME-B20	TIME-B	brain	P20	OPC	0	0
tissue	Brain_Darmanis	TIME-B20	TIME-B	brain	P20	Neoplastic.Type.2	0	0
tissue	Brain_Darmanis	TIME-B20	TIME-B	brain	P20	Vascular.Type.3	14.4647364611522	0.158049434049091
tissue	Brain_Darmanis	TIME-B20	TIME-B	brain	P20	Oligodendrocyte	0.305084125770901	0.0033335120584431
tissue	Brain_Darmanis	TIME-B20	TIME-B	brain	P20	Vascular.Type.1	21.6073661532872	0.236093619886559
tissue	Brain_Darmanis	TIME-B20	TIME-B	brain	P20	Neuron	0	0
tissue	Brain_Darmanis	TIME-B20	TIME-B	brain	P20	Vascular.Type.2	12.3705814123609	0.135167577807781
tissue	Brain_Darmanis	TIME-B15	TIME-B	brain	P15	Neoplastic.Type.1	0	0
tissue	Brain_Darmanis	TIME-B15	TIME-B	brain	P15	Myeloid.Type.2	60.275748997686	0.437140695396233
tissue	Brain_Darmanis	TIME-B15	TIME-B	brain	P15	Neoplastic.Type.3	10.7950658429073	0.0782895719735938
tissue	Brain_Darmanis	TIME-B15	TIME-B	brain	P15	Myeloid.Type.1	0	0
tissue	Brain_Darmanis	TIME-B15	TIME-B	brain	P15	Astrocyte	0	0
tissue	Brain_Darmanis	TIME-B15	TIME-B	brain	P15	OPC	0	0
tissue	Brain_Darmanis	TIME-B15	TIME-B	brain	P15	Neoplastic.Type.2	0	0
tissue	Brain_Darmanis	TIME-B15	TIME-B	brain	P15	Vascular.Type.3	25.2570420258654	0.183172853070022
tissue	Brain_Darmanis	TIME-B15	TIME-B	brain	P15	Oligodendrocyte	0	0
tissue	Brain_Darmanis	TIME-B15	TIME-B	brain	P15	Vascular.Type.1	21.3243378749549	0.154651514788806
tissue	Brain_Darmanis	TIME-B15	TIME-B	brain	P15	Neuron	5.3550510063588	0.0388366923634885
tissue	Brain_Darmanis	TIME-B15	TIME-B	brain	P15	Vascular.Type.2	14.8791364456102	0.107908672407857
tissue	Brain_Darmanis	TIME-B19	TIME-B	brain	P19	Neoplastic.Type.1	0	0
tissue	Brain_Darmanis	TIME-B19	TIME-B	brain	P19	Myeloid.Type.2	55.4695830822107	0.495914740295552
tissue	Brain_Darmanis	TIME-B19	TIME-B	brain	P19	Neoplastic.Type.3	13.9577001569344	0.124786033422868
tissue	Brain_Darmanis	TIME-B19	TIME-B	brain	P19	Myeloid.Type.1	0	0
tissue	Brain_Darmanis	TIME-B19	TIME-B	brain	P19	Astrocyte	0	0
tissue	Brain_Darmanis	TIME-B19	TIME-B	brain	P19	OPC	1.14442290328447	0.0102314846323878
tissue	Brain_Darmanis	TIME-B19	TIME-B	brain	P19	Neoplastic.Type.2	0	0
tissue	Brain_Darmanis	TIME-B19	TIME-B	brain	P19	Vascular.Type.3	10.7421472187918	0.0960380239441923
tissue	Brain_Darmanis	TIME-B19	TIME-B	brain	P19	Oligodendrocyte	3.87877742774653	0.0346774357019109
tissue	Brain_Darmanis	TIME-B19	TIME-B	brain	P19	Vascular.Type.1	10.7688462757579	0.0962767215360213
tissue	Brain_Darmanis	TIME-B19	TIME-B	brain	P19	Neuron	9.50681304135997	0.0849937652038415
tissue	Brain_Darmanis	TIME-B19	TIME-B	brain	P19	Vascular.Type.2	6.38477368700163	0.0570817952632266
tissue	Brain_Darmanis	TIME-B12	TIME-B	brain	P12	Neoplastic.Type.1	0	0
tissue	Brain_Darmanis	TIME-B12	TIME-B	brain	P12	Myeloid.Type.2	66.2853509338166	0.429966858448058
tissue	Brain_Darmanis	TIME-B12	TIME-B	brain	P12	Neoplastic.Type.3	17.7653073703694	0.115236523482068
tissue	Brain_Darmanis	TIME-B12	TIME-B	brain	P12	Myeloid.Type.1	0	0
tissue	Brain_Darmanis	TIME-B12	TIME-B	brain	P12	Astrocyte	0	0
tissue	Brain_Darmanis	TIME-B12	TIME-B	brain	P12	OPC	0.515966050505767	0.00334686772682736
tissue	Brain_Darmanis	TIME-B12	TIME-B	brain	P12	Neoplastic.Type.2	0	0
tissue	Brain_Darmanis	TIME-B12	TIME-B	brain	P12	Vascular.Type.3	24.5779303499886	0.159427314645905
tissue	Brain_Darmanis	TIME-B12	TIME-B	brain	P12	Oligodendrocyte	1.61867348400753	0.0104996947736883
tissue	Brain_Darmanis	TIME-B12	TIME-B	brain	P12	Vascular.Type.1	20.3455590560091	0.131973595786136
tissue	Brain_Darmanis	TIME-B12	TIME-B	brain	P12	Neuron	10.2147672530486	0.0662591556610551
tissue	Brain_Darmanis	TIME-B12	TIME-B	brain	P12	Vascular.Type.2	12.8403063474133	0.0832899894762624
tissue	Brain_Darmanis	TIME-B31	TIME-B	brain	P31	Neoplastic.Type.1	0	0
tissue	Brain_Darmanis	TIME-B31	TIME-B	brain	P31	Myeloid.Type.2	41.2747206000097	0.355352685035525
tissue	Brain_Darmanis	TIME-B31	TIME-B	brain	P31	Neoplastic.Type.3	19.7805476570175	0.170299656041589
tissue	Brain_Darmanis	TIME-B31	TIME-B	brain	P31	Myeloid.Type.1	0	0
tissue	Brain_Darmanis	TIME-B31	TIME-B	brain	P31	Astrocyte	0	0
tissue	Brain_Darmanis	TIME-B31	TIME-B	brain	P31	OPC	3.5520608282008	0.0305812936916735
tissue	Brain_Darmanis	TIME-B31	TIME-B	brain	P31	Neoplastic.Type.2	1.12132847128975	0.00965402254181459
tissue	Brain_Darmanis	TIME-B31	TIME-B	brain	P31	Vascular.Type.3	13.1154340548742	0.112916686995207
tissue	Brain_Darmanis	TIME-B31	TIME-B	brain	P31	Oligodendrocyte	17.3743656286364	0.149583749742534
tissue	Brain_Darmanis	TIME-B31	TIME-B	brain	P31	Vascular.Type.1	14.7442644650638	0.126940022618422
tissue	Brain_Darmanis	TIME-B31	TIME-B	brain	P31	Neuron	0.601545961966852	0.00517898049095814
tissue	Brain_Darmanis	TIME-B31	TIME-B	brain	P31	Vascular.Type.2	4.58715692646416	0.0394929028422778
tissue	Brain_Darmanis	TIME-B35	TIME-B	brain	P35	Neoplastic.Type.1	0	0
tissue	Brain_Darmanis	TIME-B35	TIME-B	brain	P35	Myeloid.Type.2	47.8186040832779	0.404374042583733
tissue	Brain_Darmanis	TIME-B35	TIME-B	brain	P35	Neoplastic.Type.3	19.3070487051934	0.163268449277261
tissue	Brain_Darmanis	TIME-B35	TIME-B	brain	P35	Myeloid.Type.1	0	0
tissue	Brain_Darmanis	TIME-B35	TIME-B	brain	P35	Astrocyte	0	0
tissue	Brain_Darmanis	TIME-B35	TIME-B	brain	P35	OPC	0.559034303917854	0.00472742702870531
tissue	Brain_Darmanis	TIME-B35	TIME-B	brain	P35	Neoplastic.Type.2	0	0
tissue	Brain_Darmanis	TIME-B35	TIME-B	brain	P35	Vascular.Type.3	19.6543004600404	0.166204954819272
tissue	Brain_Darmanis	TIME-B35	TIME-B	brain	P35	Oligodendrocyte	1.18683879755452	0.0100364034388483
tissue	Brain_Darmanis	TIME-B35	TIME-B	brain	P35	Vascular.Type.1	9.76136683441514	0.0825461856038489
tissue	Brain_Darmanis	TIME-B35	TIME-B	brain	P35	Neuron	13.6919829300758	0.115785113232914
tissue	Brain_Darmanis	TIME-B35	TIME-B	brain	P35	Vascular.Type.2	6.27422061134525	0.0530574240154177
