gene	var_patient	var_site	var_compartment	var_dsp_run	var_residual	highly_variable	converged	method	mean_log2	detected_in_n_aoi
FKBP8	0.10426321	0.042815241	0.68159433	0.01978207	0.15154514	False	True	lbfgs	7.7266402	116
FKBP9	0.162971	0.043420806	0.22206427	0.050168608	0.52137532	False	True	lbfgs	7.1906806	102
FKBPL	0.11634612	0.015344117	0.25875394	0.050769472	0.55878636	False	True	lbfgs	5.5239976	2
FKRP	0.0038038235	7.3076418e-11	0.22576247	0.049059553	0.72137415	False	True	powell	6.0950374	37
FKTN	6.6099361e-11	0.044166822	0.16708791	0.13918976	0.6495555	False	True	powell	5.7247426	11
FLACC1	0.10852845	0.00072792834	0.35365095	0.19710883	0.33998384	False	True	lbfgs	5.4843745	4
FLAD1	0.26528205	0.10148795	0.34565105	0.11222921	0.17534974	False	True	lbfgs	6.7332671	85
FLCN	0.30690705	5.5624021e-11	0.13945225	5.9031468e-11	0.5536407	False	True	powell	6.2789142	62
FLG	0.062151391	0.011314791	0.12932343	0.068291995	0.72891839	False	True	lbfgs	5.0019448	0
FLG2	0.10002014	4.6694803e-11	0.21290277	0.23624587	0.45083122	False	True	powell	5.4128392	2
FLI1	0.013279786	0.0091629381	0.73721454	0.046599591	0.19374314	False	True	lbfgs	5.8826985	27
FLII	0.13519969	5.2638671e-11	0.35673972	5.2586827e-11	0.50806059	False	True	powell	6.526299	78
FLNA	0.29762464	0.09019234	0.2006918	0.097139524	0.3143517	False	True	lbfgs	8.7780687	111
FLNB	0.10760785	0.010636232	0.36505698	0.13708528	0.37961366	False	True	lbfgs	7.1459928	93
FLNC	0.41347982	5.4814828e-11	0.040091805	5.536853e-11	0.54642838	True	True	powell	5.6364078	14
FLOT1	0.19066961	0.033527896	0.1875843	0.13954737	0.44867082	False	True	lbfgs	7.4117173	111
FLOT2	0.29829869	0.029335198	0.094305009	0.26270991	0.3153512	False	True	lbfgs	6.9559976	100
FLRT1	0.060468022	6.7011815e-06	0.3898684	0.079104548	0.47055233	False	True	lbfgs	5.9191339	25
FLRT2	0.13833273	5.4905706e-11	0.25725823	0.059917775	0.54449126	True	True	powell	5.7348451	16
FLRT3	0.093055576	0.018965037	0.012613248	0.25091585	0.62445029	True	True	lbfgs	5.7448492	25
FLT1	0.00028654551	0.35892758	0.35374141	0.013226113	0.27381835	True	True	lbfgs	5.7589169	22
FLT3	0.045218033	5.9548091e-11	0.29171616	0.15535512	0.50771068	False	True	powell	5.4676937	1
FLT3LG	0.029071703	0.60088715	0.13570076	0.086950009	0.14739038	False	True	lbfgs	5.4596711	11
FLT4	0.056518994	4.5913314e-11	0.3861512	0.11232271	0.44500709	False	True	powell	5.7927864	19
FLVCR1	0.18460962	0.027038972	0.19110567	0.00029633238	0.59694941	False	True	lbfgs	5.9476536	36
FLVCR2	0.111582	0.12039169	0.28537577	0.013133586	0.46951696	False	True	lbfgs	5.9300335	28
FLYWCH1	0.10861592	0.043386451	0.12591183	3.4492996e-05	0.72205131	False	True	lbfgs	5.8608307	30
FLYWCH2	0.16538356	0.015811178	7.7890644e-11	0.039898859	0.77890641	False	True	powell	6.4566864	82
FMC1	0.093945346	0.072070622	0.020698666	0.23275244	0.58053293	False	True	lbfgs	6.0511425	39
FMN1	0.27694977	0.12131475	0.14360956	0.018676803	0.43944912	False	True	lbfgs	5.4986646	5
FMN2	0.05784361	0.0010897851	0.58592225	0.12501576	0.23012859	True	True	lbfgs	5.3058348	7
FMNL1	0.23581767	0.023835161	0.49938287	1.3043417e-09	0.2409643	False	True	powell	6.2505547	52
FMNL2	0.0058636004	8.9344618e-11	0.16736316	8.2689127e-11	0.82677324	False	True	powell	6.5999006	88
FMNL3	0.04395645	0.009811765	0.57630306	0.058349897	0.31157883	False	True	lbfgs	5.9608407	37
FMO1	0.0064421423	0.0053263676	0.24003107	0.24491501	0.5032854	False	True	lbfgs	4.9708739	3
FMO2	0.04683058	0.010972522	0.36894351	0.042740872	0.53051251	True	True	lbfgs	5.2038827	3
FMO3	0.097823171	6.0499745e-10	0.35040121	0.22031931	0.33145631	False	True	powell	5.4092614	1
FMO4	0.17701997	0.0015553434	0.19580928	0.27508934	0.35052606	False	True	lbfgs	5.5652371	5
FMOD	0.085749088	0.017649279	0.56567033	0.0014471492	0.32948415	True	True	lbfgs	5.6635257	26
FMR1	0.34666708	0.11293512	0.048739643	0.0043160963	0.48734206	False	True	lbfgs	6.1527132	52
FMR1NB	0.10984462	0.060938508	0.31853192	0.087856672	0.42282828	False	True	lbfgs	5.3296697	0
FN1	0.12515692	0.010531498	0.42869567	1.8345419e-09	0.43561591	True	True	powell	8.7016721	106
FN3K	0.13328125	0.064873654	0.37314011	4.6006711e-11	0.42870499	False	True	powell	6.8522303	97
FN3KRP	0.33412288	5.8839559e-11	0.079608214	6.0566894e-11	0.58626891	False	True	powell	6.5971301	90
FNBP1	0.13354518	0.01113793	0.38538618	0.020494398	0.44943631	False	True	lbfgs	6.7014745	91
FNBP1L	0.15015717	3.5873415e-11	0.47820304	0.09053693	0.28110286	False	True	powell	6.9071695	83
FNBP4	0.16971587	0.010623489	0.26265121	0.11029845	0.44671098	False	True	lbfgs	6.8940409	95
FNDC1	0.0072288937	0.0018674483	0.4315097	0.16300232	0.39639163	True	True	lbfgs	5.4105929	10
FNDC10	0.2011088	6.896517e-11	0.0079607902	0.10221167	0.68871874	False	True	powell	5.5308216	14
FNDC11	0.17992407	0.0029201954	0.34579122	0.10617359	0.36519092	False	True	lbfgs	6.8274752	120
FNDC3A	0.33984803	0.022504359	0.077113831	0.08201275	0.47852103	False	True	lbfgs	6.712288	99
FNDC3B	0.23432583	0.038223112	0.46380177	0.036003921	0.22764537	False	True	lbfgs	7.6250157	105
FNDC4	0.11121731	0.00017719725	0.36872425	0.10185521	0.41802603	False	True	lbfgs	5.8627542	23
FNDC5	0.10559283	5.3777086e-11	0.34896415	0.031199109	0.5142439	False	True	powell	5.2562773	2
FNDC7	0.033004944	0.017800809	0.21410393	0.23530176	0.49978856	False	True	lbfgs	5.4332204	0
FNDC8	0.089096919	4.8748479e-11	0.28698169	0.13898235	0.48493904	False	True	powell	5.1556181	0
FNDC9	0.0970446	0.0065263756	0.35714826	0.10894152	0.43033925	False	True	powell	5.401484	4
FNIP1	0.2825903	5.4590989e-11	0.12018473	0.051447301	0.54577767	False	True	powell	6.3919392	72
FNIP2	0.45821556	0.00096440061	0.029630705	0.11523078	0.39595856	False	True	lbfgs	6.7818205	92
FNTA	0.14228763	9.0900634e-11	0.053010805	0.021794044	0.78290752	False	True	powell	6.7771068	98
FNTB	0.21490952	0.0017994868	0.21355132	0.12095683	0.44878285	False	True	lbfgs	6.2186199	65
FOCAD	0.21753525	0.0099452732	0.22024767	0.0099072725	0.54236453	False	True	lbfgs	5.5773177	10
FOLH1	0.00056415215	0.14713564	0.17360709	0.075082143	0.60361098	False	True	lbfgs	5.7005091	13
FOLR1	0.35934855	4.9087058e-11	0.068398924	0.09201788	0.48023465	True	True	powell	5.7580196	24
FOLR2	0.093426179	0.023402035	0.49706704	0.0058279842	0.38027676	True	True	lbfgs	5.2373452	16
FOLR3	0.080741249	0.0092101439	0.28588813	0.17312605	0.45103443	False	True	lbfgs	5.2116607	1
FOPNL	0.1942989	0.0097216948	8.4629651e-11	7.9955396e-11	0.79597941	False	True	powell	6.1760595	54
FOS	0.035041591	0.090705278	0.24914694	6.2552019e-11	0.62510619	False	True	powell	7.8157153	107
FOSB	0.080886397	0.18454244	0.18694178	0.0038600327	0.54376935	False	True	lbfgs	4.8824555	0
FOSL1	0.40675067	5.9433368e-11	5.9329082e-11	0.00027600881	0.59297332	False	True	powell	6.0974461	45
FOSL2	0.29765903	0.025736921	0.27643328	0.054944364	0.3452264	False	True	powell	8.0094698	114
FOXA1	0.27158979	0.0061174706	0.30976526	2.9355588e-09	0.41252748	True	True	lbfgs	6.6973336	70
FOXA2	0.35489889	0.0063366363	0.014247043	5.7633353e-10	0.62451743	False	True	lbfgs	6.0635021	42
FOXA3	0.26948542	6.1848133e-11	0.076612476	0.049810826	0.60409128	False	True	powell	5.5722833	10
FOXB1	7.8540006e-10	2.5610356e-10	0.34537575	0.23086089	0.42376336	False	True	powell	5.682468	12
FOXB2	0.12717409	0.0027613651	0.30193151	0.11077249	0.45736054	False	True	lbfgs	5.44479	9
FOXC1	0.1139451	7.0879207e-11	0.17980481	7.1166899e-11	0.70625009	True	True	powell	5.8555147	29
FOXC2	5.0672931e-05	0.0072289205	0.37963642	0.075650737	0.53743325	False	True	lbfgs	5.5304576	8
FOXD1	0.16388394	0.03994957	0.23498573	0.18225676	0.378924	False	True	lbfgs	5.5674834	12
FOXD2	0.11143696	5.0094148e-11	0.3315197	0.1120786	0.44496474	False	True	powell	5.6576877	5
FOXD3	0.15980245	0.014441513	0.12983087	0.10461442	0.59131075	False	True	lbfgs	5.6860275	9
FOXD4L1	0.18777983	0.00013507817	0.24770753	0.024676486	0.53970108	False	True	lbfgs	6.4118267	79
FOXD4L4	0.0011413568	0.052393615	0.22045429	0.15357326	0.57243747	False	True	lbfgs	5.5080608	15
FOXD4L5	0.15262862	0.00035435094	0.26945063	0.083814272	0.49375213	False	True	lbfgs	7.2091584	103
FOXE1	0.017142119	0.00085280014	0.14335402	0.19967413	0.63897693	False	True	lbfgs	5.7854266	13
FOXE3	0.094842918	5.0167413e-11	0.27759752	0.13816389	0.48939567	False	True	powell	5.6112864	13
FOXF1	0.14285841	0.02974881	0.39696017	0.084770864	0.34566175	False	True	lbfgs	5.4668662	5
FOXF2	0.33416819	0.017299117	0.12327239	8.9891964e-06	0.52525131	True	True	lbfgs	5.7703444	20
FOXG1	0.10726049	0.00027162562	0.34299919	0.23645824	0.31301046	False	True	lbfgs	6.0044438	30
FOXH1	0.16191405	0.012711917	0.20414736	0.16049569	0.46073098	False	True	lbfgs	5.5493368	3
FOXI1	0.15445878	7.1631746e-11	0.15013714	0.0088854859	0.68651859	True	True	powell	5.3733118	2
FOXI2	0.065485622	6.209304e-11	0.24482075	0.096673878	0.59301975	False	True	powell	5.5657348	1
FOXI3	0.23085472	0.0063977907	0.1144963	0.15226551	0.49598568	False	True	lbfgs	5.5276154	9
FOXJ1	0.17670602	0.0014123302	0.31539793	0.10992528	0.39655843	True	True	lbfgs	5.7508022	34
FOXJ2	0.11349502	0.012876728	0.151937	0.30701422	0.41467703	False	True	lbfgs	5.6882636	9
FOXJ3	0.0042330897	0.02621504	0.10212018	0.00010490545	0.86732679	False	True	lbfgs	6.3944275	78
FOXK1	0.11766645	0.012984098	0.1403599	0.081570169	0.64741937	False	True	powell	6.6580405	86
FOXK2	0.30562557	6.8882187e-11	0.010424826	0.023596896	0.6603527	False	True	powell	6.1579202	50
FOXL1	0.11737657	6.9064872e-05	0.36578084	0.18850251	0.32827102	False	True	lbfgs	5.3995563	3
FOXL2	0.1026266	0.0011500395	0.19748768	0.34787766	0.35085802	False	True	lbfgs	5.7856692	13
FOXL2NB	0.10810881	6.2360311e-11	0.24773305	0.19221814	0.45194001	False	True	powell	5.6511075	2
FOXL3	0.035833729	5.5686892e-09	0.28844261	0.14872131	0.52700235	False	True	powell	6.0199123	46
FOXM1	0.16671525	0.037085384	0.074215502	0.0097623736	0.71222149	False	True	lbfgs	6.1931508	44
FOXN1	0.11999082	6.4103969e-11	0.2070551	0.053489243	0.61946484	False	True	powell	5.5077294	2
FOXN2	0.046946005	0.085917003	0.040716421	7.7283969e-10	0.82642057	False	True	powell	6.0946236	46
FOXN3	0.21302889	0.013976563	0.30446576	5.1516263e-11	0.46852879	False	True	powell	6.7553164	91
FOXN4	0.086315446	0.15965401	0.22989625	0.1400585	0.3840758	False	True	lbfgs	5.3988647	5
FOXO1	0.093637263	6.0544845e-11	0.22447876	0.083437835	0.59844615	True	True	powell	5.8291479	30
FOXO3	0.20747951	6.1402103e-11	0.22373598	5.9231031e-11	0.56878451	False	True	powell	6.6746995	86
FOXO4	0.084729841	6.7683463e-11	0.15300523	0.12685374	0.63541119	False	True	powell	6.2760406	65
FOXO6	0.33515099	0.00018374996	0.036530872	0.23079607	0.39733832	False	True	lbfgs	5.429629	9
FOXP1	0.25989429	0.028706633	0.038070765	0.017738489	0.65558982	False	True	lbfgs	6.4721765	75
FOXP2	0.14226766	0.027587423	0.11579219	0.25920368	0.45514904	False	True	lbfgs	5.4947231	6
FOXP3	0.1124045	4.5778798e-11	0.3235887	0.12166126	0.44234553	False	True	powell	5.458987	6
FOXP4	0.18703237	0.041365102	0.33412944	4.6995482e-11	0.43747309	False	True	powell	6.6340989	81
FOXQ1	0.39718156	0.027515756	0.087566667	0.08845117	0.39928485	True	True	lbfgs	6.3635674	52
FOXR1	0.13168248	0.0022638855	0.15721447	0.29066614	0.41817302	True	True	lbfgs	4.7080606	0
FOXR2	0.16302092	0.0048573144	0.29851754	0.12083203	0.4127722	False	True	lbfgs	5.4543633	4
FOXRED1	0.18043979	7.2274501e-11	0.097521691	0.00038651036	0.72165201	False	True	powell	5.4963476	8
FOXRED2	0.12358791	0.1609736	0.25763972	0.00087917073	0.4569196	False	True	lbfgs	5.6856439	11
FOXS1	0.040458389	3.3684278e-11	0.47538383	0.1519164	0.33224138	False	True	powell	5.6453712	11
FPGS	0.21785128	4.0502069e-11	0.22832524	0.16103604	0.39278743	False	True	powell	6.9547449	101
FPGT	0.25300028	0.035357915	0.14770986	5.6545153e-11	0.56393195	False	True	powell	6.2298388	60
FPR1	4.9591786e-11	3.903673e-10	0.647272	3.9240406e-09	0.35272799	True	True	powell	5.7394761	19
FPR2	0.02942469	0.0007219062	0.14802643	0.20954023	0.61228675	False	True	lbfgs	5.2718609	1
FPR3	0.0004573378	0.034017812	0.57326579	0.040595009	0.35166406	False	True	lbfgs	5.9353089	28
FRA10AC1	0.13829945	7.6028542e-11	0.06929454	0.057633723	0.73477228	False	True	powell	6.4420191	81
FRAS1	0.23024376	0.00135662	0.21166108	0.1348125	0.42192603	False	True	lbfgs	5.3731114	2
FRAT1	0.3171735	0.0014674099	0.19961847	0.1096122	0.37212842	False	True	lbfgs	5.7998337	20
FRAT2	0.39603734	0.026097804	0.02722983	0.0015355529	0.54909947	False	True	lbfgs	6.3156951	67
FREM1	0.082661074	4.5219799e-11	0.18560001	0.27975098	0.45198794	False	True	powell	5.6990922	5
FREM2	0.28903915	7.317896e-10	0.20907934	0.16047526	0.34140626	True	True	powell	5.6612737	6
FREM3	0.10788306	0.013508124	0.31637139	0.14937744	0.41285999	False	True	powell	5.2426837	1
FRG1	0.14021229	6.2075342e-11	0.26261261	6.178942e-11	0.5971751	False	True	powell	6.7031592	99
FRG2	0.17202734	0.034895103	0.32480036	0.056282608	0.41199459	False	True	lbfgs	5.9694257	37
FRG2C	0.092635693	0.0081970698	0.24334929	0.048979006	0.60683894	False	True	powell	5.626011	14
FRK	0.14824945	0.00078987993	0.073187188	0.199143	0.57863049	False	True	lbfgs	5.9139008	38
FRMD1	0.1437287	0.0014259731	0.18471514	0.17575684	0.49437334	False	True	lbfgs	5.173894	1
FRMD3	0.0028374521	0.0085624018	0.37669985	0.095301401	0.5165989	False	True	lbfgs	5.5119552	2
FRMD4A	0.085993893	0.1005908	0.34412368	0.11050972	0.35878191	False	True	lbfgs	5.6896201	13
FRMD4B	0.17803974	5.8394193e-11	0.24249091	0.044405191	0.53506416	False	True	powell	5.6993173	18
FRMD5	6.6759638e-11	0.028354195	0.30714912	0.018321773	0.64617492	False	True	powell	5.4803612	3
FRMD6	0.23405329	0.024061856	0.18488055	0.12696995	0.43003435	False	True	lbfgs	5.9322559	36
FRMD7	0.12214874	0.00015233197	0.30968602	0.15121836	0.41679455	False	True	lbfgs	5.5901384	1
FRMD8	0.32110421	0.17778279	0.11541206	0.013265629	0.3724353	False	True	lbfgs	6.4399069	80
FRMPD1	0.095785854	0.026913048	0.30008138	0.25775745	0.31946226	False	True	lbfgs	5.4203778	0
FRMPD2	0.21896689	0.0038361534	0.26414081	0.030587323	0.48246881	False	True	powell	5.5602009	8
FRMPD3	0.061092251	5.6778255e-11	0.27657314	0.12659854	0.53573607	False	True	powell	5.1114538	0
FRMPD4	0.038103599	1.2336115e-09	0.43375456	0.092121284	0.43602056	True	True	powell	5.1487627	1
FRRS1	0.19420406	7.8714792e-11	0.056870551	7.5789661e-11	0.74892539	False	True	powell	5.6865117	15
FRRS1L	0.028653682	0.0079797417	0.67936812	0.091205573	0.19279288	True	True	lbfgs	5.4784123	8
FRS2	0.15153834	0.00149458	0.16860306	0.1525565	0.52580752	False	True	lbfgs	6.1030913	54
FRS3	0.00028445231	0.0016597744	0.16139005	0.21216422	0.6245015	False	True	lbfgs	5.8079204	16
FRY	0.12070286	0.011091815	0.333919	0.11652073	0.41776559	False	True	lbfgs	5.9354116	28
FRYL	0.22691647	8.1481251e-11	0.005793231	2.0583229e-10	0.7672903	False	True	powell	6.5458157	86
FRZB	7.9833863e-10	0.051957542	0.40430593	9.0949386e-10	0.54373653	True	True	powell	5.6597933	20
FSBP	0.091049761	0.056359235	0.17948472	0.1449474	0.52815889	False	True	lbfgs	5.8205659	18
FSCB	0.17343012	0.00016053	0.27043398	0.1920094	0.36396597	False	True	lbfgs	5.2624157	0
FSCN1	0.34341871	0.0090608191	0.046060436	0.03490155	0.56655848	True	True	lbfgs	7.0784245	96
FSCN2	0.21026345	3.0007775e-07	0.11252968	0.011972666	0.6652339	False	True	powell	6.2094274	55
FSCN3	0.041267303	4.6738662e-11	0.34180118	0.1503129	0.46661862	False	True	powell	5.3324007	2
FSD1	0.087873396	0.00019735835	0.54620723	0.15418381	0.2115382	False	True	lbfgs	5.7115873	12
FSD1L	0.044955855	0.015277017	0.28543024	0.27431857	0.38001831	False	True	lbfgs	5.7356744	11
FSD2	0.092521186	0.13985514	0.17857024	0.09193534	0.49711809	False	True	lbfgs	5.2836197	0
FSHB	0.12789364	8.8058484e-10	0.26639809	0.2742336	0.33147467	False	True	powell	5.1439142	0
FSHR	0.12534536	0.015811298	0.20534656	0.13290589	0.5205909	False	True	lbfgs	5.6708953	7
FSIP1	0.13566292	0.024398804	0.2974411	0.26969117	0.27280602	False	True	lbfgs	5.5237898	1
FSIP2	0.098832203	0.0020868607	0.21449829	0.22483063	0.45975201	False	True	powell	5.3700826	3
FST	0.24338723	4.82389e-11	0.23737244	0.07736992	0.44187041	False	True	powell	5.3546651	4
FSTL1	0.1189764	8.3276349e-10	0.53997493	1.0880887e-10	0.34104867	True	True	powell	6.0893041	47
FSTL3	0.1995845	0.00052450433	4.6054054e-05	0.1596264	0.64021854	True	True	lbfgs	6.3615785	61
FSTL4	0.30172522	7.8060581e-10	0.03608031	0.023712458	0.63848201	True	True	powell	5.7963261	18
FSTL5	0.07232563	0.041357735	0.31387522	0.13541381	0.43702761	False	True	lbfgs	5.7001048	8
FTCD	0.07316762	0.015069963	0.2330371	0.14529959	0.53342573	False	True	lbfgs	5.4930916	5
FTCDNL1	0.076021682	0.022207347	0.2676682	0.080223859	0.55387892	False	True	lbfgs	5.4763944	2
FTH1	0.19256932	0.0018533143	0.13800073	0.32793223	0.3396444	False	True	lbfgs	11.668734	120
FTHL17	0.11495035	7.0141073e-11	0.21261824	6.8376365e-11	0.67243141	False	True	powell	5.2371757	3
FTMT	0.096369996	2.097339e-10	0.29937344	0.036905222	0.56735134	False	True	powell	5.3482828	1
FTO	3.962164e-05	0.031434507	0.069877241	0.19577893	0.7028697	False	True	lbfgs	6.2891335	74
FTSJ1	0.18943323	8.2916719e-11	0.032613751	0.00014596734	0.77780705	False	True	powell	6.3712805	70
FTSJ3	0.40355846	0.019169317	0.13593751	1.6042506e-10	0.44133471	False	True	lbfgs	6.4344053	77
FUBP1	0.18159635	0.017157143	0.18708366	0.36011834	0.25404451	False	True	lbfgs	7.3233045	104
FUBP3	0.13010206	0.01039759	0.10706179	0.30808117	0.44435738	False	True	lbfgs	6.6981818	87
FUCA1	0.35009231	6.7266707e-11	6.8816918e-11	8.4923945e-11	0.64990769	False	True	powell	6.7818537	90
FUCA2	0.24503441	0.0168392	0.17125251	0.0948894	0.47198449	False	True	lbfgs	6.5476067	78
FUNDC1	0.10234727	0.071021185	0.23749582	0.0021989417	0.58693678	False	True	lbfgs	5.8735865	29
FUNDC2	0.23258471	7.5779573e-11	0.018381135	7.781671e-11	0.74903415	False	True	powell	6.7780366	101
FUOM	0.11288736	0.35875025	0.29520036	0.0015783442	0.23158368	False	True	lbfgs	5.5646759	24
FURIN	0.29074277	4.7706347e-11	0.16559535	0.079162707	0.46449917	True	True	powell	7.1495959	93
FUS	0.10518045	0.037121992	0.36911631	0.059255943	0.4293253	False	True	powell	8.5645681	120
FUT1	0.056239446	0.0089022173	0.18958887	0.15188044	0.59338902	False	True	lbfgs	5.7212736	14
FUT10	0.047857523	0.073853569	0.19610084	0.073892248	0.60829582	False	True	lbfgs	5.7669864	16
FUT11	0.16722599	7.1737525e-11	0.12870627	7.3887751e-11	0.70406773	False	True	powell	6.0295176	45
FUT2	0.1946491	0.0098885942	0.017827585	8.0179017e-11	0.77763472	False	True	powell	5.9751426	35
FUT3	0.1844959	0.0092564923	0.24079743	0.11332764	0.45212254	False	True	lbfgs	5.7852542	34
FUT4	0.2584696	7.4865254e-11	0.039162035	7.0244257e-11	0.70236837	False	True	powell	5.4959208	12
FUT5	0.11925793	4.4983947e-11	0.1732216	0.28324676	0.42427371	False	True	powell	5.0713593	0
FUT6	0.1912393	0.0020405551	0.14386937	0.30969834	0.35315243	False	True	lbfgs	5.7230174	12
FUT7	0.13880149	0.011000165	0.35732469	0.071530887	0.42134277	False	True	lbfgs	5.4970224	5
FUT8	0.24686563	6.4025072e-11	0.034804039	0.082706896	0.63562343	False	True	powell	6.1719176	54
FUT9	0.020312209	0.00012688434	0.68193114	0.075511038	0.22211873	True	True	lbfgs	5.4928361	12
FUZ	0.12350082	5.4994091e-11	0.17032531	0.16907913	0.53709474	False	True	powell	5.2091568	1
FXN	0.27506713	0.00062090294	0.16323352	0.010401038	0.55067741	False	True	powell	6.1104218	55
FXR1	0.37500989	3.6909146e-11	0.22904284	0.064213141	0.33173413	False	True	powell	7.2503269	107
FXR2	0.1754847	0.087462208	0.23853175	0.065727401	0.43279394	False	True	lbfgs	6.5016164	75
FXYD1	0.031336345	0.006549966	0.79747743	0.016221074	0.14841519	True	True	lbfgs	5.3931923	13
FXYD2	0.69735486	0.0106351	0.070409399	0.0052300943	0.21637055	True	True	lbfgs	6.0415807	24
FXYD3	0.19439646	0.02345372	0.55785932	0.073282402	0.1510081	True	True	lbfgs	6.5082213	53
FXYD4	0.14105695	0.056617559	0.13134203	0.2248608	0.44612266	True	True	lbfgs	5.660649	12
FXYD5	0.23186647	0.00093772765	0.19781516	0.15020197	0.41917866	False	True	lbfgs	7.3851783	91
FXYD6	0.012367254	0.015820424	0.85927083	0.023469636	0.089071851	True	True	lbfgs	6.2854907	51
FXYD7	0.028683859	0.0054425561	0.82598997	0.02194805	0.11793556	True	True	powell	5.5445928	10
FYB1	0.11490419	0.055771138	0.55836462	0.01223468	0.25872537	False	True	lbfgs	6.3169327	53
FYB2	0.2107892	5.1767464e-11	0.11468295	0.18700047	0.48752738	False	True	powell	5.6040954	11
FYCO1	0.12886674	0.0027205338	0.063673469	0.15897916	0.64576009	False	True	lbfgs	6.141386	56
FYN	0.10119453	0.011834911	0.5146614	1.1239182e-05	0.37229792	False	True	lbfgs	6.6932798	82
FYTTD1	0.42177261	0.0047166946	0.022227011	0.0086189386	0.54266474	False	True	lbfgs	6.3791222	71
FZD1	0.34168803	0.006778277	0.028238924	0.13110973	0.49218504	True	True	lbfgs	6.1436944	48
FZD10	0.30730951	5.9866209e-11	0.10259332	5.9518203e-11	0.59009716	False	True	powell	5.6571373	12
FZD2	5.8237747e-11	5.825299e-11	0.34300676	0.078120448	0.57887279	False	True	powell	5.3524793	3
FZD3	0.13743665	0.046473189	0.25814411	0.24686341	0.31108265	False	True	lbfgs	5.1013635	3
FZD4	0.40964604	0.0061097796	0.23518678	0.00036912186	0.34868828	True	True	lbfgs	5.7758962	23
FZD5	0.1248504	1.5108989e-09	0.33956729	0.06862559	0.46695672	False	True	powell	5.5449586	24
FZD6	0.32688334	0.010945881	0.22974714	8.539101e-05	0.43233825	True	True	lbfgs	6.409019	66
FZD7	0.14050465	0.031290337	0.30612241	0.061775807	0.4603068	False	True	lbfgs	5.7013139	16
FZD8	0.13880734	0.0016886986	0.066151837	0.1500242	0.64332792	False	True	lbfgs	5.8301011	25
FZD9	0.14214799	1.5452955e-09	0.1605875	8.873543e-10	0.69726451	False	True	powell	5.1489265	1
FZR1	0.32405076	0.0033102553	0.034990181	0.13516507	0.50248373	False	True	lbfgs	6.5229336	86
G0S2	0.00051429807	0.097110177	0.035760309	0.016850468	0.84976475	True	True	lbfgs	5.9496931	39
G2E3	0.16993835	0.0084769469	0.22863541	0.11916625	0.47378304	False	True	lbfgs	6.4748997	79
G3BP1	0.23025009	0.034591161	0.28177393	0.22576871	0.2276161	False	True	lbfgs	7.3792631	106
G3BP2	0.14977866	0.023243227	0.48165334	3.575847e-11	0.34532477	False	True	powell	6.8492992	101
G6PC	0.05575586	0.017955282	0.26139045	0.31173743	0.35316097	False	True	lbfgs	5.5947834	2
G6PC2	0.091010017	4.5090083e-11	0.30170449	0.16718264	0.44010285	False	True	powell	5.5793063	1
G6PC3	0.054887999	0.097867917	0.012933427	0.2371016	0.59720906	False	True	lbfgs	6.4272082	78
G6PD	0.46568999	5.2852427e-11	0.17475948	0.056710372	0.30284016	True	True	powell	7.3391074	106
GAA	0.21639054	4.6024679e-11	0.34392294	4.4247963e-11	0.43968652	False	True	powell	7.0023671	100
GAB1	0.12196933	0.0015918161	0.28259274	0.10162035	0.49222577	False	True	lbfgs	5.8369379	23
GAB2	0.15530583	9.7540954e-11	0.11786736	8.7520543e-11	0.72682681	True	True	powell	6.3126329	65
GAB3	0.17056183	0.055518457	0.46038613	0.076705358	0.23682822	False	True	lbfgs	5.5182876	7
GAB4	0.037005494	0.020963987	0.33079294	0.083045543	0.52819204	False	True	lbfgs	5.5261796	3
GABARAP	0.10132302	0.013277752	0.21593163	0.15932353	0.51014406	False	True	lbfgs	8.2989941	119
GABARAPL1	0.39231417	3.4512543e-10	0.30890217	0.052180974	0.24660268	False	True	powell	7.0575819	104
GABARAPL2	0.079069781	0.00020515789	0.53792526	0.091608621	0.29119118	False	True	lbfgs	7.4469761	116
GABBR1	0.095957841	4.4818529e-09	0.74088973	1.3937746e-10	0.16315242	True	True	powell	6.4510371	66
GABBR2	0.043939088	2.6320197e-10	0.73315484	0.028543354	0.19436272	True	True	powell	5.5471236	9
GABPA	0.065619196	8.276969e-11	0.15045607	8.3323955e-11	0.78392473	False	True	powell	6.4338504	80
GABPB1	0.20951428	0.029138919	0.026790674	0.0022472403	0.73230889	False	True	lbfgs	6.1690527	57
GABPB2	0.11167325	0.037252056	0.11078128	0.026884067	0.71340935	False	True	powell	5.9386499	30
GABRA1	0.022247929	0.0031015944	0.65361074	0.12233786	0.19870188	True	True	lbfgs	5.7351074	12
GABRA2	0.044615143	0.0064190081	0.72709588	0.067567117	0.15430285	True	True	lbfgs	5.5559554	11
GABRA3	0.0014975404	0.0057055041	0.46806037	0.13941364	0.38532295	True	True	lbfgs	5.011944	2
GABRA4	0.026549165	0.0028737967	0.55413888	0.16110882	0.25532934	False	True	lbfgs	5.5209904	6
GABRA5	0.049667799	0.010987428	0.67838046	0.11571047	0.14525384	True	True	lbfgs	5.5745506	7
GABRA6	0.00035552136	0.011173886	0.31920442	0.20139599	0.46787018	False	True	lbfgs	5.4467174	3
GABRB1	0.041560606	0.0077410348	0.59072238	0.13477084	0.22520514	True	True	lbfgs	5.4089762	7
