gene	var_patient	var_site	var_compartment	var_dsp_run	var_residual	highly_variable	converged	method	mean_log2	detected_in_n_aoi
A1BG	0.013525369	8.7132655e-11	0.21451571	0.025654585	0.74630434	False	True	powell	4.9553314	1
A1CF	0.074180434	0.033544972	0.10592297	0.13586167	0.65048996	False	True	lbfgs	5.5609677	4
A2M	0.060420132	0.025405091	0.62152658	4.5898938e-05	0.2926023	True	True	lbfgs	7.505387	96
A2ML1	0.23004443	0.0047004961	0.097163226	0.11239089	0.55570096	True	True	lbfgs	5.6242874	7
A3GALT2	0.20929404	0.0016496158	0.18031221	0.23862965	0.37011449	False	True	lbfgs	5.0384393	0
A4GALT	0.15515674	0.060621727	0.024960225	8.4629329e-11	0.75926131	False	True	powell	6.171013	48
A4GNT	0.1068464	0.018176537	0.096454517	0.33159102	0.44693153	False	True	lbfgs	5.3826034	1
AAAS	0.00058502003	0.047539828	0.11137474	0.0043574888	0.83614292	False	True	lbfgs	6.1739234	63
AACS	0.50971319	0.0079430238	0.032368425	0.083269943	0.36670542	False	True	lbfgs	6.3847061	71
AADAC	0.25548469	6.1737257e-11	0.062163123	0.088124239	0.59422795	True	True	powell	5.5248018	9
AADACL2	0.10370912	0.0068522098	0.10340265	0.32497631	0.4610597	False	True	powell	5.3744397	1
AADACL3	0.081802521	6.1818224e-11	0.27084065	0.088678522	0.5586783	False	True	powell	5.3747893	0
AADACL4	0.00040289584	0.0030580787	0.11751691	0.41576465	0.46325746	False	True	lbfgs	5.4789734	3
AADAT	0.18900843	8.1748787e-09	0.21485476	0.085158624	0.51097818	False	True	powell	5.2607095	4
AAGAB	0.32745614	5.6571783e-11	0.11163553	5.9992429e-11	0.56090832	False	True	powell	6.6713325	92
AAK1	0.24015144	0.086959241	0.28677745	0.013903066	0.3722088	False	True	lbfgs	6.5924751	93
AAMDC	0.2584745	0.048856269	0.011806351	0.0018376674	0.67902521	False	True	lbfgs	5.7284851	17
AAMP	0.12433392	6.0335721e-11	0.27118978	0.02952738	0.57494892	False	True	powell	7.7147192	118
AANAT	0.23777248	5.9343422e-11	0.20319381	0.080633245	0.47840046	False	True	powell	5.6281018	6
AAR2	0.3229867	0.075317577	0.011181887	0.12822824	0.46228559	False	True	lbfgs	6.2807667	73
AARD	0.08409985	0.015161148	0.1631848	0.27195134	0.46560286	False	True	lbfgs	5.3843019	1
AARS1	0.1313123	0.014861542	0.25163741	7.9773686e-11	0.60218876	False	True	powell	7.2218578	108
AARS2	0.00029117722	0.043117243	0.094203031	0.1215438	0.74084475	False	True	lbfgs	6.0046722	40
AARSD1	0.20104174	0.04185826	0.018243046	0.00022053863	0.73863642	False	True	lbfgs	6.5194406	85
AASDH	0.018356567	5.3540579e-11	0.30578366	0.14147725	0.53438252	False	True	powell	4.8039708	0
AASDHPPT	0.089195532	3.8286861e-11	0.56064291	3.5866798e-11	0.35016156	False	True	powell	6.4219119	79
AASS	0.27264148	0.020210103	0.13459454	0.088570196	0.48398368	False	True	lbfgs	5.9163319	25
AATF	0.19196708	0.01981345	0.29890487	0.18531624	0.30399836	False	True	powell	6.1805011	58
AATK	0.02866868	2.6368792e-11	0.75375357	2.2100528e-11	0.21757775	True	True	powell	5.4916551	12
ABAT	0.074810906	0.0013667494	0.62153434	0.07372686	0.22856115	True	True	lbfgs	5.6548671	17
ABCA1	0.19572572	0.013017992	0.37073538	1.1996418e-08	0.4205209	False	True	powell	6.3345988	67
ABCA10	0.065966557	0.0095216224	0.4191932	0.14380596	0.36151266	False	True	lbfgs	5.570576	6
ABCA12	0.17928444	5.9727116e-11	0.0971987	0.13055955	0.59295731	True	True	powell	5.7086601	18
ABCA13	0.14635997	0.00043039306	0.1083941	0.28289585	0.46191969	False	True	lbfgs	5.7102054	10
ABCA2	0.043919816	0.013524284	0.74584863	0.00085498397	0.19585229	True	True	lbfgs	6.0407437	37
ABCA3	0.20118056	0.03027278	0.19277886	0.012757617	0.56301018	True	True	lbfgs	6.3990119	49
ABCA4	0.066381187	0.032642956	0.27160672	0.14348574	0.4858834	False	True	lbfgs	5.4125645	1
ABCA5	0.26938308	4.5409534e-11	0.24188942	0.0353165	0.453411	False	True	powell	5.9632008	26
ABCA6	0.15373982	0.0080885394	0.47629436	0.039243113	0.32263416	False	True	lbfgs	5.3414122	7
ABCA7	0.32350361	0.041906632	0.054332569	0.00039586656	0.57986132	False	True	lbfgs	5.8880884	33
ABCA8	0.16248784	0.039543218	0.35654543	0.11342911	0.3279944	False	True	lbfgs	5.7157406	13
ABCA9	0.11002936	2.7352465e-05	0.40250095	0.097367217	0.39007513	False	True	lbfgs	5.5797365	9
ABCB1	0.086802225	0.039593007	0.50045651	0.08939687	0.28375139	False	True	lbfgs	5.6513221	7
ABCB10	0.2758398	5.4454751e-11	0.16481673	0.017764365	0.5415791	False	True	powell	6.5373793	85
ABCB11	0.12869765	1.155393e-09	0.19959675	0.1681754	0.50353019	False	True	powell	5.6009866	0
ABCB4	0.00077871093	0.011318513	0.22750525	0.13047176	0.62992577	False	True	lbfgs	5.0553094	0
ABCB5	2.7573148e-05	0.0075228895	0.23346056	0.24666705	0.51232193	False	True	lbfgs	5.5737409	6
ABCB6	0.47394454	8.4649182e-10	0.096389565	1.226616e-10	0.42966589	True	True	powell	6.1447818	44
ABCB7	0.20160705	8.0342932e-11	0.020215926	8.170587e-11	0.77817702	False	True	powell	5.8480574	27
ABCB8	0.24572223	0.0012460041	6.8776658e-11	0.074678311	0.67835345	False	True	powell	6.4798122	83
ABCB9	0.29782722	0.026196675	0.04836196	0.0040570375	0.62355711	False	True	lbfgs	6.6249726	100
ABCC1	0.29459278	0.0073174651	0.15936134	0.001048705	0.53767971	True	True	powell	6.3322379	70
ABCC10	0.073061143	0.012746773	0.25976941	0.034764742	0.61965793	False	True	lbfgs	5.9625547	47
ABCC11	0.00011212481	0.026755733	0.1374613	0.41547849	0.42019235	False	True	lbfgs	5.4962433	2
ABCC12	0.20835158	0.015517709	0.19684612	0.094215475	0.48506911	False	True	lbfgs	5.6594172	7
ABCC2	0.56023472	4.7521998e-11	0.0040906447	4.5347962e-11	0.43567463	True	True	powell	5.3413733	14
ABCC3	0.22866759	1.58231e-09	0.35751422	0.13704977	0.27676843	False	True	powell	7.4744353	91
ABCC4	0.25176802	8.9880517e-11	7.4955433e-11	8.7089468e-11	0.74823198	True	True	powell	5.582935	17
ABCC5	0.12532532	0.022392733	0.019049634	0.2321507	0.6010816	True	True	lbfgs	6.5054131	84
ABCC6	0.37042201	0.01532566	0.052382919	0.021696031	0.54017338	False	True	lbfgs	6.1420568	48
ABCC8	0.00010458744	0.0006202062	0.42180976	0.16137662	0.41608882	False	True	lbfgs	5.7453509	10
ABCC9	0.12733933	8.0549822e-10	0.35636765	0.20114074	0.31515228	True	True	powell	5.2065926	6
ABCD1	0.039050881	0.07083136	0.071563328	0.13166602	0.68688841	False	True	lbfgs	6.2144575	62
ABCD2	0.049683068	3.7735674e-11	0.40536392	0.18030304	0.36464997	False	True	powell	5.6586656	11
ABCD3	0.12010713	0.0019831915	0.22910024	6.8599212e-11	0.64880944	False	True	powell	6.0318517	44
ABCD4	0.2142396	0.0085926629	0.29394568	0.11757311	0.36564896	False	True	lbfgs	6.2326573	58
ABCE1	0.20278709	3.6122417e-08	0.091191658	7.4453729e-11	0.70602122	False	True	powell	6.4312437	75
ABCF1	0.20234646	6.4669724e-11	0.19999482	6.0829031e-11	0.59765872	False	True	powell	6.5148938	80
ABCF2	0.091162017	0.0028264029	0.13624463	0.13778676	0.63198019	False	True	lbfgs	6.7035503	87
ABCF3	0.35770646	5.2276189e-11	0.082964126	0.040541989	0.51878742	False	True	powell	6.4580158	78
ABCG1	0.31588524	5.6112726e-11	0.13094896	5.5444146e-11	0.5531658	False	True	powell	6.3649764	60
ABCG2	0.085259009	0.0065271878	0.34066581	0.12561399	0.441934	True	True	powell	4.993521	2
ABCG4	0.15348007	0.0085004437	0.22099869	0.10724917	0.50977162	False	True	lbfgs	5.3970791	6
ABCG5	0.17111745	4.7511605e-11	0.26666539	0.095778268	0.46643889	False	True	powell	5.5087561	2
ABCG8	0.091786891	0.0032928526	0.24268707	0.20321357	0.45901962	False	True	lbfgs	5.6176193	4
ABHD1	0.22540469	0.026227806	0.21185344	0.014540487	0.52197357	False	True	lbfgs	5.2057583	0
ABHD10	0.0819262	1.2991572e-05	0.38837094	0.15001147	0.3796784	False	True	powell	5.4954733	3
ABHD11	0.27793186	0.17881815	0.21637365	0.0004326223	0.32644373	False	True	lbfgs	6.4660671	63
ABHD12	0.18710848	8.7222324e-05	0.10034898	0.15059506	0.56186026	False	True	lbfgs	6.6483476	94
ABHD12B	0.092242334	5.9369966e-11	0.2901385	0.10748265	0.51013652	False	True	powell	5.0482492	0
ABHD13	0.19696467	0.0014348916	0.27191626	0.23110085	0.29858332	False	True	lbfgs	5.5104216	1
ABHD14A	0.18991943	0.0072885634	0.2913805	5.1405422e-11	0.51141151	False	True	powell	5.8854148	28
ABHD14B	0.21734481	0.034246077	0.12638532	0.17155096	0.45047284	False	True	lbfgs	6.5762227	77
ABHD15	0.10014976	0.032054668	0.14328495	0.00038788817	0.72412274	False	True	lbfgs	5.1831834	0
ABHD16A	0.096690062	0.13791769	0.41958387	0.015657991	0.33015038	False	True	lbfgs	8.5844279	119
ABHD16B	0.21657103	5.6431422e-11	0.21911539	5.6942452e-11	0.56431358	False	True	powell	5.2142921	1
ABHD17A	0.28708773	5.5243138e-11	0.19207074	5.5380929e-11	0.52084153	False	True	powell	7.5092768	117
ABHD17B	4.9714775e-10	2.0000855e-09	0.40041048	0.066005899	0.53358362	False	True	powell	5.9031867	23
ABHD17C	0.18968262	6.1200488e-11	0.22826408	0.052516371	0.52953693	False	True	powell	6.6587865	70
ABHD18	0.0002115797	0.19627008	0.025833728	0.093188782	0.68449583	False	True	lbfgs	6.3244855	73
ABHD2	0.34601164	0.00095264366	0.055290406	0.12227169	0.47547363	False	True	lbfgs	7.6513486	114
ABHD3	0.31388115	0.046650282	0.10873781	0.0020805336	0.52865022	False	True	lbfgs	6.1629974	55
ABHD4	0.27068738	0.034747489	0.084147696	0.0076174622	0.60279997	False	True	lbfgs	6.2985368	60
ABHD5	0.2876522	0.0011146634	0.0041867116	0.13976459	0.56728184	False	True	lbfgs	6.2393807	61
ABHD6	0.075620592	0.031692746	0.47021602	0.091556093	0.33091455	False	True	lbfgs	5.7141791	16
ABHD8	0.056392737	0.013510491	0.46928032	4.6860165e-11	0.46081646	False	True	powell	6.1891251	51
ABI1	0.13840592	8.0115672e-11	0.065719307	8.4414725e-11	0.79587477	False	True	powell	7.0269189	106
ABI2	0.10520432	1.7834565e-11	0.70973178	0.023120023	0.16194389	False	True	powell	6.3987508	70
ABI3	0.17322573	0.025781745	0.23050713	0.15925387	0.41123151	False	True	lbfgs	6.5301126	90
ABI3BP	0.26759152	0.027168768	0.25259326	0.045420708	0.40722574	True	True	lbfgs	5.2977579	12
ABITRAM	2.8789035e-06	0.055194202	0.46520994	0.0072246638	0.47236832	False	True	lbfgs	6.6596007	101
ABL1	0.34758428	0.00089547554	0.010354521	0.12774164	0.51342408	False	True	lbfgs	6.6009347	89
ABL2	0.32447037	0.021934529	0.12150729	0.10628515	0.42580267	False	True	lbfgs	6.3659273	68
ABLIM1	0.16327758	1.3382381e-08	0.11334569	1.4885698e-09	0.72337671	False	True	powell	6.3175569	59
ABLIM2	0.068846456	0.048199276	0.260694	0.086597117	0.53566315	False	True	lbfgs	5.7033065	12
ABLIM3	0.2258	0.14997461	0.015235994	0.0079049327	0.60108447	False	True	lbfgs	5.9316478	30
ABO	0.29106437	4.8965928e-09	1.7318987e-10	0.10929411	0.59964152	False	True	powell	5.8627069	36
ABR	0.077877339	0.00069906263	0.68931001	0.055170251	0.17694334	False	True	lbfgs	6.8170843	98
ABRA	0.1014291	4.4573495e-11	0.22779816	0.26741028	0.40336247	False	True	powell	5.2388089	1
ABRACL	0.31449208	0.024593102	0.26396589	0.00092179076	0.39602714	False	True	lbfgs	6.8251804	93
ABRAXAS1	0.072824982	0.006983536	0.22984927	0.07063681	0.6197054	False	True	lbfgs	5.7901548	13
ABRAXAS2	0.27423469	6.6736017e-11	0.15854275	6.043021e-11	0.56722256	False	True	powell	5.844449	22
ABT1	0.060275875	0.012403255	0.35128324	0.19308339	0.38295424	False	True	lbfgs	5.4539324	1
ABTB1	0.14538534	6.2928864e-11	0.22548585	0.0074552086	0.6216736	False	True	powell	6.2717889	70
ABTB2	0.00050393869	0.0028665735	0.17151292	0.20422021	0.62089635	False	True	lbfgs	5.9073418	30
ACAA1	0.32000833	0.05930981	0.00048098048	6.3798752e-11	0.62020088	False	True	powell	7.1071361	114
ACAA2	0.39121812	0.077236657	0.017444256	5.1519338e-11	0.51410096	False	True	powell	6.3222282	65
ACACA	0.11170508	0.017951268	0.3984635	0.006907856	0.46497229	False	True	lbfgs	5.6999704	35
ACACB	0.077447752	0.0061766261	0.26207346	0.29596822	0.35833395	False	True	powell	5.5784902	6
ACAD10	0.3127354	0.022288999	0.098282261	0.0026533849	0.56403995	False	True	lbfgs	6.3463716	67
ACAD11	0.14200823	0.030134704	0.28698747	0.079617152	0.46125245	False	True	lbfgs	5.797318	15
ACAD8	0.48222714	5.145453e-11	0.003255625	7.0713987e-11	0.51451723	False	True	powell	6.2520334	58
ACAD9	0.30026978	4.810492e-11	0.22375482	5.1263687e-11	0.4759754	False	True	powell	6.4821037	79
ACADL	0.1216204	0.01374333	0.34805794	0.16189352	0.35468481	False	True	lbfgs	5.4803574	5
ACADM	0.31717474	0.00011633105	6.8808421e-11	7.0228439e-11	0.68270893	True	True	powell	6.5018363	81
ACADS	0.27477618	7.1678495e-11	0.043565416	0.015329901	0.6663285	False	True	powell	6.5575097	97
ACADSB	0.10177024	3.1902447e-08	0.10581694	0.027435747	0.76497704	False	True	powell	6.3100761	66
ACADVL	0.10617659	0.010331971	0.30342384	0.16377244	0.41629515	False	True	lbfgs	8.568108	118
ACAN	0.094233865	7.7196163e-09	0.32569805	0.10164765	0.47842042	False	True	powell	5.3035448	1
ACAP2	0.11649921	0.022954603	0.039280539	0.21641148	0.60485417	False	True	lbfgs	6.3732784	71
ACAP3	0.16253856	4.6336022e-11	0.4081645	4.2995665e-11	0.42929694	False	True	powell	6.740576	102
ACAT1	0.26534056	1.1306747e-08	0.01364702	2.2858611e-08	0.72101239	False	True	powell	6.736166	96
ACAT2	0.016941248	0.10122273	0.10057073	0.03023102	0.75103428	False	True	lbfgs	5.9160472	29
ACBD3	0.096320121	0.030575119	0.28655783	0.25389772	0.33264921	False	True	lbfgs	7.1183815	97
ACBD4	0.12797385	0.052061072	0.16235965	0.22473095	0.43287448	False	True	lbfgs	5.6667534	8
ACBD5	0.26396216	0.0081221312	6.8953181e-11	0.038705631	0.68921008	False	True	powell	6.484621	79
ACBD6	0.034795955	6.9387388e-11	0.20308643	0.086466725	0.67565089	False	True	powell	6.4420352	78
ACBD7	0.01995227	3.1429396e-10	0.43445594	0.15637061	0.38922118	False	True	powell	5.4903782	1
ACCS	0.099985635	0.001254691	0.053247151	0.32353753	0.521975	False	True	lbfgs	5.4006836	3
ACCSL	0.083352364	0.0098265318	0.29965176	0.17982335	0.42734599	False	True	powell	5.5962821	5
ACD	0.17685404	0.0093223784	0.073973121	0.12306015	0.61679032	False	True	lbfgs	5.9089889	30
ACE	0.14998254	4.6917623e-10	0.37704422	7.6743241e-09	0.47297323	False	True	powell	6.1427938	50
ACE2	0.27321452	0.0054785878	0.081191157	0.1219882	0.51812754	True	True	lbfgs	5.8279157	10
ACER1	0.055796328	1.211274e-05	0.25334394	0.257924	0.43292362	False	True	powell	5.468883	4
ACER2	0.0037909934	0.010033121	0.15014807	0.31725666	0.51877115	False	True	lbfgs	5.8912974	23
ACER3	0.032221382	0.023474877	0.19319671	0.18991302	0.56119401	False	True	lbfgs	5.6876027	11
ACHE	0.1028331	6.655304e-11	0.15587089	0.082443077	0.65885293	False	True	powell	6.1864195	47
ACIN1	0.090950459	0.024349625	0.1813702	0.34660625	0.35672346	False	True	lbfgs	7.410965	110
ACKR1	0.13392624	0.024052536	0.20204646	0.13287469	0.50710007	False	True	lbfgs	5.2531231	8
ACKR2	0.17806489	0.0052594741	0.016664692	7.0617802e-08	0.80001087	True	True	powell	5.739243	20
ACKR3	0.33203054	6.3724518e-11	0.054170977	6.1612239e-11	0.61379848	True	True	powell	5.4129743	15
ACKR4	0.026042424	0.021576815	0.23429466	0.14903272	0.56905339	False	True	lbfgs	4.3962323	0
ACLY	0.24264714	4.088212e-11	0.24732911	0.12509741	0.38492635	False	True	powell	6.6912231	81
ACMSD	0.25068481	0.0023584155	0.12573483	0.31370286	0.30751908	False	True	lbfgs	5.3718626	4
ACO1	0.3253942	4.2643662e-06	0.073065323	0.1238263	0.47770991	False	True	lbfgs	6.2862053	59
ACO2	0.13934416	0.048757741	0.65106332	0.00021656265	0.16061821	False	True	lbfgs	6.5803458	87
ACOD1	0.15037344	0.0047652535	0.31433276	0.3032007	0.22732785	False	True	lbfgs	5.5528689	3
ACOT1	0.35502189	0.08873243	0.0088586401	0.0014974371	0.5458896	False	True	lbfgs	6.047266	35
ACOT11	0.16379961	0.022910324	0.1160165	0.0092552138	0.68801835	False	True	lbfgs	6.3177187	75
ACOT12	0.090362574	5.484357e-11	0.20797317	0.16889448	0.53276978	False	True	powell	5.3503398	0
ACOT13	0.23180847	0.0018465962	0.085736686	0.13351748	0.54709077	False	True	lbfgs	6.4175462	70
ACOT2	0.23542962	7.5669526e-11	0.018236991	1.4929594e-09	0.74633339	False	True	powell	6.2112604	60
ACOT4	0.025951174	0.0018084495	0.0010239382	0.37514511	0.59607132	False	True	lbfgs	6.03228	42
ACOT6	0.051061814	0.012503449	0.22395823	0.22799433	0.48448217	False	True	lbfgs	5.5134138	5
ACOT7	0.090461703	0.0010699917	0.58086081	0.014625871	0.31298162	False	True	powell	6.1874697	55
ACOT8	0.081613317	0.010687466	0.28124141	0.031693114	0.5947647	False	True	lbfgs	6.1579521	55
ACOT9	0.073822331	1.8213532e-10	0.081741879	2.4569059e-10	0.84443579	False	True	powell	6.2013249	59
ACOX1	0.29539176	6.6351999e-11	0.063798018	6.5186439e-11	0.64081022	False	True	powell	6.3566843	68
ACOX2	0.17951029	8.342052e-11	0.17067882	0.10492523	0.54488566	False	True	powell	5.686362	14
ACOX3	0.13194357	0.06397349	0.11445062	0.00050516725	0.68912716	False	True	lbfgs	5.7818488	21
ACOXL	0.1896251	8.8455879e-10	0.093529185	0.00088427423	0.71596144	False	True	powell	5.4806019	9
ACP1	0.15149104	0.026809911	0.44061472	1.0816663e-05	0.38107352	False	True	lbfgs	7.5044798	112
ACP2	0.015216878	1.1176565e-10	0.31367367	1.0960968e-10	0.67110945	False	True	powell	5.9866375	32
ACP3	0.1282757	8.9233615e-11	0.015022561	8.8408318e-11	0.85670174	False	True	powell	5.6091758	19
ACP4	0.0051558751	0.012297648	0.21598466	0.24404676	0.52251506	False	True	lbfgs	5.4028994	1
ACP5	0.11624855	0.069623528	0.37587097	0.023332042	0.41492491	True	True	lbfgs	6.7590553	82
ACP6	0.16295037	0.024823797	0.25760853	0.00068712765	0.55393018	False	True	lbfgs	6.320933	69
ACP7	1.8449985e-05	0.069645525	0.16622221	0.089637061	0.67447675	False	True	lbfgs	5.115522	2
ACR	0.14306817	0.021894445	0.27958902	0.073254129	0.48219423	False	True	lbfgs	5.3564286	0
ACRBP	0.081073507	5.3386682e-11	0.28129314	0.11067871	0.52695464	False	True	powell	5.4749488	3
ACRV1	1.7857593e-05	0.093536709	0.20041211	0.20677093	0.49926239	False	True	lbfgs	5.6809444	6
ACSBG1	0.00022957389	0.0064650445	0.41823714	0.087931265	0.48713697	False	True	lbfgs	5.1754009	0
ACSBG2	0.018576903	6.2986753e-11	0.19082151	0.1620737	0.62852788	False	True	powell	5.1405149	0
ACSF2	0.057753105	0.027178355	0.29843178	0.064641161	0.5519956	False	True	lbfgs	8.617726	119
ACSF3	0.052173418	6.7359562e-11	0.27025556	0.012798639	0.66477239	False	True	powell	5.9887859	45
ACSL1	0.1436568	0.097541473	1.1292989e-08	0.075203437	0.68359828	False	True	powell	6.0944912	49
ACSL3	0.12578256	0.059927275	0.45045401	0.07002147	0.29381468	False	True	lbfgs	6.8376055	86
ACSL4	0.42118411	0.037702083	0.0092168982	2.8309552e-07	0.53189662	False	True	lbfgs	6.9238068	97
ACSL5	0.40620166	5.6145613e-11	0.05974279	6.9620244e-11	0.53405555	True	True	powell	6.4160506	59
ACSL6	0.017729341	0.011560496	0.69706579	0.065324973	0.2083194	True	True	lbfgs	5.3867044	9
ACSM1	0.16366033	0.0056091218	0.21061193	0.1245394	0.49557921	False	True	lbfgs	5.2863644	1
ACSM2A	0.087537444	9.7923386e-11	0.24131748	0.11883075	0.55231433	False	True	powell	5.3391773	0
ACSM2B	0.22694868	0.019733103	0.20100504	0.10732406	0.44498911	False	True	lbfgs	5.5582683	9
ACSM3	0.23094415	9.9266033e-05	0.15933007	0.30947454	0.30015197	False	True	lbfgs	5.642987	12
ACSM4	0.11262449	3.5023187e-11	0.26249714	0.28546924	0.33940913	False	True	powell	5.2129009	0
ACSM5	0.0017058233	0.0017262734	0.23593181	0.17087755	0.58975854	False	True	lbfgs	4.4556087	0
ACSM6	0.11240759	0.0018872256	0.29075561	0.12111144	0.47383814	False	True	powell	5.5161738	3
ACSS1	0.21774999	0.002975903	0.061251187	0.15837247	0.55965045	False	True	lbfgs	6.3939826	72
ACSS2	0.28049853	6.9007318e-11	0.11536367	6.0971476e-11	0.6041378	False	True	powell	6.3101091	65
ACSS3	0.13267424	0.00048732341	0.19542859	0.26122091	0.41018893	False	True	lbfgs	5.7165564	10
ACTA1	0.17370775	0.00019126596	0.2241491	0.17472317	0.42722871	False	True	lbfgs	5.2991391	1
ACTA2	7.1630218e-11	0.027606083	0.65050971	9.0542911e-11	0.32188421	False	True	powell	7.0092005	88
ACTBL2	0.19243234	0.005112789	0.37968684	0.064453868	0.35831416	False	True	lbfgs	5.3707388	2
ACTC1	0.036695406	0.0064627397	0.095559378	0.21646882	0.64481366	False	True	lbfgs	5.3064097	3
ACTG2	0.049745017	5.7906479e-11	0.39261066	4.1408068e-10	0.55764432	True	True	powell	5.8650296	20
ACTL10	0.00011109769	0.010716599	0.20029085	0.18384725	0.60503421	False	True	lbfgs	5.4548547	5
ACTL6A	0.37570039	0.0049809232	0.30074856	0.032366332	0.28620379	False	True	powell	6.7287007	83
ACTL6B	0.092316699	0.00065877053	0.29836738	0.19502487	0.41363229	False	True	powell	5.4941174	1
ACTL7A	0.18011433	5.0218872e-11	0.28810196	0.060666044	0.47111767	False	True	powell	5.4383171	4
ACTL7B	0.098389266	5.2355373e-10	0.33048566	0.16036963	0.41075545	False	True	powell	5.3156866	0
ACTL8	0.1674513	0.014035133	0.12784721	0.1815209	0.50914546	False	True	lbfgs	5.754226	17
ACTL9	0.0010820852	4.8904892e-06	0.36316899	0.23124976	0.40449428	False	True	lbfgs	5.8879292	27
ACTN1	0.21468483	0.016483857	0.095078335	0.092435823	0.58131716	False	True	powell	7.4085581	109
ACTN2	0.021754417	0.053579925	0.46492823	0.13096181	0.32877562	False	True	lbfgs	5.3179662	1
ACTN3	0.11454672	1.7248355e-05	0.32896679	0.23554955	0.32091969	False	True	lbfgs	5.122552	0
ACTN4	0.19723371	1.7860167e-10	0.40753913	0.083183896	0.31204326	False	True	powell	8.2821883	117
ACTR10	0.21001934	3.1359316e-11	0.45846518	0.032156301	0.29935918	False	True	powell	7.4514889	116
ACTR1A	0.033094226	0.011294745	0.63387897	7.7633948e-06	0.3217243	False	True	powell	6.3039815	75
ACTR1B	7.7402103e-11	6.9335038e-11	0.3365583	7.5544322e-11	0.6634417	False	True	powell	6.318098	68
ACTR2	0.15642182	3.748674e-11	0.30312893	0.24974657	0.29070267	False	True	powell	8.1075744	119
ACTR3	0.25179826	0.055183794	0.24229686	0.16807458	0.2826465	False	True	lbfgs	7.9197912	110
ACTR3B	0.36025267	0.0027348262	0.1662173	0.042987464	0.42780774	False	True	lbfgs	6.5505554	90
ACTR5	0.1062484	0.0084046745	0.2040204	0.011010658	0.67031587	False	True	lbfgs	6.4045625	83
ACTR6	0.22202054	8.4987274e-11	0.0024185577	0.024546953	0.75101394	False	True	powell	6.3412376	76
ACTR8	0.078606538	0.020827692	0.22520767	0.017412327	0.65794577	False	True	lbfgs	6.1414637	58
ACTRT1	0.039621246	0.011989096	0.26969842	0.16611151	0.51257973	False	True	lbfgs	5.5764545	2
ACTRT2	0.11388933	0.021575787	0.31553436	0.15840992	0.39059061	False	True	lbfgs	6.1010816	51
ACTRT3	0.091084514	0.023581209	0.28070886	0.19740482	0.40722061	False	True	lbfgs	5.6062966	10
ACVR1	0.37776939	5.7567163e-11	0.013474513	0.050180024	0.55857607	False	True	powell	6.4731085	79
ACVR1B	0.1827413	6.6607911e-11	0.15763978	6.7393593e-11	0.65961892	False	True	powell	6.7281804	90
ACVR1C	0.093467229	6.2118395e-11	0.29332434	0.14991794	0.46329049	False	True	powell	4.903786	0
ACVR2A	0.24442657	0.009950218	0.06793418	0.22735783	0.45033121	False	True	lbfgs	5.8177876	15
ACVR2B	0.051934154	2.3866169e-05	0.067247091	0.21787367	0.66292122	False	True	lbfgs	5.4210386	3
ACVRL1	0.068847354	0.0071485248	0.57732538	0.075710895	0.27096785	False	True	lbfgs	5.964424	34
ACY1	0.23476713	0.031828056	0.18448226	1.1933777e-10	0.54892256	False	True	lbfgs	6.5042349	87
ACY3	0.17841183	3.9763129e-11	0.26742888	0.15729449	0.3968648	False	True	powell	5.7994717	16
ACYP1	0.19509614	0.0010594958	0.068699368	0.29259014	0.44255485	False	True	lbfgs	5.5473663	6
ACYP2	0.15856083	0.010812826	0.1830986	0.2827563	0.36477145	False	True	lbfgs	6.6377332	101
ADA	0.16034125	4.2834919e-11	0.33458351	0.14460617	0.36046907	False	True	powell	5.9982112	28
ADA2	0.054967006	0.037865584	0.49771737	2.6412171e-10	0.40945004	True	True	powell	6.1121093	48
ADAD1	0.035052721	0.019113409	0.27952909	0.23957729	0.42672749	False	True	lbfgs	5.4519661	1
ADAD2	0.12623528	2.3482844e-06	0.29131921	0.23788998	0.34455318	False	True	lbfgs	5.3778355	2
ADAL	0.21030027	0.0071093798	0.29022254	0.12988861	0.3624792	False	True	lbfgs	5.5115435	1
ADAM10	0.050201352	5.0817106e-06	0.089971793	0.2186373	0.64118448	False	True	lbfgs	6.450052	77
ADAM11	0.00059041388	0.0053118067	0.70430913	0.084578415	0.20521023	True	True	lbfgs	5.7116625	11
ADAM12	0.019897667	0.0095766371	0.52834991	0.18021309	0.26196269	False	True	lbfgs	5.9906469	37
ADAM15	0.032873953	0.018046581	0.50125332	0.040085105	0.40774104	False	True	lbfgs	13.749934	120
ADAM17	0.34966863	0.0023659042	0.063915203	0.067115006	0.51693525	False	True	lbfgs	6.6599483	94
ADAM18	2.0539733e-06	0.13166182	0.16235511	0.12314501	0.582836	False	True	lbfgs	5.250193	0
ADAM19	0.14589684	0.070079966	0.47687668	0.023674013	0.2834725	True	True	lbfgs	5.5891665	25
ADAM2	0.13375802	0.011766776	0.23257956	0.10457386	0.51732178	False	True	lbfgs	5.2235966	1
ADAM20	0.11458533	0.0042464768	0.20403852	0.18532853	0.49180115	False	True	lbfgs	5.1997037	0
ADAM21	0.061620745	0.0092595887	0.23210144	0.33306835	0.36394987	False	True	lbfgs	5.2590778	1
ADAM22	0.056443973	0.039819409	0.62463647	0.0017514441	0.27734871	False	True	lbfgs	5.996961	29
ADAM23	0.10159194	0.0041503967	0.49385814	0.10221621	0.29818331	True	True	lbfgs	5.6500418	10
