aoi_label	aoi_code	patient_id	site	compartment	dsp_run	qc_flag	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30
TIME-L40	TIME-L	P40	lung	immune	DSP-1012310141221	False	10.264477	14.093628	3.2208836	4.9745278	1.3214362	-1.7499335	0.27360973	-0.80963576	3.0875509	-5.0393848	-2.4273357	-1.8770382	-0.51355416	-0.83254743	3.0214243	0.021341909	-0.40405807	-2.0974612	1.3207506	0.65286523	-0.19697301	1.9428282	-1.6819016	0.70598161	-0.96048892	-1.2519464	0.12310435	-0.56959152	-0.29710478	0.46394271
mLN01	mLN	P1	lymph_node	tumour	DSP-1012300141221	False	-9.5555668	5.9157352	-3.1161249	-18.824947	-2.2133334	4.3891997	-9.6673241	-6.4796762	-1.2972828	-2.1726329	4.3726621	-6.5389466	9.3611317	-7.1868601	-7.0023789	-0.20789118	-8.2026663	0.23650388	2.4273088	-8.8546896	-6.2231236	3.0875032	0.7901141	-0.97273439	-2.0960972	0.050869346	3.3815866	2.5002048	3.1009202	-1.0892965
mLN02	mLN	P2	lymph_node	tumour	DSP-1012300141221	False	-20.401339	1.7994576	-20.031437	3.7999792	8.0620232	-13.938724	3.2418318	14.224158	-6.1476798	-2.4102511	6.0384502	-5.0482044	6.8280511	-1.2108033	-0.86587828	0.3058047	-0.11852951	-2.9558585	0.43199861	-1.318576	0.85921687	0.31323284	-3.2441621	1.3524023	1.9897448	-1.9125459	0.86249751	-0.81940728	1.5756212	1.0825666
mLN03	mLN	P3	lymph_node	tumour	DSP-1012300141221	False	-10.762486	-2.8755896	15.058626	-3.1567426	3.4892902	3.6964576	6.5126972	7.1814923	-2.5099275	-2.0503426	2.0955436	-3.3818529	-2.9474165	-0.46353161	-1.1827105	-0.39752302	7.6744595	0.86945814	4.9057426	1.0976226	-4.3637195	0.48597714	1.7806876	-1.5617603	-1.6942643	-3.5180783	-2.9570494	-4.3288507	-0.33316946	-2.6234653
mLN04	mLN	P4	lymph_node	tumour	DSP-1012300141221	False	-2.5094085	5.7608471	-3.1787765	-8.4339104	-0.33181274	-0.2255038	-6.5324702	-3.7721076	3.9282691	0.15297492	-0.86275303	-3.5555584	-0.64002234	-6.1679506	4.6200871	4.1996808	0.043883841	-2.7876849	0.34717733	0.074189238	-0.7061069	-1.8649606	7.6142282	-0.31664968	1.6846424	0.44961628	-2.4569867	-2.1913612	-3.4046187	0.84409785
mLN05	mLN	P5	lymph_node	tumour	DSP-1012300141221	False	-12.172726	3.7799697	-14.468704	-0.24281259	12.992366	-10.869813	10.87411	-5.9247384	-1.4962246	3.5391502	-3.8230891	3.7428672	-2.2962828	2.8841519	-0.96608716	-0.73899841	-4.5430374	1.8774793	4.0810175	-1.8111342	-2.4192581	1.6130712	2.8773873	-3.3537152	-4.3410702	6.9453979	0.52113086	2.2854221	-1.1040761	5.6860909
mLN06	mLN	P6	lymph_node	tumour	DSP-1012300141221	False	-5.7401342	-0.80998743	-12.781719	11.682296	0.17907159	11.017503	-2.7509682	0.044431135	5.4524398	-6.8383226	1.9817702	0.12142297	-3.5685933	-0.70437926	-1.7070336	-2.7704294	0.47353336	-6.5883393	-1.9396924	-1.1448976	2.1222014	-2.2028286	0.49689081	-2.299238	4.1980686	-3.3889217	0.37935835	-2.3811355	1.4179792	1.8130951
mLN07	mLN	P7	lymph_node	tumour	DSP-1012300141221	False	-16.747086	-0.92390609	-0.17408192	-8.241437	7.2379184	-0.53064817	-1.6673101	-3.963078	4.4592776	-1.3452827	5.2340693	6.9788542	4.912086	3.3567729	0.79476112	3.2798083	-2.9609852	1.0361578	-7.2797794	1.518892	3.466939	-7.8387189	-1.2918026	-1.3739266	-3.2101915	-3.6511204	1.3549389	-6.7722197	-0.76568395	2.2456641
mLN09	mLN	P9	lymph_node	tumour	DSP-1012300141221	False	-11.053206	-1.4617634	9.0296526	-12.950658	7.1530404	3.6942914	0.052166242	0.85905343	0.98199749	-4.6388378	-10.214491	-0.50677484	7.1332712	5.5003705	-0.84356153	-0.97436738	3.7259467	-8.9544239	-5.6620092	1.6588923	2.5000451	-1.4351246	-1.0401051	1.8358089	1.2912642	0.99001551	-0.32264695	5.1238751	2.7777305	-0.52676517
mLN10	mLN	P10	lymph_node	tumour	DSP-1012300141221	False	-34.711124	-1.8313684	5.2218094	-28.087921	-9.7515602	1.9566289	0.039145228	1.8118219	-1.9313583	-2.4938123	-2.4271209	1.0487492	-14.801277	3.9180865	6.5683484	-0.70766538	0.60271001	0.2630125	10.232734	-3.3956888	0.4850384	-0.77472568	-5.5989733	3.9642179	3.6986411	-1.47541	3.201288	-0.8576864	5.7640224	-1.3325311
mLN11	mLN	P11	lymph_node	tumour	DSP-1012300141221	False	-14.163969	-11.542929	19.802427	13.254963	-8.1045942	-13.941179	-6.7687755	-6.1323161	-4.3569579	-1.9171309	6.6607938	2.8956242	-0.056636304	6.8686161	-6.1096735	-3.9776685	5.439208	-6.5385365	2.9967661	-8.3163586	-6.8201227	-9.8745852	-3.0629649	-2.620924	-0.15482356	1.2743971	-1.8004423	3.9074519	-8.4997063	-2.4956691
mLN12	mLN	P12	lymph_node	tumour	DSP-1012300141221	False	-26.76219	-1.2958301	-6.9379606	6.468276	-11.187799	1.3022724	19.801809	-6.5772233	7.4453225	8.3715744	-4.5605717	0.11410303	9.0195503	2.1453347	1.6411856	8.2961187	-3.9322925	-1.0909227	0.34557873	-8.8682261	4.6565571	-5.6687942	-0.53464121	1.5790887	5.5161037	-3.377362	-3.069927	-1.8781333	1.8536947	-0.68672824
mLN14	mLN	P14	lymph_node	tumour	DSP-1012300141221	False	-9.9147968	-2.2629054	14.502586	-3.0597384	8.9266396	7.3251181	8.1048231	8.6817484	5.4199038	1.4955328	2.3426511	-1.609373	-6.3786988	0.73114574	-9.8931522	5.8991261	0.91660225	1.3229829	-1.430555	-1.2857236	-4.2790666	-1.944654	0.28431255	2.0562088	4.8048973	6.9273038	-2.6496928	0.28925139	-1.0058854	5.3002229
mLN20	mLN	P20	lymph_node	tumour	DSP-1012300141221	False	7.5801973	15.393712	0.33646417	3.2456229	-2.3726635	-0.30861685	0.054652806	2.8781912	0.51137209	-3.7773578	-1.6593736	-1.6242672	2.8462861	0.50541669	3.1538327	0.51756442	0.71230072	0.37179065	-0.47816443	1.6255842	-0.033452008	-1.7498295	-1.5907294	-2.7824826	1.0859977	0.88857782	-1.5482353	-1.5896162	-0.00035162811	1.8763875
LB01	LB	P1	brain	tumour	DSP-1012300141221	False	-4.5897593	4.4600687	-0.5184111	-14.315868	1.842748	5.224617	-5.5461235	-3.8554349	-2.5574925	-2.319526	4.6039429	-10.803885	11.779367	-2.366298	-3.8098083	-2.5704496	-5.0971379	-0.73120773	2.5974214	-5.7875657	-2.3954732	-0.43249425	-0.83245647	-2.9163444	-2.5034876	0.90875167	3.7256663	-1.7693917	1.9365672	2.3233559
LB02	LB	P2	brain	tumour	DSP-1012300141221	False	-35.841663	-8.9906511	-28.263784	0.40430632	2.9755621	-18.374662	0.92646575	16.970663	-7.6898284	2.2233779	1.0139948	-4.5327792	0.7612353	-2.529485	-0.30131248	3.3800168	1.3001733	-6.070076	0.52364659	-0.99352866	-1.2136431	-1.4466183	-3.6473861	2.0862861	1.213096	-1.7206255	0.48005974	-1.8773332	0.70942545	-0.29059845
LB04	LB	P4	brain	tumour	DSP-1012300141221	False	-15.578321	-1.9769429	-2.7427793	-17.942265	-3.6791227	0.1933606	-9.6724625	-3.058162	3.3979597	2.6402736	1.318848	-2.8700435	-0.68176454	-7.1195631	6.5800347	5.4803076	-2.2946758	-4.8874135	0.70742989	1.8802488	0.39287058	-2.4725242	9.8438654	-0.8343668	1.3824648	1.7299715	-3.9188859	-0.2286693	-6.9375372	-0.025443507
LB05	LB	P5	brain	tumour	DSP-1012300141221	False	-16.761009	1.4770908	-13.367317	-4.4825583	6.4732995	-2.4301984	7.5975213	-11.23917	-1.088819	2.024106	-5.5439086	6.9266372	-4.5372891	-0.047989991	-3.0650775	-5.0459199	-0.17780779	-1.3560871	4.0846686	0.34510702	-8.9882221	1.6082891	7.7004228	-1.5421383	-2.5409088	1.2230695	0.8477509	0.54756916	0.80282551	-0.19431946
LB06	LB	P6	brain	tumour	DSP-1012300141221	False	-21.828596	-9.9520941	-19.951475	13.546403	-6.9618874	14.764614	0.58220327	-0.96282339	-0.17788467	-1.5895129	0.46251282	2.0312803	-6.9691916	-5.1657915	-3.1373491	-12.11357	-2.3673513	-4.5270319	-0.13513125	-2.8037145	6.0057588	-2.1852651	0.31911916	-7.7880869	9.0501127	-5.7268462	-3.3044105	5.7903895	-1.6362207	-1.5934995
LB07	LB	P7	brain	tumour	DSP-1012300141221	False	-27.96542	-8.7519102	2.2416294	-15.645909	-3.863297	-0.5402317	-2.2356272	-2.091078	-1.0479754	1.1176227	-2.1289334	5.2705369	-2.0550227	-0.54549742	2.6603937	3.525135	-0.78066885	6.209269	-4.3451986	2.4144502	-2.0717559	-9.5498648	-7.0905361	1.631997	-3.5356779	-5.641243	-3.4918616	-7.1569343	-1.765065	0.58817732
LB08	LB	P8	brain	tumour	DSP-1012300141221	False	-9.7786379	-15.619054	-1.2643862	4.180151	-18.957094	-14.401512	-13.48742	1.1612731	6.2298722	-0.099890694	-12.610353	-9.2133408	-1.1101096	15.598915	-4.8127713	2.4291859	1.9300861	10.922729	-4.5437031	3.0124674	-4.2818451	5.8687968	7.689517	-7.5275307	8.8044605	-2.9168279	0.86912578	-6.3104162	2.3237422	6.6757631
LB09	LB	P9	brain	tumour	DSP-1012300141221	False	-20.078489	-9.3948097	6.6184273	-17.826437	8.4369383	3.786154	-1.2961755	-0.70268351	0.36816329	-2.4635215	-13.246645	1.096549	8.7335138	4.8493671	-1.2585442	-1.3179004	4.6778951	-8.5681305	-4.8863616	2.4521606	1.8224242	-0.61097544	-0.7837652	1.3000005	1.1089352	0.056149468	-0.57044333	5.4744277	1.6523665	-2.2066517
LB10	LB	P10	brain	tumour	DSP-1012300141221	False	-24.658236	-5.4980388	5.9559593	-22.644302	-1.0034839	4.0976539	-0.030367354	1.0719146	-3.7613273	-1.2754405	-2.4679482	2.3532588	-10.16132	4.2297182	5.8870335	-5.648674	-0.8063851	3.6050742	11.288047	-3.2993023	2.2397571	0.93041408	-6.8251925	3.2137554	3.2339406	-3.1186051	1.5357511	-1.0278308	2.8531425	1.8433399
LB13	LB	P13	brain	tumour	DSP-1012300141221	False	-11.069887	-10.755436	-14.283649	12.601649	-0.59814143	11.882041	-6.6485448	3.5766449	5.0801706	-5.9131427	-0.99863952	3.388813	-4.6892524	-2.5602357	-0.28967285	-4.7063198	-0.95256102	-3.984365	-3.0681751	1.0792851	-2.4304786	-0.19791226	-0.16515721	-2.2500501	0.21387629	2.0639727	2.8299625	-3.3011494	2.4286652	2.4188671
LB14	LB	P14	brain	tumour	DSP-1012300141221	False	-15.429655	-3.0853932	13.460273	-7.3257046	7.3879042	8.7458115	7.554913	7.8817124	3.8960652	1.8706262	3.8525937	-2.8542466	-5.5023627	1.7336202	-11.138779	3.4736674	-3.1143675	3.5292752	0.86976147	0.83083642	-0.79861784	-0.13165046	-2.0732772	2.2966466	5.996326	6.6625676	-2.215317	1.8301193	-2.9418929	5.2759571
LB16	LB	P16	brain	tumour	DSP-1012300141221	False	-14.854606	-6.8918366	11.847105	-6.664134	1.7385588	1.0596226	5.3485556	4.5270953	-1.1730304	2.7062676	-3.536473	-1.6736403	2.0096719	-2.2679968	-1.191349	-6.6968961	0.51943779	1.0682231	2.2344601	3.7746968	0.16768269	6.2822227	0.13183555	-3.7648849	1.0799764	-2.9933436	-6.0137153	-2.869514	-7.1630764	1.5942172
LB17	LB	P17	brain	tumour	DSP-1012300141221	False	-7.5217628	-9.267087	-11.137582	9.7907486	5.010304	7.4855304	-5.8600388	8.2973032	8.2122288	-1.9987803	-3.6163387	3.828037	1.2375079	-0.015378827	0.72840065	-8.8248062	-1.4669111	-0.22099775	0.45522982	-0.68200177	2.5450816	-0.13692294	2.782824	2.5031819	-1.5596731	0.59082156	-2.5120041	0.15391858	-3.9138286	2.8672409
LB19	LB	P19	brain	tumour	DSP-1012300141221	False	-13.077868	-9.1478615	5.2889857	-0.068087451	-2.6862221	-5.4012213	-0.92783666	0.73339665	12.159781	7.2034392	6.6755433	2.0987103	-0.5382024	-6.0924048	2.9977112	2.6813705	5.3563085	0.36965507	-0.37992418	3.2940383	-1.2088546	1.8191062	-4.4989319	-6.6641903	-0.064245015	2.1186051	-1.173954	4.5830789	3.0454667	-2.6930494
LB20	LB	P20	brain	tumour	DSP-1012300141221	False	0.55856609	-8.8406	3.0458632	11.843802	3.8827918	4.6845403	-4.8559217	0.0065276576	1.0773379	-4.4031553	-3.4306979	1.5160366	3.4638276	0.16845709	3.5362072	2.2526131	-1.8689132	2.685056	-5.4976406	1.0815271	-0.31775573	3.9375756	-2.3479819	-1.9382459	0.70784169	-0.54921722	1.205428	-0.070565894	0.14550562	4.0407782
LB15	LB	P15	brain	tumour	DSP-1012300141221	False	-13.00404	-9.10075	11.897927	4.506887	-3.3566213	-4.5216494	-0.51989228	-3.4266334	-6.416862	0.173114	-1.6515528	3.0976493	-0.045375206	-4.9889464	1.9087619	-4.8866739	-3.2000229	-1.8346831	-7.2750139	0.95393032	1.0133694	4.6253052	-2.2989113	-0.21744902	6.2510948	11.900937	-3.0366757	-10.005876	3.537215	-9.8534842
LB03	LB	P3	brain	tumour	DSP-1012300141221	False	-2.5428028	-6.4674759	10.3759	-3.4600081	8.791853	5.735724	-0.7955665	1.4266603	-1.3419256	-2.3543553	0.88695145	-5.4387345	-4.7682734	-0.96101135	-1.0664809	-2.4646907	4.281661	2.1118777	3.0341561	3.4705598	-2.0879636	3.3901687	-0.077004127	-1.1967256	-3.0693481	-5.4060893	-4.2365584	-3.00928	-0.15405944	-2.4031935
LB21	LB	P21	brain	tumour	DSP-1012300141221	False	-27.806767	-12.524636	-21.26712	12.672286	-14.672347	16.886824	4.8996768	-7.9685607	-9.9403524	-1.5329248	-1.7009202	-8.9311132	-3.8903906	7.0972323	-5.7216811	11.172954	-1.7881442	-4.7875137	4.8418798	11.659126	-3.5826576	3.831512	-6.0539746	0.25976577	-7.4024644	3.337635	-0.35348797	0.21811512	-7.5925665	-4.6299939
LB18	LB	P18	brain	tumour	DSP-1012300141221	False	-5.5755329	-12.496071	13.455791	15.613262	-0.87569249	-2.387887	-4.3978653	0.51662606	-6.0904889	0.002048261	-2.9970949	0.0050382451	4.7512059	-0.65820801	3.4421129	-1.8876963	-4.1344337	7.4724998	3.8183608	-1.4204078	-2.5653868	-0.93858361	-0.83070433	-0.83531481	1.1123015	0.10909821	-1.4593301	1.3670892	-4.6148229	0.56254852
LB24	LB	P24	brain	tumour	DSP-1012300141221	False	8.9898806	-1.8835967	0.5656144	5.5729761	10.333864	-0.17015694	-3.4718058	-5.7231798	7.5501142	0.49308234	-4.4474797	-6.0646858	0.036058873	-3.0600004	1.0708133	1.0204479	1.5413102	0.2069234	2.0147269	-2.1091378	-0.88810259	-0.0088685341	-4.1305308	1.478999	-1.787506	-1.9668435	-1.5837125	-1.4273406	1.03626	0.29576582
LB12	LB	P12	brain	tumour	DSP-1012300141221	False	-16.64872	-4.1732335	-5.3027759	11.879487	-3.8745677	7.2827892	17.325556	-9.0330524	2.6328566	8.8209934	-4.0278201	0.10132801	9.2263432	0.092533022	-1.5378398	4.7005568	-6.0747328	0.91891217	2.2297549	-6.8631377	4.2828293	-1.786788	0.98778051	0.72404605	3.860765	-3.9027672	-6.8643284	0.008211704	0.15662603	-2.5403833
LB34	LB	P34	brain	tumour	DSP-1012310141221	False	-16.098145	-10.641053	6.2489209	9.2689877	2.4507983	9.1392031	4.17274	3.8402312	-5.7727294	-0.82178384	1.0664064	4.9506955	11.987516	-4.3238049	3.4035189	-2.4655664	11.970831	4.3190188	6.4255462	2.6336308	-4.4203162	-1.0760454	3.6946795	0.017712565	-1.2948352	-1.4018924	2.5027297	-3.0672095	1.4321512	-0.89148563
LB31	LB	P31	brain	tumour	DSP-1012310141221	False	-5.7675009	-8.7082253	-3.5728652	2.2374938	-5.9289918	-8.2042675	-8.1904039	-1.5988584	11.175766	7.205956	-0.11794376	1.4975883	1.4428314	9.2746048	-8.8744421	0.4690924	-0.76244986	3.42994	4.0722599	3.7380283	-0.23812276	3.5468459	4.670094	-2.346163	0.73607594	-5.4747443	-0.75459611	0.024032218	9.8348103	-11.162347
LB35	LB	P35	brain	tumour	DSP-1012310141221	True	-9.83074	-7.007268	18.046234	8.4618931	-2.3368397	-12.152106	1.6634145	-0.55672985	-1.1358632	7.506784	-5.625885	-8.4318027	-1.8593923	-13.305174	-8.5943813	-7.7189984	-11.663784	-0.2742793	4.6303687	18.974419	4.4862156	-13.723247	0.20111769	0.64658999	0.28980464	-2.955585	9.437747	2.7884815	2.7888024	-0.29388705
LB37	LB	P37	brain	tumour	DSP-1012310141221	False	-0.40574604	-8.2864714	8.5199575	12.034986	-0.12335939	4.1934733	-1.0160009	2.0018969	-8.018342	-1.8595855	-7.8698058	-3.8093345	-3.8509309	-1.4555808	6.2331309	3.5781789	-5.6357331	6.9901199	-3.8257749	-5.6199732	-4.6527295	-5.9250045	0.34337309	2.1581845	2.4078248	2.7988837	1.2735209	6.0880857	4.0338225	-1.4861251
LB40	LB	P40	brain	tumour	DSP-1012310141221	False	16.577822	-0.79803598	1.387633	5.8384967	9.4449215	0.30075955	-4.1429138	-6.5495782	5.0179124	-0.49037552	-5.3622108	-7.0568552	0.27956244	-4.1964707	2.3066108	0.20778148	0.51102293	1.0405933	2.8733938	-0.85914433	-0.23915306	1.1041625	-3.6584306	0.48503894	-1.0498695	-2.6788111	-2.6306322	-0.80986744	-0.10261785	2.5852821
LB44	LB	P44	brain	tumour	DSP-1012310141221	False	-4.4901934	-2.8911848	-16.371351	2.3824885	31.573015	-6.6430445	-2.4130995	-13.735308	-7.6879334	-3.4553189	-2.3203042	2.603986	-4.1161518	5.7507935	0.34469187	1.0448704	2.975647	9.0560513	2.1892612	1.3139602	10.153068	-5.2636299	3.2594769	-8.7963991	-1.0367681	6.3638849	0.22044475	1.4585932	-1.7545613	-3.6616042
TBME01	TBME	P1	brain	glial_stroma	DSP-1012300141221	False	25.352816	-1.0270346	-1.646269	-1.3749354	0.86965567	1.4154569	0.0054184296	1.0996488	-2.2458372	5.5104561	2.1496513	-3.8671873	2.9212027	3.9796185	3.0413139	-3.4282315	-2.8459311	-3.0816996	1.2733873	-1.2844017	-0.87965411	-2.2709439	-1.8311352	-2.8139951	-0.045376245	1.5394459	2.6729186	-2.9580917	-0.75387335	2.1928897
TBME02	TBME	P2	brain	glial_stroma	DSP-1012300141221	False	25.467726	0.44918638	-5.5951223	-3.5785806	-4.3130698	0.76432467	-0.31040344	3.4139388	-5.3451109	6.9717016	5.2597518	0.72613758	1.0751232	5.3557148	1.6234224	-3.2015152	-3.8600831	-2.2179532	-0.53376853	0.27282244	0.28986207	-2.3941138	0.55931824	-2.2139807	-1.3608727	1.9660447	-0.44436622	-1.4091858	0.87515479	0.92691731
TBME03	TBME	P3	brain	glial_stroma	DSP-1012300141221	False	13.39441	8.385314	-1.0057024	1.5039108	2.9067223	2.8173854	-6.2401233	-2.4985919	-0.32825738	3.2446518	-4.7215195	-0.31412044	-1.9216101	-4.5062633	-1.9166802	1.6689754	3.5580971	2.8429613	-2.0884714	-2.0170093	0.027947774	0.0046579204	-3.0899796	1.0988288	-1.2554455	-2.6818774	-2.9888506	-1.2308239	1.8353409	0.90293467
TBME04	TBME	P4	brain	glial_stroma	DSP-1012300141221	False	29.611237	-7.4450154	-2.3460214	-0.41675061	4.4432468	3.6610394	-2.4941804	-1.0627538	-0.23212154	5.2857928	2.0522261	-1.2067139	-0.15930986	3.5524335	4.0672526	-0.31695151	-1.1108408	-2.3405449	-0.39277655	0.76942092	-1.8414526	-0.71544009	0.26219663	1.1750424	0.42642909	-0.8157441	-0.69140249	0.32210395	-0.54177946	-0.043124627
TBME05	TBME	P5	brain	glial_stroma	DSP-1012300141221	False	27.677849	-4.325901	-3.9766984	-2.7425833	-0.98413974	0.085931569	5.3286219	2.2519894	-1.1648668	-0.21126534	1.9895502	1.9650086	1.1510061	6.8983302	3.4236665	-3.2063763	-3.2282357	-4.0807905	3.6109114	1.1323814	-2.6400015	-1.7712367	1.2644234	-0.72530323	1.0339353	3.0451748	2.3917077	-0.68651026	0.74503559	-0.662673
TBME06	TBME	P6	brain	glial_stroma	DSP-1012300141221	False	2.9987535	11.622826	-10.710051	6.6454797	-4.8490438	10.613857	-6.690258	-0.024029488	-3.6904237	3.2883275	0.39895162	2.4415998	-5.1212745	-5.2399793	-4.4685674	-3.6659508	1.8171909	1.3735931	-2.5897291	-3.8984613	4.9339089	-1.3550586	-0.38893494	-2.8054233	1.4287314	-2.180743	-3.2001913	1.5719792	1.0487807	0.67154247
TBME07	TBME	P7	brain	glial_stroma	DSP-1012300141221	False	-5.6667604	15.966206	-2.3993874	-7.1230693	-6.0150576	1.302592	-5.9558353	-0.49814302	-7.4211006	5.1879807	1.347989	13.167338	-2.5070076	-3.5712011	-9.1037092	3.8112106	-1.396373	7.268239	-5.3443418	2.948658	-2.5933719	-1.9892418	-0.2912119	5.6629815	-4.0732479	-2.2691495	-6.7868905	0.36352006	0.25337484	0.57737666
TBME09	TBME	P9	brain	glial_stroma	DSP-1012300141221	True	5.3677692	8.8606577	0.47724399	-5.6906037	-5.9785876	-1.158044	-5.7884545	3.735805	-7.5688577	15.734997	-11.513779	1.6516515	-1.1190759	-4.2012167	-6.4478827	0.38009396	10.113529	-1.9006612	-3.9793243	-4.0358953	10.459826	6.6453767	-2.8363514	0.21480225	-0.40384686	-1.8256366	13.09252	1.4142852	-10.118243	0.86606145
TBME10	TBME	P10	brain	glial_stroma	DSP-1012300141221	False	10.607357	6.3099055	1.4336104	-9.8397808	-4.8157506	4.7356224	0.49243078	6.5949306	-7.543561	8.5697851	3.0449433	2.0414429	-2.731427	5.6729703	2.7427664	-4.2138662	-2.0505493	-1.0635537	5.7762079	-3.8671589	1.4022259	-3.9267375	-1.4434309	-1.77657	0.90452212	3.3063221	2.181684	-2.7617359	2.8682785	2.0062983
TBME13	TBME	P13	brain	glial_stroma	DSP-1012300141221	True	21.975763	-3.0047591	-0.48227578	4.4582367	5.904098	2.6548085	-2.3184488	-2.1750994	2.4838846	1.9213731	-2.1593606	-2.5820308	-1.5750722	0.4060609	3.6528721	-0.18739925	1.2938203	-0.31006789	-1.0818903	0.045082975	-0.94079328	-0.55484557	-1.4055338	0.30837053	1.2403944	-1.2886775	-0.20822227	-0.88054079	-0.23872632	1.4338613
TBME15a	TBME	P15	brain	glial_stroma	DSP-1012300141221	False	15.029997	12.986997	1.1821846	1.2808756	-2.2424338	0.33607256	-1.7827277	1.9617532	-3.1271596	4.1961193	0.45847726	2.1870446	0.50694621	2.5604792	3.0998256	-1.0586199	-0.1327855	-1.9243962	0.10049877	1.3038428	-0.49495745	0.53401452	-0.59186584	-0.55411088	2.3764172	2.9525418	1.0439098	-3.2764623	0.14466421	-2.921169
TBME16	TBME	P16	brain	glial_stroma	DSP-1012300141221	False	26.335047	-5.7402887	0.20965257	0.17513269	4.2080417	3.6092002	-0.90980548	1.3031772	-0.63110209	4.8794379	0.910851	-1.0137056	0.77235901	1.9302809	1.56912	-1.1776159	0.36028162	-1.057373	-0.57659721	1.0246385	-0.79553223	0.52995622	0.22228254	0.36959174	0.78544301	-0.44161221	-0.59481168	-0.30124897	-1.0027959	0.39799598
TBME17	TBME	P17	brain	glial_stroma	DSP-1012300141221	True	28.218351	-8.0143814	-1.3522694	1.2374887	5.2938614	3.6575522	-1.1393821	-0.09202268	1.008949	2.67221	0.67898518	-1.4047381	-0.14480941	2.88062	2.7481611	-0.10804855	-0.090052187	-0.94397032	-0.55585927	0.43380287	-1.5616857	-0.45203584	-0.15140937	1.1900843	0.49940598	-0.67355436	-0.90359795	-0.066830024	0.25941727	0.75419486
TBME18	TBME	P18	brain	glial_stroma	DSP-1012300141221	False	31.798634	-9.1284981	-2.2123041	-0.85647488	1.9856617	2.7768319	-0.19304065	0.38903546	-1.1773567	3.5110505	2.539717	0.12672254	0.22877516	2.8809752	2.1421511	-0.3554664	-1.1310152	-1.1542163	-0.26047552	0.95106894	-1.3121947	-0.61074466	0.49999571	1.0204812	0.69693661	-0.078650117	-0.50393486	0.30890942	-0.20241047	0.41276082
TBME20	TBME	P20	brain	glial_stroma	DSP-1012300141221	True	25.909849	-5.1952972	-1.1850928	2.4115775	6.2585449	4.6317081	-2.443995	-0.4517512	0.25937706	6.691927	1.7980882	-0.85931247	0.10223101	3.996201	4.268034	0.35888201	-1.3814451	-2.5131068	-1.6092609	1.3320107	-2.5406637	-0.66794086	0.053262081	1.06692	1.008413	-1.3020517	-0.2037098	0.54913336	0.29755908	0.10860433
TBME11	TBME	P11	brain	glial_stroma	DSP-1012300141221	False	8.9356899	11.867588	5.2301364	5.8590398	-2.6141317	-3.8548648	-5.9952202	-5.3283215	-0.46843612	-4.6037021	-1.3250107	7.1841736	-3.7232168	-1.1799099	-4.06215	0.65113735	3.7223375	-0.51340634	1.3656027	-2.7237058	-2.4212809	0.015564622	-1.8170016	4.2509017	-0.68681055	-2.6087193	-1.9181592	3.6126211	-2.0035748	-1.4627783
TBME15b	TBME	P15	brain	glial_stroma	DSP-1012300141221	False	11.484985	14.8699	2.0519884	3.2589302	-0.2333899	-1.4515215	-1.4862648	-1.3139042	1.9182687	-3.1675568	-4.3467889	0.25413334	0.12029144	-1.3804094	3.0329487	0.58412421	2.1344094	-0.80024052	2.8980927	1.5757781	-1.3316311	0.95419008	-1.6042004	0.43861488	2.0271051	0.38797483	0.14101614	-1.6685027	-0.24235962	-0.97678888
TBME22	TBME	P22	brain	glial_stroma	DSP-1012300141221	False	14.776717	6.7627239	-0.6812669	4.6078105	2.3488464	3.442755	-5.7506804	-2.3243854	-2.7910285	6.6504068	-4.0795951	-1.707234	-2.4020982	-3.6847179	-0.32967955	0.019164082	1.7931046	0.94435513	0.97579503	-3.5457537	0.29851276	0.85164595	-3.3291202	-1.7256666	-3.6138802	-2.2836213	-0.98982835	-0.72536945	0.77873445	1.7718346
TBME19	TBME	P19	brain	glial_stroma	DSP-1012300141221	False	22.333323	-2.1332383	-0.31013486	1.0631984	2.3373296	3.2046645	-2.3801754	1.7089236	0.34848058	6.3692064	4.6880541	0.90789431	1.2569774	3.107142	2.7403507	0.13359144	-0.16824813	-1.9818636	-0.16936429	2.025737	-0.56930417	-0.74044311	-0.020196786	-0.18803839	0.8005293	-0.11294131	0.38187242	0.95803457	1.6090389	0.3031829
