rank	interaction_name	interaction_name_2	pathway_name	annotation	site	direction	ligand	receptor	ligand_subunits	receptor_subunits	ligand_aoi_code	receptor_aoi_code	table	n	rho	abs_rho	p_raw	n_detected_both	frac_detected_both	rho_detected_only	p_detected_only	delta_vs_primary	sensitivity_status	ligand_detection	receptor_detection	ligand_secreted_type	ligand_transmembrane	receptor_transmembrane	evidence
211	SPP1_ITGA5_ITGB1	SPP1 - (ITGA5+ITGB1)	SPP1	Secreted Signaling	brain	ligand_tumour__receptor_immune	SPP1	ITGA5_ITGB1	SPP1	ITGA5;ITGB1	LB	TIME-B	exploratory	8	0.09523809523809526	0.09523809523809526	0.8225054302036114	7	0.875	-0.10714285714285716	0.8191508555699912	-0.20238095238095244	fitted	SPP1:21/27	ITGA5:8/8;ITGB1:8/8	cytokine	False	True	PMID: 21907263
212	MDK_ITGA4_ITGB1	MDK - (ITGA4+ITGB1)	MK	Secreted Signaling	lung	ligand_tumour__receptor_immune	MDK	ITGA4_ITGB1	MDK	ITGA4;ITGB1	L	TIME-L	exploratory	13	0.0934065934065934	0.0934065934065934	0.7615000227827018	13	1.0	0.0934065934065934	0.7615000227827018	0.0	fitted	MDK:30/30	ITGA4:15/15;ITGB1:15/15	growth factor	False	True	PMID: 28356350
213	COL9A2_ITGA3_ITGB1	COL9A2 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL9A2	ITGA3_ITGB1	COL9A2	ITGA3;ITGB1	TIME-L	L	exploratory	13	0.0934065934065934	0.0934065934065934	0.7615000227827018	6	0.46153846153846156	0.08571428571428573	0.8717434402332361	-0.007692307692307665	fitted	COL9A2:8/15	ITGA3:30/30;ITGB1:30/30	secreted	False	True	KEGG: hsa04512
214	LAMC1_ITGA6_ITGB1	LAMC1 - (ITGA6+ITGB1)	LAMININ	ECM-Receptor	lung	ligand_tumour__receptor_immune	LAMC1	ITGA6_ITGB1	LAMC1	ITGA6;ITGB1	L	TIME-L	exploratory	13	-0.08803309566091672	0.08803309566091672	0.7748931291635944	9	0.6923076923076923	-0.26666666666666666	0.48792227483870076	-0.17863357100574995	fitted	LAMC1:28/30	ITGA6:12/15;ITGB1:15/15	secreted	False	True	KEGG: hsa04512
215	MIF_CD74_CD44	MIF - (CD74+CD44)	MIF	Secreted Signaling	lung	ligand_tumour__receptor_immune	MIF	CD74_CD44	MIF	CD74;CD44	L	TIME-L	exploratory	13	-0.0879120879120879	0.0879120879120879	0.775195408889122	13	1.0	-0.0879120879120879	0.775195408889122	0.0	fitted	MIF:30/30	CD74:15/15;CD44:15/15			True	PMID: 29637711; PMID: 26175090
216	SEMA3G_NRP2_PLXNA1	SEMA3G - (NRP2+PLXNA1)	SEMA3	Secreted Signaling	lung	ligand_tumour__receptor_immune	SEMA3G	NRP2_PLXNA1	SEMA3G	NRP2;PLXNA1	L	TIME-L	exploratory	13	-0.0879120879120879	0.0879120879120879	0.775195408889122	5	0.38461538461538464				below_min_n (5 < 6)	SEMA3G:21/30	NRP2:12/15;PLXNA1:11/15			True	PMID: 27533782
217	ICAM1_ITGAM_ITGB2	ICAM1 - (ITGAM+ITGB2)	ICAM	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	ICAM1	ITGAM_ITGB2	ICAM1	ITGAM;ITGB2	LB	TIME-B	exploratory	8	-0.07142857142857144	0.07142857142857144	0.8665262706759087	5	0.625				below_min_n (5 < 6)	ICAM1:22/27	ITGAM:5/8;ITGB2:8/8		True	True	KEGG: hsa04514
218	COL4A2_ITGA3_ITGB1	COL4A2 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL4A2	ITGA3_ITGB1	COL4A2	ITGA3;ITGB1	TIME-B	LB	exploratory	8	-0.07142857142857144	0.07142857142857144	0.8665262706759087	8	1.0	-0.07142857142857144	0.8665262706759087	0.0	fitted	COL4A2:8/8	ITGA3:26/27;ITGB1:26/27	secreted	False	True	KEGG: hsa04512
219	LAMC3_ITGA6_ITGB1	LAMC3 - (ITGA6+ITGB1)	LAMININ	ECM-Receptor	brain	ligand_immune__receptor_tumour	LAMC3	ITGA6_ITGB1	LAMC3	ITGA6;ITGB1	TIME-B	LB	exploratory	8	0.07142857142857144	0.07142857142857144	0.8665262706759087	2	0.25				below_min_n (2 < 6)	LAMC3:5/8	ITGA6:15/27;ITGB1:26/27			True	KEGG: hsa04512
220	LAMA5_ITGA6_ITGB1	LAMA5 - (ITGA6+ITGB1)	LAMININ	ECM-Receptor	brain	ligand_tumour__receptor_immune	LAMA5	ITGA6_ITGB1	LAMA5	ITGA6;ITGB1	LB	TIME-B	exploratory	8	0.07142857142857144	0.07142857142857144	0.8665262706759087	7	0.875	0.14285714285714288	0.7599453002180928	0.07142857142857144	fitted	LAMA5:26/27	ITGA6:7/8;ITGB1:8/8			True	KEGG: hsa04512
221	SPP1_ITGAV_ITGB5	SPP1 - (ITGAV+ITGB5)	SPP1	Secreted Signaling	lung	ligand_tumour__receptor_immune	SPP1	ITGAV_ITGB5	SPP1	ITGAV;ITGB5	L	TIME-L	exploratory	13	0.07142857142857142	0.07142857142857142	0.8166280406760862	5	0.38461538461538464				below_min_n (5 < 6)	SPP1:21/30	ITGAV:15/15;ITGB5:11/15	cytokine	False	True	PMID: 21907263
222	SPP1_ITGA4_ITGB1	SPP1 - (ITGA4+ITGB1)	SPP1	Secreted Signaling	lung	ligand_tumour__receptor_immune	SPP1	ITGA4_ITGB1	SPP1	ITGA4;ITGB1	L	TIME-L	exploratory	13	0.06593406593406594	0.06593406593406594	0.830542385756094	7	0.5384615384615384	-0.7142857142857144	0.07134356146753763	-0.7802197802197803	fitted	SPP1:21/30	ITGA4:15/15;ITGB1:15/15	cytokine	False	True	PMID: 21907263
223	LAMB3_ITGA6_ITGB1	LAMB3 - (ITGA6+ITGB1)	LAMININ	ECM-Receptor	lung	ligand_tumour__receptor_immune	LAMB3	ITGA6_ITGB1	LAMB3	ITGA6;ITGB1	L	TIME-L	exploratory	13	-0.06593406593406594	0.06593406593406594	0.830542385756094	9	0.6923076923076923	-0.09999999999999999	0.797971695234851	-0.034065934065934056	fitted	LAMB3:27/30	ITGA6:12/15;ITGB1:15/15			True	KEGG: hsa04512
224	WNT8A_FZD6_LRP6	WNT8A - (FZD6+LRP6)	WNT	Secreted Signaling	lung	ligand_immune__receptor_tumour	WNT8A	FZD6_LRP6	WNT8A	FZD6;LRP6	TIME-L	L	exploratory	13	0.06043956043956044	0.06043956043956044	0.8445023706449681	8	0.6153846153846154	0.38095238095238104	0.3518125531175649	0.3205128205128206	fitted	WNT8A:15/15	FZD6:26/30;LRP6:24/30	cellsignal_wnt	False	True	KEGG: hsa04310; PMID: 23209147
225	LAMB2_ITGA3_ITGB1	LAMB2 - (ITGA3+ITGB1)	LAMININ	ECM-Receptor	lung	ligand_immune__receptor_tumour	LAMB2	ITGA3_ITGB1	LAMB2	ITGA3;ITGB1	TIME-L	L	exploratory	13	0.06043956043956044	0.06043956043956044	0.8445023706449681	12	0.9230769230769231	-0.06993006993006995	0.8290236405313092	-0.1303696303696304	fitted	LAMB2:14/15	ITGA3:30/30;ITGB1:30/30			True	KEGG: hsa04512
226	LAMA5_ITGA6_ITGB1	LAMA5 - (ITGA6+ITGB1)	LAMININ	ECM-Receptor	lung	ligand_tumour__receptor_immune	LAMA5	ITGA6_ITGB1	LAMA5	ITGA6;ITGB1	L	TIME-L	exploratory	13	-0.054945054945054944	0.054945054945054944	0.8585042942308734	10	0.7692307692307693	-0.33333333333333326	0.3465935070873344	-0.2783882783882783	fitted	LAMA5:29/30	ITGA6:12/15;ITGB1:15/15			True	KEGG: hsa04512
227	COL6A1_ITGA11_ITGB1	COL6A1 - (ITGA11+ITGB1)	COLLAGEN	ECM-Receptor	lung	ligand_tumour__receptor_immune	COL6A1	ITGA11_ITGB1	COL6A1	ITGA11;ITGB1	L	TIME-L	exploratory	13	-0.054945054945054944	0.054945054945054944	0.8585042942308734	8	0.6153846153846154	-0.4047619047619048	0.3198886412288164	-0.3498168498168499	fitted	COL6A1:30/30	ITGA11:8/15;ITGB1:15/15	secreted	False	True	KEGG: hsa04512
228	LAMA4_ITGA3_ITGB1	LAMA4 - (ITGA3+ITGB1)	LAMININ	ECM-Receptor	lung	ligand_immune__receptor_tumour	LAMA4	ITGA3_ITGB1	LAMA4	ITGA3;ITGB1	TIME-L	L	exploratory	13	-0.0522696505486693	0.0522696505486693	0.8653362257711974	10	0.7692307692307693	0.11515151515151514	0.7514196523258484	0.16742116570018445	fitted	LAMA4:12/15	ITGA3:30/30;ITGB1:30/30			True	KEGG: hsa04512
229	SPP1_ITGAV_ITGB1	SPP1 - (ITGAV+ITGB1)	SPP1	Secreted Signaling	lung	ligand_tumour__receptor_immune	SPP1	ITGAV_ITGB1	SPP1	ITGAV;ITGB1	L	TIME-L	exploratory	13	-0.049450549450549455	0.049450549450549455	0.8725444288811492	7	0.5384615384615384	-0.28571428571428575	0.5345092286010408	-0.2362637362637363	fitted	SPP1:21/30	ITGAV:15/15;ITGB1:15/15	cytokine	False	True	PMID: 21907263
230	ICAM1_ITGAX_ITGB2	ICAM1 - (ITGAX+ITGB2)	ICAM	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	ICAM1	ITGAX_ITGB2	ICAM1	ITGAX;ITGB2	TIME-L	L	exploratory	13	-0.049450549450549455	0.049450549450549455	0.8725444288811492	8	0.6153846153846154	-0.07142857142857144	0.8665262706759087	-0.021978021978021983	fitted	ICAM1:15/15	ITGAX:30/30;ITGB2:19/30		True	True	PMID: 16252253
231	SEMA3G_NRP2_PLXNA2	SEMA3G - (NRP2+PLXNA2)	SEMA3	Secreted Signaling	lung	ligand_tumour__receptor_immune	SEMA3G	NRP2_PLXNA2	SEMA3G	NRP2;PLXNA2	L	TIME-L	exploratory	13	0.049450549450549455	0.049450549450549455	0.8725444288811492	6	0.46153846153846156	0.2571428571428572	0.6227871720116619	0.20769230769230773	fitted	SEMA3G:21/30	NRP2:12/15;PLXNA2:15/15			True	PMID: 27533782
232	COL4A2_ITGA3_ITGB1	COL4A2 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL4A2	ITGA3_ITGB1	COL4A2	ITGA3;ITGB1	TIME-L	L	exploratory	13	0.049450549450549455	0.049450549450549455	0.8725444288811492	13	1.0	0.049450549450549455	0.8725444288811492	0.0	fitted	COL4A2:15/15	ITGA3:30/30;ITGB1:30/30	secreted	False	True	KEGG: hsa04512
233	LAMB2_ITGA6_ITGB4	LAMB2 - (ITGA6+ITGB4)	LAMININ	ECM-Receptor	brain	ligand_immune__receptor_tumour	LAMB2	ITGA6_ITGB4	LAMB2	ITGA6;ITGB4	TIME-B	LB	exploratory	8	-0.04761904761904763	0.04761904761904763	0.9108491685195836	3	0.375				below_min_n (3 < 6)	LAMB2:8/8	ITGA6:15/27;ITGB4:22/27			True	KEGG: hsa04512
234	COL9A2_ITGA11_ITGB1	COL9A2 - (ITGA11+ITGB1)	COLLAGEN	ECM-Receptor	brain	ligand_tumour__receptor_immune	COL9A2	ITGA11_ITGB1	COL9A2	ITGA11;ITGB1	LB	TIME-B	exploratory	8	0.04761904761904763	0.04761904761904763	0.9108491685195836	3	0.375				below_min_n (3 < 6)	COL9A2:17/27	ITGA11:4/8;ITGB1:8/8	secreted	False	True	KEGG: hsa04512
235	LAMA5_ITGA3_ITGB1	LAMA5 - (ITGA3+ITGB1)	LAMININ	ECM-Receptor	brain	ligand_immune__receptor_tumour	LAMA5	ITGA3_ITGB1	LAMA5	ITGA3;ITGB1	TIME-B	LB	exploratory	8	-0.04761904761904763	0.04761904761904763	0.9108491685195836	4	0.5				below_min_n (4 < 6)	LAMA5:4/8	ITGA3:26/27;ITGB1:26/27			True	KEGG: hsa04512
236	SPP1_ITGA4_ITGB1	SPP1 - (ITGA4+ITGB1)	SPP1	Secreted Signaling	brain	ligand_tumour__receptor_immune	SPP1	ITGA4_ITGB1	SPP1	ITGA4;ITGB1	LB	TIME-B	exploratory	8	0.04761904761904763	0.04761904761904763	0.9108491685195836	7	0.875	0.14285714285714288	0.7599453002180928	0.09523809523809525	fitted	SPP1:21/27	ITGA4:8/8;ITGB1:8/8	cytokine	False	True	PMID: 21907263
237	NAMPT_ITGA5_ITGB1	NAMPT - (ITGA5+ITGB1)	VISFATIN	Secreted Signaling	brain	ligand_tumour__receptor_immune	NAMPT	ITGA5_ITGB1	NAMPT	ITGA5;ITGB1	LB	TIME-B	exploratory	8	0.04761904761904763	0.04761904761904763	0.9108491685195836	8	1.0	0.04761904761904763	0.9108491685195836	0.0	fitted	NAMPT:26/27	ITGA5:8/8;ITGB1:8/8			True	PMID: 28490838
238	COL1A2_ITGA3_ITGB1	COL1A2 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	brain	ligand_tumour__receptor_immune	COL1A2	ITGA3_ITGB1	COL1A2	ITGA3;ITGB1	LB	TIME-B	exploratory	8	0.04761904761904763	0.04761904761904763	0.9108491685195836	6	0.75	-0.5428571428571429	0.26570262390670546	-0.5904761904761906	fitted	COL1A2:27/27	ITGA3:6/8;ITGB1:8/8	secreted	False	True	KEGG: hsa04512
239	SPP1_ITGAV_ITGB5	SPP1 - (ITGAV+ITGB5)	SPP1	Secreted Signaling	brain	ligand_immune__receptor_tumour	SPP1	ITGAV_ITGB5	SPP1	ITGAV;ITGB5	TIME-B	LB	exploratory	8	-0.04761904761904763	0.04761904761904763	0.9108491685195836	4	0.5				below_min_n (4 < 6)	SPP1:8/8	ITGAV:22/27;ITGB5:16/27	cytokine	False	True	PMID: 21907263
240	LAMA5_ITGA6_ITGB4	LAMA5 - (ITGA6+ITGB4)	LAMININ	ECM-Receptor	brain	ligand_immune__receptor_tumour	LAMA5	ITGA6_ITGB4	LAMA5	ITGA6;ITGB4	TIME-B	LB	exploratory	8	0.04761904761904763	0.04761904761904763	0.9108491685195836	2	0.25				below_min_n (2 < 6)	LAMA5:4/8	ITGA6:15/27;ITGB4:22/27			True	KEGG: hsa04512
241	LAMB2_ITGA3_ITGB1	LAMB2 - (ITGA3+ITGB1)	LAMININ	ECM-Receptor	brain	ligand_immune__receptor_tumour	LAMB2	ITGA3_ITGB1	LAMB2	ITGA3;ITGB1	TIME-B	LB	exploratory	8	0.04761904761904763	0.04761904761904763	0.9108491685195836	8	1.0	0.04761904761904763	0.9108491685195836	0.0	fitted	LAMB2:8/8	ITGA3:26/27;ITGB1:26/27			True	KEGG: hsa04512
242	COL1A1_ITGA11_ITGB1	COL1A1 - (ITGA11+ITGB1)	COLLAGEN	ECM-Receptor	brain	ligand_tumour__receptor_immune	COL1A1	ITGA11_ITGB1	COL1A1	ITGA11;ITGB1	LB	TIME-B	exploratory	8	-0.04761904761904763	0.04761904761904763	0.9108491685195836	4	0.5				below_min_n (4 < 6)	COL1A1:25/27	ITGA11:4/8;ITGB1:8/8	secreted	False	True	KEGG: hsa04512
243	COL1A2_ITGA3_ITGB1	COL1A2 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL1A2	ITGA3_ITGB1	COL1A2	ITGA3;ITGB1	TIME-L	L	exploratory	13	-0.03296703296703297	0.03296703296703297	0.9148564744875124	13	1.0	-0.03296703296703297	0.9148564744875124	0.0	fitted	COL1A2:15/15	ITGA3:30/30;ITGB1:30/30	secreted	False	True	KEGG: hsa04512
244	COL1A1_ITGA1_ITGB1	COL1A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	brain	ligand_tumour__receptor_immune	COL1A1	ITGA1_ITGB1	COL1A1	ITGA1;ITGB1	LB	TIME-B	exploratory	8	-0.023809523809523815	0.023809523809523815	0.9553740118158806	5	0.625				below_min_n (5 < 6)	COL1A1:25/27	ITGA1:5/8;ITGB1:8/8	secreted	False	True	KEGG: hsa04512
245	LAMB1_ITGA3_ITGB1	LAMB1 - (ITGA3+ITGB1)	LAMININ	ECM-Receptor	brain	ligand_immune__receptor_tumour	LAMB1	ITGA3_ITGB1	LAMB1	ITGA3;ITGB1	TIME-B	LB	exploratory	8	-0.023809523809523815	0.023809523809523815	0.9553740118158806	8	1.0	-0.023809523809523815	0.9553740118158806	0.0	fitted	LAMB1:8/8	ITGA3:26/27;ITGB1:26/27			True	KEGG: hsa04512
246	ITGAV_ITGB1_ADGRE2	(ITGAV+ITGB1) - ADGRE2	ADGRE	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	ITGAV_ITGB1	ADGRE2	ITGAV;ITGB1	ADGRE2	LB	TIME-B	exploratory	8	0.023809523809523815	0.023809523809523815	0.9553740118158806	4	0.5				below_min_n (4 < 6)	ITGAV:22/27;ITGB1:26/27	ADGRE2:5/8		True	True	PMID: 31462748
247	COL4A1_ITGA3_ITGB1	COL4A1 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL4A1	ITGA3_ITGB1	COL4A1	ITGA3;ITGB1	TIME-B	LB	exploratory	8	-0.023809523809523815	0.023809523809523815	0.9553740118158806	8	1.0	-0.023809523809523815	0.9553740118158806	0.0	fitted	COL4A1:8/8	ITGA3:26/27;ITGB1:26/27	secreted	False	True	KEGG: hsa04512
248	FN1_ITGA4_ITGB1	FN1 - (ITGA4+ITGB1)	FN1	ECM-Receptor	brain	ligand_tumour__receptor_immune	FN1	ITGA4_ITGB1	FN1	ITGA4;ITGB1	LB	TIME-B	exploratory	8	-0.023809523809523815	0.023809523809523815	0.9553740118158806	8	1.0	-0.023809523809523815	0.9553740118158806	0.0	fitted	FN1:23/27	ITGA4:8/8;ITGB1:8/8	secreted	False	True	KEGG: hsa04512
249	SEMA3G_NRP2_PLXNA1	SEMA3G - (NRP2+PLXNA1)	SEMA3	Secreted Signaling	brain	ligand_tumour__receptor_immune	SEMA3G	NRP2_PLXNA1	SEMA3G	NRP2;PLXNA1	LB	TIME-B	exploratory	8	0.023809523809523815	0.023809523809523815	0.9553740118158806	3	0.375				below_min_n (3 < 6)	SEMA3G:17/27	NRP2:4/8;PLXNA1:4/8			True	PMID: 27533782
250	LAMA5_ITGA7_ITGB1	LAMA5 - (ITGA7+ITGB1)	LAMININ	ECM-Receptor	brain	ligand_tumour__receptor_immune	LAMA5	ITGA7_ITGB1	LAMA5	ITGA7;ITGB1	LB	TIME-B	exploratory	8	0.023809523809523815	0.023809523809523815	0.9553740118158806	4	0.5				below_min_n (4 < 6)	LAMA5:26/27	ITGA7:4/8;ITGB1:8/8			True	KEGG: hsa04512
251	SPP1_ITGAV_ITGB1	SPP1 - (ITGAV+ITGB1)	SPP1	Secreted Signaling	brain	ligand_immune__receptor_tumour	SPP1	ITGAV_ITGB1	SPP1	ITGAV;ITGB1	TIME-B	LB	exploratory	8	-0.023809523809523815	0.023809523809523815	0.9553740118158806	6	0.75	-0.14285714285714288	0.7871720116618076	-0.11904761904761907	fitted	SPP1:8/8	ITGAV:22/27;ITGB1:26/27	cytokine	False	True	PMID: 21907263
252	FN1_ITGA3_ITGB1	FN1 - (ITGA3+ITGB1)	FN1	ECM-Receptor	brain	ligand_immune__receptor_tumour	FN1	ITGA3_ITGB1	FN1	ITGA3;ITGB1	TIME-B	LB	exploratory	8	-0.023809523809523815	0.023809523809523815	0.9553740118158806	8	1.0	-0.023809523809523815	0.9553740118158806	0.0	fitted	FN1:8/8	ITGA3:26/27;ITGB1:26/27	secreted	False	True	KEGG: hsa04512
253	ICAM1_ITGAX_ITGB2	ICAM1 - (ITGAX+ITGB2)	ICAM	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	ICAM1	ITGAX_ITGB2	ICAM1	ITGAX;ITGB2	LB	TIME-B	exploratory	8	0.023809523809523815	0.023809523809523815	0.9553740118158806	7	0.875	-0.03571428571428572	0.9394082054712856	-0.059523809523809534	fitted	ICAM1:22/27	ITGAX:8/8;ITGB2:8/8		True	True	PMID: 16252253
254	COL1A2_ITGA2_ITGB1	COL1A2 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL1A2	ITGA2_ITGB1	COL1A2	ITGA2;ITGB1	TIME-B	LB	exploratory	8	-0.023809523809523815	0.023809523809523815	0.9553740118158806	4	0.5				below_min_n (4 < 6)	COL1A2:8/8	ITGA2:15/27;ITGB1:26/27	secreted	False	True	KEGG: hsa04512
255	MIF_CD74_CD44	MIF - (CD74+CD44)	MIF	Secreted Signaling	brain	ligand_immune__receptor_tumour	MIF	CD74_CD44	MIF	CD74;CD44	TIME-B	LB	exploratory	8	-0.023809523809523815	0.023809523809523815	0.9553740118158806	7	0.875	0.14285714285714288	0.7599453002180928	0.16666666666666669	fitted	MIF:8/8	CD74:26/27;CD44:25/27			True	PMID: 29637711; PMID: 26175090
256	LAMA5_ITGA2_ITGB1	LAMA5 - (ITGA2+ITGB1)	LAMININ	ECM-Receptor	brain	ligand_immune__receptor_tumour	LAMA5	ITGA2_ITGB1	LAMA5	ITGA2;ITGB1	TIME-B	LB	exploratory	8	0.023809523809523815	0.023809523809523815	0.9553740118158806	2	0.25				below_min_n (2 < 6)	LAMA5:4/8	ITGA2:15/27;ITGB1:26/27			True	KEGG: hsa04512
257	COL6A3_ITGA11_ITGB1	COL6A3 - (ITGA11+ITGB1)	COLLAGEN	ECM-Receptor	lung	ligand_tumour__receptor_immune	COL6A3	ITGA11_ITGB1	COL6A3	ITGA11;ITGB1	L	TIME-L	exploratory	13	0.021978021978021976	0.021978021978021976	0.9431862416608072	3	0.23076923076923078				below_min_n (3 < 6)	COL6A3:19/30	ITGA11:8/15;ITGB1:15/15	secreted	False	True	KEGG: hsa04512
258	COL1A1_ITGA3_ITGB1	COL1A1 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL1A1	ITGA3_ITGB1	COL1A1	ITGA3;ITGB1	TIME-L	L	exploratory	13	0.021978021978021976	0.021978021978021976	0.9431862416608072	13	1.0	0.021978021978021976	0.9431862416608072	0.0	fitted	COL1A1:15/15	ITGA3:30/30;ITGB1:30/30	secreted	False	True	KEGG: hsa04512
259	ITGAV_ITGB1_ADGRE2	(ITGAV+ITGB1) - ADGRE2	ADGRE	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	ITGAV_ITGB1	ADGRE2	ITGAV;ITGB1	ADGRE2	L	TIME-L	exploratory	13	0.021978021978021976	0.021978021978021976	0.9431862416608072	11	0.8461538461538461	0.20000000000000004	0.5554454421055853	0.17802197802197806	fitted	ITGAV:30/30;ITGB1:30/30	ADGRE2:13/15		True	True	PMID: 31462748
260	WNT10A_FZD6_LRP6	WNT10A - (FZD6+LRP6)	WNT	Secreted Signaling	lung	ligand_immune__receptor_tumour	WNT10A	FZD6_LRP6	WNT10A	FZD6;LRP6	TIME-L	L	exploratory	13	0.021978021978021976	0.021978021978021976	0.9431862416608072	6	0.46153846153846156	-0.3142857142857143	0.5440932944606415	-0.33626373626373623	fitted	WNT10A:9/15	FZD6:26/30;LRP6:24/30	secreted	False	True	KEGG: hsa04310; PMID: 23209147
261	WNT10A_FZD1_LRP5	WNT10A - (FZD1+LRP5)	WNT	Secreted Signaling	lung	ligand_immune__receptor_tumour	WNT10A	FZD1_LRP5	WNT10A	FZD1;LRP5	TIME-L	L	exploratory	13	-0.021978021978021976	0.021978021978021976	0.9431862416608072	4	0.3076923076923077				below_min_n (4 < 6)	WNT10A:9/15	FZD1:16/30;LRP5:29/30	secreted	False	True	KEGG: hsa04310; PMID: 23209147
262	COL6A2_ITGA3_ITGB1	COL6A2 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL6A2	ITGA3_ITGB1	COL6A2	ITGA3;ITGB1	TIME-L	L	exploratory	13	0.021978021978021976	0.021978021978021976	0.9431862416608072	13	1.0	0.021978021978021976	0.9431862416608072	0.0	fitted	COL6A2:15/15	ITGA3:30/30;ITGB1:30/30	secreted	False	True	KEGG: hsa04512
263	COL4A1_ITGA3_ITGB1	COL4A1 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL4A1	ITGA3_ITGB1	COL4A1	ITGA3;ITGB1	TIME-L	L	exploratory	13	0.016483516483516484	0.016483516483516484	0.9573761750901848	13	1.0	0.016483516483516484	0.9573761750901848	0.0	fitted	COL4A1:15/15	ITGA3:30/30;ITGB1:30/30	secreted	False	True	KEGG: hsa04512
264	SEMA4A_NRP1_PLXNA2	SEMA4A - (NRP1+PLXNA2)	SEMA4	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	SEMA4A	NRP1_PLXNA2	SEMA4A	NRP1;PLXNA2	L	TIME-L	exploratory	13	-0.016483516483516484	0.016483516483516484	0.9573761750901848	7	0.5384615384615384	0.42857142857142866	0.3373683110858241	0.44505494505494514	fitted	SEMA4A:16/30	NRP1:15/15;PLXNA2:15/15		True	True	PMID: 27533782
265	WNT8A_FZD1_LRP6	WNT8A - (FZD1+LRP6)	WNT	Secreted Signaling	lung	ligand_immune__receptor_tumour	WNT8A	FZD1_LRP6	WNT8A	FZD1;LRP6	TIME-L	L	exploratory	13	-0.016483516483516484	0.016483516483516484	0.9573761750901848	6	0.46153846153846156	0.08571428571428573	0.8717434402332361	0.10219780219780221	fitted	WNT8A:15/15	FZD1:16/30;LRP6:24/30	cellsignal_wnt	False	True	KEGG: hsa04310; PMID: 23209147
266	WNT8A_FZD1_LRP5	WNT8A - (FZD1+LRP5)	WNT	Secreted Signaling	lung	ligand_immune__receptor_tumour	WNT8A	FZD1_LRP5	WNT8A	FZD1;LRP5	TIME-L	L	exploratory	13	-0.010989010989010988	0.010989010989010988	0.971577682777073	7	0.5384615384615384	0.07142857142857144	0.8790481931481541	0.08241758241758243	fitted	WNT8A:15/15	FZD1:16/30;LRP5:29/30	cellsignal_wnt	False	True	KEGG: hsa04310; PMID: 23209147
267	SEMA4A_NRP1_PLXNA2	SEMA4A - (NRP1+PLXNA2)	SEMA4	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	SEMA4A	NRP1_PLXNA2	SEMA4A	NRP1;PLXNA2	TIME-L	L	exploratory	13	-0.010989010989010988	0.010989010989010988	0.971577682777073	7	0.5384615384615384	0.28571428571428575	0.5345092286010408	0.29670329670329676	fitted	SEMA4A:13/15	NRP1:24/30;PLXNA2:29/30		True	True	PMID: 27533782
