rank	interaction_name	interaction_name_2	pathway_name	annotation	site	direction	ligand	receptor	ligand_subunits	receptor_subunits	ligand_aoi_code	receptor_aoi_code	table	n	rho	abs_rho	p_raw	n_detected_both	frac_detected_both	rho_detected_only	p_detected_only	delta_vs_primary	sensitivity_status	ligand_detection	receptor_detection	ligand_secreted_type	ligand_transmembrane	receptor_transmembrane	evidence
1	COL6A2_ITGA3_ITGB1	COL6A2 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL6A2	ITGA3_ITGB1	COL6A2	ITGA3;ITGB1	TIME-B	LB	exploratory	8	0.8095238095238096	0.8095238095238096	0.01490266768623008	8	1.0	0.8095238095238096	0.01490266768623008	0.0	fitted	COL6A2:8/8	ITGA3:26/27;ITGB1:26/27	secreted	False	True	KEGG: hsa04512
2	TGFB1_TGFBR1_TGFBR2	TGFB1 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	lung	ligand_tumour__receptor_immune	TGFB1	TGFbR1_R2	TGFB1	TGFBR1;TGFBR2	L	TIME-L	exploratory	13	0.7912087912087913	0.7912087912087913	0.001275023901741119	7	0.5384615384615384	0.642857142857143	0.11939237342741099	-0.14835164835164827	fitted	TGFB1:27/30	TGFBR1:10/15;TGFBR2:15/15	growth factor	False	True	KEGG: hsa04350
3	TGFB1_ACVR1_TGFBR1	TGFB1 - (ACVR1+TGFBR1)	TGFb	Secreted Signaling	lung	ligand_tumour__receptor_immune	TGFB1	ACVR1_TGFbR	TGFB1	ACVR1;TGFBR1;TGFBR2	L	TIME-L	exploratory	13	0.7857142857142857	0.7857142857142857	0.0014541896038438229	6	0.46153846153846156	0.7714285714285715	0.07239650145772594	-0.014285714285714235	fitted	TGFB1:27/30	ACVR1:9/15;TGFBR1:10/15;TGFBR2:15/15	growth factor	False	True	PMID: 29376829
4	LAMA3_ITGA3_ITGB1	LAMA3 - (ITGA3+ITGB1)	LAMININ	ECM-Receptor	brain	ligand_tumour__receptor_immune	LAMA3	ITGA3_ITGB1	LAMA3	ITGA3;ITGB1	LB	TIME-B	exploratory	8	0.7380952380952381	0.7380952380952381	0.03655276105286082	4	0.5				below_min_n (4 < 6)	LAMA3:20/27	ITGA3:6/8;ITGB1:8/8	secreted	False	True	KEGG: hsa04512
5	LAMC2_ITGA3_ITGB1	LAMC2 - (ITGA3+ITGB1)	LAMININ	ECM-Receptor	brain	ligand_tumour__receptor_immune	LAMC2	ITGA3_ITGB1	LAMC2	ITGA3;ITGB1	LB	TIME-B	exploratory	8	0.7142857142857144	0.7142857142857144	0.046528232284167276	6	0.75	0.5428571428571429	0.26570262390670546	-0.17142857142857149	fitted	LAMC2:22/27	ITGA3:6/8;ITGB1:8/8			True	KEGG: hsa04512
6	LAMC1_ITGA6_ITGB1	LAMC1 - (ITGA6+ITGB1)	LAMININ	ECM-Receptor	brain	ligand_tumour__receptor_immune	LAMC1	ITGA6_ITGB1	LAMC1	ITGA6;ITGB1	LB	TIME-B	exploratory	8	0.7142857142857144	0.7142857142857144	0.046528232284167276	7	0.875	0.6785714285714287	0.0937502539598313	-0.0357142857142857	fitted	LAMC1:26/27	ITGA6:7/8;ITGB1:8/8	secreted	False	True	KEGG: hsa04512
7	LAMC2_ITGA7_ITGB1	LAMC2 - (ITGA7+ITGB1)	LAMININ	ECM-Receptor	brain	ligand_tumour__receptor_immune	LAMC2	ITGA7_ITGB1	LAMC2	ITGA7;ITGB1	LB	TIME-B	exploratory	8	0.7142857142857144	0.7142857142857144	0.046528232284167276	4	0.5				below_min_n (4 < 6)	LAMC2:22/27	ITGA7:4/8;ITGB1:8/8			True	KEGG: hsa04512
8	LAMB3_ITGA3_ITGB1	LAMB3 - (ITGA3+ITGB1)	LAMININ	ECM-Receptor	brain	ligand_tumour__receptor_immune	LAMB3	ITGA3_ITGB1	LAMB3	ITGA3;ITGB1	LB	TIME-B	exploratory	8	0.6904761904761906	0.6904761904761906	0.05799031816457273	5	0.625				below_min_n (5 < 6)	LAMB3:22/27	ITGA3:6/8;ITGB1:8/8			True	KEGG: hsa04512
9	COL4A1_ITGA1_ITGB1	COL4A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	brain	ligand_tumour__receptor_immune	COL4A1	ITGA1_ITGB1	COL4A1	ITGA1;ITGB1	LB	TIME-B	exploratory	8	0.6904761904761906	0.6904761904761906	0.05799031816457273	4	0.5				below_min_n (4 < 6)	COL4A1:15/27	ITGA1:5/8;ITGB1:8/8	secreted	False	True	KEGG: hsa04512
10	LAMA3_ITGA6_ITGB4	LAMA3 - (ITGA6+ITGB4)	LAMININ	ECM-Receptor	brain	ligand_tumour__receptor_immune	LAMA3	ITGA6_ITGB4	LAMA3	ITGA6;ITGB4	LB	TIME-B	exploratory	8	0.6904761904761906	0.6904761904761906	0.05799031816457273	4	0.5				below_min_n (4 < 6)	LAMA3:20/27	ITGA6:7/8;ITGB4:6/8	secreted	False	True	KEGG: hsa04512
11	LAMA4_ITGA2_ITGB1	LAMA4 - (ITGA2+ITGB1)	LAMININ	ECM-Receptor	brain	ligand_immune__receptor_tumour	LAMA4	ITGA2_ITGB1	LAMA4	ITGA2;ITGB1	TIME-B	LB	exploratory	8	-0.670670706671425	0.670670706671425	0.06869274160506	4	0.5				below_min_n (4 < 6)	LAMA4:7/8	ITGA2:15/27;ITGB1:26/27			True	KEGG: hsa04512
12	LAMC2_ITGA6_ITGB4	LAMC2 - (ITGA6+ITGB4)	LAMININ	ECM-Receptor	brain	ligand_tumour__receptor_immune	LAMC2	ITGA6_ITGB4	LAMC2	ITGA6;ITGB4	LB	TIME-B	exploratory	8	0.6666666666666669	0.6666666666666669	0.07098765432098757	5	0.625				below_min_n (5 < 6)	LAMC2:22/27	ITGA6:7/8;ITGB4:6/8			True	KEGG: hsa04512
13	LAMC2_ITGA6_ITGB1	LAMC2 - (ITGA6+ITGB1)	LAMININ	ECM-Receptor	brain	ligand_tumour__receptor_immune	LAMC2	ITGA6_ITGB1	LAMC2	ITGA6;ITGB1	LB	TIME-B	exploratory	8	0.6666666666666669	0.6666666666666669	0.07098765432098757	7	0.875	0.642857142857143	0.11939237342741099	-0.023809523809523836	fitted	LAMC2:22/27	ITGA6:7/8;ITGB1:8/8			True	KEGG: hsa04512
14	THBS3_ITGA3_ITGB1	THBS3 - (ITGA3+ITGB1)	THBS	ECM-Receptor	brain	ligand_tumour__receptor_immune	THBS3	ITGA3_ITGB1	THBS3	ITGA3;ITGB1	LB	TIME-B	exploratory	8	-0.6666666666666669	0.6666666666666669	0.07098765432098757	6	0.75	-0.2571428571428572	0.6227871720116619	0.4095238095238097	fitted	THBS3:27/27	ITGA3:6/8;ITGB1:8/8			True	KEGG: hsa04512
15	FN1_ITGAV_ITGB6	FN1 - (ITGAV+ITGB6)	FN1	ECM-Receptor	lung	ligand_immune__receptor_tumour	FN1	ITGAV_ITGB6	FN1	ITGAV;ITGB6	TIME-L	L	exploratory	13	0.6538461538461539	0.6538461538461539	0.015348516732105471	7	0.5384615384615384	0.5	0.25316999510032256	-0.15384615384615385	fitted	FN1:15/15	ITGAV:30/30;ITGB6:19/30	secreted	False	True	KEGG: hsa04512
16	THBS2_ITGA3_ITGB1	THBS2 - (ITGA3+ITGB1)	THBS	ECM-Receptor	brain	ligand_immune__receptor_tumour	THBS2	ITGA3_ITGB1	THBS2	ITGA3;ITGB1	TIME-B	LB	exploratory	8	0.6428571428571429	0.6428571428571429	0.08555889101267328	8	1.0	0.6428571428571429	0.08555889101267328	0.0	fitted	THBS2:8/8	ITGA3:26/27;ITGB1:26/27		False	True	KEGG: hsa04512
17	LAMA3_ITGA6_ITGB1	LAMA3 - (ITGA6+ITGB1)	LAMININ	ECM-Receptor	brain	ligand_tumour__receptor_immune	LAMA3	ITGA6_ITGB1	LAMA3	ITGA6;ITGB1	LB	TIME-B	exploratory	8	0.6428571428571429	0.6428571428571429	0.08555889101267328	4	0.5				below_min_n (4 < 6)	LAMA3:20/27	ITGA6:7/8;ITGB1:8/8	secreted	False	True	KEGG: hsa04512
18	MDK_ITGA4_ITGB1	MDK - (ITGA4+ITGB1)	MK	Secreted Signaling	brain	ligand_tumour__receptor_immune	MDK	ITGA4_ITGB1	MDK	ITGA4;ITGB1	LB	TIME-B	exploratory	8	0.6428571428571429	0.6428571428571429	0.08555889101267328	7	0.875	0.4642857142857144	0.29393410760025185	-0.1785714285714285	fitted	MDK:22/27	ITGA4:8/8;ITGB1:8/8	growth factor	False	True	PMID: 28356350
19	LAMB1_ITGA7_ITGB1	LAMB1 - (ITGA7+ITGB1)	LAMININ	ECM-Receptor	brain	ligand_tumour__receptor_immune	LAMB1	ITGA7_ITGB1	LAMB1	ITGA7;ITGB1	LB	TIME-B	exploratory	8	0.6190476190476191	0.6190476190476191	0.1017330374542648	2	0.25				below_min_n (2 < 6)	LAMB1:14/27	ITGA7:4/8;ITGB1:8/8			True	KEGG: hsa04512
20	MDK_ITGA6_ITGB1	MDK - (ITGA6+ITGB1)	MK	Secreted Signaling	brain	ligand_tumour__receptor_immune	MDK	ITGA6_ITGB1	MDK	ITGA6;ITGB1	LB	TIME-B	exploratory	8	0.6190476190476191	0.6190476190476191	0.1017330374542648	6	0.75	0.6	0.208	-0.01904761904761909	fitted	MDK:22/27	ITGA6:7/8;ITGB1:8/8	growth factor	False	True	PMID: 28356350
21	WNT3_FZD6_LRP5	WNT3 - (FZD6+LRP5)	WNT	Secreted Signaling	brain	ligand_immune__receptor_tumour	WNT3	FZD6_LRP5	WNT3	FZD6;LRP5	TIME-B	LB	exploratory	8	0.6190476190476191	0.6190476190476191	0.1017330374542648	5	0.625				below_min_n (5 < 6)	WNT3:5/8	FZD6:20/27;LRP5:23/27	cellsignal_wnt	False	True	KEGG: hsa04310; PMID: 23209147
22	LAMB1_ITGA6_ITGB1	LAMB1 - (ITGA6+ITGB1)	LAMININ	ECM-Receptor	brain	ligand_tumour__receptor_immune	LAMB1	ITGA6_ITGB1	LAMB1	ITGA6;ITGB1	LB	TIME-B	exploratory	8	0.6190476190476191	0.6190476190476191	0.1017330374542648	3	0.375				below_min_n (3 < 6)	LAMB1:14/27	ITGA6:7/8;ITGB1:8/8			True	KEGG: hsa04512
23	LAMC1_ITGA2_ITGB1	LAMC1 - (ITGA2+ITGB1)	LAMININ	ECM-Receptor	lung	ligand_immune__receptor_tumour	LAMC1	ITGA2_ITGB1	LAMC1	ITGA2;ITGB1	TIME-L	L	exploratory	13	0.6024764984293989	0.6024764984293989	0.029319882957085108	11	0.8461538461538461	0.4965844318602437	0.12023534902406147	-0.10589206656915517	fitted	LAMC1:14/15	ITGA2:25/30;ITGB1:30/30	secreted	False	True	KEGG: hsa04512
24	ICAM1_ITGAM_ITGB2	ICAM1 - (ITGAM+ITGB2)	ICAM	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	ICAM1	ITGAM_ITGB2	ICAM1	ITGAM;ITGB2	L	TIME-L	exploratory	13	0.5989010989010989	0.5989010989010989	0.03055411417293787	12	0.9230769230769231	0.5944055944055945	0.04152149441031857	-0.004495504495504399	fitted	ICAM1:29/30	ITGAM:14/15;ITGB2:15/15		True	True	KEGG: hsa04514
25	LAMB3_ITGA6_ITGB1	LAMB3 - (ITGA6+ITGB1)	LAMININ	ECM-Receptor	brain	ligand_tumour__receptor_immune	LAMB3	ITGA6_ITGB1	LAMB3	ITGA6;ITGB1	LB	TIME-B	exploratory	8	0.5952380952380953	0.5952380952380953	0.11952980613879274	5	0.625				below_min_n (5 < 6)	LAMB3:22/27	ITGA6:7/8;ITGB1:8/8			True	KEGG: hsa04512
26	THBS3_ITGA3_ITGB1	THBS3 - (ITGA3+ITGB1)	THBS	ECM-Receptor	brain	ligand_immune__receptor_tumour	THBS3	ITGA3_ITGB1	THBS3	ITGA3;ITGB1	TIME-B	LB	exploratory	8	-0.5952380952380953	0.5952380952380953	0.11952980613879274	4	0.5				below_min_n (4 < 6)	THBS3:4/8	ITGA3:26/27;ITGB1:26/27			True	KEGG: hsa04512
27	IFNA4_IFNAR1_IFNAR2	IFNA4 - (IFNAR1+IFNAR2)	IFN-I	Secreted Signaling	brain	ligand_immune__receptor_tumour	IFNA4	IFNAR1_IFNAR2	IFNA4	IFNAR1;IFNAR2	TIME-B	LB	exploratory	8	-0.5952380952380953	0.5952380952380953	0.11952980613879274	4	0.5				below_min_n (4 < 6)	IFNA4:5/8	IFNAR1:23/27;IFNAR2:23/27	cytokine	False	True	KEGG: hsa04060
28	C3_ITGAX_ITGB2	C3 - (ITGAX+ITGB2)	COMPLEMENT	Secreted Signaling	lung	ligand_tumour__receptor_immune	C3	ITGAX_ITGB2	C3	ITGAX;ITGB2	L	TIME-L	exploratory	13	-0.576923076923077	0.576923076923077	0.03899262343244828	13	1.0	-0.576923076923077	0.03899262343244828	0.0	fitted	C3:27/30	ITGAX:15/15;ITGB2:15/15	secreted	False	True	PMID: 16234578
29	LAMA3_ITGA7_ITGB1	LAMA3 - (ITGA7+ITGB1)	LAMININ	ECM-Receptor	brain	ligand_tumour__receptor_immune	LAMA3	ITGA7_ITGB1	LAMA3	ITGA7;ITGB1	LB	TIME-B	exploratory	8	0.5714285714285715	0.5714285714285715	0.13895995716070678	2	0.25				below_min_n (2 < 6)	LAMA3:20/27	ITGA7:4/8;ITGB1:8/8	secreted	False	True	KEGG: hsa04512
30	LAMC1_ITGA6_ITGB4	LAMC1 - (ITGA6+ITGB4)	LAMININ	ECM-Receptor	brain	ligand_tumour__receptor_immune	LAMC1	ITGA6_ITGB4	LAMC1	ITGA6;ITGB4	LB	TIME-B	exploratory	8	0.5714285714285715	0.5714285714285715	0.13895995716070678	5	0.625				below_min_n (5 < 6)	LAMC1:26/27	ITGA6:7/8;ITGB4:6/8	secreted	False	True	KEGG: hsa04512
31	LAMA5_ITGA6_ITGB1	LAMA5 - (ITGA6+ITGB1)	LAMININ	ECM-Receptor	brain	ligand_immune__receptor_tumour	LAMA5	ITGA6_ITGB1	LAMA5	ITGA6;ITGB1	TIME-B	LB	exploratory	8	0.5714285714285715	0.5714285714285715	0.13895995716070678	2	0.25				below_min_n (2 < 6)	LAMA5:4/8	ITGA6:15/27;ITGB1:26/27			True	KEGG: hsa04512
32	LAMC2_ITGA1_ITGB1	LAMC2 - (ITGA1+ITGB1)	LAMININ	ECM-Receptor	brain	ligand_tumour__receptor_immune	LAMC2	ITGA1_ITGB1	LAMC2	ITGA1;ITGB1	LB	TIME-B	exploratory	8	0.5714285714285715	0.5714285714285715	0.13895995716070678	5	0.625				below_min_n (5 < 6)	LAMC2:22/27	ITGA1:5/8;ITGB1:8/8			True	KEGG: hsa04512
33	LAMB1_ITGA3_ITGB1	LAMB1 - (ITGA3+ITGB1)	LAMININ	ECM-Receptor	brain	ligand_tumour__receptor_immune	LAMB1	ITGA3_ITGB1	LAMB1	ITGA3;ITGB1	LB	TIME-B	exploratory	8	0.5714285714285715	0.5714285714285715	0.13895995716070678	3	0.375				below_min_n (3 < 6)	LAMB1:14/27	ITGA3:6/8;ITGB1:8/8			True	KEGG: hsa04512
34	POSTN_ITGAV_ITGB5	POSTN - (ITGAV+ITGB5)	PERIOSTIN	Secreted Signaling	lung	ligand_immune__receptor_tumour	POSTN	ITGAV_ITGB5	POSTN	ITGAV;ITGB5	TIME-L	L	exploratory	13	0.5714285714285714	0.5714285714285714	0.041342267371723494	8	0.6153846153846154	0.7380952380952381	0.03655276105286082	0.16666666666666674	fitted	POSTN:15/15	ITGAV:30/30;ITGB5:24/30			True	PMID: 26721738
35	MIF_CD74_CXCR4	MIF - (CD74+CXCR4)	MIF	Secreted Signaling	lung	ligand_immune__receptor_tumour	MIF	CD74_CXCR4	MIF	CD74;CXCR4	TIME-L	L	exploratory	13	-0.5714285714285714	0.5714285714285714	0.041342267371723494	13	1.0	-0.5714285714285714	0.041342267371723494	0.0	fitted	MIF:15/15	CD74:30/30;CXCR4:30/30			True	PMID: 29637711; PMID: 24760155
36	C3_ITGAX_ITGB2	C3 - (ITGAX+ITGB2)	COMPLEMENT	Secreted Signaling	lung	ligand_immune__receptor_tumour	C3	ITGAX_ITGB2	C3	ITGAX;ITGB2	TIME-L	L	exploratory	13	0.5604395604395606	0.5604395604395606	0.046345905894064635	8	0.6153846153846154	0.38095238095238104	0.3518125531175649	-0.17948717948717952	fitted	C3:15/15	ITGAX:30/30;ITGB2:19/30	secreted	False	True	PMID: 16234578
37	LAMB3_ITGA7_ITGB1	LAMB3 - (ITGA7+ITGB1)	LAMININ	ECM-Receptor	brain	ligand_tumour__receptor_immune	LAMB3	ITGA7_ITGB1	LAMB3	ITGA7;ITGB1	LB	TIME-B	exploratory	8	0.5476190476190477	0.5476190476190477	0.1600256425388966	3	0.375				below_min_n (3 < 6)	LAMB3:22/27	ITGA7:4/8;ITGB1:8/8			True	KEGG: hsa04512
38	LAMC1_ITGA1_ITGB1	LAMC1 - (ITGA1+ITGB1)	LAMININ	ECM-Receptor	brain	ligand_tumour__receptor_immune	LAMC1	ITGA1_ITGB1	LAMC1	ITGA1;ITGB1	LB	TIME-B	exploratory	8	0.5476190476190477	0.5476190476190477	0.1600256425388966	5	0.625				below_min_n (5 < 6)	LAMC1:26/27	ITGA1:5/8;ITGB1:8/8	secreted	False	True	KEGG: hsa04512
39	IGF2_ITGA6_ITGB4	IGF2 - (ITGA6+ITGB4)	IGF	Secreted Signaling	brain	ligand_immune__receptor_tumour	IGF2	ITGA6_ITGB4	IGF2	ITGA6;ITGB4	TIME-B	LB	exploratory	8	-0.5476190476190477	0.5476190476190477	0.1600256425388966	2	0.25				below_min_n (2 < 6)	IGF2:4/8	ITGA6:15/27;ITGB4:22/27	growth factor;hormone	False	True	PMID: 28190785; PMID: 28873464
40	IFNA4_IFNAR1_IFNAR2	IFNA4 - (IFNAR1+IFNAR2)	IFN-I	Secreted Signaling	lung	ligand_tumour__receptor_immune	IFNA4	IFNAR1_IFNAR2	IFNA4	IFNAR1;IFNAR2	L	TIME-L	exploratory	13	-0.5439560439560439	0.5439560439560439	0.05464653454086547	3	0.23076923076923078				below_min_n (3 < 6)	IFNA4:15/30	IFNAR1:11/15;IFNAR2:15/15	cytokine	False	True	KEGG: hsa04060
41	LAMC3_ITGA2_ITGB1	LAMC3 - (ITGA2+ITGB1)	LAMININ	ECM-Receptor	brain	ligand_immune__receptor_tumour	LAMC3	ITGA2_ITGB1	LAMC3	ITGA2;ITGB1	TIME-B	LB	exploratory	8	-0.523809523809524	0.523809523809524	0.18272075053971482	2	0.25				below_min_n (2 < 6)	LAMC3:5/8	ITGA2:15/27;ITGB1:26/27			True	KEGG: hsa04512
42	THBS1_ITGA3_ITGB1	THBS1 - (ITGA3+ITGB1)	THBS	ECM-Receptor	brain	ligand_tumour__receptor_immune	THBS1	ITGA3_ITGB1	THBS1	ITGA3;ITGB1	LB	TIME-B	exploratory	8	0.523809523809524	0.523809523809524	0.18272075053971482	4	0.5				below_min_n (4 < 6)	THBS1:18/27	ITGA3:6/8;ITGB1:8/8		False	True	KEGG: hsa04512
43	COL9A2_ITGA3_ITGB1	COL9A2 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	brain	ligand_tumour__receptor_immune	COL9A2	ITGA3_ITGB1	COL9A2	ITGA3;ITGB1	LB	TIME-B	exploratory	8	-0.523809523809524	0.523809523809524	0.18272075053971482	4	0.5				below_min_n (4 < 6)	COL9A2:17/27	ITGA3:6/8;ITGB1:8/8	secreted	False	True	KEGG: hsa04512
44	LAMC1_ITGA7_ITGB1	LAMC1 - (ITGA7+ITGB1)	LAMININ	ECM-Receptor	brain	ligand_tumour__receptor_immune	LAMC1	ITGA7_ITGB1	LAMC1	ITGA7;ITGB1	LB	TIME-B	exploratory	8	0.523809523809524	0.523809523809524	0.18272075053971482	4	0.5				below_min_n (4 < 6)	LAMC1:26/27	ITGA7:4/8;ITGB1:8/8	secreted	False	True	KEGG: hsa04512
45	COL4A5_ITGA2_ITGB1	COL4A5 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL4A5	ITGA2_ITGB1	COL4A5	ITGA2;ITGB1	TIME-B	LB	exploratory	8	0.523809523809524	0.523809523809524	0.18272075053971482	4	0.5				below_min_n (4 < 6)	COL4A5:5/8	ITGA2:15/27;ITGB1:26/27	secreted	False	True	KEGG: hsa04512
46	LAMB3_ITGA6_ITGB4	LAMB3 - (ITGA6+ITGB4)	LAMININ	ECM-Receptor	brain	ligand_tumour__receptor_immune	LAMB3	ITGA6_ITGB4	LAMB3	ITGA6;ITGB4	LB	TIME-B	exploratory	8	0.523809523809524	0.523809523809524	0.18272075053971482	4	0.5				below_min_n (4 < 6)	LAMB3:22/27	ITGA6:7/8;ITGB4:6/8			True	KEGG: hsa04512
47	LAMB1_ITGA1_ITGB1	LAMB1 - (ITGA1+ITGB1)	LAMININ	ECM-Receptor	brain	ligand_tumour__receptor_immune	LAMB1	ITGA1_ITGB1	LAMB1	ITGA1;ITGB1	LB	TIME-B	exploratory	8	0.5000000000000001	0.5000000000000001	0.20703124999999997	3	0.375				below_min_n (3 < 6)	LAMB1:14/27	ITGA1:5/8;ITGB1:8/8			True	KEGG: hsa04512
48	LAMA2_ITGA2_ITGB1	LAMA2 - (ITGA2+ITGB1)	LAMININ	ECM-Receptor	brain	ligand_immune__receptor_tumour	LAMA2	ITGA2_ITGB1	LAMA2	ITGA2;ITGB1	TIME-B	LB	exploratory	8	-0.5000000000000001	0.5000000000000001	0.20703124999999997	4	0.5				below_min_n (4 < 6)	LAMA2:7/8	ITGA2:15/27;ITGB1:26/27	secreted	False	True	KEGG: hsa04512
49	TGFB1_ACVR1B_TGFBR2	TGFB1 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	brain	ligand_tumour__receptor_immune	TGFB1	ACVR1B_TGFbR2	TGFB1	ACVR1B;TGFBR2	LB	TIME-B	exploratory	8	-0.5000000000000001	0.5000000000000001	0.20703124999999997	6	0.75	-0.2571428571428572	0.6227871720116619	0.24285714285714294	fitted	TGFB1:22/27	ACVR1B:6/8;TGFBR2:8/8	growth factor	False	True	PMID: 27449815
50	MIF_CD74_CD44	MIF - (CD74+CD44)	MIF	Secreted Signaling	brain	ligand_tumour__receptor_immune	MIF	CD74_CD44	MIF	CD74;CD44	LB	TIME-B	exploratory	8	0.5000000000000001	0.5000000000000001	0.20703124999999997	8	1.0	0.5000000000000001	0.20703124999999997	0.0	fitted	MIF:27/27	CD74:8/8;CD44:8/8			True	PMID: 29637711; PMID: 26175090
51	SEMA3G_NRP2_PLXNA1	SEMA3G - (NRP2+PLXNA1)	SEMA3	Secreted Signaling	lung	ligand_immune__receptor_tumour	SEMA3G	NRP2_PLXNA1	SEMA3G	NRP2;PLXNA1	TIME-L	L	exploratory	13	0.5	0.5	0.08186423116569436	5	0.38461538461538464				below_min_n (5 < 6)	SEMA3G:11/15	NRP2:15/30;PLXNA1:26/30			True	PMID: 27533782
52	COMP_ITGA3_ITGB1	COMP - (ITGA3+ITGB1)	THBS	ECM-Receptor	lung	ligand_immune__receptor_tumour	COMP	ITGA3_ITGB1	COMP	ITGA3;ITGB1	TIME-L	L	exploratory	13	-0.5	0.5	0.08186423116569436	7	0.5384615384615384	-0.07142857142857144	0.8790481931481541	0.42857142857142855	fitted	COMP:8/15	ITGA3:30/30;ITGB1:30/30			True	KEGG: hsa04512
53	IFNA14_IFNAR1_IFNAR2	IFNA14 - (IFNAR1+IFNAR2)	IFN-I	Secreted Signaling	lung	ligand_immune__receptor_tumour	IFNA14	IFNAR1_IFNAR2	IFNA14	IFNAR1;IFNAR2	TIME-L	L	exploratory	13	-0.48901098901098894	0.48901098901098894	0.08991308230865636	4	0.3076923076923077				below_min_n (4 < 6)	IFNA14:12/15	IFNAR1:19/30;IFNAR2:30/30	cytokine	False	True	KEGG: hsa04060
54	C3_ITGAM_ITGB2	C3 - (ITGAM+ITGB2)	COMPLEMENT	Secreted Signaling	lung	ligand_tumour__receptor_immune	C3	ITGAM_ITGB2	C3	ITGAM;ITGB2	L	TIME-L	exploratory	13	-0.4835164835164835	0.4835164835164835	0.09413469259693931	12	0.9230769230769231	-0.3426573426573427	0.2755674509567803	0.1408591408591408	fitted	C3:27/30	ITGAM:14/15;ITGB2:15/15	secreted	False	True	PMID: 16234578
55	ICAM1_ITGAX_ITGB2	ICAM1 - (ITGAX+ITGB2)	ICAM	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	ICAM1	ITGAX_ITGB2	ICAM1	ITGAX;ITGB2	L	TIME-L	exploratory	13	0.47802197802197804	0.47802197802197804	0.09849011541638983	13	1.0	0.47802197802197804	0.09849011541638983	0.0	fitted	ICAM1:29/30	ITGAX:15/15;ITGB2:15/15		True	True	PMID: 16252253
56	COL4A1_ITGA11_ITGB1	COL4A1 - (ITGA11+ITGB1)	COLLAGEN	ECM-Receptor	brain	ligand_tumour__receptor_immune	COL4A1	ITGA11_ITGB1	COL4A1	ITGA11;ITGB1	LB	TIME-B	exploratory	8	0.4761904761904762	0.4761904761904762	0.23293553465009806	3	0.375				below_min_n (3 < 6)	COL4A1:15/27	ITGA11:4/8;ITGB1:8/8	secreted	False	True	KEGG: hsa04512
57	SPP1_ITGAV_ITGB1	SPP1 - (ITGAV+ITGB1)	SPP1	Secreted Signaling	brain	ligand_tumour__receptor_immune	SPP1	ITGAV_ITGB1	SPP1	ITGAV;ITGB1	LB	TIME-B	exploratory	8	0.4761904761904762	0.4761904761904762	0.23293553465009806	7	0.875	0.642857142857143	0.11939237342741099	0.1666666666666668	fitted	SPP1:21/27	ITGAV:8/8;ITGB1:8/8	cytokine	False	True	PMID: 21907263
58	ICAM1_ITGAL_ITGB2	ICAM1 - (ITGAL+ITGB2)	ICAM	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	ICAM1	ITGAL_ITGB2	ICAM1	ITGAL;ITGB2	LB	TIME-B	exploratory	8	0.4761904761904762	0.4761904761904762	0.23293553465009806	5	0.625				below_min_n (5 < 6)	ICAM1:22/27	ITGAL:5/8;ITGB2:8/8		True	True	KEGG: hsa04514
59	COL4A2_ITGA2_ITGB1	COL4A2 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL4A2	ITGA2_ITGB1	COL4A2	ITGA2;ITGB1	TIME-L	L	exploratory	13	0.4725274725274725	0.4725274725274725	0.10298105029992853	11	0.8461538461538461	0.41818181818181827	0.20057021703405048	-0.05434565434565425	fitted	COL4A2:15/15	ITGA2:25/30;ITGB1:30/30	secreted	False	True	KEGG: hsa04512
60	LAMC1_ITGA3_ITGB1	LAMC1 - (ITGA3+ITGB1)	LAMININ	ECM-Receptor	lung	ligand_immune__receptor_tumour	LAMC1	ITGA3_ITGB1	LAMC1	ITGA3;ITGB1	TIME-L	L	exploratory	13	0.4621737522198128	0.4621737522198128	0.11181767292019756	12	0.9230769230769231	0.3887921899277822	0.21164296722004278	-0.07338156229203058	fitted	LAMC1:14/15	ITGA3:30/30;ITGB1:30/30	secreted	False	True	KEGG: hsa04512
61	COL4A2_ITGA2_ITGB1	COL4A2 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL4A2	ITGA2_ITGB1	COL4A2	ITGA2;ITGB1	TIME-B	LB	exploratory	8	-0.4523809523809524	0.4523809523809524	0.2604047674368854	4	0.5				below_min_n (4 < 6)	COL4A2:8/8	ITGA2:15/27;ITGB1:26/27	secreted	False	True	KEGG: hsa04512
