gene	alias	aoi_label	aoi_code	q3	quantum	implied_counts	counts_reliable	n_genes_sharing_value	negprobe_implied_counts	assessable_in_compartment
VSIR	VISTA	BC06	BC	88.930000000000007	2.1200000000000045	41.948113207547081	True	268	21.514150943396182	True
CD274	PD-L1	BC07	BC	48.630000000000003	1.0300000000000011	47.213592233009656	True	373	42.145631067961112	False
CD276	B7-H3	BC07	BC	73.450000000000003	1.0300000000000011	71.310679611650414	True	164	42.145631067961112	False
CTLA4	CTLA-4	BC07	BC	48.630000000000003	1.0300000000000011	47.213592233009656	True	373	42.145631067961112	False
HAVCR2	TIM-3	BC07	BC	65.180000000000007	1.0300000000000011	63.281553398058186	True	187	42.145631067961112	False
IDO1	IDO1	BC07	BC	35.18	1.0300000000000011	34.155339805825207	True	234	42.145631067961112	False
LAG3	LAG-3	BC07	BC	34.140000000000001	1.0300000000000011	33.145631067961126	True	227	42.145631067961112	False
PDCD1	PD-1	BC07	BC	34.140000000000001	1.0300000000000011	33.145631067961126	True	227	42.145631067961112	False
TIGIT	TIGIT	BC07	BC	36.210000000000001	1.0300000000000011	35.155339805825207	True	245	42.145631067961112	False
VSIR	VISTA	BC07	BC	97.25	1.0300000000000011	94.417475728155239	True	83	42.145631067961112	True
CD274	PD-L1	BC08	BC	79.420000000000002	1.9399999999999977	40.938144329896957	True	481	30.881443298969106	False
CD276	B7-H3	BC08	BC	65.859999999999999	1.9399999999999977	33.948453608247462	True	664	30.881443298969106	False
CTLA4	CTLA-4	BC08	BC	65.859999999999999	1.9399999999999977	33.948453608247462	True	664	30.881443298969106	False
HAVCR2	TIM-3	BC08	BC	81.359999999999999	1.9399999999999977	41.938144329896957	True	461	30.881443298969106	False
IDO1	IDO1	BC08	BC	32.93	1.9399999999999977	16.974226804123731	True	91	30.881443298969106	False
LAG3	LAG-3	BC08	BC	61.990000000000002	1.9399999999999977	31.953608247422718	True	694	30.881443298969106	False
PDCD1	PD-1	BC08	BC	61.990000000000002	1.9399999999999977	31.953608247422718	True	694	30.881443298969106	False
TIGIT	TIGIT	BC08	BC	79.420000000000002	1.9399999999999977	40.938144329896957	True	481	30.881443298969106	False
VSIR	VISTA	BC08	BC	125.91	1.9399999999999977	64.902061855670183	True	69	30.881443298969106	True
CD274	PD-L1	BC09	BC	60.210000000000001	1.4699999999999989	40.959183673469418	True	549	37.659863945578259	False
CD276	B7-H3	BC09	BC	91.040000000000006	1.4699999999999989	61.931972789115697	True	187	37.659863945578259	False
CTLA4	CTLA-4	BC09	BC	45.520000000000003	1.4699999999999989	30.965986394557849	True	363	37.659863945578259	False
HAVCR2	TIM-3	BC09	BC	79.299999999999997	1.4699999999999989	53.945578231292558	True	326	37.659863945578259	False
IDO1	IDO1	BC09	BC	57.270000000000003	1.4699999999999989	38.959183673469418	True	561	37.659863945578259	False
LAG3	LAG-3	BC09	BC	46.990000000000002	1.4699999999999989	31.965986394557849	True	378	37.659863945578259	False
PDCD1	PD-1	BC09	BC	69.019999999999996	1.4699999999999989	46.952380952380985	True	377	37.659863945578259	False
TIGIT	TIGIT	BC09	BC	45.520000000000003	1.4699999999999989	30.965986394557849	True	363	37.659863945578259	False
VSIR	VISTA	BC09	BC	117.47	1.4699999999999989	79.911564625850403	True	81	37.659863945578259	True
CD274	PD-L1	BC10	BC	59.280000000000001	1.0600000000000023	55.924528301886674	True	319	46.867924528301785	False
CD276	B7-H3	BC10	BC	71.989999999999995	1.0600000000000023	67.915094339622485	True	221	46.867924528301785	False
CTLA4	CTLA-4	BC10	BC	41.289999999999999	1.0600000000000023	38.952830188679158	True	202	46.867924528301785	False
HAVCR2	TIM-3	BC10	BC	61.399999999999999	1.0600000000000023	57.924528301886667	True	371	46.867924528301785	False
IDO1	IDO1	BC10	BC	43.399999999999999	1.0600000000000023	40.943396226415004	True	278	46.867924528301785	False
LAG3	LAG-3	BC10	BC	44.460000000000001	1.0600000000000023	41.943396226415004	True	294	46.867924528301785	False
PDCD1	PD-1	BC10	BC	62.460000000000001	1.0600000000000023	58.924528301886667	True	318	46.867924528301785	False
TIGIT	TIGIT	BC10	BC	46.579999999999998	1.0600000000000023	43.943396226414997	True	343	46.867924528301785	False
VSIR	VISTA	BC10	BC	106.92	1.0600000000000023	100.86792452830167	True	72	46.867924528301785	True
CD274	PD-L1	L01	L	150.86000000000001	0.53000000000000114	284.64150943396169	True	9	62.641509433962135	True
CD276	B7-H3	L01	L	174.66999999999999	0.53000000000000114	329.56603773584834	True	12	62.641509433962135	True
CTLA4	CTLA-4	L01	L	46.579999999999998	0.53000000000000114	87.886792452829994	True	194	62.641509433962135	False
HAVCR2	TIM-3	L01	L	64.579999999999998	0.53000000000000114	121.84905660377332	True	86	62.641509433962135	False
IDO1	IDO1	L01	L	45.520000000000003	0.53000000000000114	85.886792452830008	True	198	62.641509433962135	False
LAG3	LAG-3	L01	L	62.460000000000001	0.53000000000000114	117.84905660377333	True	118	62.641509433962135	False
PDCD1	PD-1	L01	L	60.869999999999997	0.53000000000000114	114.84905660377333	True	109	62.641509433962135	False
TIGIT	TIGIT	L01	L	50.810000000000002	0.53000000000000114	95.867924528301685	True	141	62.641509433962135	False
VSIR	VISTA	L01	L	57.700000000000003	0.53000000000000114	108.86792452830166	True	103	62.641509433962135	False
CD274	PD-L1	L02	L	48.850000000000001	1.1099999999999994	44.009009009009034	True	197	23.207207207207219	True
CD276	B7-H3	L02	L	270.91000000000003	1.1099999999999994	244.0630630630632	True	5	23.207207207207219	True
CTLA4	CTLA-4	L02	L	27.760000000000002	1.1099999999999994	25.009009009009024	True	440	23.207207207207219	False
HAVCR2	TIM-3	L02	L	46.630000000000003	1.1099999999999994	42.009009009009034	True	219	23.207207207207219	False
IDO1	IDO1	L02	L	52.18	1.1099999999999994	47.009009009009034	True	165	23.207207207207219	False
LAG3	LAG-3	L02	L	32.200000000000003	1.1099999999999994	29.009009009009027	True	429	23.207207207207219	False
PDCD1	PD-1	L02	L	33.310000000000002	1.1099999999999994	30.009009009009027	True	413	23.207207207207219	False
TIGIT	TIGIT	L02	L	32.200000000000003	1.1099999999999994	29.009009009009027	True	429	23.207207207207219	False
VSIR	VISTA	L02	L	61.07	1.1099999999999994	55.018018018018047	True	115	23.207207207207219	False
CD274	PD-L1	L03	L	80.069999999999993	1.0999999999999943	72.790909090909466	True	122	31.018181818181976	True
CD276	B7-H3	L03	L	168.91999999999999	1.0999999999999943	153.56363636363716	True	21	31.018181818181976	True
CTLA4	CTLA-4	L03	L	28.52	1.0999999999999943	25.927272727272861	True	221	31.018181818181976	False
HAVCR2	TIM-3	L03	L	63.619999999999997	1.0999999999999943	57.836363636363934	True	180	31.018181818181976	False
IDO1	IDO1	L03	L	44.969999999999999	1.0999999999999943	40.881818181818389	True	342	31.018181818181976	False
LAG3	LAG-3	L03	L	31.809999999999999	1.0999999999999943	28.918181818181967	True	335	31.018181818181976	False
PDCD1	PD-1	L03	L	68.010000000000005	1.0999999999999943	61.827272727273055	True	157	31.018181818181976	False
TIGIT	TIGIT	L03	L	41.68	1.0999999999999943	37.89090909090929	True	401	31.018181818181976	False
VSIR	VISTA	L03	L	95.430000000000007	1.0999999999999943	86.754545454545905	True	89	31.018181818181976	False
CD274	PD-L1	L04	L	112.73	0.26999999999999957	417.51851851851922	True	11	79.25925925925938	True
CD276	B7-H3	L04	L	167.63	0.26999999999999957	620.85185185185287	True	4	79.25925925925938	True
CTLA4	CTLA-4	L04	L	30.789999999999999	0.26999999999999957	114.03703703703721	True	160	79.25925925925938	False
HAVCR2	TIM-3	L04	L	37.490000000000002	0.26999999999999957	138.85185185185208	True	68	79.25925925925938	False
IDO1	IDO1	L04	L	25.170000000000002	0.26999999999999957	93.222222222222371	True	133	79.25925925925938	False
LAG3	LAG-3	L04	L	34.539999999999999	0.26999999999999957	127.92592592592612	True	87	79.25925925925938	False
PDCD1	PD-1	L04	L	35.609999999999999	0.26999999999999957	131.88888888888908	True	84	79.25925925925938	False
TIGIT	TIGIT	L04	L	24.370000000000001	0.26999999999999957	90.259259259259409	True	103	79.25925925925938	False
VSIR	VISTA	L04	L	45.520000000000003	0.26999999999999957	168.59259259259287	True	38	79.25925925925938	False
CD274	PD-L1	L05	L	59.490000000000002	0.90000000000000568	66.099999999999582	True	97	24.355555555555405	True
CD276	B7-H3	L05	L	187.49000000000001	0.90000000000000568	208.32222222222092	True	13	24.355555555555405	True
CTLA4	CTLA-4	L05	L	44.170000000000002	0.90000000000000568	49.07777777777747	True	140	24.355555555555405	False
HAVCR2	TIM-3	L05	L	30.649999999999999	0.90000000000000568	34.055555555555337	True	344	24.355555555555405	False
IDO1	IDO1	L05	L	157.75	0.90000000000000568	175.27777777777666	True	25	24.355555555555405	False
LAG3	LAG-3	L05	L	36.060000000000002	0.90000000000000568	40.066666666666414	True	274	24.355555555555405	False
PDCD1	PD-1	L05	L	45.07	0.90000000000000568	50.077777777777463	True	123	24.355555555555405	False
TIGIT	TIGIT	L05	L	26.140000000000001	0.90000000000000568	29.044444444444263	True	426	24.355555555555405	False
VSIR	VISTA	L05	L	28.850000000000001	0.90000000000000568	32.055555555555358	True	433	24.355555555555405	False
CD274	PD-L1	L07	L	126.84999999999999	1.0200000000000102	124.36274509803796	True	29	24.784313725489948	True
CD276	B7-H3	L07	L	258.81	1.0200000000000102	253.73529411764451	True	5	24.784313725489948	True
CTLA4	CTLA-4	L07	L	26.600000000000001	1.0200000000000102	26.07843137254876	True	446	24.784313725489948	False
HAVCR2	TIM-3	L07	L	64.450000000000003	1.0200000000000102	63.18627450980329	True	111	24.784313725489948	False
IDO1	IDO1	L07	L	20.460000000000001	1.0200000000000102	20.058823529411566	True	257	24.784313725489948	False
LAG3	LAG-3	L07	L	33.759999999999998	1.0200000000000102	33.098039215685944	True	387	24.784313725489948	False
PDCD1	PD-1	L07	L	53.189999999999998	1.0200000000000102	52.147058823528887	True	132	24.784313725489948	False
TIGIT	TIGIT	L07	L	26.600000000000001	1.0200000000000102	26.07843137254876	True	446	24.784313725489948	False
VSIR	VISTA	L07	L	47.060000000000002	1.0200000000000102	46.137254901960326	True	197	24.784313725489948	False
CD274	PD-L1	L09	L	141.62	0.71999999999999886	196.69444444444477	True	17	35.736111111111171	True
CD276	B7-H3	L09	L	489.89999999999998	0.71999999999999886	680.41666666666777	True	3	35.736111111111171	True
CTLA4	CTLA-4	L09	L	24.57	0.71999999999999886	34.125000000000057	True	199	35.736111111111171	False
HAVCR2	TIM-3	L09	L	40.460000000000001	0.71999999999999886	56.194444444444535	True	189	35.736111111111171	False
IDO1	IDO1	L09	L	33.240000000000002	0.71999999999999886	46.166666666666742	True	323	35.736111111111171	False
LAG3	LAG-3	L09	L	28.18	0.71999999999999886	39.13888888888895	True	304	35.736111111111171	False
PDCD1	PD-1	L09	L	47.689999999999998	0.71999999999999886	66.236111111111214	True	151	35.736111111111171	False
TIGIT	TIGIT	L09	L	31.789999999999999	0.71999999999999886	44.15277777777785	True	331	35.736111111111171	False
VSIR	VISTA	L09	L	54.189999999999998	0.71999999999999886	75.263888888888999	True	119	35.736111111111171	False
CD274	PD-L1	L11	L	135.97	1.1800000000000068	115.22881355932137	True	33	19.711864406779547	True
CD276	B7-H3	L11	L	130.06	1.1800000000000068	110.22033898305021	True	35	19.711864406779547	True
CTLA4	CTLA-4	L11	L	40.200000000000003	1.1800000000000068	34.067796610169296	True	403	19.711864406779547	False
HAVCR2	TIM-3	L11	L	35.469999999999999	1.1800000000000068	30.05932203389813	True	344	19.711864406779547	False
IDO1	IDO1	L11	L	33.109999999999999	1.1800000000000068	28.059322033898141	True	350	19.711864406779547	False
LAG3	LAG-3	L11	L	67.400000000000006	1.1800000000000068	57.118644067796282	True	187	19.711864406779547	False
PDCD1	PD-1	L11	L	72.120000000000005	1.1800000000000068	61.118644067796261	True	148	19.711864406779547	False
TIGIT	TIGIT	L11	L	27.190000000000001	1.1800000000000068	23.042372881355799	True	261	19.711864406779547	False
VSIR	VISTA	L11	L	55.57	1.1800000000000068	47.093220338982782	True	233	19.711864406779547	False
CD274	PD-L1	L12	L	69.319999999999993	0.34000000000000341	203.88235294117442	True	29	68.852941176469898	True
CD276	B7-H3	L12	L	63.450000000000003	0.34000000000000341	186.61764705882166	True	38	68.852941176469898	True
CTLA4	CTLA-4	L12	L	32.759999999999998	0.34000000000000341	96.352941176469614	True	165	68.852941176469898	False
HAVCR2	TIM-3	L12	L	37.240000000000002	0.34000000000000341	109.52941176470479	True	113	68.852941176469898	False
IDO1	IDO1	L12	L	101.39	0.34000000000000341	298.2058823529382	True	18	68.852941176469898	False
LAG3	LAG-3	L12	L	41.380000000000003	0.34000000000000341	121.70588235293997	True	70	68.852941176469898	False
PDCD1	PD-1	L12	L	45.869999999999997	0.34000000000000341	134.91176470588098	True	67	68.852941176469898	False
TIGIT	TIGIT	L12	L	29.309999999999999	0.34000000000000341	86.205882352940307	True	189	68.852941176469898	False
VSIR	VISTA	L12	L	73.799999999999997	0.34000000000000341	217.05882352940958	True	18	68.852941176469898	False
CD274	PD-L1	L13	L	53.799999999999997	0.51999999999999602	103.46153846153925	True	90	55.500000000000426	True
CD276	B7-H3	L13	L	180.53	0.51999999999999602	347.17307692307958	True	7	55.500000000000426	True
CTLA4	CTLA-4	L13	L	28.449999999999999	0.51999999999999602	54.711538461538879	True	191	55.500000000000426	False
HAVCR2	TIM-3	L13	L	33.619999999999997	0.51999999999999602	64.653846153846644	True	238	55.500000000000426	False
IDO1	IDO1	L13	L	33.619999999999997	0.51999999999999602	64.653846153846644	True	238	55.500000000000426	False
LAG3	LAG-3	L13	L	34.659999999999997	0.51999999999999602	66.653846153846658	True	233	55.500000000000426	False
PDCD1	PD-1	L13	L	57.939999999999998	0.51999999999999602	111.42307692307777	True	76	55.500000000000426	False
TIGIT	TIGIT	L13	L	37.759999999999998	0.51999999999999602	72.615384615385167	True	212	55.500000000000426	False
VSIR	VISTA	L13	L	47.07	0.51999999999999602	90.519230769231456	True	94	55.500000000000426	False
CD274	PD-L1	L14	L	77.590000000000003	1.0300000000000011	75.330097087378562	True	197	47.165048543689267	True
CD276	B7-H3	L14	L	140.69999999999999	1.0300000000000011	136.60194174757265	True	27	47.165048543689267	True
CTLA4	CTLA-4	L14	L	54.829999999999998	1.0300000000000011	53.233009708737804	True	395	47.165048543689267	False
HAVCR2	TIM-3	L14	L	69.319999999999993	1.0300000000000011	67.300970873786326	True	243	47.165048543689267	False
IDO1	IDO1	L14	L	83.799999999999997	1.0300000000000011	81.359223300970783	True	118	47.165048543689267	False
LAG3	LAG-3	L14	L	50.689999999999998	1.0300000000000011	49.213592233009649	True	400	47.165048543689267	False
PDCD1	PD-1	L14	L	91.040000000000006	1.0300000000000011	88.388349514563018	True	116	47.165048543689267	False
TIGIT	TIGIT	L14	L	61.039999999999999	1.0300000000000011	59.262135922330032	True	330	47.165048543689267	False
VSIR	VISTA	L14	L	72.420000000000002	1.0300000000000011	70.310679611650414	True	204	47.165048543689267	False
CD274	PD-L1	L15	L	79.870000000000005	0.32999999999999829	242.03030303030428	True	38	101.15151515151568	True
CD276	B7-H3	L15	L	167.28999999999999	0.32999999999999829	506.93939393939655	True	4	101.15151515151568	True
CTLA4	CTLA-4	L15	L	38.780000000000001	0.32999999999999829	117.51515151515213	True	132	101.15151515151568	False
HAVCR2	TIM-3	L15	L	44.700000000000003	0.32999999999999829	135.45454545454615	True	121	101.15151515151568	False
IDO1	IDO1	L15	L	45.689999999999998	0.32999999999999829	138.45454545454615	True	128	101.15151515151568	False
LAG3	LAG-3	L15	L	41.740000000000002	0.32999999999999829	126.48484848484914	True	153	101.15151515151568	False
PDCD1	PD-1	L15	L	74.939999999999998	0.32999999999999829	227.09090909091026	True	45	101.15151515151568	False
TIGIT	TIGIT	L15	L	42.399999999999999	0.32999999999999829	128.48484848484915	True	145	101.15151515151568	False
VSIR	VISTA	L15	L	46.009999999999998	0.32999999999999829	139.42424242424315	True	125	101.15151515151568	False
CD274	PD-L1	L16	L	95.640000000000001	0.92000000000000171	103.95652173913024	True	74	39.391304347826015	True
CD276	B7-H3	L16	L	119.55	0.92000000000000171	129.9456521739128	True	50	39.391304347826015	True
CTLA4	CTLA-4	L16	L	40.460000000000001	0.92000000000000171	43.978260869565133	True	325	39.391304347826015	False
HAVCR2	TIM-3	L16	L	47.82	0.92000000000000171	51.978260869565119	True	366	39.391304347826015	False
IDO1	IDO1	L16	L	242.78	0.92000000000000171	263.89130434782561	True	8	39.391304347826015	False
LAG3	LAG-3	L16	L	33.109999999999999	0.92000000000000171	35.989130434782538	True	173	39.391304347826015	False
PDCD1	PD-1	L16	L	68.049999999999997	0.92000000000000171	73.967391304347686	True	180	39.391304347826015	False
TIGIT	TIGIT	L16	L	40.460000000000001	0.92000000000000171	43.978260869565133	True	325	39.391304347826015	False
VSIR	VISTA	L16	L	45.060000000000002	0.92000000000000171	48.978260869565126	True	312	39.391304347826015	False
CD274	PD-L1	L17	L	102.17	0.25	408.68000000000001	True	11	91.560000000000002	True
CD276	B7-H3	L17	L	207.63	0.25	830.51999999999998	True	2	91.560000000000002	True
CTLA4	CTLA-4	L17	L	29.59	0.25	118.36	True	123	91.560000000000002	False
HAVCR2	TIM-3	L17	L	39.200000000000003	0.25	156.80000000000001	True	64	91.560000000000002	False
IDO1	IDO1	L17	L	31.609999999999999	0.25	126.44	True	119	91.560000000000002	False
LAG3	LAG-3	L17	L	34.649999999999999	0.25	138.59999999999999	True	96	91.560000000000002	False
PDCD1	PD-1	L17	L	45.520000000000003	0.25	182.08000000000001	True	43	91.560000000000002	False
TIGIT	TIGIT	L17	L	34.390000000000001	0.25	137.56	True	90	91.560000000000002	False
VSIR	VISTA	L17	L	35.659999999999997	0.25	142.63999999999999	True	88	91.560000000000002	False
CD274	PD-L1	L18	L	61.670000000000002	2.9399999999999977	20.976190476190492	True	492	10.683673469387763	True
CD276	B7-H3	L18	L	93.980000000000004	2.9399999999999977	31.965986394557849	True	200	10.683673469387763	True
CTLA4	CTLA-4	L18	L	58.740000000000002	2.9399999999999977	19.979591836734709	True	591	10.683673469387763	False
HAVCR2	TIM-3	L18	L	29.370000000000001	2.9399999999999977	9.9897959183673546	True	702	10.683673469387763	False
IDO1	IDO1	L18	L	79.299999999999997	2.9399999999999977	26.972789115646279	True	328	10.683673469387763	False
LAG3	LAG-3	L18	L	46.990000000000002	2.9399999999999977	15.982993197278924	True	806	10.683673469387763	False
PDCD1	PD-1	L18	L	52.859999999999999	2.9399999999999977	17.979591836734709	True	691	10.683673469387763	False
TIGIT	TIGIT	L18	L	35.240000000000002	2.9399999999999977	11.986394557823139	True	890	10.683673469387763	False
VSIR	VISTA	L18	L	38.18	2.9399999999999977	12.986394557823139	True	886	10.683673469387763	False
CD274	PD-L1	L19	L	54.049999999999997	0.35999999999999943	150.13888888888911	True	60	69.222222222222342	True
CD276	B7-H3	L19	L	168.30000000000001	0.35999999999999943	467.5000000000008	True	13	69.222222222222342	True
CTLA4	CTLA-4	L19	L	26.84	0.35999999999999943	74.555555555555671	True	159	69.222222222222342	False
HAVCR2	TIM-3	L19	L	37	0.35999999999999943	102.77777777777794	True	120	69.222222222222342	False
IDO1	IDO1	L19	L	27.199999999999999	0.35999999999999943	75.555555555555671	True	154	69.222222222222342	False
LAG3	LAG-3	L19	L	27.57	0.35999999999999943	76.583333333333456	True	178	69.222222222222342	False
PDCD1	PD-1	L19	L	57.670000000000002	0.35999999999999943	160.19444444444471	True	53	69.222222222222342	False
TIGIT	TIGIT	L19	L	27.93	0.35999999999999943	77.583333333333456	True	199	69.222222222222342	False
VSIR	VISTA	L19	L	48.600000000000001	0.35999999999999943	135.00000000000023	True	62	69.222222222222342	False
CD274	PD-L1	L20	L	65.689999999999998	0.38000000000000256	172.8684210526304	True	33	59.447368421052232	True
CD276	B7-H3	L20	L	143.28999999999999	0.38000000000000256	377.07894736841848	True	14	59.447368421052232	True
CTLA4	CTLA-4	L20	L	32.270000000000003	0.38000000000000256	84.921052631578391	True	163	59.447368421052232	False
HAVCR2	TIM-3	L20	L	31.120000000000001	0.38000000000000256	81.89473684210472	True	177	59.447368421052232	False
IDO1	IDO1	L20	L	31.5	0.38000000000000256	82.894736842104706	True	155	59.447368421052232	False
LAG3	LAG-3	L20	L	32.270000000000003	0.38000000000000256	84.921052631578391	True	163	59.447368421052232	False
PDCD1	PD-1	L20	L	52.630000000000003	0.38000000000000256	138.49999999999906	True	61	59.447368421052232	False
TIGIT	TIGIT	L20	L	24.199999999999999	0.38000000000000256	63.684210526315361	True	135	59.447368421052232	False
VSIR	VISTA	L20	L	31.879999999999999	0.38000000000000256	83.894736842104692	True	170	59.447368421052232	False
CD274	PD-L1	L21	L	69.299999999999997	0.67999999999999972	101.91176470588239	True	85	40.014705882352956	True
CD276	B7-H3	L21	L	174.61000000000001	0.67999999999999972	256.77941176470603	True	9	40.014705882352956	True
CTLA4	CTLA-4	L21	L	27.859999999999999	0.67999999999999972	40.970588235294137	True	244	40.014705882352956	False
HAVCR2	TIM-3	L21	L	38.049999999999997	0.67999999999999972	55.955882352941195	True	261	40.014705882352956	False
IDO1	IDO1	L21	L	36.689999999999998	0.67999999999999972	53.955882352941195	True	275	40.014705882352956	False
LAG3	LAG-3	L21	L	45.520000000000003	0.67999999999999972	66.941176470588275	True	148	40.014705882352956	False
PDCD1	PD-1	L21	L	52.32	0.67999999999999972	76.941176470588275	True	104	40.014705882352956	False
TIGIT	TIGIT	L21	L	31.93	0.67999999999999972	46.955882352941195	True	315	40.014705882352956	False
VSIR	VISTA	L21	L	43.479999999999997	0.67999999999999972	63.94117647058826	True	171	40.014705882352956	False
CD274	PD-L1	L22	L	53.950000000000003	1.6899999999999977	31.923076923076966	True	284	15.568047337278127	True
CD276	B7-H3	L22	L	148.37	1.6899999999999977	87.792899408284143	True	45	15.568047337278127	True
CTLA4	CTLA-4	L22	L	26.98	1.6899999999999977	15.96449704142014	True	521	15.568047337278127	False
HAVCR2	TIM-3	L22	L	42.149999999999999	1.6899999999999977	24.940828402366897	True	470	15.568047337278127	False
IDO1	IDO1	L22	L	40.460000000000001	1.6899999999999977	23.940828402366897	True	504	15.568047337278127	False
LAG3	LAG-3	L22	L	32.030000000000001	1.6899999999999977	18.952662721893518	True	614	15.568047337278127	False
PDCD1	PD-1	L22	L	60.700000000000003	1.6899999999999977	35.917159763313663	True	265	15.568047337278127	False
TIGIT	TIGIT	L22	L	32.030000000000001	1.6899999999999977	18.952662721893518	True	614	15.568047337278127	False
VSIR	VISTA	L22	L	30.350000000000001	1.6899999999999977	17.958579881656831	True	588	15.568047337278127	False
CD274	PD-L1	L24	L	40.969999999999999	4.5500000000000114	9.0043956043955813	True	1158	8.2703296703296498	True
CD276	B7-H3	L24	L	127.45999999999999	4.5500000000000114	28.013186813186742	True	158	8.2703296703296498	True
CTLA4	CTLA-4	L24	L	77.390000000000001	4.5500000000000114	17.008791208791166	True	685	8.2703296703296498	False
HAVCR2	TIM-3	L24	L	77.390000000000001	4.5500000000000114	17.008791208791166	True	685	8.2703296703296498	False
IDO1	IDO1	L24	L	45.520000000000003	4.5500000000000114	10.00439560439558	True	1207	8.2703296703296498	False
LAG3	LAG-3	L24	L	40.969999999999999	4.5500000000000114	9.0043956043955813	True	1158	8.2703296703296498	False
PDCD1	PD-1	L24	L	45.520000000000003	4.5500000000000114	10.00439560439558	True	1207	8.2703296703296498	False
TIGIT	TIGIT	L24	L	45.520000000000003	4.5500000000000114	10.00439560439558	True	1207	8.2703296703296498	False
VSIR	VISTA	L24	L	54.630000000000003	4.5500000000000114	12.006593406593376	True	1198	8.2703296703296498	False
CD274	PD-L1	L26	L	66.439999999999998	1.2300000000000004	54.016260162601604	True	196	27.235772357723569	True
CD276	B7-H3	L26	L	157.47999999999999	1.2300000000000004	128.03252032520319	True	36	27.235772357723569	True
CTLA4	CTLA-4	L26	L	40.600000000000001	1.2300000000000004	33.008130081300806	True	479	27.235772357723569	False
HAVCR2	TIM-3	L26	L	43.060000000000002	1.2300000000000004	35.008130081300806	True	457	27.235772357723569	False
IDO1	IDO1	L26	L	31.989999999999998	1.2300000000000004	26.008130081300802	True	291	27.235772357723569	False
LAG3	LAG-3	L26	L	45.520000000000003	1.2300000000000004	37.008130081300806	True	420	27.235772357723569	False
PDCD1	PD-1	L26	L	45.520000000000003	1.2300000000000004	37.008130081300806	True	420	27.235772357723569	False
TIGIT	TIGIT	L26	L	39.369999999999997	1.2300000000000004	32.008130081300799	True	447	27.235772357723569	False
VSIR	VISTA	L26	L	41.829999999999998	1.2300000000000004	34.008130081300799	True	464	27.235772357723569	False
CD274	PD-L1	L29	L	69.799999999999997	3.0399999999999636	22.960526315789746	True	763	15.858552631579137	True
CD276	B7-H3	L29	L	172.97999999999999	3.0399999999999636	56.90131578947436	True	49	15.858552631579137	True
CTLA4	CTLA-4	L29	L	48.560000000000002	3.0399999999999636	15.973684210526507	True	843	15.858552631579137	False
HAVCR2	TIM-3	L29	L	88.010000000000005	3.0399999999999636	28.950657894737191	True	448	15.858552631579137	False
IDO1	IDO1	L29	L	127.45999999999999	3.0399999999999636	41.927631578947867	True	100	15.858552631579137	False
LAG3	LAG-3	L29	L	97.109999999999999	3.0399999999999636	31.944078947368801	True	275	15.858552631579137	False
PDCD1	PD-1	L29	L	72.829999999999998	3.0399999999999636	23.957236842105548	True	679	15.858552631579137	False
TIGIT	TIGIT	L29	L	33.380000000000003	3.0399999999999636	10.98026315789487	True	349	15.858552631579137	False
VSIR	VISTA	L29	L	72.829999999999998	3.0399999999999636	23.957236842105548	True	679	15.858552631579137	False
CD274	PD-L1	L30	L	84.540000000000006	6.5099999999999909	12.986175115207393	False	949	6.8525345622119911	True
CD276	B7-H3	L30	L	78.040000000000006	6.5099999999999909	11.987711213517683	False	1207	6.8525345622119911	True
CTLA4	CTLA-4	L30	L	32.520000000000003	6.5099999999999909	4.9953917050691317	False	992	6.8525345622119911	False
HAVCR2	TIM-3	L30	L	39.020000000000003	6.5099999999999909	5.9938556067588413	False	1319	6.8525345622119911	False
IDO1	IDO1	L30	L	104.05	6.5099999999999909	15.983102918586811	False	558	6.8525345622119911	False
LAG3	LAG-3	L30	L	45.520000000000003	6.5099999999999909	6.992319508448551	False	1534	6.8525345622119911	False
PDCD1	PD-1	L30	L	123.56	6.5099999999999909	18.980030721966234	False	262	6.8525345622119911	False
TIGIT	TIGIT	L30	L	78.040000000000006	6.5099999999999909	11.987711213517683	False	1207	6.8525345622119911	False
VSIR	VISTA	L30	L	78.040000000000006	6.5099999999999909	11.987711213517683	False	1207	6.8525345622119911	False
CD274	PD-L1	L32	L	82.769999999999996	0.75	110.36	True	80	37.533333333333331	True
CD276	B7-H3	L32	L	79.760000000000005	0.75	106.34666666666668	True	72	37.533333333333331	True
CTLA4	CTLA-4	L32	L	33.109999999999999	0.75	44.146666666666668	True	299	37.533333333333331	False
HAVCR2	TIM-3	L32	L	47.399999999999999	0.75	63.199999999999996	True	195	37.533333333333331	False
IDO1	IDO1	L32	L	293.44	0.75	391.25333333333333	True	4	37.533333333333331	False
LAG3	LAG-3	L32	L	36.869999999999997	0.75	49.159999999999997	True	297	37.533333333333331	False
PDCD1	PD-1	L32	L	70.730000000000004	0.75	94.306666666666672	True	82	37.533333333333331	False
TIGIT	TIGIT	L32	L	33.109999999999999	0.75	44.146666666666668	True	299	37.533333333333331	False
VSIR	VISTA	L32	L	69.969999999999999	0.75	93.293333333333337	True	85	37.533333333333331	False
CD274	PD-L1	L34	L	70.180000000000007	1.8999999999999915	36.936842105263324	True	251	19.636842105263248	True
CD276	B7-H3	L34	L	85.349999999999994	1.8999999999999915	44.921052631579144	True	185	19.636842105263248	True
