interaction_name	pathway_name	ligand	receptor	annotation	interaction_name_2	evidence	is_one_to_one	ligand_is_complex	receptor_is_complex	ligand_subunits	receptor_subunits	ligand_secreted_type	ligand_transmembrane	receptor_transmembrane	receptor_surfaceome_main	receptor_adhesome	is_neurotransmitter
TGFB1_TGFBR1_TGFBR2	TGFb	TGFB1	TGFbR1_R2	Secreted Signaling	TGFB1 - (TGFBR1+TGFBR2)	KEGG: hsa04350	FALSE	FALSE	TRUE	TGFB1	TGFBR1;TGFBR2	growth factor	FALSE	TRUE	Receptors		FALSE
TGFB2_TGFBR1_TGFBR2	TGFb	TGFB2	TGFbR1_R2	Secreted Signaling	TGFB2 - (TGFBR1+TGFBR2)	KEGG: hsa04350	FALSE	FALSE	TRUE	TGFB2	TGFBR1;TGFBR2	growth factor	FALSE	TRUE	Receptors		FALSE
TGFB3_TGFBR1_TGFBR2	TGFb	TGFB3	TGFbR1_R2	Secreted Signaling	TGFB3 - (TGFBR1+TGFBR2)	KEGG: hsa04350	FALSE	FALSE	TRUE	TGFB3	TGFBR1;TGFBR2	cytokine;growth factor	TRUE	TRUE	Receptors		FALSE
TGFB1_ACVR1B_TGFBR2	TGFb	TGFB1	ACVR1B_TGFbR2	Secreted Signaling	TGFB1 - (ACVR1B+TGFBR2)	PMID: 27449815	FALSE	FALSE	TRUE	TGFB1	ACVR1B;TGFBR2	growth factor	FALSE	TRUE	Receptors		FALSE
TGFB1_ACVR1C_TGFBR2	TGFb	TGFB1	ACVR1C_TGFbR2	Secreted Signaling	TGFB1 - (ACVR1C+TGFBR2)	PMID: 27449815	FALSE	FALSE	TRUE	TGFB1	ACVR1C;TGFBR2	growth factor	FALSE	TRUE	Receptors		FALSE
TGFB2_ACVR1B_TGFBR2	TGFb	TGFB2	ACVR1B_TGFbR2	Secreted Signaling	TGFB2 - (ACVR1B+TGFBR2)	PMID: 27449815	FALSE	FALSE	TRUE	TGFB2	ACVR1B;TGFBR2	growth factor	FALSE	TRUE	Receptors		FALSE
TGFB2_ACVR1C_TGFBR2	TGFb	TGFB2	ACVR1C_TGFbR2	Secreted Signaling	TGFB2 - (ACVR1C+TGFBR2)	PMID: 27449815	FALSE	FALSE	TRUE	TGFB2	ACVR1C;TGFBR2	growth factor	FALSE	TRUE	Receptors		FALSE
TGFB3_ACVR1B_TGFBR2	TGFb	TGFB3	ACVR1B_TGFbR2	Secreted Signaling	TGFB3 - (ACVR1B+TGFBR2)	PMID: 27449815	FALSE	FALSE	TRUE	TGFB3	ACVR1B;TGFBR2	cytokine;growth factor	TRUE	TRUE	Receptors		FALSE
TGFB3_ACVR1C_TGFBR2	TGFb	TGFB3	ACVR1C_TGFbR2	Secreted Signaling	TGFB3 - (ACVR1C+TGFBR2)	PMID: 27449815	FALSE	FALSE	TRUE	TGFB3	ACVR1C;TGFBR2	cytokine;growth factor	TRUE	TRUE	Receptors		FALSE
TGFB1_ACVR1_TGFBR1	TGFb	TGFB1	ACVR1_TGFbR	Secreted Signaling	TGFB1 - (ACVR1+TGFBR1)	PMID: 29376829	FALSE	FALSE	TRUE	TGFB1	ACVR1;TGFBR1;TGFBR2	growth factor	FALSE	TRUE	Receptors		FALSE
TGFB2_ACVR1_TGFBR1	TGFb	TGFB2	ACVR1_TGFbR	Secreted Signaling	TGFB2 - (ACVR1+TGFBR1)	PMID: 29376829	FALSE	FALSE	TRUE	TGFB2	ACVR1;TGFBR1;TGFBR2	growth factor	FALSE	TRUE	Receptors		FALSE
TGFB3_ACVR1_TGFBR1	TGFb	TGFB3	ACVR1_TGFbR	Secreted Signaling	TGFB3 - (ACVR1+TGFBR1)	PMID: 29376829	FALSE	FALSE	TRUE	TGFB3	ACVR1;TGFBR1;TGFBR2	cytokine;growth factor	TRUE	TRUE	Receptors		FALSE
BMP2_BMPR1A_ACVR2A	BMP	BMP2	BMPR1A_ACVR2A	Secreted Signaling	BMP2 - (BMPR1A+ACVR2A)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP2	BMPR1A;ACVR2A	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
BMP2_BMPR1A_ACVR2B	BMP	BMP2	BMPR1A_ACVR2B	Secreted Signaling	BMP2 - (BMPR1A+ACVR2B)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP2	BMPR1A;ACVR2B	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
BMP2_BMPR1A_BMPR2	BMP	BMP2	BMPR1A_BMPR2	Secreted Signaling	BMP2 - (BMPR1A+BMPR2)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP2	BMPR1A;BMPR2	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
BMP2_BMPR1B_ACVR2A	BMP	BMP2	BMPR1B_ACVR2A	Secreted Signaling	BMP2 - (BMPR1B+ACVR2A)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP2	BMPR1B;ACVR2A	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
BMP2_BMPR1B_ACVR2B	BMP	BMP2	BMPR1B_ACVR2B	Secreted Signaling	BMP2 - (BMPR1B+ACVR2B)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP2	BMPR1B;ACVR2B	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
BMP2_BMPR1B_BMPR2	BMP	BMP2	BMPR1B_BMPR2	Secreted Signaling	BMP2 - (BMPR1B+BMPR2)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP2	BMPR1B;BMPR2	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
BMP4_BMPR1A_ACVR2A	BMP	BMP4	BMPR1A_ACVR2A	Secreted Signaling	BMP4 - (BMPR1A+ACVR2A)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP4	BMPR1A;ACVR2A	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
BMP4_BMPR1A_ACVR2B	BMP	BMP4	BMPR1A_ACVR2B	Secreted Signaling	BMP4 - (BMPR1A+ACVR2B)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP4	BMPR1A;ACVR2B	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
BMP4_BMPR1A_BMPR2	BMP	BMP4	BMPR1A_BMPR2	Secreted Signaling	BMP4 - (BMPR1A+BMPR2)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP4	BMPR1A;BMPR2	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
BMP4_BMPR1B_ACVR2A	BMP	BMP4	BMPR1B_ACVR2A	Secreted Signaling	BMP4 - (BMPR1B+ACVR2A)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP4	BMPR1B;ACVR2A	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
BMP4_BMPR1B_ACVR2B	BMP	BMP4	BMPR1B_ACVR2B	Secreted Signaling	BMP4 - (BMPR1B+ACVR2B)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP4	BMPR1B;ACVR2B	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
BMP4_BMPR1B_BMPR2	BMP	BMP4	BMPR1B_BMPR2	Secreted Signaling	BMP4 - (BMPR1B+BMPR2)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP4	BMPR1B;BMPR2	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
GDF5_BMPR1A_ACVR2A	BMP	GDF5	BMPR1A_ACVR2A	Secreted Signaling	GDF5 - (BMPR1A+ACVR2A)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	GDF5	BMPR1A;ACVR2A	cytokine;growth factor	TRUE	TRUE	Receptors		FALSE
GDF5_BMPR1A_ACVR2B	BMP	GDF5	BMPR1A_ACVR2B	Secreted Signaling	GDF5 - (BMPR1A+ACVR2B)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	GDF5	BMPR1A;ACVR2B	cytokine;growth factor	TRUE	TRUE	Receptors		FALSE
GDF5_BMPR1A_BMPR2	BMP	GDF5	BMPR1A_BMPR2	Secreted Signaling	GDF5 - (BMPR1A+BMPR2)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	GDF5	BMPR1A;BMPR2	cytokine;growth factor	TRUE	TRUE	Receptors		FALSE
GDF5_BMPR1B_ACVR2A	BMP	GDF5	BMPR1B_ACVR2A	Secreted Signaling	GDF5 - (BMPR1B+ACVR2A)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	GDF5	BMPR1B;ACVR2A	cytokine;growth factor	TRUE	TRUE	Receptors		FALSE
GDF5_BMPR1B_ACVR2B	BMP	GDF5	BMPR1B_ACVR2B	Secreted Signaling	GDF5 - (BMPR1B+ACVR2B)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	GDF5	BMPR1B;ACVR2B	cytokine;growth factor	TRUE	TRUE	Receptors		FALSE
GDF5_BMPR1B_BMPR2	BMP	GDF5	BMPR1B_BMPR2	Secreted Signaling	GDF5 - (BMPR1B+BMPR2)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	GDF5	BMPR1B;BMPR2	cytokine;growth factor	TRUE	TRUE	Receptors		FALSE
GDF6_BMPR1A_ACVR2A	BMP	GDF6	BMPR1A_ACVR2A	Secreted Signaling	GDF6 - (BMPR1A+ACVR2A)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	GDF6	BMPR1A;ACVR2A	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
GDF6_BMPR1A_ACVR2B	BMP	GDF6	BMPR1A_ACVR2B	Secreted Signaling	GDF6 - (BMPR1A+ACVR2B)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	GDF6	BMPR1A;ACVR2B	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
GDF6_BMPR1A_BMPR2	BMP	GDF6	BMPR1A_BMPR2	Secreted Signaling	GDF6 - (BMPR1A+BMPR2)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	GDF6	BMPR1A;BMPR2	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
GDF6_BMPR1B_ACVR2A	BMP	GDF6	BMPR1B_ACVR2A	Secreted Signaling	GDF6 - (BMPR1B+ACVR2A)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	GDF6	BMPR1B;ACVR2A	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
GDF6_BMPR1B_ACVR2B	BMP	GDF6	BMPR1B_ACVR2B	Secreted Signaling	GDF6 - (BMPR1B+ACVR2B)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	GDF6	BMPR1B;ACVR2B	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
GDF6_BMPR1B_BMPR2	BMP	GDF6	BMPR1B_BMPR2	Secreted Signaling	GDF6 - (BMPR1B+BMPR2)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	GDF6	BMPR1B;BMPR2	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
GDF7_BMPR1A_ACVR2A	BMP	GDF7	BMPR1A_ACVR2A	Secreted Signaling	GDF7 - (BMPR1A+ACVR2A)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	GDF7	BMPR1A;ACVR2A	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
GDF7_BMPR1A_ACVR2B	BMP	GDF7	BMPR1A_ACVR2B	Secreted Signaling	GDF7 - (BMPR1A+ACVR2B)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	GDF7	BMPR1A;ACVR2B	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
GDF7_BMPR1A_BMPR2	BMP	GDF7	BMPR1A_BMPR2	Secreted Signaling	GDF7 - (BMPR1A+BMPR2)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	GDF7	BMPR1A;BMPR2	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
GDF7_BMPR1B_ACVR2A	BMP	GDF7	BMPR1B_ACVR2A	Secreted Signaling	GDF7 - (BMPR1B+ACVR2A)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	GDF7	BMPR1B;ACVR2A	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
GDF7_BMPR1B_ACVR2B	BMP	GDF7	BMPR1B_ACVR2B	Secreted Signaling	GDF7 - (BMPR1B+ACVR2B)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	GDF7	BMPR1B;ACVR2B	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
GDF7_BMPR1B_BMPR2	BMP	GDF7	BMPR1B_BMPR2	Secreted Signaling	GDF7 - (BMPR1B+BMPR2)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	GDF7	BMPR1B;BMPR2	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
BMP15_BMPR1B_BMPR2	BMP	BMP15	BMPR1B_BMPR2	Secreted Signaling	BMP15 - (BMPR1B+BMPR2)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP15	BMPR1B;BMPR2	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
BMP5_ACVR1_ACVR2A	BMP	BMP5	ACVR1_ACVR2A	Secreted Signaling	BMP5 - (ACVR1+ACVR2A)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP5	ACVR1;ACVR2A	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
BMP5_ACVR1_ACVR2B	BMP	BMP5	ACVR1_ACVR2B	Secreted Signaling	BMP5 - (ACVR1+ACVR2B)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP5	ACVR1;ACVR2B	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
BMP5_ACVR1_BMPR2	BMP	BMP5	ACVR1_BMPR2	Secreted Signaling	BMP5 - (ACVR1+BMPR2)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP5	ACVR1;BMPR2	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
BMP5_BMPR1A_ACVR2A	BMP	BMP5	BMPR1A_ACVR2A	Secreted Signaling	BMP5 - (BMPR1A+ACVR2A)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP5	BMPR1A;ACVR2A	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
BMP5_BMPR1A_ACVR2B	BMP	BMP5	BMPR1A_ACVR2B	Secreted Signaling	BMP5 - (BMPR1A+ACVR2B)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP5	BMPR1A;ACVR2B	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
BMP5_BMPR1A_BMPR2	BMP	BMP5	BMPR1A_BMPR2	Secreted Signaling	BMP5 - (BMPR1A+BMPR2)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP5	BMPR1A;BMPR2	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
BMP5_BMPR1B_ACVR2A	BMP	BMP5	BMPR1B_ACVR2A	Secreted Signaling	BMP5 - (BMPR1B+ACVR2A)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP5	BMPR1B;ACVR2A	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
BMP5_BMPR1B_ACVR2B	BMP	BMP5	BMPR1B_ACVR2B	Secreted Signaling	BMP5 - (BMPR1B+ACVR2B)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP5	BMPR1B;ACVR2B	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
BMP5_BMPR1B_BMPR2	BMP	BMP5	BMPR1B_BMPR2	Secreted Signaling	BMP5 - (BMPR1B+BMPR2)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP5	BMPR1B;BMPR2	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
BMP6_ACVR1_ACVR2A	BMP	BMP6	ACVR1_ACVR2A	Secreted Signaling	BMP6 - (ACVR1+ACVR2A)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP6	ACVR1;ACVR2A	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
BMP6_ACVR1_ACVR2B	BMP	BMP6	ACVR1_ACVR2B	Secreted Signaling	BMP6 - (ACVR1+ACVR2B)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP6	ACVR1;ACVR2B	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
BMP6_ACVR1_BMPR2	BMP	BMP6	ACVR1_BMPR2	Secreted Signaling	BMP6 - (ACVR1+BMPR2)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP6	ACVR1;BMPR2	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
BMP6_BMPR1A_ACVR2A	BMP	BMP6	BMPR1A_ACVR2A	Secreted Signaling	BMP6 - (BMPR1A+ACVR2A)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP6	BMPR1A;ACVR2A	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
BMP6_BMPR1A_ACVR2B	BMP	BMP6	BMPR1A_ACVR2B	Secreted Signaling	BMP6 - (BMPR1A+ACVR2B)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP6	BMPR1A;ACVR2B	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
BMP6_BMPR1A_BMPR2	BMP	BMP6	BMPR1A_BMPR2	Secreted Signaling	BMP6 - (BMPR1A+BMPR2)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP6	BMPR1A;BMPR2	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
BMP6_BMPR1B_ACVR2A	BMP	BMP6	BMPR1B_ACVR2A	Secreted Signaling	BMP6 - (BMPR1B+ACVR2A)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP6	BMPR1B;ACVR2A	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
BMP6_BMPR1B_ACVR2B	BMP	BMP6	BMPR1B_ACVR2B	Secreted Signaling	BMP6 - (BMPR1B+ACVR2B)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP6	BMPR1B;ACVR2B	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
BMP6_BMPR1B_BMPR2	BMP	BMP6	BMPR1B_BMPR2	Secreted Signaling	BMP6 - (BMPR1B+BMPR2)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP6	BMPR1B;BMPR2	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
BMP7_ACVR1_ACVR2A	BMP	BMP7	ACVR1_ACVR2A	Secreted Signaling	BMP7 - (ACVR1+ACVR2A)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP7	ACVR1;ACVR2A	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
BMP7_ACVR1_ACVR2B	BMP	BMP7	ACVR1_ACVR2B	Secreted Signaling	BMP7 - (ACVR1+ACVR2B)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP7	ACVR1;ACVR2B	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
BMP7_ACVR1_BMPR2	BMP	BMP7	ACVR1_BMPR2	Secreted Signaling	BMP7 - (ACVR1+BMPR2)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP7	ACVR1;BMPR2	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
BMP7_BMPR1A_ACVR2A	BMP	BMP7	BMPR1A_ACVR2A	Secreted Signaling	BMP7 - (BMPR1A+ACVR2A)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP7	BMPR1A;ACVR2A	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
BMP7_BMPR1A_ACVR2B	BMP	BMP7	BMPR1A_ACVR2B	Secreted Signaling	BMP7 - (BMPR1A+ACVR2B)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP7	BMPR1A;ACVR2B	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
BMP7_BMPR1A_BMPR2	BMP	BMP7	BMPR1A_BMPR2	Secreted Signaling	BMP7 - (BMPR1A+BMPR2)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP7	BMPR1A;BMPR2	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
BMP7_BMPR1B_ACVR2A	BMP	BMP7	BMPR1B_ACVR2A	Secreted Signaling	BMP7 - (BMPR1B+ACVR2A)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP7	BMPR1B;ACVR2A	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
BMP7_BMPR1B_ACVR2B	BMP	BMP7	BMPR1B_ACVR2B	Secreted Signaling	BMP7 - (BMPR1B+ACVR2B)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP7	BMPR1B;ACVR2B	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
BMP7_BMPR1B_BMPR2	BMP	BMP7	BMPR1B_BMPR2	Secreted Signaling	BMP7 - (BMPR1B+BMPR2)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP7	BMPR1B;BMPR2	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
BMP8A_ACVR1_ACVR2A	BMP	BMP8A	ACVR1_ACVR2A	Secreted Signaling	BMP8A - (ACVR1+ACVR2A)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP8A	ACVR1;ACVR2A	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
BMP8A_ACVR1_ACVR2B	BMP	BMP8A	ACVR1_ACVR2B	Secreted Signaling	BMP8A - (ACVR1+ACVR2B)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP8A	ACVR1;ACVR2B	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
BMP8A_ACVR1_BMPR2	BMP	BMP8A	ACVR1_BMPR2	Secreted Signaling	BMP8A - (ACVR1+BMPR2)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP8A	ACVR1;BMPR2	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
BMP8A_BMPR1A_ACVR2A	BMP	BMP8A	BMPR1A_ACVR2A	Secreted Signaling	BMP8A - (BMPR1A+ACVR2A)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP8A	BMPR1A;ACVR2A	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
BMP8A_BMPR1A_ACVR2B	BMP	BMP8A	BMPR1A_ACVR2B	Secreted Signaling	BMP8A - (BMPR1A+ACVR2B)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP8A	BMPR1A;ACVR2B	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
BMP8A_BMPR1A_BMPR2	BMP	BMP8A	BMPR1A_BMPR2	Secreted Signaling	BMP8A - (BMPR1A+BMPR2)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP8A	BMPR1A;BMPR2	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
BMP8A_BMPR1B_ACVR2A	BMP	BMP8A	BMPR1B_ACVR2A	Secreted Signaling	BMP8A - (BMPR1B+ACVR2A)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP8A	BMPR1B;ACVR2A	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
BMP8A_BMPR1B_ACVR2B	BMP	BMP8A	BMPR1B_ACVR2B	Secreted Signaling	BMP8A - (BMPR1B+ACVR2B)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP8A	BMPR1B;ACVR2B	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
BMP8A_BMPR1B_BMPR2	BMP	BMP8A	BMPR1B_BMPR2	Secreted Signaling	BMP8A - (BMPR1B+BMPR2)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP8A	BMPR1B;BMPR2	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
BMP8B_ACVR1_ACVR2A	BMP	BMP8B	ACVR1_ACVR2A	Secreted Signaling	BMP8B - (ACVR1+ACVR2A)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP8B	ACVR1;ACVR2A			TRUE	Receptors		FALSE
BMP8B_ACVR1_ACVR2B	BMP	BMP8B	ACVR1_ACVR2B	Secreted Signaling	BMP8B - (ACVR1+ACVR2B)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP8B	ACVR1;ACVR2B			TRUE	Receptors		FALSE
BMP8B_ACVR1_BMPR2	BMP	BMP8B	ACVR1_BMPR2	Secreted Signaling	BMP8B - (ACVR1+BMPR2)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP8B	ACVR1;BMPR2			TRUE	Receptors		FALSE
BMP8B_BMPR1A_ACVR2A	BMP	BMP8B	BMPR1A_ACVR2A	Secreted Signaling	BMP8B - (BMPR1A+ACVR2A)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP8B	BMPR1A;ACVR2A			TRUE	Receptors		FALSE
BMP8B_BMPR1A_ACVR2B	BMP	BMP8B	BMPR1A_ACVR2B	Secreted Signaling	BMP8B - (BMPR1A+ACVR2B)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP8B	BMPR1A;ACVR2B			TRUE	Receptors		FALSE
BMP8B_BMPR1A_BMPR2	BMP	BMP8B	BMPR1A_BMPR2	Secreted Signaling	BMP8B - (BMPR1A+BMPR2)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP8B	BMPR1A;BMPR2			TRUE	Receptors		FALSE
BMP8B_BMPR1B_ACVR2A	BMP	BMP8B	BMPR1B_ACVR2A	Secreted Signaling	BMP8B - (BMPR1B+ACVR2A)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP8B	BMPR1B;ACVR2A			TRUE	Receptors		FALSE
BMP8B_BMPR1B_ACVR2B	BMP	BMP8B	BMPR1B_ACVR2B	Secreted Signaling	BMP8B - (BMPR1B+ACVR2B)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP8B	BMPR1B;ACVR2B			TRUE	Receptors		FALSE
BMP8B_BMPR1B_BMPR2	BMP	BMP8B	BMPR1B_BMPR2	Secreted Signaling	BMP8B - (BMPR1B+BMPR2)	KEGG: hsa04350; PMID:26893264	FALSE	FALSE	TRUE	BMP8B	BMPR1B;BMPR2			TRUE	Receptors		FALSE
BMP10_ACVRL1_BMPR2	BMP10	BMP10	ACVRL1_BMPR2	Secreted Signaling	BMP10 - (ACVRL1+BMPR2)	KEGG: hsa04350; PMID:26893264; PMID: 25620979	FALSE	FALSE	TRUE	BMP10	ACVRL1;BMPR2	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
BMP10_ACVRL1_ACVR2A	BMP10	BMP10	ACVRL1_ACVR2A	Secreted Signaling	BMP10 - (ACVRL1+ACVR2A)	KEGG: hsa04350; PMID:26893264; PMID: 25620979	FALSE	FALSE	TRUE	BMP10	ACVRL1;ACVR2A	cytokine;growth factor	FALSE	TRUE	Receptors		FALSE
