interaction_name	pathway_name	ligand	receptor	annotation	interaction_name_2	evidence	is_one_to_one	ligand_is_complex	receptor_is_complex	ligand_subunits	receptor_subunits	ligand_secreted_type	ligand_transmembrane	receptor_transmembrane	receptor_surfaceome_main	receptor_adhesome	is_neurotransmitter
WNT5B_FZD5	ncWNT	WNT5B	FZD5	Secreted Signaling	WNT5B - FZD5	KEGG: hsa04310	TRUE	FALSE	FALSE	WNT5B	FZD5	cellsignal_wnt	FALSE	TRUE	Receptors		FALSE
WNT5B_FZD6	ncWNT	WNT5B	FZD6	Secreted Signaling	WNT5B - FZD6	KEGG: hsa04310	TRUE	FALSE	FALSE	WNT5B	FZD6	cellsignal_wnt	FALSE	TRUE	Receptors		FALSE
WNT5B_FZD7	ncWNT	WNT5B	FZD7	Secreted Signaling	WNT5B - FZD7	KEGG: hsa04310	TRUE	FALSE	FALSE	WNT5B	FZD7	cellsignal_wnt	FALSE	TRUE	Receptors		FALSE
WNT5B_FZD8	ncWNT	WNT5B	FZD8	Secreted Signaling	WNT5B - FZD8	KEGG: hsa04310	TRUE	FALSE	FALSE	WNT5B	FZD8	cellsignal_wnt	FALSE	TRUE	Receptors		FALSE
WNT5B_FZD9	ncWNT	WNT5B	FZD9	Secreted Signaling	WNT5B - FZD9	KEGG: hsa04310	TRUE	FALSE	FALSE	WNT5B	FZD9	cellsignal_wnt	FALSE	TRUE	Receptors		FALSE
WNT11_FZD1	ncWNT	WNT11	FZD1	Secreted Signaling	WNT11 - FZD1	KEGG: hsa04310	TRUE	FALSE	FALSE	WNT11	FZD1	cellsignal_wnt	FALSE	TRUE	Receptors		FALSE
WNT11_FZD10	ncWNT	WNT11	FZD10	Secreted Signaling	WNT11 - FZD10	KEGG: hsa04310	TRUE	FALSE	FALSE	WNT11	FZD10	cellsignal_wnt	FALSE	TRUE	Receptors		FALSE
WNT11_FZD2	ncWNT	WNT11	FZD2	Secreted Signaling	WNT11 - FZD2	KEGG: hsa04310	TRUE	FALSE	FALSE	WNT11	FZD2	cellsignal_wnt	FALSE	TRUE	Receptors		FALSE
WNT11_FZD3	ncWNT	WNT11	FZD3	Secreted Signaling	WNT11 - FZD3	KEGG: hsa04310	TRUE	FALSE	FALSE	WNT11	FZD3	cellsignal_wnt	FALSE	TRUE	Receptors		FALSE
WNT11_FZD4	ncWNT	WNT11	FZD4	Secreted Signaling	WNT11 - FZD4	KEGG: hsa04310	TRUE	FALSE	FALSE	WNT11	FZD4	cellsignal_wnt	FALSE	TRUE	Receptors		FALSE
WNT11_FZD5	ncWNT	WNT11	FZD5	Secreted Signaling	WNT11 - FZD5	KEGG: hsa04310	TRUE	FALSE	FALSE	WNT11	FZD5	cellsignal_wnt	FALSE	TRUE	Receptors		FALSE
WNT11_FZD6	ncWNT	WNT11	FZD6	Secreted Signaling	WNT11 - FZD6	KEGG: hsa04310	TRUE	FALSE	FALSE	WNT11	FZD6	cellsignal_wnt	FALSE	TRUE	Receptors		FALSE
WNT11_FZD7	ncWNT	WNT11	FZD7	Secreted Signaling	WNT11 - FZD7	KEGG: hsa04310	TRUE	FALSE	FALSE	WNT11	FZD7	cellsignal_wnt	FALSE	TRUE	Receptors		FALSE
WNT11_FZD8	ncWNT	WNT11	FZD8	Secreted Signaling	WNT11 - FZD8	KEGG: hsa04310	TRUE	FALSE	FALSE	WNT11	FZD8	cellsignal_wnt	FALSE	TRUE	Receptors		FALSE
WNT11_FZD9	ncWNT	WNT11	FZD9	Secreted Signaling	WNT11 - FZD9	KEGG: hsa04310	TRUE	FALSE	FALSE	WNT11	FZD9	cellsignal_wnt	FALSE	TRUE	Receptors		FALSE
EGF_EGFR	EGF	EGF	EGFR	Secreted Signaling	EGF - EGFR	KEGG: hsa04012	TRUE	FALSE	FALSE	EGF	EGFR	growth factor	FALSE	TRUE	Receptors		FALSE
EGF_EGFR_ERBB2	EGF	EGF	EGFR_ERBB2	Secreted Signaling	EGF - (EGFR+ERBB2)	KEGG: hsa04012	FALSE	FALSE	TRUE	EGF	EGFR;ERBB2	growth factor	FALSE	TRUE	Receptors		TRUE
TGFA_EGFR	EGF	TGFA	EGFR	Secreted Signaling	TGFA - EGFR	KEGG: hsa04012	TRUE	FALSE	FALSE	TGFA	EGFR	growth factor	TRUE	TRUE	Receptors		FALSE
TGFA_EGFR_ERBB2	EGF	TGFA	EGFR_ERBB2	Secreted Signaling	TGFA - (EGFR+ERBB2)	KEGG: hsa04012	FALSE	FALSE	TRUE	TGFA	EGFR;ERBB2	growth factor	TRUE	TRUE	Receptors		TRUE
AREG_EGFR	EGF	AREG	EGFR	Secreted Signaling	AREG - EGFR	KEGG: hsa04012	TRUE	FALSE	FALSE	AREG	EGFR	growth factor	FALSE	TRUE	Receptors		FALSE
AREG_EGFR_ERBB2	EGF	AREG	EGFR_ERBB2	Secreted Signaling	AREG - (EGFR+ERBB2)	KEGG: hsa04012	FALSE	FALSE	TRUE	AREG	EGFR;ERBB2	growth factor	FALSE	TRUE	Receptors		TRUE
BTC_EGFR	EGF	BTC	EGFR	Secreted Signaling	BTC - EGFR	KEGG: hsa04012	TRUE	FALSE	FALSE	BTC	EGFR	growth factor	TRUE	TRUE	Receptors		FALSE
BTC_EGFR_ERBB2	EGF	BTC	EGFR_ERBB2	Secreted Signaling	BTC - (EGFR+ERBB2)	KEGG: hsa04012	FALSE	FALSE	TRUE	BTC	EGFR;ERBB2	growth factor	TRUE	TRUE	Receptors		TRUE
BTC_ERBB4	EGF	BTC	ERBB4	Secreted Signaling	BTC - ERBB4	KEGG: hsa04012	TRUE	FALSE	FALSE	BTC	ERBB4	growth factor	TRUE	TRUE	Receptors		TRUE
BTC_ERBB2_ERBB4	EGF	BTC	ERBB2_ERBB4	Secreted Signaling	BTC - (ERBB2+ERBB4)	KEGG: hsa04012	FALSE	FALSE	TRUE	BTC	ERBB2;ERBB4	growth factor	TRUE	TRUE	Receptors		TRUE
HBEGF_EGFR	EGF	HBEGF	EGFR	Secreted Signaling	HBEGF - EGFR	KEGG: hsa04012	TRUE	FALSE	FALSE	HBEGF	EGFR	growth factor	TRUE	TRUE	Receptors		FALSE
HBEGF_EGFR_ERBB2	EGF	HBEGF	EGFR_ERBB2	Secreted Signaling	HBEGF - (EGFR+ERBB2)	KEGG: hsa04012	FALSE	FALSE	TRUE	HBEGF	EGFR;ERBB2	growth factor	TRUE	TRUE	Receptors		TRUE
HBEGF_ERBB4	EGF	HBEGF	ERBB4	Secreted Signaling	HBEGF - ERBB4	KEGG: hsa04012	TRUE	FALSE	FALSE	HBEGF	ERBB4	growth factor	TRUE	TRUE	Receptors		TRUE
HBEGF_ERBB2_ERBB4	EGF	HBEGF	ERBB2_ERBB4	Secreted Signaling	HBEGF - (ERBB2+ERBB4)	KEGG: hsa04012	FALSE	FALSE	TRUE	HBEGF	ERBB2;ERBB4	growth factor	TRUE	TRUE	Receptors		TRUE
EREG_EGFR	EGF	EREG	EGFR	Secreted Signaling	EREG - EGFR	KEGG: hsa04012	TRUE	FALSE	FALSE	EREG	EGFR	growth factor	TRUE	TRUE	Receptors		FALSE
EREG_EGFR_ERBB2	EGF	EREG	EGFR_ERBB2	Secreted Signaling	EREG - (EGFR+ERBB2)	KEGG: hsa04012	FALSE	FALSE	TRUE	EREG	EGFR;ERBB2	growth factor	TRUE	TRUE	Receptors		TRUE
EREG_ERBB4	EGF	EREG	ERBB4	Secreted Signaling	EREG - ERBB4	KEGG: hsa04012	TRUE	FALSE	FALSE	EREG	ERBB4	growth factor	TRUE	TRUE	Receptors		TRUE
EREG_ERBB2_ERBB4	EGF	EREG	ERBB2_ERBB4	Secreted Signaling	EREG - (ERBB2+ERBB4)	KEGG: hsa04012	FALSE	FALSE	TRUE	EREG	ERBB2;ERBB4	growth factor	TRUE	TRUE	Receptors		TRUE
NRG1_ERBB3	NRG	NRG1	ERBB3	Secreted Signaling	NRG1 - ERBB3	KEGG: hsa04012	TRUE	FALSE	FALSE	NRG1	ERBB3	growth factor	TRUE	TRUE	Receptors		TRUE
NRG1_ERBB2_ERBB3	NRG	NRG1	ERBB2_ERBB3	Secreted Signaling	NRG1 - (ERBB2+ERBB3)	KEGG: hsa04012	FALSE	FALSE	TRUE	NRG1	ERBB2;ERBB3	growth factor	TRUE	TRUE	Receptors		TRUE
NRG1_ERBB4	NRG	NRG1	ERBB4	Secreted Signaling	NRG1 - ERBB4	KEGG: hsa04012	TRUE	FALSE	FALSE	NRG1	ERBB4	growth factor	TRUE	TRUE	Receptors		TRUE
NRG1_ERBB2_ERBB4	NRG	NRG1	ERBB2_ERBB4	Secreted Signaling	NRG1 - (ERBB2+ERBB4)	KEGG: hsa04012	FALSE	FALSE	TRUE	NRG1	ERBB2;ERBB4	growth factor	TRUE	TRUE	Receptors		TRUE
NRG2_ERBB3	NRG	NRG2	ERBB3	Secreted Signaling	NRG2 - ERBB3	KEGG: hsa04012	TRUE	FALSE	FALSE	NRG2	ERBB3	growth factor	TRUE	TRUE	Receptors		FALSE
NRG2_ERBB2_ERBB3	NRG	NRG2	ERBB2_ERBB3	Secreted Signaling	NRG2 - (ERBB2+ERBB3)	KEGG: hsa04012	FALSE	FALSE	TRUE	NRG2	ERBB2;ERBB3	growth factor	TRUE	TRUE	Receptors		TRUE
NRG2_ERBB4	NRG	NRG2	ERBB4	Secreted Signaling	NRG2 - ERBB4	KEGG: hsa04012	TRUE	FALSE	FALSE	NRG2	ERBB4	growth factor	TRUE	TRUE	Receptors		TRUE
NRG2_ERBB2_ERBB4	NRG	NRG2	ERBB2_ERBB4	Secreted Signaling	NRG2 - (ERBB2+ERBB4)	KEGG: hsa04012	FALSE	FALSE	TRUE	NRG2	ERBB2;ERBB4	growth factor	TRUE	TRUE	Receptors		TRUE
NRG3_ERBB4	NRG	NRG3	ERBB4	Secreted Signaling	NRG3 - ERBB4	KEGG: hsa04012	TRUE	FALSE	FALSE	NRG3	ERBB4	growth factor	TRUE	TRUE	Receptors		TRUE
NRG3_ERBB2_ERBB4	NRG	NRG3	ERBB2_ERBB4	Secreted Signaling	NRG3 - (ERBB2+ERBB4)	KEGG: hsa04012	FALSE	FALSE	TRUE	NRG3	ERBB2;ERBB4	growth factor	TRUE	TRUE	Receptors		TRUE
NRG4_ERBB4	NRG	NRG4	ERBB4	Secreted Signaling	NRG4 - ERBB4	KEGG: hsa04012	TRUE	FALSE	FALSE	NRG4	ERBB4	growth factor	TRUE	TRUE	Receptors		TRUE
NRG4_ERBB2_ERBB4	NRG	NRG4	ERBB2_ERBB4	Secreted Signaling	NRG4 - (ERBB2+ERBB4)	KEGG: hsa04012	FALSE	FALSE	TRUE	NRG4	ERBB2;ERBB4	growth factor	TRUE	TRUE	Receptors		TRUE
NRG1_ITGAV_ITGB3	NRG	NRG1	ITGAV_ITGB3	Secreted Signaling	NRG1 - (ITGAV+ITGB3)	PMID: 20682778	FALSE	FALSE	TRUE	NRG1	ITGAV;ITGB3	growth factor	TRUE	TRUE	Receptors	Adhesion receptor	TRUE
FGF1_FGFR1	FGF	FGF1	FGFR1	Secreted Signaling	FGF1 - FGFR1	PMC: 4393358	TRUE	FALSE	FALSE	FGF1	FGFR1	growth factor	FALSE	TRUE	Receptors		FALSE
FGF1_FGFR2	FGF	FGF1	FGFR2	Secreted Signaling	FGF1 - FGFR2	PMC: 4393358	TRUE	FALSE	FALSE	FGF1	FGFR2	growth factor	FALSE	TRUE	Receptors		FALSE
FGF1_FGFR3	FGF	FGF1	FGFR3	Secreted Signaling	FGF1 - FGFR3	PMC: 4393358	TRUE	FALSE	FALSE	FGF1	FGFR3	growth factor	FALSE	TRUE	Receptors		FALSE
FGF1_FGFR4	FGF	FGF1	FGFR4	Secreted Signaling	FGF1 - FGFR4	PMC: 4393358	TRUE	FALSE	FALSE	FGF1	FGFR4	growth factor	FALSE	TRUE	Receptors		FALSE
FGF2_FGFR1	FGF	FGF2	FGFR1	Secreted Signaling	FGF2 - FGFR1	PMC: 4393358	TRUE	FALSE	FALSE	FGF2	FGFR1	growth factor	FALSE	TRUE	Receptors		FALSE
FGF2_FGFR2	FGF	FGF2	FGFR2	Secreted Signaling	FGF2 - FGFR2	PMC: 4393358	TRUE	FALSE	FALSE	FGF2	FGFR2	growth factor	FALSE	TRUE	Receptors		FALSE
FGF2_FGFR3	FGF	FGF2	FGFR3	Secreted Signaling	FGF2 - FGFR3	PMC: 4393358	TRUE	FALSE	FALSE	FGF2	FGFR3	growth factor	FALSE	TRUE	Receptors		FALSE
FGF2_FGFR4	FGF	FGF2	FGFR4	Secreted Signaling	FGF2 - FGFR4	PMC: 4393358	TRUE	FALSE	FALSE	FGF2	FGFR4	growth factor	FALSE	TRUE	Receptors		FALSE
FGF4_FGFR1	FGF	FGF4	FGFR1	Secreted Signaling	FGF4 - FGFR1	PMC: 4393358	TRUE	FALSE	FALSE	FGF4	FGFR1	growth factor	FALSE	TRUE	Receptors		FALSE
FGF4_FGFR2	FGF	FGF4	FGFR2	Secreted Signaling	FGF4 - FGFR2	PMC: 4393358	TRUE	FALSE	FALSE	FGF4	FGFR2	growth factor	FALSE	TRUE	Receptors		FALSE
FGF4_FGFR3	FGF	FGF4	FGFR3	Secreted Signaling	FGF4 - FGFR3	PMC: 4393358	TRUE	FALSE	FALSE	FGF4	FGFR3	growth factor	FALSE	TRUE	Receptors		FALSE
FGF4_FGFR4	FGF	FGF4	FGFR4	Secreted Signaling	FGF4 - FGFR4	PMC: 4393358	TRUE	FALSE	FALSE	FGF4	FGFR4	growth factor	FALSE	TRUE	Receptors		FALSE
FGF5_FGFR1	FGF	FGF5	FGFR1	Secreted Signaling	FGF5 - FGFR1	PMC: 4393358	TRUE	FALSE	FALSE	FGF5	FGFR1	growth factor	FALSE	TRUE	Receptors		FALSE
FGF5_FGFR2	FGF	FGF5	FGFR2	Secreted Signaling	FGF5 - FGFR2	PMC: 4393358	TRUE	FALSE	FALSE	FGF5	FGFR2	growth factor	FALSE	TRUE	Receptors		FALSE
FGF5_FGFR3	FGF	FGF5	FGFR3	Secreted Signaling	FGF5 - FGFR3	PMC: 4393358	TRUE	FALSE	FALSE	FGF5	FGFR3	growth factor	FALSE	TRUE	Receptors		FALSE
FGF5_FGFR4	FGF	FGF5	FGFR4	Secreted Signaling	FGF5 - FGFR4	PMC: 4393358	TRUE	FALSE	FALSE	FGF5	FGFR4	growth factor	FALSE	TRUE	Receptors		FALSE
FGF6_FGFR1	FGF	FGF6	FGFR1	Secreted Signaling	FGF6 - FGFR1	PMC: 4393358	TRUE	FALSE	FALSE	FGF6	FGFR1	growth factor	FALSE	TRUE	Receptors		FALSE
FGF6_FGFR2	FGF	FGF6	FGFR2	Secreted Signaling	FGF6 - FGFR2	PMC: 4393358	TRUE	FALSE	FALSE	FGF6	FGFR2	growth factor	FALSE	TRUE	Receptors		FALSE
FGF6_FGFR3	FGF	FGF6	FGFR3	Secreted Signaling	FGF6 - FGFR3	PMC: 4393358	TRUE	FALSE	FALSE	FGF6	FGFR3	growth factor	FALSE	TRUE	Receptors		FALSE
FGF6_FGFR4	FGF	FGF6	FGFR4	Secreted Signaling	FGF6 - FGFR4	PMC: 4393358	TRUE	FALSE	FALSE	FGF6	FGFR4	growth factor	FALSE	TRUE	Receptors		FALSE
FGF7_FGFR1	FGF	FGF7	FGFR1	Secreted Signaling	FGF7 - FGFR1	PMC: 4393358	TRUE	FALSE	FALSE	FGF7	FGFR1	growth factor	FALSE	TRUE	Receptors		FALSE
FGF7_FGFR2	FGF	FGF7	FGFR2	Secreted Signaling	FGF7 - FGFR2	PMC: 4393358	TRUE	FALSE	FALSE	FGF7	FGFR2	growth factor	FALSE	TRUE	Receptors		FALSE
FGF3_FGFR1	FGF	FGF3	FGFR1	Secreted Signaling	FGF3 - FGFR1	PMC: 4393358	TRUE	FALSE	FALSE	FGF3	FGFR1	growth factor	FALSE	TRUE	Receptors		FALSE
FGF3_FGFR2	FGF	FGF3	FGFR2	Secreted Signaling	FGF3 - FGFR2	PMC: 4393358	TRUE	FALSE	FALSE	FGF3	FGFR2	growth factor	FALSE	TRUE	Receptors		FALSE
FGF10_FGFR1	FGF	FGF10	FGFR1	Secreted Signaling	FGF10 - FGFR1	PMC: 4393358	TRUE	FALSE	FALSE	FGF10	FGFR1	growth factor	FALSE	TRUE	Receptors		FALSE
FGF10_FGFR2	FGF	FGF10	FGFR2	Secreted Signaling	FGF10 - FGFR2	PMC: 4393358	TRUE	FALSE	FALSE	FGF10	FGFR2	growth factor	FALSE	TRUE	Receptors		FALSE
FGF22_FGFR2	FGF	FGF22	FGFR2	Secreted Signaling	FGF22 - FGFR2	PMC: 4393358	TRUE	FALSE	FALSE	FGF22	FGFR2	growth factor	FALSE	TRUE	Receptors		FALSE
FGF8_FGFR1	FGF	FGF8	FGFR1	Secreted Signaling	FGF8 - FGFR1	PMC: 4393358	TRUE	FALSE	FALSE	FGF8	FGFR1	growth factor	FALSE	TRUE	Receptors		FALSE
FGF8_FGFR2	FGF	FGF8	FGFR2	Secreted Signaling	FGF8 - FGFR2	PMC: 4393358	TRUE	FALSE	FALSE	FGF8	FGFR2	growth factor	FALSE	TRUE	Receptors		FALSE
FGF8_FGFR3	FGF	FGF8	FGFR3	Secreted Signaling	FGF8 - FGFR3	PMC: 4393358	TRUE	FALSE	FALSE	FGF8	FGFR3	growth factor	FALSE	TRUE	Receptors		FALSE
FGF8_FGFR4	FGF	FGF8	FGFR4	Secreted Signaling	FGF8 - FGFR4	PMC: 4393358	TRUE	FALSE	FALSE	FGF8	FGFR4	growth factor	FALSE	TRUE	Receptors		FALSE
FGF17_FGFR1	FGF	FGF17	FGFR1	Secreted Signaling	FGF17 - FGFR1	PMC: 4393358	TRUE	FALSE	FALSE	FGF17	FGFR1	growth factor	FALSE	TRUE	Receptors		FALSE
FGF17_FGFR2	FGF	FGF17	FGFR2	Secreted Signaling	FGF17 - FGFR2	PMC: 4393358	TRUE	FALSE	FALSE	FGF17	FGFR2	growth factor	FALSE	TRUE	Receptors		FALSE
FGF17_FGFR3	FGF	FGF17	FGFR3	Secreted Signaling	FGF17 - FGFR3	PMC: 4393358	TRUE	FALSE	FALSE	FGF17	FGFR3	growth factor	FALSE	TRUE	Receptors		FALSE
FGF17_FGFR4	FGF	FGF17	FGFR4	Secreted Signaling	FGF17 - FGFR4	PMC: 4393358	TRUE	FALSE	FALSE	FGF17	FGFR4	growth factor	FALSE	TRUE	Receptors		FALSE
FGF18_FGFR1	FGF	FGF18	FGFR1	Secreted Signaling	FGF18 - FGFR1	PMC: 4393358	TRUE	FALSE	FALSE	FGF18	FGFR1			TRUE	Receptors		FALSE
FGF18_FGFR2	FGF	FGF18	FGFR2	Secreted Signaling	FGF18 - FGFR2	PMC: 4393358	TRUE	FALSE	FALSE	FGF18	FGFR2			TRUE	Receptors		FALSE
FGF18_FGFR3	FGF	FGF18	FGFR3	Secreted Signaling	FGF18 - FGFR3	PMC: 4393358	TRUE	FALSE	FALSE	FGF18	FGFR3			TRUE	Receptors		FALSE
FGF18_FGFR4	FGF	FGF18	FGFR4	Secreted Signaling	FGF18 - FGFR4	PMC: 4393358	TRUE	FALSE	FALSE	FGF18	FGFR4			TRUE	Receptors		FALSE
FGF9_FGFR1	FGF	FGF9	FGFR1	Secreted Signaling	FGF9 - FGFR1	PMC: 4393358	TRUE	FALSE	FALSE	FGF9	FGFR1	growth factor	FALSE	TRUE	Receptors		FALSE
FGF9_FGFR2	FGF	FGF9	FGFR2	Secreted Signaling	FGF9 - FGFR2	PMC: 4393358	TRUE	FALSE	FALSE	FGF9	FGFR2	growth factor	FALSE	TRUE	Receptors		FALSE
FGF9_FGFR3	FGF	FGF9	FGFR3	Secreted Signaling	FGF9 - FGFR3	PMC: 4393358	TRUE	FALSE	FALSE	FGF9	FGFR3	growth factor	FALSE	TRUE	Receptors		FALSE
FGF9_FGFR4	FGF	FGF9	FGFR4	Secreted Signaling	FGF9 - FGFR4	PMC: 4393358	TRUE	FALSE	FALSE	FGF9	FGFR4	growth factor	FALSE	TRUE	Receptors		FALSE
FGF20_FGFR1	FGF	FGF20	FGFR1	Secreted Signaling	FGF20 - FGFR1	PMC: 4393358	TRUE	FALSE	FALSE	FGF20	FGFR1	growth factor	FALSE	TRUE	Receptors		FALSE
FGF20_FGFR2	FGF	FGF20	FGFR2	Secreted Signaling	FGF20 - FGFR2	PMC: 4393358	TRUE	FALSE	FALSE	FGF20	FGFR2	growth factor	FALSE	TRUE	Receptors		FALSE
FGF20_FGFR3	FGF	FGF20	FGFR3	Secreted Signaling	FGF20 - FGFR3	PMC: 4393358	TRUE	FALSE	FALSE	FGF20	FGFR3	growth factor	FALSE	TRUE	Receptors		FALSE
FGF20_FGFR4	FGF	FGF20	FGFR4	Secreted Signaling	FGF20 - FGFR4	PMC: 4393358	TRUE	FALSE	FALSE	FGF20	FGFR4	growth factor	FALSE	TRUE	Receptors		FALSE
FGF16_FGFR1	FGF	FGF16	FGFR1	Secreted Signaling	FGF16 - FGFR1	PMC: 4393358	TRUE	FALSE	FALSE	FGF16	FGFR1			TRUE	Receptors		FALSE
FGF16_FGFR2	FGF	FGF16	FGFR2	Secreted Signaling	FGF16 - FGFR2	PMC: 4393358	TRUE	FALSE	FALSE	FGF16	FGFR2			TRUE	Receptors		FALSE
FGF16_FGFR3	FGF	FGF16	FGFR3	Secreted Signaling	FGF16 - FGFR3	PMC: 4393358	TRUE	FALSE	FALSE	FGF16	FGFR3			TRUE	Receptors		FALSE
FGF16_FGFR4	FGF	FGF16	FGFR4	Secreted Signaling	FGF16 - FGFR4	PMC: 4393358	TRUE	FALSE	FALSE	FGF16	FGFR4			TRUE	Receptors		FALSE
FGF15_FGFR1	FGF	FGF19	FGFR1	Secreted Signaling	FGF15 - FGFR1	PMC: 4393358	TRUE	FALSE	FALSE	FGF19	FGFR1	growth factor	FALSE	TRUE	Receptors		FALSE
FGF15_FGFR2	FGF	FGF19	FGFR2	Secreted Signaling	FGF15 - FGFR2	PMC: 4393358	TRUE	FALSE	FALSE	FGF19	FGFR2	growth factor	FALSE	TRUE	Receptors		FALSE
FGF15_FGFR3	FGF	FGF19	FGFR3	Secreted Signaling	FGF15 - FGFR3	PMC: 4393358	TRUE	FALSE	FALSE	FGF19	FGFR3	growth factor	FALSE	TRUE	Receptors		FALSE
FGF15_FGFR4	FGF	FGF19	FGFR4	Secreted Signaling	FGF15 - FGFR4	PMC: 4393358	TRUE	FALSE	FALSE	FGF19	FGFR4	growth factor	FALSE	TRUE	Receptors		FALSE
FGF21_FGFR1	FGF	FGF21	FGFR1	Secreted Signaling	FGF21 - FGFR1	PMC: 4393358	TRUE	FALSE	FALSE	FGF21	FGFR1	growth factor	FALSE	TRUE	Receptors		FALSE
FGF21_FGFR3	FGF	FGF21	FGFR3	Secreted Signaling	FGF21 - FGFR3	PMC: 4393358	TRUE	FALSE	FALSE	FGF21	FGFR3	growth factor	FALSE	TRUE	Receptors		FALSE
FGF23_FGFR1	FGF	FGF23	FGFR1	Secreted Signaling	FGF23 - FGFR1	PMC: 4393358	TRUE	FALSE	FALSE	FGF23	FGFR1	growth factor	FALSE	TRUE	Receptors		FALSE
FGF23_FGFR3	FGF	FGF23	FGFR3	Secreted Signaling	FGF23 - FGFR3	PMC: 4393358	TRUE	FALSE	FALSE	FGF23	FGFR3	growth factor	FALSE	TRUE	Receptors		FALSE
FGF23_FGFR4	FGF	FGF23	FGFR4	Secreted Signaling	FGF23 - FGFR4	PMC: 4393358	TRUE	FALSE	FALSE	FGF23	FGFR4	growth factor	FALSE	TRUE	Receptors		FALSE
PDGFA_PDGFRA	PDGF	PDGFA	PDGFRA	Secreted Signaling	PDGFA - PDGFRA	PMID: 15207812	TRUE	FALSE	FALSE	PDGFA	PDGFRA	growth factor	FALSE	TRUE	Receptors		FALSE
PDGFA_PDGFRB	PDGF	PDGFA	PDGFRB	Secreted Signaling	PDGFA - PDGFRB	PMID: 15207812	TRUE	FALSE	FALSE	PDGFA	PDGFRB	growth factor	FALSE	TRUE	Receptors		FALSE
PDGFB_PDGFRA	PDGF	PDGFB	PDGFRA	Secreted Signaling	PDGFB - PDGFRA	PMID: 15207812	TRUE	FALSE	FALSE	PDGFB	PDGFRA	growth factor	FALSE	TRUE	Receptors		FALSE
PDGFB_PDGFRB	PDGF	PDGFB	PDGFRB	Secreted Signaling	PDGFB - PDGFRB	PMID: 15207812	TRUE	FALSE	FALSE	PDGFB	PDGFRB	growth factor	FALSE	TRUE	Receptors		FALSE
PDGFC_PDGFRA	PDGF	PDGFC	PDGFRA	Secreted Signaling	PDGFC - PDGFRA	PMID: 15207812	TRUE	FALSE	FALSE	PDGFC	PDGFRA	growth factor	TRUE	TRUE	Receptors		FALSE
PDGFD_PDGFRB	PDGF	PDGFD	PDGFRB	Secreted Signaling	PDGFD - PDGFRB	PMID: 15207812	TRUE	FALSE	FALSE	PDGFD	PDGFRB	growth factor	FALSE	TRUE	Receptors		FALSE
VEGFA_VEGFR1	VEGF	VEGFA	FLT1	Secreted Signaling	VEGFA - VEGFR1	KEGG: hsa04370; PMID: 16633338	TRUE	FALSE	FALSE	VEGFA	FLT1	growth factor	FALSE	TRUE	Receptors		FALSE
VEGFA_VEGFR2	VEGF	VEGFA	KDR	Secreted Signaling	VEGFA - VEGFR2	KEGG: hsa04370; PMID: 16633338	TRUE	FALSE	FALSE	VEGFA	KDR	growth factor	FALSE	TRUE	Receptors		FALSE
VEGFB_VEGFR1	VEGF	VEGFB	FLT1	Secreted Signaling	VEGFB - VEGFR1	KEGG: hsa04370; PMID: 16633338	TRUE	FALSE	FALSE	VEGFB	FLT1	growth factor	FALSE	TRUE	Receptors		FALSE
VEGFC_VEGFR3	VEGF	VEGFC	FLT4	Secreted Signaling	VEGFC - VEGFR3	KEGG: hsa04370; PMID: 16633338	TRUE	FALSE	FALSE	VEGFC	FLT4	growth factor	FALSE	TRUE	Receptors		FALSE
VEGFC_VEGFR2	VEGF	VEGFC	KDR	Secreted Signaling	VEGFC - VEGFR2	KEGG: hsa04370; PMID: 16633338	TRUE	FALSE	FALSE	VEGFC	KDR	growth factor	FALSE	TRUE	Receptors		FALSE
VEGFD_VEGFR3	VEGF	VEGFD	FLT4	Secreted Signaling	VEGFD - VEGFR3	KEGG: hsa04370; PMID: 16633338	TRUE	FALSE	FALSE	VEGFD	FLT4	growth factor	FALSE	TRUE	Receptors		FALSE
VEGFD_VEGFR2	VEGF	VEGFD	KDR	Secreted Signaling	VEGFD - VEGFR2	KEGG: hsa04370; PMID: 16633338	TRUE	FALSE	FALSE	VEGFD	KDR	growth factor	FALSE	TRUE	Receptors		FALSE
PGF_VEGFR1	VEGF	PGF	FLT1	Secreted Signaling	PGF - VEGFR1	KEGG: hsa04370; PMID: 16633338	TRUE	FALSE	FALSE	PGF	FLT1	growth factor	FALSE	TRUE	Receptors		FALSE
VEGFA_VEGFR1R2	VEGF	VEGFA	FLT1_KDR	Secreted Signaling	VEGFA - VEGFR1R2	PMID: 16633338	FALSE	FALSE	TRUE	VEGFA	FLT1;KDR	growth factor	FALSE	TRUE	Receptors		FALSE
VEGFC_VEGFR2R3	VEGF	VEGFC	FLT4_KDR	Secreted Signaling	VEGFC - VEGFR2R3	PMID: 16633338	FALSE	FALSE	TRUE	VEGFC	FLT4;KDR	growth factor	FALSE	TRUE	Receptors		FALSE
VEGFD_VEGFR2R3	VEGF	VEGFD	FLT4_KDR	Secreted Signaling	VEGFD - VEGFR2R3	PMID: 16633338	FALSE	FALSE	TRUE	VEGFD	FLT4;KDR	growth factor	FALSE	TRUE	Receptors		FALSE
