rank	interaction_name	interaction_name_2	pathway_name	annotation	site	direction	ligand	receptor	ligand_subunits	receptor_subunits	ligand_aoi_code	receptor_aoi_code	table	n	rho	abs_rho	p_raw	n_detected_both	frac_detected_both	rho_detected_only	p_detected_only	delta_vs_primary	sensitivity_status	ligand_detection	receptor_detection	ligand_secreted_type	ligand_transmembrane	receptor_transmembrane	evidence
1	SEMA4C_PLXNB2	SEMA4C - PLXNB2	SEMA4	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	SEMA4C	PLXNB2	SEMA4C	PLXNB2	LB	TIME-B	primary	8	-0.9523809523809524	0.9523809523809524	0.0002604000243872511	7	0.875	-0.9285714285714288	0.002519472403794688	0.023809523809523614	fitted	SEMA4C:19/27	PLXNB2:8/8		True	True	PMID: 27533782
2	COL1A2_CD44	COL1A2 - CD44	COLLAGEN	ECM-Receptor	brain	ligand_tumour__receptor_immune	COL1A2	CD44	COL1A2	CD44	LB	TIME-B	primary	8	0.9285714285714287	0.9285714285714287	0.0008629681828999772	8	1.0	0.9285714285714287	0.0008629681828999772	0.0	fitted	COL1A2:27/27	CD44:8/8	secreted	False	True	KEGG: hsa04512
3	HSPG2_DAG1	HSPG2 - DAG1	HSPG	ECM-Receptor	brain	ligand_tumour__receptor_immune	HSPG2	DAG1	HSPG2	DAG1	LB	TIME-B	primary	8	-0.880952380952381	0.880952380952381	0.0038503204637324023	4	0.5				below_min_n (4 < 6)	HSPG2:24/27	DAG1:4/8			True	KEGG: hsa04512
4	ICAM1_SPN	ICAM1 - SPN	ICAM	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	ICAM1	SPN	ICAM1	SPN	LB	TIME-B	primary	8	0.8571428571428572	0.8571428571428572	0.006530017254715293	6	0.75	0.8285714285714287	0.04156268221574335	-0.02857142857142847	fitted	ICAM1:22/27	SPN:6/8		True	True	PMID: 1683685
5	CEACAM1_CEACAM5	CEACAM1 - CEACAM5	CEACAM	Cell-Cell Contact	brain	ligand_immune__receptor_tumour	CEACAM1	CEACAM5	CEACAM1	CEACAM5	TIME-B	LB	primary	8	0.8571428571428572	0.8571428571428572	0.006530017254715293	8	1.0	0.8571428571428572	0.006530017254715293	0.0	fitted	CEACAM1:8/8	CEACAM5:22/27	secreted	True	True	PMID: 11590190
6	CEACAM1_CEACAM5	CEACAM1 - CEACAM5	CEACAM	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	CEACAM1	CEACAM5	CEACAM1	CEACAM5	LB	TIME-B	primary	8	0.8571428571428572	0.8571428571428572	0.006530017254715293	6	0.75	0.8857142857142858	0.01884548104956266	0.02857142857142858	fitted	CEACAM1:26/27	CEACAM5:6/8	secreted	True	True	PMID: 11590190
7	TNC_SDC1	TNC - SDC1	TENASCIN	ECM-Receptor	brain	ligand_immune__receptor_tumour	TNC	SDC1	TNC	SDC1	TIME-B	LB	primary	8	-0.8333333333333335	0.8333333333333335	0.010175540123456757	8	1.0	-0.8333333333333335	0.010175540123456757	0.0	fitted	TNC:8/8	SDC1:25/27	secreted	False	True	KEGG: hsa04512
8	COL6A1_SDC4	COL6A1 - SDC4	COLLAGEN	ECM-Receptor	brain	ligand_tumour__receptor_immune	COL6A1	SDC4	COL6A1	SDC4	LB	TIME-B	primary	8	0.8095238095238096	0.8095238095238096	0.01490266768623008	5	0.625				below_min_n (5 < 6)	COL6A1:27/27	SDC4:5/8	secreted	False		KEGG: hsa04512
9	COL1A1_CD44	COL1A1 - CD44	COLLAGEN	ECM-Receptor	brain	ligand_tumour__receptor_immune	COL1A1	CD44	COL1A1	CD44	LB	TIME-B	primary	8	0.8095238095238096	0.8095238095238096	0.01490266768623008	8	1.0	0.8095238095238096	0.01490266768623008	0.0	fitted	COL1A1:25/27	CD44:8/8	secreted	False	True	KEGG: hsa04512
10	APP_CD74	APP - CD74	APP	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	APP	CD74	APP	CD74	LB	TIME-B	primary	8	0.8095238095238096	0.8095238095238096	0.01490266768623008	8	1.0	0.8095238095238096	0.01490266768623008	0.0	fitted	APP:26/27	CD74:8/8		True	True	PMID: 19849849
11	ANGPTL4_SDC3	ANGPTL4 - SDC3	ANGPTL	Secreted Signaling	brain	ligand_immune__receptor_tumour	ANGPTL4	SDC3	ANGPTL4	SDC3	TIME-B	LB	primary	8	0.7619047619047621	0.7619047619047621	0.028004939153071815	4	0.5				below_min_n (4 < 6)	ANGPTL4:4/8	SDC3:15/27				PMID: 29017031
12	CEACAM1_CEACAM5	CEACAM1 - CEACAM5	CEACAM	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	CEACAM1	CEACAM5	CEACAM1	CEACAM5	L	TIME-L	primary	13	0.7417582417582418	0.7417582417582418	0.003701313735752629	9	0.6923076923076923	0.7333333333333334	0.024554150071469705	-0.008424908424908395	fitted	CEACAM1:29/30	CEACAM5:10/15	secreted	True	True	PMID: 11590190
13	COL9A2_CD44	COL9A2 - CD44	COLLAGEN	ECM-Receptor	lung	ligand_tumour__receptor_immune	COL9A2	CD44	COL9A2	CD44	L	TIME-L	primary	13	-0.7417582417582418	0.7417582417582418	0.003701313735752629	9	0.6923076923076923	-0.8499999999999999	0.0037047773275858125	-0.10824175824175808	fitted	COL9A2:25/30	CD44:15/15	secreted	False	True	KEGG: hsa04512
14	COL6A2_SDC4	COL6A2 - SDC4	COLLAGEN	ECM-Receptor	brain	ligand_tumour__receptor_immune	COL6A2	SDC4	COL6A2	SDC4	LB	TIME-B	primary	8	0.7380952380952381	0.7380952380952381	0.03655276105286082	5	0.625				below_min_n (5 < 6)	COL6A2:20/27	SDC4:5/8	secreted	False		KEGG: hsa04512
15	ICAM1_ITGAL	ICAM1 - ITGAL	ICAM	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	ICAM1	ITGAL	ICAM1	ITGAL	LB	TIME-B	primary	8	0.7380952380952381	0.7380952380952381	0.03655276105286082	5	0.625				below_min_n (5 < 6)	ICAM1:22/27	ITGAL:5/8		True	True	PMID: 23602662
16	PTN_NCL	PTN - NCL	PTN	Secreted Signaling	brain	ligand_immune__receptor_tumour	PTN	NCL	PTN	NCL	TIME-B	LB	primary	8	0.7142857142857144	0.7142857142857144	0.046528232284167276	5	0.625				below_min_n (5 < 6)	PTN:5/8	NCL:26/27	growth factor	False		PMID: 28356350; PMID: 25620911
17	CDH1_CDH1	CDH1 - CDH1	CDH	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	CDH1	CDH1	CDH1	CDH1	L	TIME-L	primary	13	0.6978021978021978	0.6978021978021978	0.008000717411226549	7	0.5384615384615384	0.3214285714285715	0.4820720382996776	-0.37637362637362626	fitted	CDH1:29/30	CDH1:9/15		True	True	KEGG: hsa04514
18	CDH1_CDH1	CDH1 - CDH1	CDH	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	CDH1	CDH1	CDH1	CDH1	TIME-L	L	primary	13	0.6978021978021978	0.6978021978021978	0.008000717411226549	7	0.5384615384615384	0.3214285714285715	0.4820720382996776	-0.37637362637362626	fitted	CDH1:9/15	CDH1:29/30		True	True	KEGG: hsa04514
19	COL1A1_SDC4	COL1A1 - SDC4	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL1A1	SDC4	COL1A1	SDC4	TIME-L	L	primary	13	-0.6923076923076923	0.6923076923076923	0.008730317796749333	13	1.0	-0.6923076923076923	0.008730317796749333	0.0	fitted	COL1A1:15/15	SDC4:30/30	secreted	False		KEGG: hsa04512
20	MDK_SDC1	MDK - SDC1	MK	Secreted Signaling	brain	ligand_tumour__receptor_immune	MDK	SDC1	MDK	SDC1	LB	TIME-B	primary	8	0.6904761904761906	0.6904761904761906	0.05799031816457273	4	0.5				below_min_n (4 < 6)	MDK:22/27	SDC1:5/8	growth factor	False	True	PMID: 28356350
21	DLL3_NOTCH2	DLL3 - NOTCH2	NOTCH	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	DLL3	NOTCH2	DLL3	NOTCH2	LB	TIME-B	primary	8	-0.6904761904761906	0.6904761904761906	0.05799031816457273	6	0.75	-0.7714285714285715	0.07239650145772594	-0.08095238095238089	fitted	DLL3:20/27	NOTCH2:8/8		True	True	PMID: 22353464
22	COL6A2_SDC4	COL6A2 - SDC4	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL6A2	SDC4	COL6A2	SDC4	TIME-B	LB	primary	8	0.6904761904761906	0.6904761904761906	0.05799031816457273	7	0.875	0.7142857142857144	0.07134356146753763	0.023809523809523836	fitted	COL6A2:8/8	SDC4:26/27	secreted	False		KEGG: hsa04512
23	CXCL12_CXCR4	CXCL12 - CXCR4	CXCL	Secreted Signaling	brain	ligand_tumour__receptor_immune	CXCL12	CXCR4	CXCL12	CXCR4	LB	TIME-B	primary	8	-0.6904761904761906	0.6904761904761906	0.05799031816457273	6	0.75	-0.2571428571428572	0.6227871720116619	0.4333333333333334	fitted	CXCL12:22/27	CXCR4:8/8	cytokine;growth factor	False	True	KEGG: hsa04060
24	COL4A5_SDC1	COL4A5 - SDC1	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL4A5	SDC1	COL4A5	SDC1	TIME-B	LB	primary	8	-0.6666666666666669	0.6666666666666669	0.07098765432098757	5	0.625				below_min_n (5 < 6)	COL4A5:5/8	SDC1:25/27	secreted	False	True	KEGG: hsa04512
25	JAG2_NOTCH1	JAG2 - NOTCH1	NOTCH	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	JAG2	NOTCH1	JAG2	NOTCH1	LB	TIME-B	primary	8	0.6666666666666669	0.6666666666666669	0.07098765432098757	6	0.75	0.7142857142857143	0.11078717201166179	0.04761904761904745	fitted	JAG2:20/27	NOTCH1:7/8		True	True	PMID: 22353464
26	HLA-C_KIR2DS1	HLA-C - KIR2DS1	MHC-I	Cell-Cell Contact	brain	ligand_immune__receptor_tumour	HLA-C	KIR2DS1	HLA-C	KIR2DS1	TIME-B	LB	primary	8	-0.6666666666666669	0.6666666666666669	0.07098765432098757	4	0.5				below_min_n (4 < 6)	HLA-C:8/8	KIR2DS1:18/27		True		PMID: 28484462
27	LPAR2_ADGRE5	LPAR2 - ADGRE5	ADGRE	Cell-Cell Contact	brain	ligand_immune__receptor_tumour	LPAR2	ADGRE5	LPAR2	ADGRE5	TIME-B	LB	primary	8	-0.6666666666666669	0.6666666666666669	0.07098765432098757	4	0.5				below_min_n (4 < 6)	LPAR2:5/8	ADGRE5:23/27		True	True	PMID: 31462748
28	CD274_PDCD1	CD274 - PDCD1	PD-L1	Cell-Cell Contact	brain	ligand_immune__receptor_tumour	CD274	PDCD1	CD274	PDCD1	TIME-B	LB	primary	8	-0.6666666666666669	0.6666666666666669	0.07098765432098757	2	0.25				below_min_n (2 < 6)	CD274:5/8	PDCD1:14/27		True	True	PMID: 23954143
29	ANGPTL4_SDC1	ANGPTL4 - SDC1	ANGPTL	Secreted Signaling	brain	ligand_tumour__receptor_immune	ANGPTL4	SDC1	ANGPTL4	SDC1	LB	TIME-B	primary	8	0.6666666666666669	0.6666666666666669	0.07098765432098757	4	0.5				below_min_n (4 < 6)	ANGPTL4:14/27	SDC1:5/8			True	PMID: 29017031
30	SEMA4C_PLXNB2	SEMA4C - PLXNB2	SEMA4	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	SEMA4C	PLXNB2	SEMA4C	PLXNB2	TIME-L	L	primary	13	0.654746148978068	0.654746148978068	0.015160173807775805	8	0.6153846153846154	0.3952166664313755	0.3325171079338276	-0.25952948254669256	fitted	SEMA4C:10/15	PLXNB2:30/30		True	True	PMID: 27533782
31	COL3A1_ADGRG1	COL3A1 - ADGRG1	ADGRG	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	COL3A1	ADGRG1	COL3A1	ADGRG1	TIME-L	L	primary	13	0.6483516483516483	0.6483516483516483	0.016536698804267263	10	0.7692307692307693	0.6121212121212121	0.05997214247725529	-0.0362304362304362	fitted	COL3A1:15/15	ADGRG1:24/30	secreted	False	True	PMID: 31462748;UniProtKB
32	CEACAM1_CEACAM5	CEACAM1 - CEACAM5	CEACAM	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	CEACAM1	CEACAM5	CEACAM1	CEACAM5	TIME-L	L	primary	13	0.6464930462598572	0.6464930462598572	0.016953797365689322	9	0.6923076923076923	0.43333333333333335	0.24395243588005172	-0.2131597129265238	fitted	CEACAM1:12/15	CEACAM5:21/30	secreted	True	True	PMID: 11590190
33	APP_CD74	APP - CD74	APP	Cell-Cell Contact	brain	ligand_immune__receptor_tumour	APP	CD74	APP	CD74	TIME-B	LB	primary	8	-0.6428571428571429	0.6428571428571429	0.08555889101267328	8	1.0	-0.6428571428571429	0.08555889101267328	0.0	fitted	APP:8/8	CD74:26/27		True	True	PMID: 19849849
34	DLL3_NOTCH1	DLL3 - NOTCH1	NOTCH	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	DLL3	NOTCH1	DLL3	NOTCH1	LB	TIME-B	primary	8	0.6428571428571429	0.6428571428571429	0.08555889101267328	5	0.625				below_min_n (5 < 6)	DLL3:20/27	NOTCH1:7/8		True	True	PMID: 22353464
35	COL6A1_SDC1	COL6A1 - SDC1	COLLAGEN	ECM-Receptor	brain	ligand_tumour__receptor_immune	COL6A1	SDC1	COL6A1	SDC1	LB	TIME-B	primary	8	0.6428571428571429	0.6428571428571429	0.08555889101267328	5	0.625				below_min_n (5 < 6)	COL6A1:27/27	SDC1:5/8	secreted	False	True	KEGG: hsa04512
36	NTN4_UNC5B	NTN4 - UNC5B	Netrin	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	NTN4	UNC5B	NTN4	UNC5B	L	TIME-L	primary	13	-0.6428571428571429	0.6428571428571429	0.01779245069237571	6	0.46153846153846156	-0.7714285714285715	0.07239650145772594	-0.12857142857142856	fitted	NTN4:24/30	UNC5B:10/15	secreted	False	True	PMID: 31914695
37	F11R_F11R	F11R - F11R	JAM	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	F11R	F11R	F11R	F11R	L	TIME-L	primary	13	0.6373626373626374	0.6373626373626374	0.0191181137774633	8	0.6153846153846154	0.28571428571428575	0.49272624501695705	-0.3516483516483517	fitted	F11R:30/30	F11R:10/15		True	True	KEGG: hsa04514
38	F11R_F11R	F11R - F11R	JAM	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	F11R	F11R	F11R	F11R	TIME-L	L	primary	13	0.6373626373626374	0.6373626373626374	0.0191181137774633	8	0.6153846153846154	0.28571428571428575	0.49272624501695705	-0.3516483516483517	fitted	F11R:10/15	F11R:30/30		True	True	KEGG: hsa04514
39	CD55_ADGRE5	CD55 - ADGRE5	ADGRE	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	CD55	ADGRE5	CD55	ADGRE5	L	TIME-L	primary	13	-0.6208791208791209	0.6208791208791209	0.023538167096433065	13	1.0	-0.6208791208791209	0.023538167096433065	0.0	fitted	CD55:30/30	ADGRE5:15/15	secreted	True	True	PMID: 31462748
40	CD99_CD99	CD99 - CD99	CD99	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	CD99	CD99	CD99	CD99	TIME-L	L	primary	13	0.6208791208791209	0.6208791208791209	0.023538167096433065	13	1.0	0.6208791208791209	0.023538167096433065	0.0	fitted	CD99:15/15	CD99:30/30		True	True	KEGG: hsa04514
41	CD99_CD99	CD99 - CD99	CD99	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	CD99	CD99	CD99	CD99	L	TIME-L	primary	13	0.6208791208791209	0.6208791208791209	0.023538167096433065	13	1.0	0.6208791208791209	0.023538167096433065	0.0	fitted	CD99:30/30	CD99:15/15		True	True	KEGG: hsa04514
42	THBS3_SDC4	THBS3 - SDC4	THBS	ECM-Receptor	brain	ligand_immune__receptor_tumour	THBS3	SDC4	THBS3	SDC4	TIME-B	LB	primary	8	-0.6190476190476191	0.6190476190476191	0.1017330374542648	4	0.5				below_min_n (4 < 6)	THBS3:4/8	SDC4:26/27				KEGG: hsa04512
43	PROS1_TYRO3	PROS1 - TYRO3	PROS	Secreted Signaling	brain	ligand_tumour__receptor_immune	PROS1	TYRO3	PROS1	TYRO3	LB	TIME-B	primary	8	0.6190476190476191	0.6190476190476191	0.1017330374542648	4	0.5				below_min_n (4 < 6)	PROS1:17/27	TYRO3:4/8			True	PMID: 30501104
44	LAMC2_DAG1	LAMC2 - DAG1	LAMININ	ECM-Receptor	brain	ligand_tumour__receptor_immune	LAMC2	DAG1	LAMC2	DAG1	LB	TIME-B	primary	8	0.6190476190476191	0.6190476190476191	0.1017330374542648	4	0.5				below_min_n (4 < 6)	LAMC2:22/27	DAG1:4/8			True	KEGG: hsa04512
45	COL1A2_SDC4	COL1A2 - SDC4	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL1A2	SDC4	COL1A2	SDC4	TIME-L	L	primary	13	-0.6153846153846153	0.6153846153846153	0.02516711655189932	13	1.0	-0.6153846153846153	0.02516711655189932	0.0	fitted	COL1A2:15/15	SDC4:30/30	secreted	False		KEGG: hsa04512
46	PTN_SDC4	PTN - SDC4	PTN	Secreted Signaling	brain	ligand_immune__receptor_tumour	PTN	SDC4	PTN	SDC4	TIME-B	LB	primary	8	-0.5952380952380953	0.5952380952380953	0.11952980613879274	4	0.5				below_min_n (4 < 6)	PTN:5/8	SDC4:26/27	growth factor	False		PMID: 28356350; PMID: 25620911
47	HLA-E_KLRC2	HLA-E - KLRC2	MHC-I	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	HLA-E	KLRC2	HLA-E	KLRC2	LB	TIME-B	primary	8	0.5952380952380953	0.5952380952380953	0.11952980613879274	6	0.75	0.028571428571428574	0.9571545189504373	-0.5666666666666668	fitted	HLA-E:26/27	KLRC2:6/8		True	True	PMID: 26697006
48	PLAU_PLAUR	PLAU - PLAUR	PLAU	Secreted Signaling	brain	ligand_immune__receptor_tumour	PLAU	PLAUR	PLAU	PLAUR	TIME-B	LB	primary	8	0.5952380952380953	0.5952380952380953	0.11952980613879274	2	0.25				below_min_n (2 < 6)	PLAU:5/8	PLAUR:14/27	secreted	False	True	uniprot
49	EFNA1_EPHA4	EFNA1 - EPHA4	EPHA	Cell-Cell Contact	brain	ligand_immune__receptor_tumour	EFNA1	EPHA4	EFNA1	EPHA4	TIME-B	LB	primary	8	0.5952380952380953	0.5952380952380953	0.11952980613879274	4	0.5				below_min_n (4 < 6)	EFNA1:5/8	EPHA4:14/27	secreted	True	True	PMID: 15114347
50	MDK_SDC1	MDK - SDC1	MK	Secreted Signaling	lung	ligand_tumour__receptor_immune	MDK	SDC1	MDK	SDC1	L	TIME-L	primary	13	0.5934065934065934	0.5934065934065934	0.03252444027009705	10	0.7692307692307693	0.35757575757575755	0.3103760917056803	-0.23583083583083586	fitted	MDK:30/30	SDC1:11/15	growth factor	False	True	PMID: 28356350
51	COL9A2_CD44	COL9A2 - CD44	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL9A2	CD44	COL9A2	CD44	TIME-L	L	primary	13	-0.576923076923077	0.576923076923077	0.03899262343244828	5	0.38461538461538464				below_min_n (5 < 6)	COL9A2:8/15	CD44:29/30	secreted	False	True	KEGG: hsa04512
52	COL6A1_SDC4	COL6A1 - SDC4	COLLAGEN	ECM-Receptor	lung	ligand_tumour__receptor_immune	COL6A1	SDC4	COL6A1	SDC4	L	TIME-L	primary	13	-0.576923076923077	0.576923076923077	0.03899262343244828	11	0.8461538461538461	-0.44545454545454555	0.1697326049268118	0.13146853146853144	fitted	COL6A1:30/30	SDC4:13/15	secreted	False		KEGG: hsa04512
53	HLA-DPA1_CD4	HLA-DPA1 - CD4	MHC-II	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	HLA-DPA1	CD4	HLA-DPA1	CD4	L	TIME-L	primary	13	0.576923076923077	0.576923076923077	0.03899262343244828	11	0.8461538461538461	0.5636363636363637	0.07095173447637548	-0.01328671328671327	fitted	HLA-DPA1:28/30	CD4:15/15				KEGG: hsa04514
54	COL9A2_CD44	COL9A2 - CD44	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL9A2	CD44	COL9A2	CD44	TIME-B	LB	primary	8	-0.5714285714285715	0.5714285714285715	0.13895995716070678	4	0.5				below_min_n (4 < 6)	COL9A2:5/8	CD44:25/27	secreted	False	True	KEGG: hsa04512
55	SIGLEC1_SPN	SIGLEC1 - SPN	SN	Cell-Cell Contact	brain	ligand_immune__receptor_tumour	SIGLEC1	SPN	SIGLEC1	SPN	TIME-B	LB	primary	8	-0.5714285714285715	0.5714285714285715	0.13895995716070678	5	0.625				below_min_n (5 < 6)	SIGLEC1:5/8	SPN:17/27	secreted	True	True	KEGG: hsa04514; PMID: 11238599
56	APP_TNFRSF21	APP - TNFRSF21	APP	Cell-Cell Contact	brain	ligand_immune__receptor_tumour	APP	TNFRSF21	APP	TNFRSF21	TIME-B	LB	primary	8	0.5714285714285715	0.5714285714285715	0.13895995716070678	8	1.0	0.5714285714285715	0.13895995716070678	0.0	fitted	APP:8/8	TNFRSF21:25/27		True	True	PMID: 33075465
57	FN1_CD44	FN1 - CD44	FN1	ECM-Receptor	brain	ligand_tumour__receptor_immune	FN1	CD44	FN1	CD44	LB	TIME-B	primary	8	0.5714285714285715	0.5714285714285715	0.13895995716070678	8	1.0	0.5714285714285715	0.13895995716070678	0.0	fitted	FN1:23/27	CD44:8/8	secreted	False	True	KEGG: hsa04512
58	FN1_SDC4	FN1 - SDC4	FN1	ECM-Receptor	brain	ligand_tumour__receptor_immune	FN1	SDC4	FN1	SDC4	LB	TIME-B	primary	8	0.5714285714285715	0.5714285714285715	0.13895995716070678	5	0.625				below_min_n (5 < 6)	FN1:23/27	SDC4:5/8	secreted	False		KEGG: hsa04512
59	MDK_SDC1	MDK - SDC1	MK	Secreted Signaling	brain	ligand_immune__receptor_tumour	MDK	SDC1	MDK	SDC1	TIME-B	LB	primary	8	-0.5714285714285715	0.5714285714285715	0.13895995716070678	8	1.0	-0.5714285714285715	0.13895995716070678	0.0	fitted	MDK:8/8	SDC1:25/27	growth factor	False	True	PMID: 28356350
60	NTN4_UNC5B	NTN4 - UNC5B	Netrin	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	NTN4	UNC5B	NTN4	UNC5B	LB	TIME-B	primary	8	-0.5714285714285715	0.5714285714285715	0.13895995716070678	6	0.75	-0.48571428571428577	0.3287230320699708	0.08571428571428574	fitted	NTN4:15/27	UNC5B:8/8	secreted	False	True	PMID: 31914695
61	IGFBP3_TMEM219	IGFBP3 - TMEM219	IGFBP	Secreted Signaling	brain	ligand_tumour__receptor_immune	IGFBP3	TMEM219	IGFBP3	TMEM219	LB	TIME-B	primary	8	-0.5714285714285715	0.5714285714285715	0.13895995716070678	6	0.75	-0.3714285714285715	0.4684781341107872	0.2	fitted	IGFBP3:19/27	TMEM219:8/8	secreted	False	True	PMID:20353938
62	COL9A2_SDC4	COL9A2 - SDC4	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL9A2	SDC4	COL9A2	SDC4	TIME-L	L	primary	13	-0.5714285714285714	0.5714285714285714	0.041342267371723494	6	0.46153846153846156	-0.5428571428571429	0.26570262390670546	0.02857142857142847	fitted	COL9A2:8/15	SDC4:30/30	secreted	False		KEGG: hsa04512
63	THBS1_SDC1	THBS1 - SDC1	THBS	ECM-Receptor	lung	ligand_immune__receptor_tumour	THBS1	SDC1	THBS1	SDC1	TIME-L	L	primary	13	0.5604395604395606	0.5604395604395606	0.046345905894064635	13	1.0	0.5604395604395606	0.046345905894064635	0.0	fitted	THBS1:15/15	SDC1:29/30		False	True	KEGG: hsa04512
64	HLA-A_KIR3DL1	HLA-A - KIR3DL1	MHC-I	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	HLA-A	KIR3DL1	HLA-A	KIR3DL1	TIME-L	L	primary	13	-0.5604395604395606	0.5604395604395606	0.046345905894064635	13	1.0	-0.5604395604395606	0.046345905894064635	0.0	fitted	HLA-A:15/15	KIR3DL1:30/30		True	True	PMID: 28484462
65	COL6A3_CD44	COL6A3 - CD44	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL6A3	CD44	COL6A3	CD44	TIME-L	L	primary	13	0.5549450549450549	0.5549450549450549	0.049004495598330935	12	0.9230769230769231	0.43356643356643365	0.15910576941219534	-0.12137862137862121	fitted	COL6A3:15/15	CD44:29/30	secreted	False	True	KEGG: hsa04512
66	VEGFB_VEGFR1	VEGFB - VEGFR1	VEGF	Secreted Signaling	brain	ligand_tumour__receptor_immune	VEGFB	FLT1	VEGFB	FLT1	LB	TIME-B	primary	8	-0.5476190476190477	0.5476190476190477	0.1600256425388966	5	0.625				below_min_n (5 < 6)	VEGFB:25/27	FLT1:5/8	growth factor	False	True	KEGG: hsa04370; PMID: 16633338
67	COL6A2_SDC1	COL6A2 - SDC1	COLLAGEN	ECM-Receptor	brain	ligand_tumour__receptor_immune	COL6A2	SDC1	COL6A2	SDC1	LB	TIME-B	primary	8	0.5476190476190477	0.5476190476190477	0.1600256425388966	4	0.5				below_min_n (4 < 6)	COL6A2:20/27	SDC1:5/8	secreted	False	True	KEGG: hsa04512
68	LPAR2_ADGRE5	LPAR2 - ADGRE5	ADGRE	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	LPAR2	ADGRE5	LPAR2	ADGRE5	LB	TIME-B	primary	8	-0.5476190476190477	0.5476190476190477	0.1600256425388966	7	0.875	-0.3214285714285715	0.4820720382996776	0.22619047619047616	fitted	LPAR2:24/27	ADGRE5:7/8		True	True	PMID: 31462748
69	ANGPTL4_CDH11	ANGPTL4 - CDH11	ANGPTL	Secreted Signaling	brain	ligand_tumour__receptor_immune	ANGPTL4	CDH11	ANGPTL4	CDH11	LB	TIME-B	primary	8	0.5476190476190477	0.5476190476190477	0.1600256425388966	5	0.625				below_min_n (5 < 6)	ANGPTL4:14/27	CDH11:8/8				PMID: 30049845
70	CD99_PILRB	Cd99 - Pilrb	CD99	Cell-Cell Contact	brain	ligand_immune__receptor_tumour	CD99	PILRB	CD99	PILRB	TIME-B	LB	primary	8	-0.5476190476190477	0.5476190476190477	0.1600256425388966	8	1.0	-0.5476190476190477	0.1600256425388966	0.0	fitted	CD99:8/8	PILRB:26/27		True	True	uniprot;PMID:18234675
71	CD55_ADGRE5	CD55 - ADGRE5	ADGRE	Cell-Cell Contact	brain	ligand_immune__receptor_tumour	CD55	ADGRE5	CD55	ADGRE5	TIME-B	LB	primary	8	0.5476190476190477	0.5476190476190477	0.1600256425388966	5	0.625				below_min_n (5 < 6)	CD55:6/8	ADGRE5:23/27	secreted	True	True	PMID: 31462748
72	TNC_SDC4	TNC - SDC4	TENASCIN	ECM-Receptor	brain	ligand_immune__receptor_tumour	TNC	SDC4	TNC	SDC4	TIME-B	LB	primary	8	-0.5476190476190477	0.5476190476190477	0.1600256425388966	7	0.875	-0.42857142857142866	0.3373683110858241	0.11904761904761901	fitted	TNC:8/8	SDC4:26/27	secreted	False		KEGG: hsa04512
73	COL6A2_CD44	COL6A2 - CD44	COLLAGEN	ECM-Receptor	brain	ligand_tumour__receptor_immune	COL6A2	CD44	COL6A2	CD44	LB	TIME-B	primary	8	0.5476190476190477	0.5476190476190477	0.1600256425388966	6	0.75	0.6	0.208	0.052380952380952306	fitted	COL6A2:20/27	CD44:8/8	secreted	False	True	KEGG: hsa04512
