interaction_name	interaction_name_2	pathway_name	annotation	site	direction	ligand	receptor	ligand_subunits	receptor_subunits	ligand_aoi_code	receptor_aoi_code	is_one_to_one	table	ligand_on_panel	receptor_on_panel	ligand_detection	receptor_detection	ligand_min_detection_rate	receptor_min_detection_rate	admitted	status	ligand_secreted_type	ligand_transmembrane	receptor_transmembrane	evidence
FN1_CD44	FN1 - CD44	FN1	ECM-Receptor	lung	ligand_immune__receptor_tumour	FN1	CD44	FN1	CD44	TIME-L	L	True	primary	True	True	FN1:15/15	CD44:29/30	1.0	0.9666666666666667	True	admitted	secreted	False	True	KEGG: hsa04512
COL1A1_CD44	COL1A1 - CD44	COLLAGEN	ECM-Receptor	brain	ligand_tumour__receptor_immune	COL1A1	CD44	COL1A1	CD44	LB	TIME-B	True	primary	True	True	COL1A1:25/27	CD44:8/8	0.9259259259259259	1.0	True	admitted	secreted	False	True	KEGG: hsa04512
COL1A1_CD44	COL1A1 - CD44	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL1A1	CD44	COL1A1	CD44	TIME-B	LB	True	primary	True	True	COL1A1:8/8	CD44:25/27	1.0	0.9259259259259259	True	admitted	secreted	False	True	KEGG: hsa04512
COL1A1_CD44	COL1A1 - CD44	COLLAGEN	ECM-Receptor	lung	ligand_tumour__receptor_immune	COL1A1	CD44	COL1A1	CD44	L	TIME-L	True	primary	True	True	COL1A1:29/30	CD44:15/15	0.9666666666666667	1.0	True	admitted	secreted	False	True	KEGG: hsa04512
COL1A1_CD44	COL1A1 - CD44	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL1A1	CD44	COL1A1	CD44	TIME-L	L	True	primary	True	True	COL1A1:15/15	CD44:29/30	1.0	0.9666666666666667	True	admitted	secreted	False	True	KEGG: hsa04512
COL1A2_CD44	COL1A2 - CD44	COLLAGEN	ECM-Receptor	brain	ligand_tumour__receptor_immune	COL1A2	CD44	COL1A2	CD44	LB	TIME-B	True	primary	True	True	COL1A2:27/27	CD44:8/8	1.0	1.0	True	admitted	secreted	False	True	KEGG: hsa04512
COL1A2_CD44	COL1A2 - CD44	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL1A2	CD44	COL1A2	CD44	TIME-B	LB	True	primary	True	True	COL1A2:8/8	CD44:25/27	1.0	0.9259259259259259	True	admitted	secreted	False	True	KEGG: hsa04512
COL1A2_CD44	COL1A2 - CD44	COLLAGEN	ECM-Receptor	lung	ligand_tumour__receptor_immune	COL1A2	CD44	COL1A2	CD44	L	TIME-L	True	primary	True	True	COL1A2:30/30	CD44:15/15	1.0	1.0	True	admitted	secreted	False	True	KEGG: hsa04512
COL1A2_CD44	COL1A2 - CD44	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL1A2	CD44	COL1A2	CD44	TIME-L	L	True	primary	True	True	COL1A2:15/15	CD44:29/30	1.0	0.9666666666666667	True	admitted	secreted	False	True	KEGG: hsa04512
COL4A1_CD44	COL4A1 - CD44	COLLAGEN	ECM-Receptor	brain	ligand_tumour__receptor_immune	COL4A1	CD44	COL4A1	CD44	LB	TIME-B	True	primary	True	True	COL4A1:15/27	CD44:8/8	0.5555555555555556	1.0	True	admitted	secreted	False	True	KEGG: hsa04512
COL4A1_CD44	COL4A1 - CD44	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL4A1	CD44	COL4A1	CD44	TIME-B	LB	True	primary	True	True	COL4A1:8/8	CD44:25/27	1.0	0.9259259259259259	True	admitted	secreted	False	True	KEGG: hsa04512
COL4A1_CD44	COL4A1 - CD44	COLLAGEN	ECM-Receptor	lung	ligand_tumour__receptor_immune	COL4A1	CD44	COL4A1	CD44	L	TIME-L	True	primary	True	True	COL4A1:18/30	CD44:15/15	0.6	1.0	True	admitted	secreted	False	True	KEGG: hsa04512
COL4A1_CD44	COL4A1 - CD44	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL4A1	CD44	COL4A1	CD44	TIME-L	L	True	primary	True	True	COL4A1:15/15	CD44:29/30	1.0	0.9666666666666667	True	admitted	secreted	False	True	KEGG: hsa04512
COL4A2_CD44	COL4A2 - CD44	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL4A2	CD44	COL4A2	CD44	TIME-B	LB	True	primary	True	True	COL4A2:8/8	CD44:25/27	1.0	0.9259259259259259	True	admitted	secreted	False	True	KEGG: hsa04512
COL4A2_CD44	COL4A2 - CD44	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL4A2	CD44	COL4A2	CD44	TIME-L	L	True	primary	True	True	COL4A2:15/15	CD44:29/30	1.0	0.9666666666666667	True	admitted	secreted	False	True	KEGG: hsa04512
COL4A5_CD44	COL4A5 - CD44	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL4A5	CD44	COL4A5	CD44	TIME-B	LB	True	primary	True	True	COL4A5:5/8	CD44:25/27	0.625	0.9259259259259259	True	admitted	secreted	False	True	KEGG: hsa04512
COL6A1_CD44	COL6A1 - CD44	COLLAGEN	ECM-Receptor	brain	ligand_tumour__receptor_immune	COL6A1	CD44	COL6A1	CD44	LB	TIME-B	True	primary	True	True	COL6A1:27/27	CD44:8/8	1.0	1.0	True	admitted	secreted	False	True	KEGG: hsa04512
COL6A1_CD44	COL6A1 - CD44	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL6A1	CD44	COL6A1	CD44	TIME-B	LB	True	primary	True	True	COL6A1:8/8	CD44:25/27	1.0	0.9259259259259259	True	admitted	secreted	False	True	KEGG: hsa04512
COL6A1_CD44	COL6A1 - CD44	COLLAGEN	ECM-Receptor	lung	ligand_tumour__receptor_immune	COL6A1	CD44	COL6A1	CD44	L	TIME-L	True	primary	True	True	COL6A1:30/30	CD44:15/15	1.0	1.0	True	admitted	secreted	False	True	KEGG: hsa04512
COL6A1_CD44	COL6A1 - CD44	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL6A1	CD44	COL6A1	CD44	TIME-L	L	True	primary	True	True	COL6A1:15/15	CD44:29/30	1.0	0.9666666666666667	True	admitted	secreted	False	True	KEGG: hsa04512
COL6A2_CD44	COL6A2 - CD44	COLLAGEN	ECM-Receptor	brain	ligand_tumour__receptor_immune	COL6A2	CD44	COL6A2	CD44	LB	TIME-B	True	primary	True	True	COL6A2:20/27	CD44:8/8	0.7407407407407407	1.0	True	admitted	secreted	False	True	KEGG: hsa04512
COL6A2_CD44	COL6A2 - CD44	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL6A2	CD44	COL6A2	CD44	TIME-B	LB	True	primary	True	True	COL6A2:8/8	CD44:25/27	1.0	0.9259259259259259	True	admitted	secreted	False	True	KEGG: hsa04512
COL6A2_CD44	COL6A2 - CD44	COLLAGEN	ECM-Receptor	lung	ligand_tumour__receptor_immune	COL6A2	CD44	COL6A2	CD44	L	TIME-L	True	primary	True	True	COL6A2:28/30	CD44:15/15	0.9333333333333333	1.0	True	admitted	secreted	False	True	KEGG: hsa04512
COL6A2_CD44	COL6A2 - CD44	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL6A2	CD44	COL6A2	CD44	TIME-L	L	True	primary	True	True	COL6A2:15/15	CD44:29/30	1.0	0.9666666666666667	True	admitted	secreted	False	True	KEGG: hsa04512
COL6A3_CD44	COL6A3 - CD44	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL6A3	CD44	COL6A3	CD44	TIME-B	LB	True	primary	True	True	COL6A3:8/8	CD44:25/27	1.0	0.9259259259259259	True	admitted	secreted	False	True	KEGG: hsa04512
COL6A3_CD44	COL6A3 - CD44	COLLAGEN	ECM-Receptor	lung	ligand_tumour__receptor_immune	COL6A3	CD44	COL6A3	CD44	L	TIME-L	True	primary	True	True	COL6A3:19/30	CD44:15/15	0.6333333333333333	1.0	True	admitted	secreted	False	True	KEGG: hsa04512
COL6A3_CD44	COL6A3 - CD44	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL6A3	CD44	COL6A3	CD44	TIME-L	L	True	primary	True	True	COL6A3:15/15	CD44:29/30	1.0	0.9666666666666667	True	admitted	secreted	False	True	KEGG: hsa04512
COL9A2_CD44	COL9A2 - CD44	COLLAGEN	ECM-Receptor	brain	ligand_tumour__receptor_immune	COL9A2	CD44	COL9A2	CD44	LB	TIME-B	True	primary	True	True	COL9A2:17/27	CD44:8/8	0.6296296296296297	1.0	True	admitted	secreted	False	True	KEGG: hsa04512
COL9A2_CD44	COL9A2 - CD44	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL9A2	CD44	COL9A2	CD44	TIME-B	LB	True	primary	True	True	COL9A2:5/8	CD44:25/27	0.625	0.9259259259259259	True	admitted	secreted	False	True	KEGG: hsa04512
COL9A2_CD44	COL9A2 - CD44	COLLAGEN	ECM-Receptor	lung	ligand_tumour__receptor_immune	COL9A2	CD44	COL9A2	CD44	L	TIME-L	True	primary	True	True	COL9A2:25/30	CD44:15/15	0.8333333333333334	1.0	True	admitted	secreted	False	True	KEGG: hsa04512
COL9A2_CD44	COL9A2 - CD44	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL9A2	CD44	COL9A2	CD44	TIME-L	L	True	primary	True	True	COL9A2:8/15	CD44:29/30	0.5333333333333333	0.9666666666666667	True	admitted	secreted	False	True	KEGG: hsa04512
LAMA2_CD44	LAMA2 - CD44	LAMININ	ECM-Receptor	brain	ligand_immune__receptor_tumour	LAMA2	CD44	LAMA2	CD44	TIME-B	LB	True	primary	True	True	LAMA2:7/8	CD44:25/27	0.875	0.9259259259259259	True	admitted	secreted	False	True	KEGG: hsa04512
LAMA3_CD44	LAMA3 - CD44	LAMININ	ECM-Receptor	brain	ligand_tumour__receptor_immune	LAMA3	CD44	LAMA3	CD44	LB	TIME-B	True	primary	True	True	LAMA3:20/27	CD44:8/8	0.7407407407407407	1.0	True	admitted	secreted	False	True	KEGG: hsa04512
LAMA3_CD44	LAMA3 - CD44	LAMININ	ECM-Receptor	lung	ligand_tumour__receptor_immune	LAMA3	CD44	LAMA3	CD44	L	TIME-L	True	primary	True	True	LAMA3:18/30	CD44:15/15	0.6	1.0	True	admitted	secreted	False	True	KEGG: hsa04512
LAMA4_CD44	LAMA4 - CD44	LAMININ	ECM-Receptor	brain	ligand_immune__receptor_tumour	LAMA4	CD44	LAMA4	CD44	TIME-B	LB	True	primary	True	True	LAMA4:7/8	CD44:25/27	0.875	0.9259259259259259	True	admitted			True	KEGG: hsa04512
LAMA4_CD44	LAMA4 - CD44	LAMININ	ECM-Receptor	lung	ligand_immune__receptor_tumour	LAMA4	CD44	LAMA4	CD44	TIME-L	L	True	primary	True	True	LAMA4:12/15	CD44:29/30	0.8	0.9666666666666667	True	admitted			True	KEGG: hsa04512
LAMA5_CD44	LAMA5 - CD44	LAMININ	ECM-Receptor	brain	ligand_tumour__receptor_immune	LAMA5	CD44	LAMA5	CD44	LB	TIME-B	True	primary	True	True	LAMA5:26/27	CD44:8/8	0.9629629629629629	1.0	True	admitted			True	KEGG: hsa04512
LAMA5_CD44	LAMA5 - CD44	LAMININ	ECM-Receptor	brain	ligand_immune__receptor_tumour	LAMA5	CD44	LAMA5	CD44	TIME-B	LB	True	primary	True	True	LAMA5:4/8	CD44:25/27	0.5	0.9259259259259259	True	admitted			True	KEGG: hsa04512
LAMA5_CD44	LAMA5 - CD44	LAMININ	ECM-Receptor	lung	ligand_tumour__receptor_immune	LAMA5	CD44	LAMA5	CD44	L	TIME-L	True	primary	True	True	LAMA5:29/30	CD44:15/15	0.9666666666666667	1.0	True	admitted			True	KEGG: hsa04512
LAMB1_CD44	LAMB1 - CD44	LAMININ	ECM-Receptor	brain	ligand_tumour__receptor_immune	LAMB1	CD44	LAMB1	CD44	LB	TIME-B	True	primary	True	True	LAMB1:14/27	CD44:8/8	0.5185185185185185	1.0	True	admitted			True	KEGG: hsa04512
LAMB1_CD44	LAMB1 - CD44	LAMININ	ECM-Receptor	brain	ligand_immune__receptor_tumour	LAMB1	CD44	LAMB1	CD44	TIME-B	LB	True	primary	True	True	LAMB1:8/8	CD44:25/27	1.0	0.9259259259259259	True	admitted			True	KEGG: hsa04512
LAMB1_CD44	LAMB1 - CD44	LAMININ	ECM-Receptor	lung	ligand_tumour__receptor_immune	LAMB1	CD44	LAMB1	CD44	L	TIME-L	True	primary	True	True	LAMB1:15/30	CD44:15/15	0.5	1.0	True	admitted			True	KEGG: hsa04512
LAMB1_CD44	LAMB1 - CD44	LAMININ	ECM-Receptor	lung	ligand_immune__receptor_tumour	LAMB1	CD44	LAMB1	CD44	TIME-L	L	True	primary	True	True	LAMB1:15/15	CD44:29/30	1.0	0.9666666666666667	True	admitted			True	KEGG: hsa04512
LAMB2_CD44	LAMB2 - CD44	LAMININ	ECM-Receptor	brain	ligand_tumour__receptor_immune	LAMB2	CD44	LAMB2	CD44	LB	TIME-B	True	primary	True	True	LAMB2:22/27	CD44:8/8	0.8148148148148148	1.0	True	admitted			True	KEGG: hsa04512
LAMB2_CD44	LAMB2 - CD44	LAMININ	ECM-Receptor	brain	ligand_immune__receptor_tumour	LAMB2	CD44	LAMB2	CD44	TIME-B	LB	True	primary	True	True	LAMB2:8/8	CD44:25/27	1.0	0.9259259259259259	True	admitted			True	KEGG: hsa04512
LAMB2_CD44	LAMB2 - CD44	LAMININ	ECM-Receptor	lung	ligand_tumour__receptor_immune	LAMB2	CD44	LAMB2	CD44	L	TIME-L	True	primary	True	True	LAMB2:24/30	CD44:15/15	0.8	1.0	True	admitted			True	KEGG: hsa04512
LAMB2_CD44	LAMB2 - CD44	LAMININ	ECM-Receptor	lung	ligand_immune__receptor_tumour	LAMB2	CD44	LAMB2	CD44	TIME-L	L	True	primary	True	True	LAMB2:14/15	CD44:29/30	0.9333333333333333	0.9666666666666667	True	admitted			True	KEGG: hsa04512
LAMB3_CD44	LAMB3 - CD44	LAMININ	ECM-Receptor	brain	ligand_tumour__receptor_immune	LAMB3	CD44	LAMB3	CD44	LB	TIME-B	True	primary	True	True	LAMB3:22/27	CD44:8/8	0.8148148148148148	1.0	True	admitted			True	KEGG: hsa04512
LAMB3_CD44	LAMB3 - CD44	LAMININ	ECM-Receptor	lung	ligand_tumour__receptor_immune	LAMB3	CD44	LAMB3	CD44	L	TIME-L	True	primary	True	True	LAMB3:27/30	CD44:15/15	0.9	1.0	True	admitted			True	KEGG: hsa04512
LAMC1_CD44	LAMC1 - CD44	LAMININ	ECM-Receptor	brain	ligand_tumour__receptor_immune	LAMC1	CD44	LAMC1	CD44	LB	TIME-B	True	primary	True	True	LAMC1:26/27	CD44:8/8	0.9629629629629629	1.0	True	admitted	secreted	False	True	KEGG: hsa04512
LAMC1_CD44	LAMC1 - CD44	LAMININ	ECM-Receptor	brain	ligand_immune__receptor_tumour	LAMC1	CD44	LAMC1	CD44	TIME-B	LB	True	primary	True	True	LAMC1:8/8	CD44:25/27	1.0	0.9259259259259259	True	admitted	secreted	False	True	KEGG: hsa04512
LAMC1_CD44	LAMC1 - CD44	LAMININ	ECM-Receptor	lung	ligand_tumour__receptor_immune	LAMC1	CD44	LAMC1	CD44	L	TIME-L	True	primary	True	True	LAMC1:28/30	CD44:15/15	0.9333333333333333	1.0	True	admitted	secreted	False	True	KEGG: hsa04512
LAMC1_CD44	LAMC1 - CD44	LAMININ	ECM-Receptor	lung	ligand_immune__receptor_tumour	LAMC1	CD44	LAMC1	CD44	TIME-L	L	True	primary	True	True	LAMC1:14/15	CD44:29/30	0.9333333333333333	0.9666666666666667	True	admitted	secreted	False	True	KEGG: hsa04512
LAMC2_CD44	LAMC2 - CD44	LAMININ	ECM-Receptor	brain	ligand_tumour__receptor_immune	LAMC2	CD44	LAMC2	CD44	LB	TIME-B	True	primary	True	True	LAMC2:22/27	CD44:8/8	0.8148148148148148	1.0	True	admitted			True	KEGG: hsa04512
LAMC2_CD44	LAMC2 - CD44	LAMININ	ECM-Receptor	lung	ligand_tumour__receptor_immune	LAMC2	CD44	LAMC2	CD44	L	TIME-L	True	primary	True	True	LAMC2:27/30	CD44:15/15	0.9	1.0	True	admitted			True	KEGG: hsa04512
LAMC3_CD44	LAMC3 - CD44	LAMININ	ECM-Receptor	brain	ligand_immune__receptor_tumour	LAMC3	CD44	LAMC3	CD44	TIME-B	LB	True	primary	True	True	LAMC3:5/8	CD44:25/27	0.625	0.9259259259259259	True	admitted			True	KEGG: hsa04512
COL1A1_SDC1	COL1A1 - SDC1	COLLAGEN	ECM-Receptor	brain	ligand_tumour__receptor_immune	COL1A1	SDC1	COL1A1	SDC1	LB	TIME-B	True	primary	True	True	COL1A1:25/27	SDC1:5/8	0.9259259259259259	0.625	True	admitted	secreted	False	True	KEGG: hsa04512
COL1A1_SDC1	COL1A1 - SDC1	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL1A1	SDC1	COL1A1	SDC1	TIME-B	LB	True	primary	True	True	COL1A1:8/8	SDC1:25/27	1.0	0.9259259259259259	True	admitted	secreted	False	True	KEGG: hsa04512
COL1A1_SDC1	COL1A1 - SDC1	COLLAGEN	ECM-Receptor	lung	ligand_tumour__receptor_immune	COL1A1	SDC1	COL1A1	SDC1	L	TIME-L	True	primary	True	True	COL1A1:29/30	SDC1:11/15	0.9666666666666667	0.7333333333333333	True	admitted	secreted	False	True	KEGG: hsa04512
COL1A1_SDC1	COL1A1 - SDC1	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL1A1	SDC1	COL1A1	SDC1	TIME-L	L	True	primary	True	True	COL1A1:15/15	SDC1:29/30	1.0	0.9666666666666667	True	admitted	secreted	False	True	KEGG: hsa04512
COL1A2_SDC1	COL1A2 - SDC1	COLLAGEN	ECM-Receptor	brain	ligand_tumour__receptor_immune	COL1A2	SDC1	COL1A2	SDC1	LB	TIME-B	True	primary	True	True	COL1A2:27/27	SDC1:5/8	1.0	0.625	True	admitted	secreted	False	True	KEGG: hsa04512
COL1A2_SDC1	COL1A2 - SDC1	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL1A2	SDC1	COL1A2	SDC1	TIME-B	LB	True	primary	True	True	COL1A2:8/8	SDC1:25/27	1.0	0.9259259259259259	True	admitted	secreted	False	True	KEGG: hsa04512
COL1A2_SDC1	COL1A2 - SDC1	COLLAGEN	ECM-Receptor	lung	ligand_tumour__receptor_immune	COL1A2	SDC1	COL1A2	SDC1	L	TIME-L	True	primary	True	True	COL1A2:30/30	SDC1:11/15	1.0	0.7333333333333333	True	admitted	secreted	False	True	KEGG: hsa04512
COL1A2_SDC1	COL1A2 - SDC1	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL1A2	SDC1	COL1A2	SDC1	TIME-L	L	True	primary	True	True	COL1A2:15/15	SDC1:29/30	1.0	0.9666666666666667	True	admitted	secreted	False	True	KEGG: hsa04512
COL4A1_SDC1	COL4A1 - SDC1	COLLAGEN	ECM-Receptor	brain	ligand_tumour__receptor_immune	COL4A1	SDC1	COL4A1	SDC1	LB	TIME-B	True	primary	True	True	COL4A1:15/27	SDC1:5/8	0.5555555555555556	0.625	True	admitted	secreted	False	True	KEGG: hsa04512
COL4A1_SDC1	COL4A1 - SDC1	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL4A1	SDC1	COL4A1	SDC1	TIME-B	LB	True	primary	True	True	COL4A1:8/8	SDC1:25/27	1.0	0.9259259259259259	True	admitted	secreted	False	True	KEGG: hsa04512
COL4A1_SDC1	COL4A1 - SDC1	COLLAGEN	ECM-Receptor	lung	ligand_tumour__receptor_immune	COL4A1	SDC1	COL4A1	SDC1	L	TIME-L	True	primary	True	True	COL4A1:18/30	SDC1:11/15	0.6	0.7333333333333333	True	admitted	secreted	False	True	KEGG: hsa04512
COL4A1_SDC1	COL4A1 - SDC1	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL4A1	SDC1	COL4A1	SDC1	TIME-L	L	True	primary	True	True	COL4A1:15/15	SDC1:29/30	1.0	0.9666666666666667	True	admitted	secreted	False	True	KEGG: hsa04512
COL4A2_SDC1	COL4A2 - SDC1	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL4A2	SDC1	COL4A2	SDC1	TIME-B	LB	True	primary	True	True	COL4A2:8/8	SDC1:25/27	1.0	0.9259259259259259	True	admitted	secreted	False	True	KEGG: hsa04512
COL4A2_SDC1	COL4A2 - SDC1	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL4A2	SDC1	COL4A2	SDC1	TIME-L	L	True	primary	True	True	COL4A2:15/15	SDC1:29/30	1.0	0.9666666666666667	True	admitted	secreted	False	True	KEGG: hsa04512
COL4A5_SDC1	COL4A5 - SDC1	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL4A5	SDC1	COL4A5	SDC1	TIME-B	LB	True	primary	True	True	COL4A5:5/8	SDC1:25/27	0.625	0.9259259259259259	True	admitted	secreted	False	True	KEGG: hsa04512
COL6A1_SDC1	COL6A1 - SDC1	COLLAGEN	ECM-Receptor	brain	ligand_tumour__receptor_immune	COL6A1	SDC1	COL6A1	SDC1	LB	TIME-B	True	primary	True	True	COL6A1:27/27	SDC1:5/8	1.0	0.625	True	admitted	secreted	False	True	KEGG: hsa04512
COL6A1_SDC1	COL6A1 - SDC1	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL6A1	SDC1	COL6A1	SDC1	TIME-B	LB	True	primary	True	True	COL6A1:8/8	SDC1:25/27	1.0	0.9259259259259259	True	admitted	secreted	False	True	KEGG: hsa04512
COL6A1_SDC1	COL6A1 - SDC1	COLLAGEN	ECM-Receptor	lung	ligand_tumour__receptor_immune	COL6A1	SDC1	COL6A1	SDC1	L	TIME-L	True	primary	True	True	COL6A1:30/30	SDC1:11/15	1.0	0.7333333333333333	True	admitted	secreted	False	True	KEGG: hsa04512
COL6A1_SDC1	COL6A1 - SDC1	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL6A1	SDC1	COL6A1	SDC1	TIME-L	L	True	primary	True	True	COL6A1:15/15	SDC1:29/30	1.0	0.9666666666666667	True	admitted	secreted	False	True	KEGG: hsa04512
COL6A2_SDC1	COL6A2 - SDC1	COLLAGEN	ECM-Receptor	brain	ligand_tumour__receptor_immune	COL6A2	SDC1	COL6A2	SDC1	LB	TIME-B	True	primary	True	True	COL6A2:20/27	SDC1:5/8	0.7407407407407407	0.625	True	admitted	secreted	False	True	KEGG: hsa04512
COL6A2_SDC1	COL6A2 - SDC1	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL6A2	SDC1	COL6A2	SDC1	TIME-B	LB	True	primary	True	True	COL6A2:8/8	SDC1:25/27	1.0	0.9259259259259259	True	admitted	secreted	False	True	KEGG: hsa04512
COL6A2_SDC1	COL6A2 - SDC1	COLLAGEN	ECM-Receptor	lung	ligand_tumour__receptor_immune	COL6A2	SDC1	COL6A2	SDC1	L	TIME-L	True	primary	True	True	COL6A2:28/30	SDC1:11/15	0.9333333333333333	0.7333333333333333	True	admitted	secreted	False	True	KEGG: hsa04512
COL6A2_SDC1	COL6A2 - SDC1	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL6A2	SDC1	COL6A2	SDC1	TIME-L	L	True	primary	True	True	COL6A2:15/15	SDC1:29/30	1.0	0.9666666666666667	True	admitted	secreted	False	True	KEGG: hsa04512
COL6A3_SDC1	COL6A3 - SDC1	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL6A3	SDC1	COL6A3	SDC1	TIME-B	LB	True	primary	True	True	COL6A3:8/8	SDC1:25/27	1.0	0.9259259259259259	True	admitted	secreted	False	True	KEGG: hsa04512
COL6A3_SDC1	COL6A3 - SDC1	COLLAGEN	ECM-Receptor	lung	ligand_tumour__receptor_immune	COL6A3	SDC1	COL6A3	SDC1	L	TIME-L	True	primary	True	True	COL6A3:19/30	SDC1:11/15	0.6333333333333333	0.7333333333333333	True	admitted	secreted	False	True	KEGG: hsa04512
COL6A3_SDC1	COL6A3 - SDC1	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL6A3	SDC1	COL6A3	SDC1	TIME-L	L	True	primary	True	True	COL6A3:15/15	SDC1:29/30	1.0	0.9666666666666667	True	admitted	secreted	False	True	KEGG: hsa04512
COL9A2_SDC1	COL9A2 - SDC1	COLLAGEN	ECM-Receptor	brain	ligand_tumour__receptor_immune	COL9A2	SDC1	COL9A2	SDC1	LB	TIME-B	True	primary	True	True	COL9A2:17/27	SDC1:5/8	0.6296296296296297	0.625	True	admitted	secreted	False	True	KEGG: hsa04512
COL9A2_SDC1	COL9A2 - SDC1	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL9A2	SDC1	COL9A2	SDC1	TIME-B	LB	True	primary	True	True	COL9A2:5/8	SDC1:25/27	0.625	0.9259259259259259	True	admitted	secreted	False	True	KEGG: hsa04512
COL9A2_SDC1	COL9A2 - SDC1	COLLAGEN	ECM-Receptor	lung	ligand_tumour__receptor_immune	COL9A2	SDC1	COL9A2	SDC1	L	TIME-L	True	primary	True	True	COL9A2:25/30	SDC1:11/15	0.8333333333333334	0.7333333333333333	True	admitted	secreted	False	True	KEGG: hsa04512
COL9A2_SDC1	COL9A2 - SDC1	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL9A2	SDC1	COL9A2	SDC1	TIME-L	L	True	primary	True	True	COL9A2:8/15	SDC1:29/30	0.5333333333333333	0.9666666666666667	True	admitted	secreted	False	True	KEGG: hsa04512
FN1_SDC1	FN1 - SDC1	FN1	ECM-Receptor	brain	ligand_tumour__receptor_immune	FN1	SDC1	FN1	SDC1	LB	TIME-B	True	primary	True	True	FN1:23/27	SDC1:5/8	0.8518518518518519	0.625	True	admitted	secreted	False	True	KEGG: hsa04512
FN1_SDC1	FN1 - SDC1	FN1	ECM-Receptor	brain	ligand_immune__receptor_tumour	FN1	SDC1	FN1	SDC1	TIME-B	LB	True	primary	True	True	FN1:8/8	SDC1:25/27	1.0	0.9259259259259259	True	admitted	secreted	False	True	KEGG: hsa04512
FN1_SDC1	FN1 - SDC1	FN1	ECM-Receptor	lung	ligand_tumour__receptor_immune	FN1	SDC1	FN1	SDC1	L	TIME-L	True	primary	True	True	FN1:29/30	SDC1:11/15	0.9666666666666667	0.7333333333333333	True	admitted	secreted	False	True	KEGG: hsa04512
FN1_SDC1	FN1 - SDC1	FN1	ECM-Receptor	lung	ligand_immune__receptor_tumour	FN1	SDC1	FN1	SDC1	TIME-L	L	True	primary	True	True	FN1:15/15	SDC1:29/30	1.0	0.9666666666666667	True	admitted	secreted	False	True	KEGG: hsa04512
TNC_SDC1	TNC - SDC1	TENASCIN	ECM-Receptor	brain	ligand_immune__receptor_tumour	TNC	SDC1	TNC	SDC1	TIME-B	LB	True	primary	True	True	TNC:8/8	SDC1:25/27	1.0	0.9259259259259259	True	admitted	secreted	False	True	KEGG: hsa04512
TNC_SDC1	TNC - SDC1	TENASCIN	ECM-Receptor	lung	ligand_tumour__receptor_immune	TNC	SDC1	TNC	SDC1	L	TIME-L	True	primary	True	True	TNC:22/30	SDC1:11/15	0.7333333333333333	0.7333333333333333	True	admitted	secreted	False	True	KEGG: hsa04512
TNC_SDC1	TNC - SDC1	TENASCIN	ECM-Receptor	lung	ligand_immune__receptor_tumour	TNC	SDC1	TNC	SDC1	TIME-L	L	True	primary	True	True	TNC:13/15	SDC1:29/30	0.8666666666666667	0.9666666666666667	True	admitted	secreted	False	True	KEGG: hsa04512
