site	side	patient_id	aoi_code	aoi_labels	n_aoi	gene	expression	detected	n_aoi_detected	negprobe_log2	gene_detection_rate	collapse_rule
brain	tumour	P5	LB	LB05	1	ACVR1	5.892148127513825	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	ACVR1B	6.377470842849648	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	ADGRA2	4.740387932468353	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	ADGRE2	7.5241107030566585	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	ADGRE5	8.001802242633985	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	ADGRG1	7.539546580238411	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	ADGRG6	6.49281457256712	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	AGRN	9.494695609435908	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	ALCAM	8.134683004687556	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	ANGPTL2	5.1147834472498515	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	ANGPTL4	7.891844446993856	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	ANXA1	10.798714794961366	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	APP	10.06177619758669	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	AXL	6.599764103072517	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	BSG	10.164781250902196	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	BTC	6.1945598860226125	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	C3	9.139755975481314	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	C3AR1	5.713145902490259	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	CCL3	6.49281457256712	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	CCR1	5.307064162255372	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	CD22	7.377297306427848	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	CD274	5.843230150496545	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	CD4	5.843230150496545	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	CD44	8.90080644290863	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	CD46	7.76633013095037	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	CD47	7.621612353024317	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	CD55	7.984988018635179	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	CD6	5.0298945496633385	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	CD74	9.6888272717647	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	CD8A	5.072963271555224	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	CD96	5.155425431747197	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	CD99	8.04023491675437	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	CD99L2	5.194953795933835	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	CDH1	8.930382532861941	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	CDH11	5.377470842849648	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	CDH5	4.93969674069176	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	CEACAM1	8.124534928529522	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	CEACAM5	7.554819050604949	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	CHRNB4	6.114367024952	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	CHRNE	5.411426245726465	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	COL1A1	8.274960472140602	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	COL1A2	8.500642736062806	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	COL3A1	7.607034345948616	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	COL4A1	6.411426245726465	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	COL4A2	6.02945288578697	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	COL4A5	7.402841532551294	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	COL6A1	9.05639385872348	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	COL6A2	8.27956415407728	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	COL6A3	6.114367024952	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	COL9A2	6.007419783571914	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	COMP	5.342696959981934	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	CSF1	5.233044401265581	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	CSF1R	5.072963271555224	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	CSPG4	5.892148127513825	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	CTLA4	5.072963271555224	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	CXCL1	5.444600813711502	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	CXCL12	6.915759896038	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	CXCL2	5.599912842187128	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	CXCL8	5.1147834472498515	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	CXCR2	5.818134760810847	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	CXCR4	6.855366852658264	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	DAG1	7.093496794891906	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	DLL3	5.79259510251225	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	DSC3	7.184677020680892	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	DSG2	8.56989357349038	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	EFNA1	6.377470842849648	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	EGFR	9.23285259178037	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	EPHA2	7.270435500556735	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	EPHA4	5.539779191698494	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	ERBB2	7.213833283099293	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	F11R	8.129643645628482	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	FGF21	6.508587112089476	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	FGFR1	5.818134760810847	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	FLT1	4.93969674069176	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	FN1	9.721321387655946	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	FPR1	5.342696959981934	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	FPR3	5.377470842849648	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	FZD1	6.1945598860226125	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	FZD6	6.476867688933087	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	GAS6	6.360188670062712	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	GDF15	4.570462931026041	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	GJA1	7.144862142915734	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	GP6	7.0403445232152695	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	GRN	8.864526654798436	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	GZMA	5.194953795933835	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	HLA-A	10.818582177480858	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	HLA-B	11.760096169244092	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	HLA-C	9.514359006889105	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	HLA-DMA	6.134836993449116	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	HLA-DMB	6.539624121559054	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	HLA-DOA	5.155425431747197	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	HLA-DOB	5.1147834472498515	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	HLA-DPA1	7.232948499710663	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	HLA-DPB1	6.377470842849648	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	HLA-DQA1	6.307064162255372	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	HLA-DQA2	4.740387932468353	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	HLA-DQB1	7.792334805706692	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	HLA-DRA	8.06177619758669	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	HLA-DRB1	9.498649787768413	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	HLA-E	9.903791486223376	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	HLA-F	6.685519721504086	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	HLA-G	5.629065137092279	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	HSPG2	6.915759896038	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	ICAM1	7.02945288578697	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	ICOS	4.792855352362489	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	ICOSLG	5.599912842187128	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	IFNA13	5.342696959981934	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	IFNA14	4.892391025913404	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	IFNA4	5.307064162255372	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	IFNAR1	6.476867688933087	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	IFNAR2	6.02945288578697	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	IGF1	6.1945598860226125	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	IGF1R	6.8304835164576465	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	IGF2	6.739983079079731	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	IGF2R	7.584887358397595	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	IGFBP3	9.220958675009234	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	ITGA1	5.342696959981934	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	ITGA11	4.93969674069176	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	ITGA2	7.5996897277642965	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	ITGA3	9.993363012136369	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	ITGA4	5.599912842187128	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	ITGA5	7.419623158622882	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	ITGA6	7.849186138743459	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	ITGA7	4.685940148445977	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	ITGAL	5.411426245726465	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	ITGAM	5.740118042833128	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	ITGAV	7.083000565676004	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	ITGAX	6.476867688933087	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	ITGB1	11.13782368864792	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	ITGB2	6.891905188211931	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	ITGB4	9.09608260157217	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	ITGB5	7.7531498787976645	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	ITGB6	9.026606433136026	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	ITGB7	5.599912842187128	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	JAG1	7.508587112089476	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	JAG2	6.1945598860226125	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	JAM3	5.342696959981934	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	KDR	5.307064162255372	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	KIR2DS1	5.713145902490259	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	KIR3DL1	7.02945288578697	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	KLRC2	6.927540949589466	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	KLRK1	5.411426245726465	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	LAMA2	5.377470842849648	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	LAMA3	9.23285259178037	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	LAMA4	6.962317654942308	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	LAMA5	8.456641898642161	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	LAMB1	8.25176642434399	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	LAMB2	7.547203024756931	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	LAMB3	9.923030298263772	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	LAMC1	7.699190691525824	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	LAMC2	10.142234723781186	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	LAMC3	5.307064162255372	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	LILRB2	5.444600813711502	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	LILRB3	6.051154549878513	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	LPAR2	6.628919373511362	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	LRFN4	6.939226577728209	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	LRP1	6.8304835164576465	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	LRP5	6.8304835164576465	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	LRP6	5.818134760810847	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	MDK	10.129540618059997	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	MERTK	5.233044401265581	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	MIF	9.164831522525342	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	MPZL1	7.124534928529523	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	MRC1	5.270528942380718	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	NAMPT	8.897815210509417	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	NCL	8.034798962577268	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	NECTIN1	6.155020578358575	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	NECTIN2	7.02945288578697	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	NECTIN4	6.739983079079731	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	NEGR1	6.685519721504086	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	NOTCH1	5.79259510251225	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	NOTCH2	6.671576448130652	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	NOTCH3	7.377297306427848	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	NOTCH4	5.1147834472498515	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	NPFF	6.288912202766194	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	NPFFR1	5.68565987743181	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	NRP1	6.342696959981934	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	NRP2	6.8304835164576465	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	NTN4	8.023865218975402	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	NTRK2	5.155425431747197	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	NTRK3	4.792855352362489	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	PARD3	6.233044401265581	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	PDCD1	5.599912842187128	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	PILRA	4.6293566200796095	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	PILRB	8.199279721336625	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	PLAU	6.939226577728209	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	PLAUR	6.134836993449116	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	PLXNA1	7.508587112089476	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	PLXNA2	6.554895775419012	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	PLXNA3	6.051154549878513	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	PLXNB1	7.324810603420484	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	PLXNB2	8.524110703056659	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	PLXNB3	5.477029653013065	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	PLXND1	7.297925052503806	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	POSTN	6.360188670062712	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	PPIA	11.706452848802492	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	PRNP	7.692371399708664	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	PROS1	5.915998851738901	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	PTN	5.155425431747197	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	PTPRC	5.072963271555224	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	PTPRF	9.137221719853954	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	PTPRM	6.584962500721156	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	PTPRS	7.251813754529217	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	PVR	5.985044962253466	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	RAET1L	5.713145902490259	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	SCT	5.539779191698494	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	SCTR	5.411426245726465	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	SDC1	6.867649406017757	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	SDC2	5.233044401265581	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	SDC3	7.1649069266756875	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	SDC4	8.927452059865105	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	SEMA3C	8.785844762477668	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	SEMA3G	5.915998851738901	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	SEMA4A	4.985500430304885	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	SEMA4C	6.867649406017757	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	SEMA4D	5.477029653013065	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	SIGLEC1	5.915998851738901	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	SLURP1	6.90388184573618	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	SORL1	6.251908410241674	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	SORT1	6.072534599722955	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	SPN	5.985044962253466	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	SPP1	5.270528942380718	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	TGFB1	7.531849285751203	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	TGFB3	5.233044401265581	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	TGFBR1	5.629065137092279	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	TGFBR2	7.279657006533684	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	TGM2	10.782588759494963	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	THBS1	6.726558779104974	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	THBS2	5.892148127513825	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	THBS3	6.476867688933087	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	THY1	5.629065137092279	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	TIGIT	4.93969674069176	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	TMEM219	7.539546580238411	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	TNC	9.258730903902213	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	TNFRSF12A	8.093496794891905	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	TNFRSF21	8.621575724778275	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	TNFSF12	4.685940148445977	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	TYRO3	6.093602428795734	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	UNC5B	5.444600813711502	False	0	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	VEGFA	8.90080644290863	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	VEGFB	8.04023491675437	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	WNT10A	7.706046994618092	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	WNT3	6.411426245726465	True	1	4.737145919776202	0.484808	mean_log2
brain	tumour	P5	LB	LB05	1	WNT8A	6.915759896038	True	1	4.737145919776202	0.484808	mean_log2
brain	immune	P5	TIME-B	TIME-B05	1	ACVR1	6.4257614011908375	True	1	5.320123598040615	0.334225	mean_log2
brain	immune	P5	TIME-B	TIME-B05	1	ACVR1B	6.668884984266247	True	1	5.320123598040615	0.334225	mean_log2
brain	immune	P5	TIME-B	TIME-B05	1	ADGRA2	6.405311682597445	True	1	5.320123598040615	0.334225	mean_log2
brain	immune	P5	TIME-B	TIME-B05	1	ADGRE2	6.906409617094016	True	1	5.320123598040615	0.334225	mean_log2
