site	side	patient_id	aoi_code	aoi_labels	n_aoi	gene	expression	detected	n_aoi_detected	negprobe_log2	gene_detection_rate	collapse_rule
lung	tumour	P5	L	L05	1	MPZL1	7.390254956321868	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	MRC1	4.028569152196771	False	0	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	NAMPT	9.149721719720512	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	NCL	9.117305437474913	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	NECTIN1	4.663344619366085	False	0	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	NECTIN2	7.943569749838966	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	NECTIN4	8.117539213217311	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	NEGR1	6.2445065513959195	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	NOTCH1	5.176322772640463	False	0	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	NOTCH2	7.4133740600542435	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	NOTCH3	7.763809907280293	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	NOTCH4	4.5570424152637194	False	0	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	NPFF	5.875042803002589	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	NPFFR1	5.024585638278273	False	0	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	NRP1	4.5570424152637194	False	0	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	NRP2	5.246408087246385	False	0	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	NTN4	7.326878854838408	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	NTRK2	5.139551352398794	False	0	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	NTRK3	5.5536676884830625	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	PARD3	5.783456654360239	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	PDCD1	5.525755692829486	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	PILRA	4.5570424152637194	False	0	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	PILRB	8.409093880107761	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	PLAU	7.089688813982352	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	PLAUR	5.063934305754099	False	0	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	PLXNA1	6.917551099811804	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	PLXNA2	6.100346961358104	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	PLXNA3	6.481234349528531	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	PLXNB1	7.775709035739387	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	PLXNB2	8.86737141521525	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	PLXNB3	4.899659026377443	False	0	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	PLXND1	7.405652061280371	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	POSTN	7.060803994684562	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	PPIA	11.25171909260596	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	PRNP	5.759688488427289	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	PROS1	5.211790976252541	False	0	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	PTN	4.7136958148433585	False	0	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	PTPRC	5.634593268445757	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	PTPRF	8.42050766622985	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	PTPRM	4.984133594540979	False	0	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	PTPRS	7.565292520581023	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	PVR	5.685940148445977	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	RAET1L	5.685940148445977	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	SCT	5.607922067261143	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	SCTR	5.438625538088378	False	0	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	SDC1	7.805098948117236	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	SDC2	4.441616269406558	False	0	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	SDC3	4.663344619366085	False	0	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	SDC4	8.069959890459774	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	SEMA3C	8.412908517552006	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	SEMA3G	5.634593268445757	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	SEMA4A	6.5660540381710915	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	SEMA4C	7.60584986719498	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	SEMA4D	6.278356528010724	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	SIGLEC1	4.7136958148433585	False	0	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	SLURP1	6.421728238286778	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	SORL1	8.172677520783859	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	SORT1	8.15911448004639	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	SPN	6.191996846669772	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	SPP1	4.94251450533924	False	0	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	TGFB1	7.523483546587123	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	TGFB3	5.139551352398794	False	0	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	TGFBR1	5.345538310070007	False	0	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	TGFBR2	6.466627120041501	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	TGM2	9.867216952731734	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	THBS1	6.227278994468321	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	THBS2	5.525755692829486	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	THBS3	6.406502656812875	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	THY1	5.345538310070007	False	0	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	TIGIT	4.762348815644129	False	0	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	TMEM219	7.664767255356415	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	TNC	5.9818526532897405	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	TNFRSF12A	8.122206790575074	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	TNFRSF21	9.04034452321527	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	TNFSF12	5.497293008662791	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	TYRO3	5.852747964800878	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	UNC5B	5.063934305754099	False	0	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	VEGFA	7.733557713737425	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	VEGFB	8.575161033425394	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	WNT10A	8.010667962901852	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	WNT3	6.391114675697104	True	1	4.454175893185802	0.503103	mean_log2
lung	tumour	P5	L	L05	1	WNT8A	6.481234349528531	True	1	4.454175893185802	0.503103	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	ACVR1	6.713145902490259	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	ACVR1B	6.4197074208102665	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	ADGRA2	6.3068819462727	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	ADGRE2	6.202613620148487	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	ADGRE5	7.792530032713583	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	ADGRG1	5.858478390423273	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	ADGRG6	5.739308070860385	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	AGRN	7.049957427986585	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	ALCAM	7.029784146369549	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	ANGPTL2	7.523561956057013	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	ANGPTL4	4.638653116466112	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	ANXA1	7.647890091059215	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	APP	8.712286244588688	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	AXL	7.314424635394297	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	BSG	8.267488980881247	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	BTC	6.713145902490259	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	C3	9.381131930035211	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	C3AR1	6.45022149589718	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	CCL3	6.661635602335959	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	CCR1	6.090218301653319	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	CD22	8.219362157807716	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	CD274	6.050719347751264	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	CD4	7.069852511125804	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	CD44	8.74045539698897	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	CD46	7.9670532980140525	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	CD47	7.174526265266431	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	CD55	6.998985248258895	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	CD6	5.788163657037767	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	CD74	11.284824100224624	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	CD8A	6.509695841933387	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	CD96	6.272956307935107	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	CD99	8.530484371231545	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	CD99L2	6.255689555220626	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	CDH1	6.290018846932618	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	CDH11	8.284615920790587	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	CDH5	6.674686619927999	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	CEACAM1	6.621758856709732	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	CEACAM5	6.290018846932618	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	CHRNB4	6.010108453474289	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	CHRNE	6.580748491763774	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	COL1A1	12.976671516071303	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	COL1A2	13.28828934218097	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	COL3A1	12.163083555567846	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	COL4A1	8.93191939010004	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	COL4A2	8.699572453287269	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	COL4A5	6.255689555220626	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	COL6A1	9.876409507827484	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	COL6A2	10.354910511586791	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	COL6A3	9.931801228419243	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	COL9A2	6.34002810238993	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	COMP	6.946145991668	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	CSF1	5.8811751553492755	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	CSF1R	5.903520373723376	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	CSPG4	5.8811751553492755	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	CTLA4	6.255689555220626	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	CXCL1	5.525442506018121	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	CXCL12	7.614415386508126	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	CXCL2	6.46532151358055	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	CXCL8	7.289281178481987	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	CXCR2	6.434961760187254	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	CXCR4	9.74188827273525	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	DAG1	6.388361768403335	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	DLL3	6.202613620148487	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	DSC3	7.019590728357881	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	DSG2	5.858478390423273	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	EFNA1	6.700439718141092	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	EGFR	5.609400390006429	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	EPHA2	5.636334602442182	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	EPHA4	6.070603998681302	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	ERBB2	6.109569509370688	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	F11R	6.509695841933387	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	FGF21	7.322739382694552	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	FGFR1	6.750606504835592	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	FLT1	6.34002810238993	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	FN1	11.29226410792949	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	FPR1	6.738227400367242	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	FPR3	6.220523436411514	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	FZD1	6.81082866218542	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	FZD6	6.404119724396124	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	GAS6	9.223591485193642	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	GDF15	5.167919865551935	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	GJA1	7.0599392639830825	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	GP6	6.978081198189155	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	GRN	8.445511527663857	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	GZMA	5.903520373723376	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	HLA-A	11.101975670949232	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	HLA-B	12.942862674779029	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	HLA-C	10.381975478557301	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	HLA-DMA	7.8044537356552794	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	HLA-DMB	7.306152852111439	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	HLA-DOA	5.83541884047548	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	HLA-DOB	7.331006483719496	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	HLA-DPA1	8.934634441094904	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	HLA-DPB1	7.706185170563115	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	HLA-DQA1	7.7865310209618395	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	HLA-DQA2	6.913487840715164	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	HLA-DQB1	8.95884267524324	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	HLA-DRA	9.724735526816042	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	HLA-DRB1	10.92970224652415	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	HLA-E	10.704163027638492	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	HLA-F	8.24145887127465	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	HLA-G	5.4963345134171115	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	HSPG2	8.276077865973894	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	ICAM1	6.845866357091157	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	ICOS	6.030556792062338	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	ICOSLG	6.272956307935107	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	IFNA13	6.030556792062338	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	IFNA14	6.184478671187091	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	IFNA4	6.255689555220626	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	IFNAR1	6.868760833880815	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	IFNAR2	7.885208275545383	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	IGF1	6.857359009758642	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	IGF1R	6.738227400367242	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	IGF2	6.480265122054463	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	IGF2R	7.457216693907809	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	IGFBP3	8.228241497033135	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	ITGA1	5.947198584262056	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	ITGA11	7.44203115884688	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	ITGA2	5.947198584262056	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	ITGA3	6.202613620148487	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	ITGA4	7.174526265266431	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	ITGA5	7.4647499390032905	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	ITGA6	7.4944956156680504	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	ITGA7	5.466627120041501	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	ITGAL	6.6082178530214595	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	ITGAM	6.202613620148487	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	ITGAV	7.731386920959002	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	ITGAX	7.228626318331999	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	ITGB1	9.652396861477678	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	ITGB2	7.254934118606487	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	ITGB4	6.12866458654003	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	ITGB5	6.775050541483175	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	ITGB6	5.525442506018121	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	ITGB7	6.202613620148487	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	JAG1	6.687620632084895	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	JAG2	6.272956307935107	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	JAM3	6.661635602335959	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	KDR	6.184478671187091	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	KIR2DS1	6.2382136412334175	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	KIR3DL1	7.089371028076838	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	KLRC2	6.1661128574014255	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	KLRK1	6.070603998681302	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	LAMA2	6.010108453474289	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	LAMA3	6.109569509370688	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	LAMA4	7.009324775552855	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	LAMA5	6.538538163629804	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	LAMB1	8.19692173382033	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	LAMB2	7.331006483719496	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	LAMB3	5.525442506018121	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	LAMC1	7.780506959934844	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	LAMC2	5.76394266044725	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	LAMC3	5.4963345134171115	False	0	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	LILRB2	6.480265122054463	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	LILRB3	6.857359009758642	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	LPAR2	6.674686619927999	True	1	5.39746072605472	0.291377	mean_log2
lung	immune	P5	TIME-L	TIME-L05	1	LRFN4	5.858478390423273	False	0	5.39746072605472	0.291377	mean_log2
