rank	interaction_name	interaction_name_2	pathway_name	annotation	site	direction	ligand	receptor	ligand_subunits	receptor_subunits	ligand_aoi_code	receptor_aoi_code	table	n	rho	abs_rho	p_raw	n_detected_both	frac_detected_both	rho_detected_only	p_detected_only	delta_vs_primary	sensitivity_status	ligand_detection	receptor_detection	ligand_secreted_type	ligand_transmembrane	receptor_transmembrane	evidence	empirical_fdr	null_a_n_permutations	abundance_matched_p	abundance_decile_tumour	abundance_decile_immune	clears_empirical_fdr	clears_abundance_matched
50	MDK_SDC1	MDK - SDC1	MK	Secreted Signaling	lung	ligand_tumour__receptor_immune	MDK	SDC1	MDK	SDC1	L	TIME-L	primary	13	0.5934065934065934	0.5934065934065935	0.03252444027009705	10	0.7692307692307693	0.35757575757575755	0.3103760917056803	-0.23583083583083586	fitted	MDK:30/30	SDC1:11/15	growth factor	False	True	PMID: 28356350	0.573195	10000	0.0423957604239576	9	6	False	True
51	COL9A2_CD44	COL9A2 - CD44	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL9A2	CD44	COL9A2	CD44	TIME-L	L	primary	13	-0.576923076923077	0.5769230769230769	0.03899262343244828	5	0.38461538461538464				below_min_n (5 < 6)	COL9A2:8/15	CD44:29/30	secreted	False	True	KEGG: hsa04512	0.573195	10000	0.08689131086891311	7	3	False	False
52	COL6A1_SDC4	COL6A1 - SDC4	COLLAGEN	ECM-Receptor	lung	ligand_tumour__receptor_immune	COL6A1	SDC4	COL6A1	SDC4	L	TIME-L	primary	13	-0.576923076923077	0.5769230769230769	0.03899262343244828	11	0.8461538461538461	-0.44545454545454555	0.1697326049268118	0.13146853146853144	fitted	COL6A1:30/30	SDC4:13/15	secreted	False		KEGG: hsa04512	0.573195	10000	0.0664933506649335	6	5	False	False
53	HLA-DPA1_CD4	HLA-DPA1 - CD4	MHC-II	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	HLA-DPA1	CD4	HLA-DPA1	CD4	L	TIME-L	primary	13	0.576923076923077	0.5769230769230769	0.03899262343244828	11	0.8461538461538461	0.5636363636363637	0.07095173447637548	-0.01328671328671327	fitted	HLA-DPA1:28/30	CD4:15/15				KEGG: hsa04514	0.573195	10000	0.0435956404359564	8	8	False	True
62	COL9A2_SDC4	COL9A2 - SDC4	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL9A2	SDC4	COL9A2	SDC4	TIME-L	L	primary	13	-0.5714285714285714	0.5714285714285715	0.041342267371723494	6	0.46153846153846156	-0.5428571428571429	0.26570262390670546	0.02857142857142847	fitted	COL9A2:8/15	SDC4:30/30	secreted	False		KEGG: hsa04512	0.573195	10000	0.09149085091490851	9	3	False	False
63	THBS1_SDC1	THBS1 - SDC1	THBS	ECM-Receptor	lung	ligand_immune__receptor_tumour	THBS1	SDC1	THBS1	SDC1	TIME-L	L	primary	13	0.5604395604395606	0.5604395604395604	0.046345905894064635	13	1.0	0.5604395604395606	0.046345905894064635	0.0	fitted	THBS1:15/15	SDC1:29/30		False	True	KEGG: hsa04512	0.5968136363636364	10000	0.050294970502949704	8	8	False	False
64	HLA-A_KIR3DL1	HLA-A - KIR3DL1	MHC-I	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	HLA-A	KIR3DL1	HLA-A	KIR3DL1	TIME-L	L	primary	13	-0.5604395604395606	0.5604395604395604	0.046345905894064635	13	1.0	-0.5604395604395606	0.046345905894064635	0.0	fitted	HLA-A:15/15	KIR3DL1:30/30		True	True	PMID: 28484462	0.5968136363636364	10000	0.11748825117488251	7	9	False	False
65	COL6A3_CD44	COL6A3 - CD44	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL6A3	CD44	COL6A3	CD44	TIME-L	L	primary	13	0.5549450549450549	0.554945054945055	0.049004495598330935	12	0.9230769230769231	0.43356643356643365	0.15910576941219534	-0.12137862137862121	fitted	COL6A3:15/15	CD44:29/30	secreted	False	True	KEGG: hsa04512	0.5993869565217391	10000	0.1212878712128787	7	9	False	False
75	CXCL12_CXCR4	CXCL12 - CXCR4	CXCL	Secreted Signaling	lung	ligand_tumour__receptor_immune	CXCL12	CXCR4	CXCL12	CXCR4	L	TIME-L	primary	13	-0.5384615384615384	0.5384615384615384	0.05763443347046608	13	1.0	-0.5384615384615384	0.05763443347046608	0.0	fitted	CXCL12:29/30	CXCR4:15/15	cytokine;growth factor	False	True	KEGG: hsa04060	0.676275	10000	0.09709029097090291	6	9	False	False
76	PPIA_BSG	PPIA - BSG	CypA	Secreted Signaling	lung	ligand_immune__receptor_tumour	PPIA	BSG	PPIA	BSG	TIME-L	L	primary	13	0.532967032967033	0.532967032967033	0.06073650306561788	13	1.0	0.532967032967033	0.06073650306561788	0.0	fitted	PPIA:15/15	BSG:30/30	secreted	False	True	PMID: 36012604	0.68122	10000	0.12588741125887412	9	9	False	False
77	CXCL12_CXCR4	CXCL12 - CXCR4	CXCL	Secreted Signaling	lung	ligand_immune__receptor_tumour	CXCL12	CXCR4	CXCL12	CXCR4	TIME-L	L	primary	13	0.5274725274725275	0.5274725274725275	0.06395489148355478	13	1.0	0.5274725274725275	0.06395489148355478	0.0	fitted	CXCL12:15/15	CXCR4:30/30	cytokine;growth factor	False	True	KEGG: hsa04060	0.6860461538461539	10000	0.0953904609539046	8	7	False	False
84	HLA-DPB1_CD4	HLA-DPB1 - CD4	MHC-II	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	HLA-DPB1	CD4	HLA-DPB1	CD4	L	TIME-L	primary	13	0.5164835164835164	0.5164835164835165	0.07074904067496378	11	0.8461538461538461	0.4727272727272727	0.14199852020631987	-0.04375624375624371	fitted	HLA-DPB1:23/30	CD4:15/15				KEGG: hsa04514	0.7207555555555556	10000	0.12448755124487551	7	8	False	False
90	THBS1_SDC4	THBS1 - SDC4	THBS	ECM-Receptor	lung	ligand_tumour__receptor_immune	THBS1	SDC4	THBS1	SDC4	L	TIME-L	primary	13	-0.4945054945054945	0.4945054945054945	0.08582353060960754	9	0.6923076923076923	-0.39999999999999997	0.286105101908313	0.09450549450549456	fitted	THBS1:25/30	SDC4:13/15		False		KEGG: hsa04512	0.7626411764705883	10000	0.09519048095190481	5	5	False	False
91	LAMC1_DAG1	LAMC1 - DAG1	LAMININ	ECM-Receptor	lung	ligand_immune__receptor_tumour	LAMC1	DAG1	LAMC1	DAG1	TIME-L	L	primary	13	0.4896840946138492	0.48968409461384926	0.08940502872351645	10	0.7692307692307693	0.6848484848484848	0.02888279750673277	0.1951643902346356	fitted	LAMC1:14/15	DAG1:28/30	secreted	False	True	KEGG: hsa04512	0.7626411764705883	10000	0.11838816118388161	6	6	False	False
92	APP_SORL1	APP - SORL1	APP	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	APP	SORL1	APP	SORL1	L	TIME-L	primary	13	0.48901098901098894	0.489010989010989	0.08991308230865636	10	0.7692307692307693	0.3939393939393939	0.2599977668348876	-0.09507159507159502	fitted	APP:30/30	SORL1:12/15		True	True	PMID: 24523320	0.7626411764705883	10000	0.16568343165683433	9	5	False	False
93	COL6A3_SDC1	COL6A3 - SDC1	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL6A3	SDC1	COL6A3	SDC1	TIME-L	L	primary	13	0.48901098901098894	0.48901098901098905	0.08991308230865636	13	1.0	0.48901098901098894	0.08991308230865636	0.0	fitted	COL6A3:15/15	SDC1:29/30	secreted	False	True	KEGG: hsa04512	0.7626411764705883	10000	0.10428957104289571	8	9	False	False
94	THBS2_SDC1	THBS2 - SDC1	THBS	ECM-Receptor	lung	ligand_immune__receptor_tumour	THBS2	SDC1	THBS2	SDC1	TIME-L	L	primary	13	0.4835164835164835	0.4835164835164836	0.09413469259693931	12	0.9230769230769231	0.3426573426573427	0.2755674509567803	-0.1408591408591408	fitted	THBS2:14/15	SDC1:29/30		False	True	KEGG: hsa04512	0.7626411764705883	10000	0.12718728127187282	8	8	False	False
95	HLA-C_KIR2DS1	HLA-C - KIR2DS1	MHC-I	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	HLA-C	KIR2DS1	HLA-C	KIR2DS1	TIME-L	L	primary	13	-0.4835164835164835	0.4835164835164835	0.09413469259693931	6	0.46153846153846156	-0.4285714285714286	0.3965014577259473	0.054945054945054916	fitted	HLA-C:15/15	KIR2DS1:19/30		True		PMID: 28484462	0.7626411764705883	10000	0.1336866313368663	4	9	False	False
96	EFNA1_EPHA4	EFNA1 - EPHA4	EPHA	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	EFNA1	EPHA4	EFNA1	EPHA4	TIME-L	L	primary	13	0.47802197802197804	0.47802197802197816	0.09849011541638983	7	0.5384615384615384	0.8214285714285715	0.023448808345691494	0.34340659340659346	fitted	EFNA1:12/15	EPHA4:22/30	secreted	True	True	PMID: 15114347	0.7626411764705883	10000	0.11388861113888611	4	4	False	False
107	COL4A1_GP6	COL4A1 - GP6	COLLAGEN	ECM-Receptor	lung	ligand_tumour__receptor_immune	COL4A1	GP6	COL4A1	GP6	L	TIME-L	primary	13	0.4725274725274725	0.47252747252747257	0.10298105029992853	3	0.23076923076923078				below_min_n (3 < 6)	COL4A1:18/30	GP6:14/15	secreted	False		KEGG: hsa04512	0.7867527777777777	10000	0.07699230076992301	2	6	False	False
108	COL6A2_SDC1	COL6A2 - SDC1	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL6A2	SDC1	COL6A2	SDC1	TIME-L	L	primary	13	0.46703296703296704	0.46703296703296704	0.10760914039913912	13	1.0	0.46703296703296704	0.10760914039913912	0.0	fitted	COL6A2:15/15	SDC1:29/30	secreted	False	True	KEGG: hsa04512	0.7909108108108108	10000	0.1260873912608739	8	9	False	False
109	COL4A2_SDC4	COL4A2 - SDC4	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL4A2	SDC4	COL4A2	SDC4	TIME-L	L	primary	13	-0.46703296703296704	0.46703296703296715	0.10760914039913912	13	1.0	-0.46703296703296704	0.10760914039913912	0.0	fitted	COL4A2:15/15	SDC4:30/30	secreted	False		KEGG: hsa04512	0.7867527777777777	10000	0.18398160183981602	9	9	False	False
110	JAG2_NOTCH3	JAG2 - NOTCH3	NOTCH	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	JAG2	NOTCH3	JAG2	NOTCH3	TIME-L	L	primary	13	0.46153846153846156	0.46153846153846156	0.1123759705582514	6	0.46153846153846156	-0.08571428571428573	0.8717434402332361	-0.5472527472527473	fitted	JAG2:9/15	NOTCH3:28/30		True	True	PMID: 22353464	0.8006631578947369	10000	0.1332866713328667	6	2	False	False
111	PPIA_BSG	PPIA - BSG	CypA	Secreted Signaling	lung	ligand_tumour__receptor_immune	PPIA	BSG	PPIA	BSG	L	TIME-L	primary	13	0.45604395604395603	0.456043956043956	0.11728306543614486	13	1.0	0.45604395604395603	0.11728306543614486	0.0	fitted	PPIA:30/30	BSG:15/15	secreted	False	True	PMID: 36012604	0.8167948717948718	10000	0.16268373162683733	9	8	False	False
118	ICAM1_SPN	ICAM1 - SPN	ICAM	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	ICAM1	SPN	ICAM1	SPN	L	TIME-L	primary	13	0.4505494505494505	0.4505494505494506	0.12233188767803567	12	0.9230769230769231	0.31468531468531474	0.3191387855033045	-0.13586413586413576	fitted	ICAM1:29/30	SPN:14/15		True	True	PMID: 1683685	0.8175325000000001	10000	0.2126787321267873	9	5	False	False
119	SPP1_CD44	SPP1 - CD44	SPP1	Secreted Signaling	lung	ligand_tumour__receptor_immune	SPP1	CD44	SPP1	CD44	L	TIME-L	primary	13	0.43956043956043955	0.43956043956043955	0.1328602441569298	7	0.5384615384615384	-0.28571428571428575	0.5345092286010408	-0.7252747252747254	fitted	SPP1:21/30	CD44:15/15	cytokine	False	True	PMID: 21907263	0.8694609756097561	10000	0.14828517148285172	5	8	False	False
120	COL4A1_SDC4	COL4A1 - SDC4	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL4A1	SDC4	COL4A1	SDC4	TIME-L	L	primary	13	-0.4340659340659341	0.434065934065934	0.13834237788821255	13	1.0	-0.4340659340659341	0.13834237788821255	0.0	fitted	COL4A1:15/15	SDC4:30/30	secreted	False		KEGG: hsa04512	0.8738193548387098	10000	0.22257774222577742	9	9	False	False
132	ICOSL_ICOS	ICOSL - ICOS	ICOS	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	ICOSLG	ICOS	ICOSLG	ICOS	L	TIME-L	primary	13	-0.42857142857142855	0.4285714285714287	0.14397143468783602	3	0.23076923076923078				below_min_n (3 < 6)	ICOSLG:18/30	ICOS:8/15		True	True	PMID: 23954143	0.8738193548387098	10000	0.1044895510448955	2	2	False	False
134	SEMA4A_PLXNB3	SEMA4A - PLXNB3	SEMA4	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	SEMA4A	PLXNB3	SEMA4A	PLXNB3	TIME-L	L	primary	13	-0.4175824175824176	0.4175824175824176	0.1556747536334745	5	0.38461538461538464				below_min_n (5 < 6)	SEMA4A:13/15	PLXNB3:16/30		True	True	PMID: 27533782	0.8738193548387098	10000	0.1126887311268873	2	5	False	False
135	BTC_EGFR	BTC - EGFR	EGF	Secreted Signaling	lung	ligand_immune__receptor_tumour	BTC	EGFR	BTC	EGFR	TIME-L	L	primary	13	-0.41208791208791207	0.4120879120879122	0.16175105277252644	10	0.7692307692307693	-0.7212121212121211	0.018573155089460232	-0.309124209124209	fitted	BTC:14/15	EGFR:25/30	growth factor	True	True	KEGG: hsa04012	0.8738193548387098	10000	0.2106789321067893	6	5	False	False
136	HLA-C_CD8A	HLA-C - CD8A	MHC-I	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	HLA-C	CD8A	HLA-C	CD8A	L	TIME-L	primary	13	-0.40659340659340654	0.4065934065934066	0.1679783461478964	10	0.7692307692307693	-0.34545454545454546	0.3282265114713673	0.06113886113886108	fitted	HLA-C:30/30	CD8A:12/15		True	True	KEGG: hsa04514	0.8738193548387098	10000	0.20617938206179381	9	4	False	False
137	COL4A2_GP6	COL4A2 - GP6	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL4A2	GP6	COL4A2	GP6	TIME-L	L	primary	13	-0.40659340659340654	0.4065934065934066	0.1679783461478964	12	0.9230769230769231	-0.2447552447552448	0.44326193645018325	0.16183816183816174	fitted	COL4A2:15/15	GP6:29/30	secreted	False		KEGG: hsa04512	0.8738193548387098	10000	0.23967603239676033	6	9	False	False
138	C3_C3AR1	C3 - C3AR1	COMPLEMENT	Secreted Signaling	lung	ligand_tumour__receptor_immune	C3	C3AR1	C3	C3AR1	L	TIME-L	primary	13	-0.40659340659340654	0.4065934065934066	0.1679783461478964	10	0.7692307692307693	-0.7696969696969697	0.009221952722215996	-0.3631035631035631	fitted	C3:27/30	C3AR1:12/15	secreted	False	True	KEGG: hsa04080	0.8738193548387098	10000	0.28687131286871315	9	5	False	False
144	LAMB2_CD44	LAMB2 - CD44	LAMININ	ECM-Receptor	lung	ligand_immune__receptor_tumour	LAMB2	CD44	LAMB2	CD44	TIME-L	L	primary	13	0.4010989010989011	0.4010989010989011	0.17435746494503293	11	0.8461538461538461	0.30000000000000004	0.37008312228206786	-0.10109890109890107	fitted	LAMB2:14/15	CD44:29/30			True	KEGG: hsa04512	0.8738193548387098	10000	0.20777922207779223	7	6	False	False
145	IGF1_IGF1R	IGF1 - IGF1R	IGF	Secreted Signaling	lung	ligand_tumour__receptor_immune	IGF1	IGF1R	IGF1	IGF1R	L	TIME-L	primary	13	-0.39010989010989006	0.39010989010989017	0.18757411613383781	4	0.3076923076923077				below_min_n (4 < 6)	IGF1:17/30	IGF1R:12/15	growth factor	False	True	PMID: 14604834	0.8738193548387098	10000	0.1760823917608239	2	3	False	False
146	HLA-DQA1_CD4	HLA-DQA1 - CD4	MHC-II	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	HLA-DQA1	CD4	HLA-DQA1	CD4	TIME-L	L	primary	13	0.39010989010989006	0.3901098901098901	0.18757411613383781	6	0.46153846153846156	-0.2571428571428572	0.6227871720116619	-0.6472527472527472	fitted	HLA-DQA1:11/15	CD4:18/30				KEGG: hsa04514	0.8738193548387098	10000	0.20627937206279373	3	7	False	False
155	PLAU_PLAUR	PLAU - PLAUR	PLAU	Secreted Signaling	lung	ligand_tumour__receptor_immune	PLAU	PLAUR	PLAU	PLAUR	L	TIME-L	primary	13	0.37912087912087916	0.37912087912087916	0.20140608996104342	6	0.46153846153846156	0.4285714285714286	0.3965014577259473	0.04945054945054944	fitted	PLAU:21/30	PLAUR:11/15	secreted	False	True	uniprot	0.8738193548387098	10000	0.21747825217478253	3	4	False	False
156	COL6A1_SDC1	COL6A1 - SDC1	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL6A1	SDC1	COL6A1	SDC1	TIME-L	L	primary	13	0.37912087912087916	0.37912087912087916	0.20140608996104342	13	1.0	0.37912087912087916	0.20140608996104342	0.0	fitted	COL6A1:15/15	SDC1:29/30	secreted	False	True	KEGG: hsa04512	0.8738193548387098	10000	0.23867613238676133	8	9	False	False
157	COL1A2_CD44	COL1A2 - CD44	COLLAGEN	ECM-Receptor	lung	ligand_tumour__receptor_immune	COL1A2	CD44	COL1A2	CD44	L	TIME-L	primary	13	-0.37912087912087916	0.37912087912087916	0.20140608996104342	13	1.0	-0.37912087912087916	0.20140608996104342	0.0	fitted	COL1A2:30/30	CD44:15/15	secreted	False	True	KEGG: hsa04512	0.8738193548387098	10000	0.26407359264073593	9	8	False	False
158	COL6A2_SDC4	COL6A2 - SDC4	COLLAGEN	ECM-Receptor	lung	ligand_tumour__receptor_immune	COL6A2	SDC4	COL6A2	SDC4	L	TIME-L	primary	13	-0.3736263736263736	0.3736263736263737	0.20855405979520913	10	0.7692307692307693	-0.1515151515151515	0.6760651759978539	0.22211122211122208	fitted	COL6A2:28/30	SDC4:13/15	secreted	False		KEGG: hsa04512	0.8738193548387098	10000	0.22657734226577342	5	5	False	False
159	FN1_CD44	FN1 - CD44	FN1	ECM-Receptor	lung	ligand_tumour__receptor_immune	FN1	CD44	FN1	CD44	L	TIME-L	primary	13	0.3736263736263736	0.3736263736263737	0.20855405979520913	12	0.9230769230769231	0.44055944055944063	0.1517350357167303	0.06693306693306705	fitted	FN1:29/30	CD44:15/15	secreted	False	True	KEGG: hsa04512	0.8738193548387098	10000	0.26917308269173085	9	8	False	False
160	EFNA1_EPHA2	EFNA1 - EPHA2	EPHA	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	EFNA1	EPHA2	EFNA1	EPHA2	TIME-L	L	primary	13	-0.3736263736263736	0.3736263736263737	0.20855405979520913	6	0.46153846153846156	0.2571428571428572	0.6227871720116619	0.6307692307692307	fitted	EFNA1:12/15	EPHA2:20/30	secreted	True	True	PMID: 15114347	0.8738193548387098	10000	0.21697830216978303	5	4	False	False
161	FN1_SDC4	FN1 - SDC4	FN1	ECM-Receptor	lung	ligand_tumour__receptor_immune	FN1	SDC4	FN1	SDC4	L	TIME-L	primary	13	-0.3681318681318681	0.3681318681318681	0.21585718064938142	10	0.7692307692307693	-0.5515151515151515	0.098401176669635	-0.1833832833832834	fitted	FN1:29/30	SDC4:13/15	secreted	False		KEGG: hsa04512	0.8738193548387098	10000	0.33836616338366166	9	5	False	False
162	MPZL1_MPZL1	MPZL1 - MPZL1	MPZ	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	MPZL1	MPZL1	MPZL1	MPZL1	TIME-L	L	primary	13	0.3626373626373627	0.3626373626373626	0.22331572029248167	13	1.0	0.3626373626373627	0.22331572029248167	0.0	fitted	MPZL1:15/15	MPZL1:30/30		True	True	KEGG: hsa04514	0.8738193548387098	10000	0.25607439256074394	7	6	False	False
163	MPZL1_MPZL1	MPZL1 - MPZL1	MPZ	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	MPZL1	MPZL1	MPZL1	MPZL1	L	TIME-L	primary	13	0.3626373626373627	0.3626373626373626	0.22331572029248167	13	1.0	0.3626373626373627	0.22331572029248167	0.0	fitted	MPZL1:30/30	MPZL1:15/15		True	True	KEGG: hsa04514	0.8738193548387098	10000	0.25607439256074394	7	6	False	False
164	NEGR1_NEGR1	NEGR1 - NEGR1	NEGR	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	NEGR1	NEGR1	NEGR1	NEGR1	L	TIME-L	primary	13	0.3626373626373627	0.36263736263736274	0.22331572029248167	12	0.9230769230769231	0.18881118881118883	0.5567370561768314	-0.17382617382617385	fitted	NEGR1:29/30	NEGR1:14/15				KEGG: hsa04514	0.8738193548387098	10000	0.23827617238276172	5	5	False	False
165	HLA-A_CD8A	HLA-A - CD8A	MHC-I	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	HLA-A	CD8A	HLA-A	CD8A	L	TIME-L	primary	13	-0.3626373626373627	0.3626373626373626	0.22331572029248167	10	0.7692307692307693	-0.5030303030303029	0.13833369839449194	-0.14039294039294026	fitted	HLA-A:30/30	CD8A:12/15		True	True	KEGG: hsa04514	0.8738193548387098	10000	0.264973502649735	9	4	False	False
166	NEGR1_NEGR1	NEGR1 - NEGR1	NEGR	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	NEGR1	NEGR1	NEGR1	NEGR1	TIME-L	L	primary	13	0.3626373626373627	0.36263736263736274	0.22331572029248167	12	0.9230769230769231	0.18881118881118883	0.5567370561768314	-0.17382617382617385	fitted	NEGR1:14/15	NEGR1:29/30				KEGG: hsa04514	0.8738193548387098	10000	0.23827617238276172	5	5	False	False
181	COL4A1_SDC1	COL4A1 - SDC1	COLLAGEN	ECM-Receptor	lung	ligand_tumour__receptor_immune	COL4A1	SDC1	COL4A1	SDC1	L	TIME-L	primary	13	-0.35714285714285715	0.35714285714285704	0.23092986230203388	3	0.23076923076923078				below_min_n (3 < 6)	COL4A1:18/30	SDC1:11/15	secreted	False	True	KEGG: hsa04512	0.8738193548387098	10000	0.19658034196580343	2	6	False	False
182	TNC_SDC4	TNC - SDC4	TENASCIN	ECM-Receptor	lung	ligand_immune__receptor_tumour	TNC	SDC4	TNC	SDC4	TIME-L	L	primary	13	-0.35714285714285715	0.35714285714285715	0.23092986230203388	11	0.8461538461538461	-0.5545454545454546	0.0766523333397824	-0.1974025974025974	fitted	TNC:13/15	SDC4:30/30	secreted	False		KEGG: hsa04512	0.8738193548387098	10000	0.23267673232676733	9	7	False	False
183	COL4A1_GP6	COL4A1 - GP6	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL4A1	GP6	COL4A1	GP6	TIME-L	L	primary	13	-0.35714285714285715	0.3571428571428571	0.23092986230203388	12	0.9230769230769231	-0.18181818181818185	0.5717012385276553	0.1753246753246753	fitted	COL4A1:15/15	GP6:29/30	secreted	False		KEGG: hsa04512	0.8738193548387098	10000	0.32966703329667035	6	9	False	False
184	COL1A1_SDC4	COL1A1 - SDC4	COLLAGEN	ECM-Receptor	lung	ligand_tumour__receptor_immune	COL1A1	SDC4	COL1A1	SDC4	L	TIME-L	primary	13	-0.35714285714285715	0.3571428571428571	0.23092986230203388	10	0.7692307692307693	-0.12727272727272726	0.7260570147627894	0.2298701298701299	fitted	COL1A1:29/30	SDC4:13/15	secreted	False		KEGG: hsa04512	0.8738193548387098	10000	0.27187281271872815	8	5	False	False
185	SEMA4C_PLXNB2	SEMA4C - PLXNB2	SEMA4	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	SEMA4C	PLXNB2	SEMA4C	PLXNB2	L	TIME-L	primary	13	-0.3516483516483516	0.35164835164835156	0.23869970534203375	9	0.6923076923076923	-0.2833333333333333	0.46003032896572005	0.0683150183150183	fitted	SEMA4C:24/30	PLXNB2:15/15		True	True	PMID: 27533782	0.8738193548387098	10000	0.26347365263473654	5	7	False	False
186	HLA-F_KIR3DL1	HLA-F - KIR3DL1	MHC-I	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	HLA-F	KIR3DL1	HLA-F	KIR3DL1	L	TIME-L	primary	13	-0.3493813484042632	0.34938134840426316	0.241950880106297	10	0.7692307692307693	-0.04242424242424241	0.9073638178128159	0.3069571059800208	fitted	HLA-F:23/30	KIR3DL1:15/15		True	True	PMID: 28484462	0.8738193548387098	10000	0.25577442255774424	7	7	False	False
187	COL6A1_GP6	COL6A1 - GP6	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL6A1	GP6	COL6A1	GP6	TIME-L	L	primary	13	-0.34615384615384615	0.34615384615384615	0.24662526251007164	12	0.9230769230769231	-0.3636363636363637	0.24526500073077723	-0.017482517482517557	fitted	COL6A1:15/15	GP6:29/30	secreted	False		KEGG: hsa04512	0.8738193548387098	10000	0.34556544345565443	6	9	False	False
188	COL6A2_CD44	COL6A2 - CD44	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL6A2	CD44	COL6A2	CD44	TIME-L	L	primary	13	0.34615384615384615	0.34615384615384615	0.24662526251007164	12	0.9230769230769231	0.16783216783216784	0.6020994277865379	-0.1783216783216783	fitted	COL6A2:15/15	CD44:29/30	secreted	False	True	KEGG: hsa04512	0.8738193548387098	10000	0.32766723327667235	7	9	False	False
189	FN1_SDC1	FN1 - SDC1	FN1	ECM-Receptor	lung	ligand_immune__receptor_tumour	FN1	SDC1	FN1	SDC1	TIME-L	L	primary	13	0.34615384615384615	0.34615384615384615	0.24662526251007164	13	1.0	0.34615384615384615	0.24662526251007164	0.0	fitted	FN1:15/15	SDC1:29/30	secreted	False	True	KEGG: hsa04512	0.8738193548387098	10000	0.29627037296270375	8	9	False	False
190	LAMB1_CD44	LAMB1 - CD44	LAMININ	ECM-Receptor	lung	ligand_immune__receptor_tumour	LAMB1	CD44	LAMB1	CD44	TIME-L	L	primary	13	0.34615384615384615	0.34615384615384615	0.24662526251007164	12	0.9230769230769231	0.16783216783216784	0.6020994277865379	-0.1783216783216783	fitted	LAMB1:15/15	CD44:29/30			True	KEGG: hsa04512	0.8738193548387098	10000	0.26507349265073493	7	7	False	False
191	HLA-E_KLRK1	HLA-E - KLRK1	MHC-I	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	HLA-E	KLRK1	HLA-E	KLRK1	L	TIME-L	primary	13	0.34615384615384615	0.34615384615384615	0.24662526251007164	8	0.6153846153846154	0.30952380952380953	0.4556448907375821	-0.03663003663003661	fitted	HLA-E:30/30	KLRK1:10/15		True	True	PMID: 28484462	0.8738193548387098	10000	0.3721627837216278	9	3	False	False
192	TNFSF12_TNFRSF12A	TNFSF12 - TNFRSF12A	TWEAK	Secreted Signaling	lung	ligand_immune__receptor_tumour	TNFSF12	TNFRSF12A	TNFSF12	TNFRSF12A	TIME-L	L	primary	13	0.34112824568605227	0.34112824568605227	0.2540107344193662	8	0.6153846153846154	0.45509797952703834	0.2571920854587725	0.11396973384098608	fitted	TNFSF12:10/15	TNFRSF12A:28/30	cytokine	True	True	KEGG: hsa04060	0.8738193548387098	10000	0.30356964303569645	6	3	False	False
193	CD99_PILRB	Cd99 - Pilrb	CD99	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	CD99	PILRB	CD99	PILRB	TIME-L	L	primary	13	0.34065934065934067	0.34065934065934067	0.25470646075412506	10	0.7692307692307693	0.5393939393939393	0.1075931877824148	0.19873459873459864	fitted	CD99:15/15	PILRB:27/30		True	True	uniprot;PMID:18234675	0.8738193548387098	10000	0.28777122287771223	7	8	False	False
