cohort	signature	method	group	time_months	survival
TCGA-LUAD	cytotoxicity	zscore	high	19.876796714579054	0.81824911227223984
TCGA-LUAD	cytotoxicity	zscore	high	19.942505133470227	0.81236242801128855
TCGA-LUAD	cytotoxicity	zscore	high	20.008213552361397	0.81236242801128855
TCGA-LUAD	cytotoxicity	zscore	high	20.041067761806982	0.81236242801128855
TCGA-LUAD	cytotoxicity	zscore	high	20.172484599589321	0.80634492854453821
TCGA-LUAD	cytotoxicity	zscore	high	20.271047227926079	0.80634492854453821
TCGA-LUAD	cytotoxicity	zscore	high	20.501026694045173	0.80023625484344318
TCGA-LUAD	cytotoxicity	zscore	high	20.566735112936346	0.79408059134464748
TCGA-LUAD	cytotoxicity	zscore	high	20.632443531827516	0.78792492784585177
TCGA-LUAD	cytotoxicity	zscore	high	20.829568788501028	0.78792492784585177
TCGA-LUAD	cytotoxicity	zscore	high	21.388090349075977	0.78792492784585177
TCGA-LUAD	cytotoxicity	zscore	high	21.420944558521562	0.78792492784585177
TCGA-LUAD	cytotoxicity	zscore	high	21.453798767967147	0.78792492784585177
TCGA-LUAD	cytotoxicity	zscore	high	21.552361396303901	0.78151903412352774
TCGA-LUAD	cytotoxicity	zscore	high	21.618069815195071	0.78151903412352774
TCGA-LUAD	cytotoxicity	zscore	high	21.815195071868583	0.78151903412352774
TCGA-LUAD	cytotoxicity	zscore	high	21.979466119096511	0.78151903412352774
TCGA-LUAD	cytotoxicity	zscore	high	22.143737166324435	0.78151903412352774
TCGA-LUAD	cytotoxicity	zscore	high	22.242299794661189	0.78151903412352774
TCGA-LUAD	cytotoxicity	zscore	high	22.439425051334702	0.78151903412352774
TCGA-LUAD	cytotoxicity	zscore	high	22.636550308008214	0.78151903412352774
TCGA-LUAD	cytotoxicity	zscore	high	22.899383983572896	0.77472321643549713
TCGA-LUAD	cytotoxicity	zscore	high	23.030800821355236	0.77472321643549713
TCGA-LUAD	cytotoxicity	zscore	high	23.06365503080082	0.76786725876792639
TCGA-LUAD	cytotoxicity	zscore	high	23.129363449691994	0.76786725876792639
TCGA-LUAD	cytotoxicity	zscore	high	23.162217659137578	0.76786725876792639
TCGA-LUAD	cytotoxicity	zscore	high	23.622176591375769	0.76786725876792639
TCGA-LUAD	cytotoxicity	zscore	high	23.983572895277206	0.76786725876792639
TCGA-LUAD	cytotoxicity	zscore	high	24.213552361396303	0.76075737674229738
TCGA-LUAD	cytotoxicity	zscore	high	24.344969199178646	0.76075737674229738
TCGA-LUAD	cytotoxicity	zscore	high	24.542094455852155	0.76075737674229738
TCGA-LUAD	cytotoxicity	zscore	high	25.002053388090349	0.75351206839237073
TCGA-LUAD	cytotoxicity	zscore	high	25.527720739219713	0.74612469517283775
TCGA-LUAD	cytotoxicity	zscore	high	25.987679671457904	0.74612469517283775
TCGA-LUAD	cytotoxicity	zscore	high	26.283367556468171	0.73858808209028382
TCGA-LUAD	cytotoxicity	zscore	high	26.447638603696099	0.73858808209028382
TCGA-LUAD	cytotoxicity	zscore	high	26.546201232032853	0.73089445623517668
TCGA-LUAD	cytotoxicity	zscore	high	26.710472279260781	0.73089445623517668
TCGA-LUAD	cytotoxicity	zscore	high	27.071868583162217	0.73089445623517668
TCGA-LUAD	cytotoxicity	zscore	high	27.236139630390145	0.73089445623517668
TCGA-LUAD	cytotoxicity	zscore	high	27.26899383983573	0.73089445623517668
TCGA-LUAD	cytotoxicity	zscore	high	27.564681724845997	0.73089445623517668
TCGA-LUAD	cytotoxicity	zscore	high	28.090349075975361	0.72277340672145252
TCGA-LUAD	cytotoxicity	zscore	high	28.320328542094455	0.72277340672145252
TCGA-LUAD	cytotoxicity	zscore	high	28.386036960985628	0.71456007255416332
TCGA-LUAD	cytotoxicity	zscore	high	28.550308008213552	0.70634673838687412
TCGA-LUAD	cytotoxicity	zscore	high	28.648870636550306	0.70634673838687412
TCGA-LUAD	cytotoxicity	zscore	high	28.878850102669404	0.69803677675879328
TCGA-LUAD	cytotoxicity	zscore	high	28.977412731006162	0.69803677675879328
TCGA-LUAD	cytotoxicity	zscore	high	29.207392197125255	0.69803677675879328
TCGA-LUAD	cytotoxicity	zscore	high	29.700205338809035	0.69803677675879328
TCGA-LUAD	cytotoxicity	zscore	high	29.897330595482547	0.69803677675879328
TCGA-LUAD	cytotoxicity	zscore	high	30.521560574948666	0.68931131704930837
TCGA-LUAD	cytotoxicity	zscore	high	30.55441478439425	0.68931131704930837
TCGA-LUAD	cytotoxicity	zscore	high	31.014373716632445	0.68931131704930837
TCGA-LUAD	cytotoxicity	zscore	high	31.112936344969199	0.68931131704930837
TCGA-LUAD	cytotoxicity	zscore	high	31.211498973305954	0.68024143129865955
TCGA-LUAD	cytotoxicity	zscore	high	31.277207392197127	0.67117154554801073
TCGA-LUAD	cytotoxicity	zscore	high	32.427104722792606	0.66210165979736191
TCGA-LUAD	cytotoxicity	zscore	high	32.459958932238195	0.66210165979736191
TCGA-LUAD	cytotoxicity	zscore	high	32.624229979466122	0.66210165979736191
TCGA-LUAD	cytotoxicity	zscore	high	32.689938398357292	0.6527762843072582
TCGA-LUAD	cytotoxicity	zscore	high	32.821355236139631	0.6434509088171545
TCGA-LUAD	cytotoxicity	zscore	high	33.281314168377826	0.6434509088171545
TCGA-LUAD	cytotoxicity	zscore	high	33.708418891170432	0.63398839545219643
TCGA-LUAD	cytotoxicity	zscore	high	34.036960985626287	0.63398839545219643
TCGA-LUAD	cytotoxicity	zscore	high	34.266940451745377	0.62438251067261774
TCGA-LUAD	cytotoxicity	zscore	high	34.365503080082135	0.61477662589303905
TCGA-LUAD	cytotoxicity	zscore	high	35.515400410677621	0.60517074111346036
TCGA-LUAD	cytotoxicity	zscore	high	36.041067761806978	0.60517074111346036
TCGA-LUAD	cytotoxicity	zscore	high	36.73100616016427	0.60517074111346036
TCGA-LUAD	cytotoxicity	zscore	high	37.125256673511295	0.60517074111346036
TCGA-LUAD	cytotoxicity	zscore	high	38.078028747433265	0.60517074111346036
TCGA-LUAD	cytotoxicity	zscore	high	38.209445585215605	0.60517074111346036
TCGA-LUAD	cytotoxicity	zscore	high	38.702258726899387	0.60517074111346036
TCGA-LUAD	cytotoxicity	zscore	high	39.720739219712527	0.59455371056761019
TCGA-LUAD	cytotoxicity	zscore	high	39.917864476386036	0.58393668002176002
TCGA-LUAD	cytotoxicity	zscore	high	40.377823408624231	0.57331964947590985
TCGA-LUAD	cytotoxicity	zscore	high	40.50924024640657	0.57331964947590985
TCGA-LUAD	cytotoxicity	zscore	high	40.706365503080079	0.57331964947590985
TCGA-LUAD	cytotoxicity	zscore	high	40.936344969199176	0.57331964947590985
TCGA-LUAD	cytotoxicity	zscore	high	42.31622176591376	0.56207808772148027
TCGA-LUAD	cytotoxicity	zscore	high	42.480492813141687	0.55083652596705068
TCGA-LUAD	cytotoxicity	zscore	high	42.874743326488705	0.55083652596705068
TCGA-LUAD	cytotoxicity	zscore	high	44.386036960985628	0.55083652596705068
TCGA-LUAD	cytotoxicity	zscore	high	44.583162217659137	0.53911659988264538
TCGA-LUAD	cytotoxicity	zscore	high	44.977412731006162	0.53911659988264538
TCGA-LUAD	cytotoxicity	zscore	high	45.995893223819301	0.53911659988264538
TCGA-LUAD	cytotoxicity	zscore	high	46.685831622176593	0.52686394988531249
TCGA-LUAD	cytotoxicity	zscore	high	46.948665297741272	0.52686394988531249
TCGA-LUAD	cytotoxicity	zscore	high	47.014373716632441	0.52686394988531249
TCGA-LUAD	cytotoxicity	zscore	high	47.04722792607803	0.52686394988531249
TCGA-LUAD	cytotoxicity	zscore	high	47.375770020533878	0.52686394988531249
TCGA-LUAD	cytotoxicity	zscore	high	48.427104722792606	0.52686394988531249
TCGA-LUAD	cytotoxicity	zscore	high	48.591375770020534	0.52686394988531249
TCGA-LUAD	cytotoxicity	zscore	high	49.215605749486656	0.51262438367219598
TCGA-LUAD	cytotoxicity	zscore	high	49.248459958932237	0.49838481745907942
TCGA-LUAD	cytotoxicity	zscore	high	50.299794661190965	0.48414525124596286
TCGA-LUAD	cytotoxicity	zscore	high	51.219712525667354	0.48414525124596286
TCGA-LUAD	cytotoxicity	zscore	high	52.566735112936342	0.46947418302638821
TCGA-LUAD	cytotoxicity	zscore	high	53.256673511293634	0.46947418302638821
TCGA-LUAD	cytotoxicity	zscore	high	55.293634496919921	0.46947418302638821
TCGA-LUAD	cytotoxicity	zscore	high	55.852156057494867	0.46947418302638821
TCGA-LUAD	cytotoxicity	zscore	high	56.772073921971256	0.46947418302638821
TCGA-LUAD	cytotoxicity	zscore	high	60.123203285420942	0.45270724791830291
TCGA-LUAD	cytotoxicity	zscore	high	61.24024640657084	0.45270724791830291
TCGA-LUAD	cytotoxicity	zscore	high	61.437371663244356	0.45270724791830291
TCGA-LUAD	cytotoxicity	zscore	high	62.19301848049281	0.45270724791830291
TCGA-LUAD	cytotoxicity	zscore	high	63.474332648870636	0.45270724791830291
TCGA-LUAD	cytotoxicity	zscore	high	64.854209445585212	0.45270724791830291
TCGA-LUAD	cytotoxicity	zscore	high	66.595482546201225	0.43212964574019824
TCGA-LUAD	cytotoxicity	zscore	high	67.909650924024646	0.43212964574019824
TCGA-LUAD	cytotoxicity	zscore	high	70.209445585215605	0.43212964574019824
TCGA-LUAD	cytotoxicity	zscore	high	71.42505133470226	0.40938598017492467
TCGA-LUAD	cytotoxicity	zscore	high	73.067761806981522	0.40938598017492467
TCGA-LUAD	cytotoxicity	zscore	high	77.535934291581114	0.40938598017492467
TCGA-LUAD	cytotoxicity	zscore	high	80.459958932238195	0.40938598017492467
TCGA-LUAD	cytotoxicity	zscore	high	85.256673511293641	0.40938598017492467
TCGA-LUAD	cytotoxicity	zscore	high	85.979466119096514	0.38014412444814433
TCGA-LUAD	cytotoxicity	zscore	high	86.078028747433265	0.35090226872136404
TCGA-LUAD	cytotoxicity	zscore	high	92.747433264887064	0.35090226872136404
TCGA-LUAD	cytotoxicity	zscore	high	93.043121149897331	0.35090226872136404
TCGA-LUAD	cytotoxicity	zscore	high	97.67556468172485	0.35090226872136404
TCGA-LUAD	cytotoxicity	zscore	high	101.65092402464066	0.35090226872136404
TCGA-LUAD	cytotoxicity	zscore	high	104.11498973305955	0.30703948513119356
TCGA-LUAD	cytotoxicity	zscore	high	108.58316221765914	0.30703948513119356
TCGA-LUAD	cytotoxicity	zscore	high	120.70636550308008	0.30703948513119356
TCGA-LUAD	cytotoxicity	zscore	high	123.49897330595482	0.30703948513119356
TCGA-LUAD	cytotoxicity	zscore	high	156.55030800821356	0.30703948513119356
TCGA-LUAD	cytotoxicity	zscore	high	164.00821355236138	0.30703948513119356
TCGA-LUAD	cytotoxicity	zscore	high	221.17453798767968	0.30703948513119356
TCGA-LUAD	cytotoxicity	zscore	high	232.01642710472279	0.30703948513119356
TCGA-LUAD	cytotoxicity	zscore	low	0.13141683778234087	0.99601593625498008
TCGA-LUAD	cytotoxicity	zscore	low	0.4271047227926078	0.99601593625498008
TCGA-LUAD	cytotoxicity	zscore	low	0.45995893223819301	0.99601593625498008
TCGA-LUAD	cytotoxicity	zscore	low	0.49281314168377821	0.99601593625498008
TCGA-LUAD	cytotoxicity	zscore	low	0.59137577002053388	0.99198348307176154
TCGA-LUAD	cytotoxicity	zscore	low	0.7227926078028748	0.987951029888543
TCGA-LUAD	cytotoxicity	zscore	low	0.7885010266940452	0.987951029888543
TCGA-LUAD	cytotoxicity	zscore	low	1.2484599589322383	0.98390205025785227
TCGA-LUAD	cytotoxicity	zscore	low	1.4455852156057496	0.98390205025785227
TCGA-LUAD	cytotoxicity	zscore	low	1.5770020533880904	0.98390205025785227
TCGA-LUAD	cytotoxicity	zscore	low	2.0369609856262834	0.97981946913645046
TCGA-LUAD	cytotoxicity	zscore	low	2.7597535934291582	0.97981946913645046
TCGA-LUAD	cytotoxicity	zscore	low	2.8583162217659139	0.97570258061066706
TCGA-LUAD	cytotoxicity	zscore	low	3.1868583162217661	0.97158569208488366
TCGA-LUAD	cytotoxicity	zscore	low	3.2525667351129361	0.96746880355910025
TCGA-LUAD	cytotoxicity	zscore	low	3.8767967145790556	0.96335191503331685
TCGA-LUAD	cytotoxicity	zscore	low	3.9096509240246409	0.95923502650753345
TCGA-LUAD	cytotoxicity	zscore	low	4.0739219712525667	0.95510039277258718
TCGA-LUAD	cytotoxicity	zscore	low	4.3039014373716631	0.95510039277258718
TCGA-LUAD	cytotoxicity	zscore	low	4.5667351129363452	0.95094778236922817
TCGA-LUAD	cytotoxicity	zscore	low	4.6324435318275157	0.95094778236922817
TCGA-LUAD	cytotoxicity	zscore	low	5.28952772073922	0.94675858509006849
TCGA-LUAD	cytotoxicity	zscore	low	5.3880903490759753	0.94256938781090893
TCGA-LUAD	cytotoxicity	zscore	low	5.6837782340862422	0.93838019053174926
TCGA-LUAD	cytotoxicity	zscore	low	5.7166324435318279	0.93838019053174926
TCGA-LUAD	cytotoxicity	zscore	low	5.8809034907597537	0.93417220761456654
TCGA-LUAD	cytotoxicity	zscore	low	6.6365503080082133	0.93417220761456654
TCGA-LUAD	cytotoxicity	zscore	low	6.8993839835728954	0.9299451840506997
TCGA-LUAD	cytotoxicity	zscore	low	7.5564681724845997	0.9299451840506997
TCGA-LUAD	cytotoxicity	zscore	low	7.9835728952772076	0.92569885900937232
TCGA-LUAD	cytotoxicity	zscore	low	8.0164271047227924	0.91720620892671756
TCGA-LUAD	cytotoxicity	zscore	low	8.2135523613963031	0.91295988388539018
TCGA-LUAD	cytotoxicity	zscore	low	8.4106776180698155	0.91295988388539018
TCGA-LUAD	cytotoxicity	zscore	low	8.4435318275154003	0.90869371620368278
TCGA-LUAD	cytotoxicity	zscore	low	8.5420944558521565	0.90442754852197538
TCGA-LUAD	cytotoxicity	zscore	low	9.0349075975359341	0.90014116203608918
TCGA-LUAD	cytotoxicity	zscore	low	9.2320328542094447	0.8958547755502031
TCGA-LUAD	cytotoxicity	zscore	low	9.5605749486652982	0.8915683890643169
TCGA-LUAD	cytotoxicity	zscore	low	9.9548254620123195	0.88728200257843082
TCGA-LUAD	cytotoxicity	zscore	low	10.086242299794661	0.88299561609254462
TCGA-LUAD	cytotoxicity	zscore	low	11.039014373716633	0.87870922960665854
TCGA-LUAD	cytotoxicity	zscore	low	11.170431211498974	0.87442284312077234
TCGA-LUAD	cytotoxicity	zscore	low	12.156057494866531	0.87013645663488626
TCGA-LUAD	cytotoxicity	zscore	low	12.353182751540041	0.86585007014900017
TCGA-LUAD	cytotoxicity	zscore	low	12.648870636550308	0.86156368366311398
TCGA-LUAD	cytotoxicity	zscore	low	13.404517453798768	0.86156368366311398
TCGA-LUAD	cytotoxicity	zscore	low	13.437371663244353	0.85723421791606313
TCGA-LUAD	cytotoxicity	zscore	low	13.60164271047228	0.85723421791606313
TCGA-LUAD	cytotoxicity	zscore	low	13.700205338809035	0.85723421791606313
TCGA-LUAD	cytotoxicity	zscore	low	13.733059548254619	0.85723421791606313
TCGA-LUAD	cytotoxicity	zscore	low	13.897330595482547	0.85723421791606313
TCGA-LUAD	cytotoxicity	zscore	low	13.995893223819301	0.85723421791606313
TCGA-LUAD	cytotoxicity	zscore	low	14.258726899383984	0.84825794338291061
TCGA-LUAD	cytotoxicity	zscore	low	14.291581108829568	0.84825794338291061
TCGA-LUAD	cytotoxicity	zscore	low	14.455852156057494	0.84825794338291061
TCGA-LUAD	cytotoxicity	zscore	low	14.521560574948666	0.84369741680558319
TCGA-LUAD	cytotoxicity	zscore	low	14.652977412731007	0.84369741680558319
TCGA-LUAD	cytotoxicity	zscore	low	14.718685831622176	0.84369741680558319
TCGA-LUAD	cytotoxicity	zscore	low	15.112936344969199	0.83903610511052473
TCGA-LUAD	cytotoxicity	zscore	low	15.178644763860369	0.83903610511052473
TCGA-LUAD	cytotoxicity	zscore	low	15.24435318275154	0.83434875256800778
TCGA-LUAD	cytotoxicity	zscore	low	15.31006160164271	0.83434875256800778
TCGA-LUAD	cytotoxicity	zscore	low	15.342915811088295	0.83434875256800778
TCGA-LUAD	cytotoxicity	zscore	low	15.375770020533881	0.8296081346556895
TCGA-LUAD	cytotoxicity	zscore	low	15.638603696098563	0.8296081346556895
TCGA-LUAD	cytotoxicity	zscore	low	15.671457905544148	0.8296081346556895
TCGA-LUAD	cytotoxicity	zscore	low	15.704312114989733	0.82478483154722615
TCGA-LUAD	cytotoxicity	zscore	low	15.802874743326489	0.82478483154722615
TCGA-LUAD	cytotoxicity	zscore	low	15.901437371663244	0.82478483154722615
TCGA-LUAD	cytotoxicity	zscore	low	16	0.82478483154722615
TCGA-LUAD	cytotoxicity	zscore	low	16.032854209445585	0.81987539802611176
TCGA-LUAD	cytotoxicity	zscore	low	16.525667351129364	0.81496596450499725
TCGA-LUAD	cytotoxicity	zscore	low	17.084188911704313	0.81496596450499725
TCGA-LUAD	cytotoxicity	zscore	low	17.44558521560575	0.81496596450499725
TCGA-LUAD	cytotoxicity	zscore	low	17.609856262833677	0.81496596450499725
TCGA-LUAD	cytotoxicity	zscore	low	17.741273100616016	0.81496596450499725
TCGA-LUAD	cytotoxicity	zscore	low	17.774127310061601	0.81496596450499725
TCGA-LUAD	cytotoxicity	zscore	low	17.905544147843944	0.81496596450499725
TCGA-LUAD	cytotoxicity	zscore	low	17.938398357289529	0.81496596450499725
TCGA-LUAD	cytotoxicity	zscore	low	18.069815195071868	0.80984039240119221
TCGA-LUAD	cytotoxicity	zscore	low	18.102669404517453	0.80984039240119221
TCGA-LUAD	cytotoxicity	zscore	low	18.431211498973305	0.80468217334131198
TCGA-LUAD	cytotoxicity	zscore	low	18.529774127310063	0.80468217334131198
TCGA-LUAD	cytotoxicity	zscore	low	18.562628336755647	0.80468217334131198
TCGA-LUAD	cytotoxicity	zscore	low	18.661190965092402	0.80468217334131198
TCGA-LUAD	cytotoxicity	zscore	low	18.989733059548254	0.80468217334131198
TCGA-LUAD	cytotoxicity	zscore	low	19.252566735112936	0.79928162184237705
TCGA-LUAD	cytotoxicity	zscore	low	19.416837782340863	0.79928162184237705
TCGA-LUAD	cytotoxicity	zscore	low	19.449691991786448	0.79928162184237705
TCGA-LUAD	cytotoxicity	zscore	low	19.482546201232033	0.79380709018592244
TCGA-LUAD	cytotoxicity	zscore	low	19.515400410677618	0.78833255852946782
TCGA-LUAD	cytotoxicity	zscore	low	19.581108829568787	0.78833255852946782
TCGA-LUAD	cytotoxicity	zscore	low	19.646817248459961	0.78281974343485616
TCGA-LUAD	cytotoxicity	zscore	low	19.745379876796715	0.78281974343485616
TCGA-LUAD	cytotoxicity	zscore	low	19.811088295687885	0.78281974343485616
TCGA-LUAD	cytotoxicity	zscore	low	19.975359342915812	0.78281974343485616
TCGA-LUAD	cytotoxicity	zscore	low	20.041067761806982	0.78281974343485616
TCGA-LUAD	cytotoxicity	zscore	low	20.271047227926079	0.78281974343485616
TCGA-LUAD	cytotoxicity	zscore	low	20.533880903490761	0.77706371590959988
TCGA-LUAD	cytotoxicity	zscore	low	20.566735112936346	0.77706371590959988
TCGA-LUAD	cytotoxicity	zscore	low	20.6652977412731	0.77706371590959988
TCGA-LUAD	cytotoxicity	zscore	low	20.698151950718685	0.77706371590959988
TCGA-LUAD	cytotoxicity	zscore	low	21.420944558521562	0.77706371590959988
TCGA-LUAD	cytotoxicity	zscore	low	21.453798767967147	0.77108630271029532
TCGA-LUAD	cytotoxicity	zscore	low	21.585215605749486	0.77108630271029532
TCGA-LUAD	cytotoxicity	zscore	low	21.618069815195071	0.77108630271029532
TCGA-LUAD	cytotoxicity	zscore	low	21.880903490759753	0.76501475701966304
TCGA-LUAD	cytotoxicity	zscore	low	22.012320328542096	0.76501475701966304
TCGA-LUAD	cytotoxicity	zscore	low	22.242299794661189	0.75884528317273026
TCGA-LUAD	cytotoxicity	zscore	low	22.669404517453799	0.75884528317273026
TCGA-LUAD	cytotoxicity	zscore	low	22.702258726899384	0.75884528317273026
TCGA-LUAD	cytotoxicity	zscore	low	22.800821355236138	0.75257383455146809
TCGA-LUAD	cytotoxicity	zscore	low	23.030800821355236	0.74630238593020592
TCGA-LUAD	cytotoxicity	zscore	low	23.129363449691994	0.74630238593020592
TCGA-LUAD	cytotoxicity	zscore	low	23.162217659137578	0.74630238593020592
TCGA-LUAD	cytotoxicity	zscore	low	23.359342915811087	0.7399237330590076
TCGA-LUAD	cytotoxicity	zscore	low	23.589322381930184	0.7399237330590076
TCGA-LUAD	cytotoxicity	zscore	low	23.622176591375769	0.73348961364110321
TCGA-LUAD	cytotoxicity	zscore	low	23.786447638603697	0.73348961364110321
TCGA-LUAD	cytotoxicity	zscore	low	23.917864476386036	0.73348961364110321
TCGA-LUAD	cytotoxicity	zscore	low	24.016427104722794	0.72694059923359333
TCGA-LUAD	cytotoxicity	zscore	low	24.279260780287473	0.72694059923359333
TCGA-LUAD	cytotoxicity	zscore	low	24.312114989733061	0.72694059923359333
TCGA-LUAD	cytotoxicity	zscore	low	24.969199178644764	0.72027141942411088
TCGA-LUAD	cytotoxicity	zscore	low	25.396303901437371	0.72027141942411088
TCGA-LUAD	cytotoxicity	zscore	low	25.462012320328544	0.72027141942411088
TCGA-LUAD	cytotoxicity	zscore	low	25.987679671457904	0.72027141942411088
TCGA-LUAD	cytotoxicity	zscore	low	26.480492813141684	0.72027141942411088
TCGA-LUAD	cytotoxicity	zscore	low	26.513347022587268	0.71327849302193502
TCGA-LUAD	cytotoxicity	zscore	low	27.071868583162217	0.71327849302193502
TCGA-LUAD	cytotoxicity	zscore	low	27.137577002053387	0.70621632972468817
TCGA-LUAD	cytotoxicity	zscore	low	27.170431211498972	0.70621632972468817
TCGA-LUAD	cytotoxicity	zscore	low	27.663244353182751	0.70621632972468817
TCGA-LUAD	cytotoxicity	zscore	low	27.761806981519506	0.70621632972468817
TCGA-LUAD	cytotoxicity	zscore	low	27.991786447638603	0.70621632972468817
TCGA-LUAD	cytotoxicity	zscore	low	28.353182751540039	0.70621632972468817
TCGA-LUAD	cytotoxicity	zscore	low	28.386036960985628	0.70621632972468817
TCGA-LUAD	cytotoxicity	zscore	low	28.451745379876797	0.70621632972468817
TCGA-LUAD	cytotoxicity	zscore	low	28.977412731006162	0.70621632972468817
TCGA-LUAD	cytotoxicity	zscore	low	29.17453798767967	0.70621632972468817
TCGA-LUAD	cytotoxicity	zscore	low	29.207392197125255	0.70621632972468817
TCGA-LUAD	cytotoxicity	zscore	low	29.437371663244353	0.69052263350858401
TCGA-LUAD	cytotoxicity	zscore	low	29.733059548254619	0.68258559174411748
TCGA-LUAD	cytotoxicity	zscore	low	29.963039014373717	0.68258559174411748
TCGA-LUAD	cytotoxicity	zscore	low	29.995893223819301	0.68258559174411748
TCGA-LUAD	cytotoxicity	zscore	low	30.291581108829568	0.67445957279478275
TCGA-LUAD	cytotoxicity	zscore	low	30.817248459958932	0.67445957279478275
TCGA-LUAD	cytotoxicity	zscore	low	31.178644763860369	0.66623445605338294
TCGA-LUAD	cytotoxicity	zscore	low	32.06570841889117	0.65790652535271565
TCGA-LUAD	cytotoxicity	zscore	low	32.098562628336758	0.65790652535271565
TCGA-LUAD	cytotoxicity	zscore	low	32.689938398357292	0.6494718263097321
TCGA-LUAD	cytotoxicity	zscore	low	32.755646817248461	0.6494718263097321
TCGA-LUAD	cytotoxicity	zscore	low	34.168377823408626	0.6494718263097321
TCGA-LUAD	cytotoxicity	zscore	low	34.82546201232033	0.6494718263097321
TCGA-LUAD	cytotoxicity	zscore	low	35.186858316221766	0.6494718263097321
TCGA-LUAD	cytotoxicity	zscore	low	35.219712525667354	0.6494718263097321
TCGA-LUAD	cytotoxicity	zscore	low	35.252566735112936	0.64045138427765247
TCGA-LUAD	cytotoxicity	zscore	low	35.449691991786445	0.64045138427765247
TCGA-LUAD	cytotoxicity	zscore	low	36.632443531827512	0.63130207878797173
TCGA-LUAD	cytotoxicity	zscore	low	36.763860369609858	0.63130207878797173
TCGA-LUAD	cytotoxicity	zscore	low	36.960985626283367	0.63130207878797173
TCGA-LUAD	cytotoxicity	zscore	low	36.993839835728956	0.63130207878797173
TCGA-LUAD	cytotoxicity	zscore	low	37.289527720739223	0.6215897391143107
TCGA-LUAD	cytotoxicity	zscore	low	37.68377823408624	0.61187739944064956
TCGA-LUAD	cytotoxicity	zscore	low	37.716632443531829	0.61187739944064956
TCGA-LUAD	cytotoxicity	zscore	low	38.012320328542096	0.61187739944064956
TCGA-LUAD	cytotoxicity	zscore	low	38.340862422997944	0.60184662240063891
TCGA-LUAD	cytotoxicity	zscore	low	38.47227926078029	0.59181584536062826
TCGA-LUAD	cytotoxicity	zscore	low	38.603696098562629	0.59181584536062826
TCGA-LUAD	cytotoxicity	zscore	low	39.063655030800824	0.59181584536062826
TCGA-LUAD	cytotoxicity	zscore	low	39.227926078028744	0.58124770526490277
TCGA-LUAD	cytotoxicity	zscore	low	39.326488706365502	0.57067956516917728
TCGA-LUAD	cytotoxicity	zscore	low	39.950718685831625	0.57067956516917728
TCGA-LUAD	cytotoxicity	zscore	low	40.57494866529774	0.55991202620372116
TCGA-LUAD	cytotoxicity	zscore	low	41.330595482546201	0.54914448723826492
TCGA-LUAD	cytotoxicity	zscore	low	41.560574948665298	0.53837694827280869
TCGA-LUAD	cytotoxicity	zscore	low	41.659137577002056	0.52760940930735245
TCGA-LUAD	cytotoxicity	zscore	low	41.790554414784395	0.52760940930735245
TCGA-LUAD	cytotoxicity	zscore	low	42.053388090349074	0.52760940930735245
TCGA-LUAD	cytotoxicity	zscore	low	42.217659137577002	0.52760940930735245
TCGA-LUAD	cytotoxicity	zscore	low	42.349075975359341	0.52760940930735245
TCGA-LUAD	cytotoxicity	zscore	low	42.743326488706366	0.52760940930735245
TCGA-LUAD	cytotoxicity	zscore	low	43.498973305954827	0.52760940930735245
TCGA-LUAD	cytotoxicity	zscore	low	43.794661190965094	0.52760940930735245
TCGA-LUAD	cytotoxicity	zscore	low	44.911704312114992	0.52760940930735245
TCGA-LUAD	cytotoxicity	zscore	low	45.30595482546201	0.51474088712912436
TCGA-LUAD	cytotoxicity	zscore	low	47.770020533880903	0.50187236495089627
TCGA-LUAD	cytotoxicity	zscore	low	49.01848049281314	0.48900384277266817
TCGA-LUAD	cytotoxicity	zscore	low	49.314168377823407	0.47613532059444008
TCGA-LUAD	cytotoxicity	zscore	low	49.80698151950719	0.46326679841621199
TCGA-LUAD	cytotoxicity	zscore	low	50.036960985626287	0.46326679841621199
TCGA-LUAD	cytotoxicity	zscore	low	50.201232032854207	0.45003060417574881
TCGA-LUAD	cytotoxicity	zscore	low	53.125256673511295	0.45003060417574881
TCGA-LUAD	cytotoxicity	zscore	low	53.289527720739223	0.43639331314012009
TCGA-LUAD	cytotoxicity	zscore	low	53.618069815195071	0.42275602210449131
TCGA-LUAD	cytotoxicity	zscore	low	54.308008213552363	0.4091187310688626
TCGA-LUAD	cytotoxicity	zscore	low	56.673511293634498	0.39548144003323382
TCGA-LUAD	cytotoxicity	zscore	low	57.494866529774129	0.39548144003323382
TCGA-LUAD	cytotoxicity	zscore	low	58.414784394250511	0.38135710288918978
TCGA-LUAD	cytotoxicity	zscore	low	58.809034907597535	0.36723276574514574
TCGA-LUAD	cytotoxicity	zscore	low	59.071868583162221	0.3531084286011017
TCGA-LUAD	cytotoxicity	zscore	low	60.681724845995895	0.3531084286011017
TCGA-LUAD	cytotoxicity	zscore	low	64.558521560574945	0.3531084286011017
TCGA-LUAD	cytotoxicity	zscore	low	67.843942505133469	0.3531084286011017
TCGA-LUAD	cytotoxicity	zscore	low	69.289527720739216	0.3531084286011017
TCGA-LUAD	cytotoxicity	zscore	low	70.997946611909654	0.3531084286011017
TCGA-LUAD	cytotoxicity	zscore	low	72.246406570841884	0.3531084286011017
TCGA-LUAD	cytotoxicity	zscore	low	73.856262833675558	0.3531084286011017
