cohort	signature	method	group	time_months	survival
TCGA-LUAD	exhaustion	zscore	high	23.06365503080082	0.80325983928084732
TCGA-LUAD	exhaustion	zscore	high	23.129363449691994	0.80325983928084732
TCGA-LUAD	exhaustion	zscore	high	23.162217659137578	0.80325983928084732
TCGA-LUAD	exhaustion	zscore	high	23.589322381930184	0.80325983928084732
TCGA-LUAD	exhaustion	zscore	high	23.622176591375769	0.80325983928084732
TCGA-LUAD	exhaustion	zscore	high	24.213552361396303	0.79615134512791941
TCGA-LUAD	exhaustion	zscore	high	24.279260780287473	0.79615134512791941
TCGA-LUAD	exhaustion	zscore	high	24.344969199178646	0.79615134512791941
TCGA-LUAD	exhaustion	zscore	high	24.542094455852155	0.79615134512791941
TCGA-LUAD	exhaustion	zscore	high	25.002053388090349	0.78884720434692934
TCGA-LUAD	exhaustion	zscore	high	25.527720739219713	0.78140524958893942
TCGA-LUAD	exhaustion	zscore	high	25.987679671457904	0.78140524958893942
TCGA-LUAD	exhaustion	zscore	high	26.283367556468171	0.77381879085506622
TCGA-LUAD	exhaustion	zscore	high	26.447638603696099	0.77381879085506622
TCGA-LUAD	exhaustion	zscore	high	26.710472279260781	0.77381879085506622
TCGA-LUAD	exhaustion	zscore	high	27.071868583162217	0.77381879085506622
TCGA-LUAD	exhaustion	zscore	high	27.236139630390145	0.77381879085506622
TCGA-LUAD	exhaustion	zscore	high	27.26899383983573	0.77381879085506622
TCGA-LUAD	exhaustion	zscore	high	27.564681724845997	0.77381879085506622
TCGA-LUAD	exhaustion	zscore	high	27.761806981519506	0.77381879085506622
TCGA-LUAD	exhaustion	zscore	high	27.991786447638603	0.77381879085506622
TCGA-LUAD	exhaustion	zscore	high	28.090349075975361	0.76549815869533433
TCGA-LUAD	exhaustion	zscore	high	28.386036960985628	0.75717752653560244
TCGA-LUAD	exhaustion	zscore	high	28.550308008213552	0.74876444290742916
TCGA-LUAD	exhaustion	zscore	high	28.648870636550306	0.74876444290742916
TCGA-LUAD	exhaustion	zscore	high	28.878850102669404	0.74025575605620841
TCGA-LUAD	exhaustion	zscore	high	28.977412731006162	0.74025575605620841
TCGA-LUAD	exhaustion	zscore	high	29.17453798767967	0.74025575605620841
TCGA-LUAD	exhaustion	zscore	high	29.207392197125255	0.74025575605620841
TCGA-LUAD	exhaustion	zscore	high	29.437371663244353	0.74025575605620841
TCGA-LUAD	exhaustion	zscore	high	29.700205338809035	0.74025575605620841
TCGA-LUAD	exhaustion	zscore	high	30.521560574948666	0.73122824683601073
TCGA-LUAD	exhaustion	zscore	high	30.55441478439425	0.73122824683601073
TCGA-LUAD	exhaustion	zscore	high	31.112936344969199	0.73122824683601073
TCGA-LUAD	exhaustion	zscore	high	31.211498973305954	0.72197219307859295
TCGA-LUAD	exhaustion	zscore	high	31.277207392197127	0.71271613932117517
TCGA-LUAD	exhaustion	zscore	high	32.427104722792606	0.70346008556375728
TCGA-LUAD	exhaustion	zscore	high	32.459958932238195	0.70346008556375728
TCGA-LUAD	exhaustion	zscore	high	32.624229979466122	0.70346008556375728
TCGA-LUAD	exhaustion	zscore	high	32.689938398357292	0.68444765081879089
TCGA-LUAD	exhaustion	zscore	high	32.755646817248461	0.68444765081879089
TCGA-LUAD	exhaustion	zscore	high	32.821355236139631	0.67480754306077972
TCGA-LUAD	exhaustion	zscore	high	33.281314168377826	0.67480754306077972
TCGA-LUAD	exhaustion	zscore	high	33.708418891170432	0.66502772359613083
TCGA-LUAD	exhaustion	zscore	high	34.036960985626287	0.66502772359613083
TCGA-LUAD	exhaustion	zscore	high	35.449691991786445	0.66502772359613083
TCGA-LUAD	exhaustion	zscore	high	36.73100616016427	0.66502772359613083
TCGA-LUAD	exhaustion	zscore	high	36.763860369609858	0.66502772359613083
TCGA-LUAD	exhaustion	zscore	high	36.960985626283367	0.66502772359613083
TCGA-LUAD	exhaustion	zscore	high	37.125256673511295	0.66502772359613083
TCGA-LUAD	exhaustion	zscore	high	38.078028747433265	0.66502772359613083
TCGA-LUAD	exhaustion	zscore	high	38.209445585215605	0.66502772359613083
TCGA-LUAD	exhaustion	zscore	high	39.720739219712527	0.65394392820286196
TCGA-LUAD	exhaustion	zscore	high	40.50924024640657	0.65394392820286196
TCGA-LUAD	exhaustion	zscore	high	40.706365503080079	0.65394392820286196
TCGA-LUAD	exhaustion	zscore	high	41.560574948665298	0.64247122770807485
TCGA-LUAD	exhaustion	zscore	high	41.659137577002056	0.63099852721328775
TCGA-LUAD	exhaustion	zscore	high	41.790554414784395	0.63099852721328775
TCGA-LUAD	exhaustion	zscore	high	42.217659137577002	0.63099852721328775
TCGA-LUAD	exhaustion	zscore	high	42.31622176591376	0.61909289462435779
TCGA-LUAD	exhaustion	zscore	high	42.480492813141687	0.60718726203542783
TCGA-LUAD	exhaustion	zscore	high	42.874743326488705	0.60718726203542783
TCGA-LUAD	exhaustion	zscore	high	43.794661190965094	0.60718726203542783
TCGA-LUAD	exhaustion	zscore	high	44.386036960985628	0.60718726203542783
TCGA-LUAD	exhaustion	zscore	high	44.583162217659137	0.59453752740968968
TCGA-LUAD	exhaustion	zscore	high	44.911704312114992	0.59453752740968968
TCGA-LUAD	exhaustion	zscore	high	44.977412731006162	0.59453752740968968
TCGA-LUAD	exhaustion	zscore	high	45.995893223819301	0.59453752740968968
TCGA-LUAD	exhaustion	zscore	high	46.948665297741272	0.59453752740968968
TCGA-LUAD	exhaustion	zscore	high	47.014373716632441	0.59453752740968968
TCGA-LUAD	exhaustion	zscore	high	47.04722792607803	0.59453752740968968
TCGA-LUAD	exhaustion	zscore	high	47.375770020533878	0.59453752740968968
TCGA-LUAD	exhaustion	zscore	high	48.427104722792606	0.59453752740968968
TCGA-LUAD	exhaustion	zscore	high	48.591375770020534	0.59453752740968968
TCGA-LUAD	exhaustion	zscore	high	49.215605749486656	0.57889180300417153
TCGA-LUAD	exhaustion	zscore	high	49.248459958932237	0.56324607859865339
TCGA-LUAD	exhaustion	zscore	high	49.80698151950719	0.54760035419313524
TCGA-LUAD	exhaustion	zscore	high	50.036960985626287	0.54760035419313524
TCGA-LUAD	exhaustion	zscore	high	50.299794661190965	0.53149446142274892
TCGA-LUAD	exhaustion	zscore	high	51.219712525667354	0.53149446142274892
TCGA-LUAD	exhaustion	zscore	high	52.566735112936342	0.51488525950328801
TCGA-LUAD	exhaustion	zscore	high	55.293634496919921	0.51488525950328801
TCGA-LUAD	exhaustion	zscore	high	55.852156057494867	0.51488525950328801
TCGA-LUAD	exhaustion	zscore	high	56.673511293634498	0.497130595382485
TCGA-LUAD	exhaustion	zscore	high	58.414784394250511	0.47937593126168199
TCGA-LUAD	exhaustion	zscore	high	58.809034907597535	0.46162126714087898
TCGA-LUAD	exhaustion	zscore	high	59.071868583162221	0.44386660302007597
TCGA-LUAD	exhaustion	zscore	high	60.123203285420942	0.4261119388992729
TCGA-LUAD	exhaustion	zscore	high	61.24024640657084	0.4261119388992729
TCGA-LUAD	exhaustion	zscore	high	61.437371663244356	0.4261119388992729
TCGA-LUAD	exhaustion	zscore	high	62.19301848049281	0.4261119388992729
TCGA-LUAD	exhaustion	zscore	high	63.474332648870636	0.4261119388992729
TCGA-LUAD	exhaustion	zscore	high	66.595482546201225	0.40480634195430926
TCGA-LUAD	exhaustion	zscore	high	67.909650924024646	0.40480634195430926
TCGA-LUAD	exhaustion	zscore	high	69.289527720739216	0.40480634195430926
TCGA-LUAD	exhaustion	zscore	high	70.209445585215605	0.40480634195430926
TCGA-LUAD	exhaustion	zscore	high	71.42505133470226	0.37950594558216494
TCGA-LUAD	exhaustion	zscore	high	74.283367556468178	0.37950594558216494
TCGA-LUAD	exhaustion	zscore	high	77.535934291581114	0.37950594558216494
TCGA-LUAD	exhaustion	zscore	high	78.620123203285416	0.35031318053738303
TCGA-LUAD	exhaustion	zscore	high	82.628336755646814	0.35031318053738303
TCGA-LUAD	exhaustion	zscore	high	85.256673511293641	0.35031318053738303
TCGA-LUAD	exhaustion	zscore	high	85.979466119096514	0.31528186248364476
TCGA-LUAD	exhaustion	zscore	high	86.078028747433265	0.28025054442990643
TCGA-LUAD	exhaustion	zscore	high	92.747433264887064	0.28025054442990643
TCGA-LUAD	exhaustion	zscore	high	93.043121149897331	0.28025054442990643
TCGA-LUAD	exhaustion	zscore	high	101.65092402464066	0.28025054442990643
TCGA-LUAD	exhaustion	zscore	high	120.70636550308008	0.28025054442990643
TCGA-LUAD	exhaustion	zscore	high	123.49897330595482	0.28025054442990643
TCGA-LUAD	exhaustion	zscore	high	156.55030800821356	0.28025054442990643
TCGA-LUAD	exhaustion	zscore	high	164.00821355236138	0.28025054442990643
TCGA-LUAD	exhaustion	zscore	high	221.17453798767968	0.28025054442990643
TCGA-LUAD	exhaustion	zscore	low	0.13141683778234087	0.99601593625498008
TCGA-LUAD	exhaustion	zscore	low	0.4271047227926078	0.99601593625498008
TCGA-LUAD	exhaustion	zscore	low	0.45995893223819301	0.99601593625498008
TCGA-LUAD	exhaustion	zscore	low	0.59137577002053388	0.99199974296362936
TCGA-LUAD	exhaustion	zscore	low	0.7227926078028748	0.98798354967227864
TCGA-LUAD	exhaustion	zscore	low	1.2484599589322383	0.98396735638092792
TCGA-LUAD	exhaustion	zscore	low	1.4455852156057496	0.98396735638092792
TCGA-LUAD	exhaustion	zscore	low	1.5770020533880904	0.98396735638092792
TCGA-LUAD	exhaustion	zscore	low	1.6427104722792607	0.98396735638092792
TCGA-LUAD	exhaustion	zscore	low	1.9055441478439425	0.97990137556943646
TCGA-LUAD	exhaustion	zscore	low	1.9712525667351128	0.97990137556943646
TCGA-LUAD	exhaustion	zscore	low	2.0369609856262834	0.9758184531712305
TCGA-LUAD	exhaustion	zscore	low	2.7597535934291582	0.9758184531712305
TCGA-LUAD	exhaustion	zscore	low	2.8583162217659139	0.97170107573168951
TCGA-LUAD	exhaustion	zscore	low	2.9897330595482545	0.96758369829214852
TCGA-LUAD	exhaustion	zscore	low	3.1868583162217661	0.96346632085260742
TCGA-LUAD	exhaustion	zscore	low	3.2525667351129361	0.95934894341306642
TCGA-LUAD	exhaustion	zscore	low	3.8110882956878851	0.95523156597352543
TCGA-LUAD	exhaustion	zscore	low	3.8767967145790556	0.95111418853398444
TCGA-LUAD	exhaustion	zscore	low	3.9096509240246409	0.94699681109444345
TCGA-LUAD	exhaustion	zscore	low	4.0739219712525667	0.94286145384075593
TCGA-LUAD	exhaustion	zscore	low	4.3039014373716631	0.94286145384075593
TCGA-LUAD	exhaustion	zscore	low	4.5667351129363452	0.9387078791542327
TCGA-LUAD	exhaustion	zscore	low	5.28952772073922	0.9345358441357694
TCGA-LUAD	exhaustion	zscore	low	5.4866529774127306	0.93036380911730621
TCGA-LUAD	exhaustion	zscore	low	5.6837782340862422	0.9261917740988429
TCGA-LUAD	exhaustion	zscore	low	5.7166324435318279	0.9261917740988429
TCGA-LUAD	exhaustion	zscore	low	5.8809034907597537	0.9220008610938708
TCGA-LUAD	exhaustion	zscore	low	6.1108829568788501	0.9220008610938708
TCGA-LUAD	exhaustion	zscore	low	6.3408624229979464	0.91779081149983488
TCGA-LUAD	exhaustion	zscore	low	6.6365503080082133	0.91779081149983488
TCGA-LUAD	exhaustion	zscore	low	6.8993839835728954	0.91356136075559602
TCGA-LUAD	exhaustion	zscore	low	7.1622176591375766	0.91356136075559602
TCGA-LUAD	exhaustion	zscore	low	7.5564681724845997	0.91356136075559602
TCGA-LUAD	exhaustion	zscore	low	7.9835728952772076	0.90929238243430821
TCGA-LUAD	exhaustion	zscore	low	8.0164271047227924	0.90075442579173248
TCGA-LUAD	exhaustion	zscore	low	8.2135523613963031	0.89648544747044456
TCGA-LUAD	exhaustion	zscore	low	8.4106776180698155	0.89648544747044456
TCGA-LUAD	exhaustion	zscore	low	8.4435318275154003	0.89219604341556202
TCGA-LUAD	exhaustion	zscore	low	8.4763860369609851	0.88790663936067948
TCGA-LUAD	exhaustion	zscore	low	8.5420944558521565	0.88361723530579694
TCGA-LUAD	exhaustion	zscore	low	9.0349075975359341	0.87930690732869554
TCGA-LUAD	exhaustion	zscore	low	9.2320328542094447	0.87499657935159414
TCGA-LUAD	exhaustion	zscore	low	9.5605749486652982	0.87068625137449274
TCGA-LUAD	exhaustion	zscore	low	9.8562628336755651	0.86637592339739133
TCGA-LUAD	exhaustion	zscore	low	9.9548254620123195	0.86206559542028993
TCGA-LUAD	exhaustion	zscore	low	10.086242299794661	0.85775526744318853
TCGA-LUAD	exhaustion	zscore	low	10.184804928131417	0.85775526744318853
TCGA-LUAD	exhaustion	zscore	low	10.546201232032855	0.85342317013286939
TCGA-LUAD	exhaustion	zscore	low	11.039014373716633	0.84475897551223111
TCGA-LUAD	exhaustion	zscore	low	11.170431211498974	0.84042687820191198
TCGA-LUAD	exhaustion	zscore	low	11.630390143737166	0.83609478089159284
TCGA-LUAD	exhaustion	zscore	low	12.156057494866531	0.8317626835812737
TCGA-LUAD	exhaustion	zscore	low	12.2217659137577	0.8317626835812737
TCGA-LUAD	exhaustion	zscore	low	12.353182751540041	0.82740790513320428
TCGA-LUAD	exhaustion	zscore	low	12.648870636550308	0.82305312668513475
TCGA-LUAD	exhaustion	zscore	low	13.404517453798768	0.82305312668513475
TCGA-LUAD	exhaustion	zscore	low	13.60164271047228	0.82305312668513475
TCGA-LUAD	exhaustion	zscore	low	13.700205338809035	0.82305312668513475
TCGA-LUAD	exhaustion	zscore	low	13.733059548254619	0.82305312668513475
TCGA-LUAD	exhaustion	zscore	low	13.930184804928132	0.82305312668513475
TCGA-LUAD	exhaustion	zscore	low	13.995893223819301	0.82305312668513475
TCGA-LUAD	exhaustion	zscore	low	14.258726899383984	0.81850587184157053
TCGA-LUAD	exhaustion	zscore	low	14.291581108829568	0.81850587184157053
TCGA-LUAD	exhaustion	zscore	low	14.455852156057494	0.81850587184157053
TCGA-LUAD	exhaustion	zscore	low	14.521560574948666	0.8138815448820137
TCGA-LUAD	exhaustion	zscore	low	14.587268993839835	0.80925721792245675
TCGA-LUAD	exhaustion	zscore	low	14.652977412731007	0.80925721792245675
TCGA-LUAD	exhaustion	zscore	low	14.718685831622176	0.80925721792245675
TCGA-LUAD	exhaustion	zscore	low	15.112936344969199	0.80455223409732624
TCGA-LUAD	exhaustion	zscore	low	15.178644763860369	0.80455223409732624
TCGA-LUAD	exhaustion	zscore	low	15.342915811088295	0.80455223409732624
TCGA-LUAD	exhaustion	zscore	low	15.375770020533881	0.79979156999024148
TCGA-LUAD	exhaustion	zscore	low	15.638603696098563	0.79979156999024148
TCGA-LUAD	exhaustion	zscore	low	15.671457905544148	0.79979156999024148
TCGA-LUAD	exhaustion	zscore	low	15.704312114989733	0.7949443483539369
TCGA-LUAD	exhaustion	zscore	low	15.802874743326489	0.7949443483539369
TCGA-LUAD	exhaustion	zscore	low	15.901437371663244	0.7949443483539369
TCGA-LUAD	exhaustion	zscore	low	16	0.7949443483539369
TCGA-LUAD	exhaustion	zscore	low	16.032854209445585	0.79000680581757698
TCGA-LUAD	exhaustion	zscore	low	16.525667351129364	0.78506926328121718
TCGA-LUAD	exhaustion	zscore	low	16.591375770020534	0.78506926328121718
TCGA-LUAD	exhaustion	zscore	low	16.919917864476385	0.78506926328121718
TCGA-LUAD	exhaustion	zscore	low	17.609856262833677	0.78506926328121718
TCGA-LUAD	exhaustion	zscore	low	17.741273100616016	0.78506926328121718
TCGA-LUAD	exhaustion	zscore	low	17.774127310061601	0.78506926328121718
TCGA-LUAD	exhaustion	zscore	low	17.938398357289529	0.78506926328121718
TCGA-LUAD	exhaustion	zscore	low	18.069815195071868	0.77993809162578442
TCGA-LUAD	exhaustion	zscore	low	18.431211498973305	0.77480691997035167
TCGA-LUAD	exhaustion	zscore	low	18.529774127310063	0.77480691997035167
TCGA-LUAD	exhaustion	zscore	low	18.562628336755647	0.77480691997035167
TCGA-LUAD	exhaustion	zscore	low	18.661190965092402	0.77480691997035167
TCGA-LUAD	exhaustion	zscore	low	18.82546201232033	0.77480691997035167
TCGA-LUAD	exhaustion	zscore	low	18.989733059548254	0.77480691997035167
TCGA-LUAD	exhaustion	zscore	low	19.252566735112936	0.7693886897607688
TCGA-LUAD	exhaustion	zscore	low	19.449691991786448	0.7693886897607688
TCGA-LUAD	exhaustion	zscore	low	19.482546201232033	0.76393203238657892
TCGA-LUAD	exhaustion	zscore	low	19.515400410677618	0.75847537501238904
TCGA-LUAD	exhaustion	zscore	low	19.581108829568787	0.75847537501238904
TCGA-LUAD	exhaustion	zscore	low	19.646817248459961	0.75297917664273406
TCGA-LUAD	exhaustion	zscore	low	19.745379876796715	0.75297917664273406
TCGA-LUAD	exhaustion	zscore	low	19.942505133470227	0.7474425650497728
TCGA-LUAD	exhaustion	zscore	low	20.008213552361397	0.7474425650497728
TCGA-LUAD	exhaustion	zscore	low	20.041067761806982	0.7474425650497728
TCGA-LUAD	exhaustion	zscore	low	20.271047227926079	0.7474425650497728
TCGA-LUAD	exhaustion	zscore	low	20.533880903490761	0.74169300685708228
TCGA-LUAD	exhaustion	zscore	low	20.566735112936346	0.73594344866439176
TCGA-LUAD	exhaustion	zscore	low	20.698151950718685	0.73594344866439176
TCGA-LUAD	exhaustion	zscore	low	20.829568788501028	0.73594344866439176
TCGA-LUAD	exhaustion	zscore	low	21.388090349075977	0.73594344866439176
TCGA-LUAD	exhaustion	zscore	low	21.420944558521562	0.73594344866439176
TCGA-LUAD	exhaustion	zscore	low	21.453798767967147	0.73000842085258211
TCGA-LUAD	exhaustion	zscore	low	21.585215605749486	0.73000842085258211
TCGA-LUAD	exhaustion	zscore	low	21.618069815195071	0.73000842085258211
TCGA-LUAD	exhaustion	zscore	low	21.880903490759753	0.72397529340751943
TCGA-LUAD	exhaustion	zscore	low	22.012320328542096	0.72397529340751943
TCGA-LUAD	exhaustion	zscore	low	22.242299794661189	0.71789146741249832
TCGA-LUAD	exhaustion	zscore	low	22.669404517453799	0.71789146741249832
TCGA-LUAD	exhaustion	zscore	low	22.702258726899384	0.71789146741249832
TCGA-LUAD	exhaustion	zscore	low	23.030800821355236	0.71164893291325926
TCGA-LUAD	exhaustion	zscore	low	23.129363449691994	0.71164893291325926
TCGA-LUAD	exhaustion	zscore	low	23.162217659137578	0.71164893291325926
TCGA-LUAD	exhaustion	zscore	low	23.359342915811087	0.7052949245836766
TCGA-LUAD	exhaustion	zscore	low	23.622176591375769	0.69894091625409394
TCGA-LUAD	exhaustion	zscore	low	23.786447638603697	0.69894091625409394
TCGA-LUAD	exhaustion	zscore	low	23.917864476386036	0.69894091625409394
TCGA-LUAD	exhaustion	zscore	low	23.983572895277206	0.69894091625409394
TCGA-LUAD	exhaustion	zscore	low	24.016427104722794	0.69240875815826131
TCGA-LUAD	exhaustion	zscore	low	24.312114989733061	0.69240875815826131
TCGA-LUAD	exhaustion	zscore	low	24.969199178644764	0.68581438903294456
TCGA-LUAD	exhaustion	zscore	low	25.396303901437371	0.68581438903294456
TCGA-LUAD	exhaustion	zscore	low	25.462012320328544	0.68581438903294456
TCGA-LUAD	exhaustion	zscore	low	25.987679671457904	0.68581438903294456
TCGA-LUAD	exhaustion	zscore	low	26.480492813141684	0.68581438903294456
TCGA-LUAD	exhaustion	zscore	low	26.513347022587268	0.67888697096190476
TCGA-LUAD	exhaustion	zscore	low	26.546201232032853	0.67195955289086495
TCGA-LUAD	exhaustion	zscore	low	27.071868583162217	0.67195955289086495
TCGA-LUAD	exhaustion	zscore	low	27.137577002053387	0.66495997421491848
TCGA-LUAD	exhaustion	zscore	low	27.170431211498972	0.66495997421491848
TCGA-LUAD	exhaustion	zscore	low	27.663244353182751	0.66495997421491848
TCGA-LUAD	exhaustion	zscore	low	28.320328542094455	0.66495997421491848
TCGA-LUAD	exhaustion	zscore	low	28.353182751540039	0.66495997421491848
TCGA-LUAD	exhaustion	zscore	low	28.451745379876797	0.66495997421491848
TCGA-LUAD	exhaustion	zscore	low	28.977412731006162	0.66495997421491848
TCGA-LUAD	exhaustion	zscore	low	29.207392197125255	0.66495997421491848
TCGA-LUAD	exhaustion	zscore	low	29.437371663244353	0.64984724752821577
TCGA-LUAD	exhaustion	zscore	low	29.733059548254619	0.64229088418486435
TCGA-LUAD	exhaustion	zscore	low	29.897330595482547	0.64229088418486435
TCGA-LUAD	exhaustion	zscore	low	29.963039014373717	0.64229088418486435
TCGA-LUAD	exhaustion	zscore	low	29.995893223819301	0.64229088418486435
TCGA-LUAD	exhaustion	zscore	low	30.291581108829568	0.63445806852407327
TCGA-LUAD	exhaustion	zscore	low	30.817248459958932	0.63445806852407327
TCGA-LUAD	exhaustion	zscore	low	31.014373716632445	0.63445806852407327
TCGA-LUAD	exhaustion	zscore	low	31.178644763860369	0.62642695373262935
TCGA-LUAD	exhaustion	zscore	low	32.06570841889117	0.61829153874908871
TCGA-LUAD	exhaustion	zscore	low	32.098562628336758	0.61829153874908871
TCGA-LUAD	exhaustion	zscore	low	34.168377823408626	0.61829153874908871
TCGA-LUAD	exhaustion	zscore	low	34.266940451745377	0.60993624768491184
TCGA-LUAD	exhaustion	zscore	low	34.365503080082135	0.60158095662073496
TCGA-LUAD	exhaustion	zscore	low	34.82546201232033	0.60158095662073496
TCGA-LUAD	exhaustion	zscore	low	35.186858316221766	0.60158095662073496
TCGA-LUAD	exhaustion	zscore	low	35.219712525667354	0.60158095662073496
TCGA-LUAD	exhaustion	zscore	low	35.252566735112936	0.59286239203202873
TCGA-LUAD	exhaustion	zscore	low	35.515400410677621	0.58414382744332249
TCGA-LUAD	exhaustion	zscore	low	36.041067761806978	0.58414382744332249
TCGA-LUAD	exhaustion	zscore	low	36.632443531827512	0.575293163391151
TCGA-LUAD	exhaustion	zscore	low	36.993839835728956	0.575293163391151
TCGA-LUAD	exhaustion	zscore	low	37.289527720739223	0.56616152587700574
TCGA-LUAD	exhaustion	zscore	low	37.68377823408624	0.55702988836286049
TCGA-LUAD	exhaustion	zscore	low	37.716632443531829	0.55702988836286049
TCGA-LUAD	exhaustion	zscore	low	38.012320328542096	0.55702988836286049
TCGA-LUAD	exhaustion	zscore	low	38.340862422997944	0.54758870381433744
TCGA-LUAD	exhaustion	zscore	low	38.47227926078029	0.53814751926581439
TCGA-LUAD	exhaustion	zscore	low	38.603696098562629	0.53814751926581439
TCGA-LUAD	exhaustion	zscore	low	38.702258726899387	0.53814751926581439
TCGA-LUAD	exhaustion	zscore	low	39.063655030800824	0.53814751926581439
TCGA-LUAD	exhaustion	zscore	low	39.227926078028744	0.52799379248721412
TCGA-LUAD	exhaustion	zscore	low	39.326488706365502	0.51784006570861385
TCGA-LUAD	exhaustion	zscore	low	39.917864476386036	0.50768633893001358
TCGA-LUAD	exhaustion	zscore	low	39.950718685831625	0.50768633893001358
TCGA-LUAD	exhaustion	zscore	low	40.377823408624231	0.49732539323756431
TCGA-LUAD	exhaustion	zscore	low	40.57494866529774	0.48696444754511503
TCGA-LUAD	exhaustion	zscore	low	40.936344969199176	0.48696444754511503
TCGA-LUAD	exhaustion	zscore	low	41.330595482546201	0.47637826390282995
TCGA-LUAD	exhaustion	zscore	low	42.053388090349074	0.47637826390282995
TCGA-LUAD	exhaustion	zscore	low	42.349075975359341	0.47637826390282995
TCGA-LUAD	exhaustion	zscore	low	42.743326488706366	0.47637826390282995
TCGA-LUAD	exhaustion	zscore	low	43.498973305954827	0.47637826390282995
TCGA-LUAD	exhaustion	zscore	low	45.30595482546201	0.46475928185641946
TCGA-LUAD	exhaustion	zscore	low	46.685831622176593	0.45314029981000897
TCGA-LUAD	exhaustion	zscore	low	47.770020533880903	0.44152131776359849
TCGA-LUAD	exhaustion	zscore	low	49.01848049281314	0.429902335717188
TCGA-LUAD	exhaustion	zscore	low	49.314168377823407	0.41828335367077751
TCGA-LUAD	exhaustion	zscore	low	50.201232032854207	0.40666437162436703
TCGA-LUAD	exhaustion	zscore	low	53.125256673511295	0.40666437162436703
TCGA-LUAD	exhaustion	zscore	low	53.256673511293634	0.40666437162436703
TCGA-LUAD	exhaustion	zscore	low	53.289527720739223	0.39434120884787105
TCGA-LUAD	exhaustion	zscore	low	53.618069815195071	0.38201804607137507
TCGA-LUAD	exhaustion	zscore	low	54.308008213552363	0.3696948832948791
TCGA-LUAD	exhaustion	zscore	low	56.772073921971256	0.3696948832948791
TCGA-LUAD	exhaustion	zscore	low	57.494866529774129	0.3696948832948791
TCGA-LUAD	exhaustion	zscore	low	60.681724845995895	0.3696948832948791
TCGA-LUAD	exhaustion	zscore	low	64.558521560574945	0.3696948832948791
TCGA-LUAD	exhaustion	zscore	low	64.854209445585212	0.3696948832948791
TCGA-LUAD	exhaustion	zscore	low	67.843942505133469	0.3696948832948791
TCGA-LUAD	exhaustion	zscore	low	70.997946611909654	0.3696948832948791
TCGA-LUAD	exhaustion	zscore	low	72.246406570841884	0.3696948832948791
TCGA-LUAD	exhaustion	zscore	low	73.067761806981522	0.3696948832948791
TCGA-LUAD	exhaustion	zscore	low	73.856262833675558	0.3696948832948791
TCGA-LUAD	exhaustion	zscore	low	76.156057494866531	0.3512101391301351
TCGA-LUAD	exhaustion	zscore	low	77.798767967145793	0.3512101391301351
TCGA-LUAD	exhaustion	zscore	low	80.459958932238195	0.3512101391301351
TCGA-LUAD	exhaustion	zscore	low	81.741273100616013	0.3512101391301351
TCGA-LUAD	exhaustion	zscore	low	85.092402464065714	0.3512101391301351
TCGA-LUAD	exhaustion	zscore	low	85.946611909650926	0.3512101391301351
TCGA-LUAD	exhaustion	zscore	low	87.917864476386043	0.3512101391301351
TCGA-LUAD	exhaustion	zscore	low	88.082135523613957	0.32419397458166321
TCGA-LUAD	exhaustion	zscore	low	88.57494866529774	0.32419397458166321
TCGA-LUAD	exhaustion	zscore	low	97.67556468172485	0.32419397458166321
TCGA-LUAD	exhaustion	zscore	low	100.50102669404518	0.32419397458166321
TCGA-LUAD	exhaustion	zscore	low	104.11498973305955	0.28817242185036729
TCGA-LUAD	exhaustion	zscore	low	107.13757700205339	0.28817242185036729
TCGA-LUAD	exhaustion	zscore	low	108.58316221765914	0.28817242185036729
TCGA-LUAD	exhaustion	zscore	low	110.42299794661191	0.24014368487530607
TCGA-LUAD	exhaustion	zscore	low	119.42505133470226	0.24014368487530607
TCGA-LUAD	exhaustion	zscore	low	129.44558521560575	0.24014368487530607
TCGA-LUAD	exhaustion	zscore	low	162.98973305954826	0.16009578991687073
TCGA-LUAD	exhaustion	zscore	low	232.01642710472279	0.16009578991687073
TCGA-LUAD	exhaustion	zscore	low	238.12731006160163	0.16009578991687073
TCGA-LUAD	myeloid_m1	ssgsea	high	0.3613963039014374	1
TCGA-LUAD	myeloid_m1	ssgsea	high	0.49281314168377821	1
TCGA-LUAD	myeloid_m1	ssgsea	high	0.62422997946611913	0.99598393574297184
TCGA-LUAD	myeloid_m1	ssgsea	high	0.7885010266940452	0.99598393574297184
TCGA-LUAD	myeloid_m1	ssgsea	high	0.91991786447638602	0.99598393574297184
TCGA-LUAD	myeloid_m1	ssgsea	high	1.0841889117043122	0.99193522055702488
TCGA-LUAD	myeloid_m1	ssgsea	high	1.1827515400410678	0.99193522055702488
TCGA-LUAD	myeloid_m1	ssgsea	high	1.4455852156057496	0.99193522055702488
TCGA-LUAD	myeloid_m1	ssgsea	high	1.6427104722792607	0.99193522055702488
TCGA-LUAD	myeloid_m1	ssgsea	high	1.9712525667351128	0.99193522055702488
TCGA-LUAD	myeloid_m1	ssgsea	high	2.431211498973306	0.98781930677877994
TCGA-LUAD	myeloid_m1	ssgsea	high	2.5954825462012319	0.98781930677877994
TCGA-LUAD	myeloid_m1	ssgsea	high	2.7597535934291582	0.98781930677877994
TCGA-LUAD	myeloid_m1	ssgsea	high	2.8583162217659139	0.98366880548979352
TCGA-LUAD	myeloid_m1	ssgsea	high	3.9096509240246409	0.98366880548979352
