artifact	file	url	accessed_utc	last_modified	bytes	sha256	stability	pin_status
supplementary_data_1	41467_2022_33365_MOESM4_ESM.xlsx	https://static-content.springer.com/esm/art%3A10.1038%2Fs41467-022-33365-y/MediaObjects/41467_2022_33365_MOESM4_ESM.xlsx	2026-09-15T19:44:49+00:00	Mon, 04 Dec 2023 14:16:02 GMT	13210	3af54bfcef1a4f10a73344de4bc7233d94013dad47c64a3f4c6a60b369d10f08	fixed	verified
